@relation texture

@attribute A3 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.76,-0.63,-0.751,-0.821,-1.07,-0.819,-0.945,-0.856,-0.986,-0.768,-1.019,-0.507,-0.526,-0.825,-0.607,2
-0.93,-0.767,-0.902,-0.967,-1.244,-0.747,-0.987,-0.767,-1.084,-0.847,-1.029,-0.815,-0.736,-0.969,-0.787,2
-0.563,-0.407,-0.598,-0.643,-1.109,-0.569,-0.793,-0.567,-0.977,-0.709,-0.961,-0.501,-0.58,-0.777,-0.516,2
-0.794,-0.478,-0.659,-0.793,-1.113,-0.609,-0.886,-0.601,-1.041,-0.781,-0.967,-0.579,-0.613,-0.848,-0.624,2
-0.78,-0.498,-0.649,-0.858,-1.002,-0.632,-0.856,-0.671,-1.016,-0.711,-0.961,-0.552,-0.55,-0.713,-0.514,2
-0.651,-0.294,-0.466,-0.747,-0.98,-0.453,-0.691,-0.432,-0.815,-0.519,-0.801,-0.324,-0.487,-0.647,-0.404,2
-0.91,-0.595,-0.711,-0.902,-0.993,-0.599,-0.785,-0.613,-0.77,-0.564,-0.785,-0.632,-0.652,-0.801,-0.643,2
-0.747,-0.644,-0.783,-0.788,-1.149,-0.606,-0.926,-0.652,-0.954,-0.762,-0.947,-0.561,-0.593,-0.884,-0.63,2
-0.789,-0.643,-0.77,-0.925,-1.087,-0.662,-0.927,-0.695,-0.934,-0.703,-0.977,-0.526,-0.614,-0.911,-0.674,2
-0.849,-0.66,-0.784,-0.849,-1.108,-0.721,-0.888,-0.728,-0.991,-0.693,-0.998,-0.615,-0.56,-0.847,-0.621,2
-0.672,-0.602,-0.814,-0.711,-1.351,-0.658,-1.014,-0.671,-1.011,-0.816,-1.02,-0.501,-0.565,-0.911,-0.584,2
-0.892,-0.68,-0.826,-0.867,-1.169,-0.617,-0.942,-0.664,-0.988,-0.775,-0.948,-0.626,-0.609,-0.93,-0.69,2
-0.654,-0.407,-0.513,-0.684,-0.904,-0.64,-0.839,-0.689,-0.953,-0.678,-0.85,-0.352,-0.499,-0.725,-0.523,2
-0.617,-0.383,-0.543,-0.67,-0.985,-0.492,-0.752,-0.517,-0.841,-0.619,-0.858,-0.47,-0.55,-0.686,-0.517,2
-0.734,-0.675,-0.863,-0.758,-1.322,-0.697,-1.053,-0.74,-1.009,-0.829,-1.005,-0.525,-0.561,-0.933,-0.629,2
