@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4,7,9-10,12,16-18,23-24,26,30-31,33,39,41'

@attribute A4 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.68,-0.795,-0.625,-0.851,-0.812,-0.811,-0.959,-0.826,-1.007,-0.737,-0.601,-1.008,-1.106,-0.557,-0.623,2
-0.717,-0.849,-0.628,-0.903,-0.869,-0.748,-0.955,-0.796,-1.012,-0.814,-0.618,-1.038,-1.219,-0.734,-0.701,2
-0.53,-0.693,-0.47,-0.777,-0.757,-0.611,-0.902,-0.673,-1.02,-0.67,-0.521,-0.926,-1.133,-0.532,-0.572,2
-0.478,-0.659,-0.429,-0.793,-0.715,-0.609,-0.886,-0.639,-1.041,-0.739,-0.58,-0.967,-1.113,-0.579,-0.597,2
-0.09,-0.186,-0.106,-0.415,-0.325,-0.375,-0.436,-0.39,-0.601,-0.278,-0.297,-0.763,-0.532,-0.355,-0.478,2
-0.57,-0.694,-0.44,-0.695,-0.761,-0.546,-0.858,-0.635,-0.894,-0.658,-0.445,-0.883,-1.083,-0.468,-0.462,2
-0.505,-0.651,-0.425,-0.746,-0.697,-0.573,-0.832,-0.616,-0.923,-0.667,-0.501,-0.934,-1.072,-0.531,-0.555,2
-0.647,-0.779,-0.508,-0.779,-0.852,-0.606,-0.953,-0.712,-0.91,-0.744,-0.521,-0.897,-1.191,-0.495,-0.494,2
-0.569,-0.686,-0.508,-0.843,-0.824,-0.727,-0.918,-0.787,-1.013,-0.712,-0.574,-1.006,-1.074,-0.523,-0.493,2
-0.769,-0.91,-0.567,-0.806,-0.914,-0.632,-0.988,-0.706,-0.986,-0.835,-0.591,-1.006,-1.342,-0.691,-0.679,2
-0.574,-0.74,-0.512,-0.852,-0.802,-0.635,-0.9,-0.687,-0.937,-0.738,-0.519,-0.939,-1.213,-0.566,-0.615,2
-0.579,-0.734,-0.471,-0.736,-0.811,-0.66,-0.96,-0.761,-1.037,-0.768,-0.656,-1.012,-1.141,-0.478,-0.592,2
-0.925,-1.068,-0.795,-1.05,-1.08,-0.852,-1.158,-0.958,-1.087,-0.925,-0.663,-1.095,-1.414,-0.753,-0.698,2
-0.765,-0.931,-0.624,-0.928,-0.963,-0.766,-1.033,-0.846,-1.068,-0.902,-0.667,-1.058,-1.359,-0.702,-0.664,2
-0.421,-0.585,-0.365,-0.698,-0.643,-0.429,-0.801,-0.508,-0.938,-0.674,-0.537,-0.885,-1.017,-0.515,-0.534,2
-0.652,-0.811,-0.557,-0.846,-0.873,-0.677,-0.965,-0.754,-0.906,-0.667,-0.411,-0.902,-1.238,-0.542,-0.532,2
-0.391,-0.571,-0.421,-0.805,-0.642,-0.588,-0.798,-0.61,-0.858,-0.529,-0.352,-0.845,-1.029,-0.377,-0.418,2
-0.609,-0.722,-0.538,-0.839,-0.807,-0.716,-0.897,-0.761,-1.006,-0.675,-0.511,-1.093,-1.126,-0.541,-0.57,2
