@relation texture

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.874,-0.71,-0.583,-0.522,-0.722,-0.761,-0.844,-0.777,-0.698,-0.953,-0.615,-0.654,2
-1.244,-0.93,-0.767,-0.568,-0.967,-0.843,-0.987,-0.767,-0.972,-1.084,-0.827,-0.741,2
-0.984,-0.794,-0.434,-0.36,-0.848,-0.729,-0.822,-0.694,-0.751,-0.913,-0.647,-0.554,2
-1.035,-0.847,-0.653,-0.582,-0.874,-0.674,-0.88,-0.702,-0.743,-0.867,-0.598,-0.586,2
-1.362,-0.883,-0.713,-0.415,-0.931,-0.855,-0.972,-0.717,-1.072,-1.078,-0.938,-0.68,2
-1.192,-0.922,-0.699,-0.522,-0.915,-0.873,-0.923,-0.747,-0.922,-1.007,-0.799,-0.685,2
-1.119,-0.822,-0.609,-0.434,-0.818,-0.77,-0.89,-0.714,-0.818,-0.972,-0.676,-0.618,2
-1.141,-0.811,-0.581,-0.434,-0.869,-0.624,-0.897,-0.662,-0.757,-0.814,-0.579,-0.465,2
-1.021,-0.747,-0.51,-0.385,-0.758,-0.635,-0.859,-0.684,-0.799,-0.939,-0.687,-0.569,2
-1.162,-0.785,-0.589,-0.423,-0.728,-0.599,-0.935,-0.675,-0.854,-0.979,-0.714,-0.571,2
-0.596,-0.573,-0.198,-0.204,-0.511,-0.475,-0.53,-0.458,-0.398,-0.63,-0.338,-0.501,2
-1.191,-0.884,-0.745,-0.572,-0.981,-0.855,-1.04,-0.863,-0.946,-1.08,-0.843,-0.681,2
-1.163,-0.901,-0.738,-0.54,-0.929,-0.713,-0.927,-0.678,-0.874,-0.926,-0.76,-0.651,2
-1.205,-0.921,-0.698,-0.499,-0.877,-0.848,-0.956,-0.75,-0.939,-1.022,-0.822,-0.723,2
-1.273,-0.975,-0.714,-0.508,-0.967,-0.904,-1.039,-0.837,-1.068,-1.087,-0.976,-0.653,2
-1.191,-0.705,-0.602,-0.402,-0.771,-0.694,-0.991,-0.748,-0.928,-1.02,-0.814,-0.581,2
-1.19,-0.997,-0.729,-0.605,-0.979,-0.825,-0.927,-0.711,-0.937,-1.026,-0.814,-0.767,2
-0.867,-0.574,-0.292,-0.232,-0.614,-0.302,-0.701,-0.483,-0.647,-0.802,-0.484,-0.448,2
-1.069,-0.714,-0.469,-0.233,-0.762,-0.526,-0.838,-0.533,-0.867,-1.009,-0.726,-0.612,2
-1.181,-0.736,-0.611,-0.413,-0.78,-0.667,-0.935,-0.696,-0.878,-0.94,-0.738,-0.565,2
-1.086,-0.822,-0.692,-0.604,-0.866,-0.831,-0.934,-0.838,-0.845,-1.015,-0.727,-0.617,2
-1.099,-0.915,-0.608,-0.464,-0.904,-0.859,-0.952,-0.81,-0.862,-1.077,-0.724,-0.543,2
-0.989,-0.627,-0.431,-0.331,-0.689,-0.559,-0.844,-0.642,-0.805,-0.969,-0.67,-0.446,2
-1.006,-0.837,-0.593,-0.504,-0.845,-0.609,-0.861,-0.681,-0.687,-0.822,-0.563,-0.493,2
-1.258,-0.754,-0.601,-0.373,-0.741,-0.694,-0.986,-0.686,-0.935,-0.972,-0.785,-0.524,2
-1.05,-0.767,-0.416,-0.28,-0.784,-0.585,-0.813,-0.566,-0.654,-0.801,-0.493,-0.345,2
-1.169,-0.892,-0.68,-0.528,-0.867,-0.692,-0.942,-0.664,-0.911,-0.988,-0.787,-0.645,2
-0.942,-0.66,-0.353,-0.262,-0.711,-0.517,-0.73,-0.504,-0.668,-0.802,-0.563,-0.484,2
-1.29,-0.91,-0.768,-0.539,-0.959,-0.864,-1.054,-0.819,-1.069,-1.109,-0.975,-0.68,2
