@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2-4,9,17,20,22,24,30,33-34,36,40-41'

@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A9 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A24 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.029,-1.013,-0.895,-0.775,-1.172,-1.01,-1.081,-0.932,-1.074,-0.77,-0.847,-0.723,-0.817,2
-0.583,-0.689,-0.439,-0.386,-0.766,-0.738,-0.714,-0.599,-0.865,-0.438,-0.529,-0.421,-0.546,2
-0.801,-0.853,-0.694,-0.603,-0.955,-0.827,-0.881,-0.768,-1.073,-0.676,-0.744,-0.65,-0.771,2
-0.726,-0.815,-0.603,-0.549,-0.98,-0.931,-0.859,-0.729,-1.078,-0.52,-0.667,-0.553,-0.586,2
-0.716,-0.738,-0.53,-0.432,-0.917,-0.664,-0.95,-0.783,-0.934,-0.507,-0.703,-0.512,-0.562,2
-0.723,-0.963,-0.576,-0.583,-0.903,-0.835,-0.882,-0.78,-1.013,-0.691,-0.735,-0.677,-0.767,2
-0.46,-0.55,-0.259,-0.234,-0.691,-0.514,-0.681,-0.564,-0.833,-0.432,-0.567,-0.614,-0.626,2
-0.956,-0.888,-0.835,-0.724,-1.054,-0.818,-0.948,-0.795,-1.019,-0.721,-0.845,-0.692,-0.767,2
-0.595,-0.759,-0.489,-0.5,-0.842,-0.916,-0.71,-0.612,-0.96,-0.429,-0.535,-0.458,-0.538,2
-0.701,-0.669,-0.547,-0.459,-0.886,-0.729,-0.873,-0.74,-0.955,-0.579,-0.728,-0.645,-0.716,2
-0.633,-0.745,-0.51,-0.434,-0.903,-0.893,-0.729,-0.601,-1.034,-0.442,-0.588,-0.555,-0.574,2
-0.88,-0.824,-0.719,-0.599,-1.048,-0.886,-0.926,-0.76,-0.958,-0.58,-0.726,-0.581,-0.661,2
-0.782,-0.894,-0.667,-0.603,-0.986,-0.973,-0.926,-0.814,-1.076,-0.7,-0.755,-0.67,-0.773,2
-0.716,-0.854,-0.614,-0.589,-0.905,-0.898,-0.847,-0.759,-0.925,-0.661,-0.7,-0.652,-0.814,2
-0.857,-0.874,-0.707,-0.609,-0.95,-0.746,-0.884,-0.734,-1.025,-0.634,-0.765,-0.654,-0.722,2
-0.811,-0.97,-0.673,-0.634,-0.982,-0.943,-0.943,-0.829,-1.059,-0.775,-0.776,-0.775,-0.888,2
-0.728,-0.824,-0.594,-0.513,-0.954,-0.823,-0.927,-0.832,-1.069,-0.562,-0.718,-0.618,-0.694,2
-0.894,-0.902,-0.81,-0.712,-1.085,-0.981,-0.998,-0.893,-1.102,-0.765,-0.828,-0.658,-0.782,2
-0.634,-0.839,-0.507,-0.497,-0.841,-0.804,-0.77,-0.66,-0.944,-0.572,-0.607,-0.587,-0.651,2
-0.62,-0.727,-0.412,-0.373,-0.833,-0.593,-0.741,-0.605,-0.929,-0.423,-0.575,-0.535,-0.476,2
-0.775,-0.747,-0.644,-0.515,-0.926,-0.768,-0.864,-0.731,-0.947,-0.561,-0.708,-0.593,-0.687,2
-0.722,-0.837,-0.593,-0.56,-0.861,-0.805,-0.687,-0.563,-0.869,-0.53,-0.583,-0.517,-0.598,2
-0.883,-0.883,-0.713,-0.568,-0.972,-0.864,-1.072,-0.938,-1.085,-0.715,-0.851,-0.656,-0.789,2
-0.525,-0.566,-0.35,-0.317,-0.783,-0.627,-0.784,-0.679,-0.904,-0.409,-0.606,-0.56,-0.546,2
-0.456,-0.483,-0.31,-0.31,-0.682,-0.439,-0.583,-0.448,-0.745,-0.3,-0.456,-0.308,-0.463,2
