@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4-5,10,12,15-17,20,22,29-30,34,39-41'

@attribute A4 numeric
@attribute A5 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.689,-0.498,-0.779,-0.914,-0.652,-0.662,-1.003,-0.78,-1.016,-0.767,-1.02,-0.784,-0.578,-0.648,2
-0.469,-0.381,-0.566,-0.736,-0.511,-0.518,-0.837,-0.601,-0.853,-0.683,-0.891,-0.65,-0.537,-0.582,2
-0.585,-0.465,-0.733,-0.803,-0.576,-0.603,-0.918,-0.725,-0.914,-0.661,-0.884,-0.711,-0.571,-0.639,2
-0.598,-0.539,-0.889,-0.784,-0.701,-0.77,-0.933,-0.974,-0.799,-0.695,-0.982,-0.626,-0.593,-0.712,2
-0.78,-0.71,-0.934,-0.842,-0.758,-0.813,-0.98,-1.028,-0.879,-0.745,-1.059,-0.787,-0.7,-0.819,2
-0.462,-0.431,-0.841,-0.673,-0.513,-0.567,-0.82,-0.69,-0.652,-0.469,-0.833,-0.574,-0.499,-0.51,2
-0.451,-0.424,-0.934,-0.672,-0.552,-0.633,-0.837,-0.816,-0.798,-0.664,-0.926,-0.611,-0.571,-0.706,2
-0.388,-0.358,-0.652,-0.635,-0.408,-0.496,-0.779,-0.522,-0.722,-0.507,-0.853,-0.585,-0.451,-0.489,2
-0.339,-0.27,-0.649,-0.584,-0.501,-0.606,-0.751,-0.704,-0.735,-0.575,-0.918,-0.527,-0.454,-0.551,2
-0.609,-0.53,-0.818,-0.796,-0.656,-0.692,-0.89,-0.854,-0.818,-0.64,-0.986,-0.678,-0.618,-0.71,2
-0.66,-0.566,-0.849,-0.764,-0.665,-0.721,-0.888,-0.905,-0.802,-0.632,-0.998,-0.673,-0.574,-0.712,2
-0.638,-0.585,-0.937,-0.847,-0.763,-0.822,-0.998,-0.994,-0.839,-0.703,-1.036,-0.652,-0.595,-0.71,2
-0.341,-0.23,-0.502,-0.585,-0.323,-0.345,-0.714,-0.344,-0.804,-0.614,-0.881,-0.642,-0.532,-0.596,2
-0.514,-0.392,-0.702,-0.816,-0.615,-0.664,-0.91,-0.756,-0.907,-0.596,-0.921,-0.66,-0.453,-0.465,2
-0.528,-0.447,-0.713,-0.754,-0.55,-0.634,-0.866,-0.709,-0.812,-0.568,-0.896,-0.606,-0.443,-0.529,2
-0.552,-0.487,-0.812,-0.78,-0.631,-0.68,-0.923,-0.824,-0.872,-0.74,-1.036,-0.68,-0.548,-0.617,2
-0.647,-0.525,-0.85,-0.882,-0.645,-0.671,-0.991,-0.816,-0.88,-0.612,-0.911,-0.675,-0.482,-0.506,2
-0.733,-0.615,-0.906,-0.906,-0.71,-0.743,-0.984,-0.879,-0.966,-0.703,-1.041,-0.776,-0.646,-0.762,2
-0.583,-0.443,-0.809,-0.796,-0.601,-0.639,-0.914,-0.777,-0.881,-0.663,-0.993,-0.684,-0.554,-0.627,2
-0.473,-0.419,-0.775,-0.741,-0.627,-0.659,-0.893,-0.84,-0.847,-0.693,-0.956,-0.647,-0.503,-0.497,2
-0.572,-0.507,-0.825,-0.768,-0.621,-0.644,-0.882,-0.811,-0.812,-0.657,-0.957,-0.641,-0.549,-0.657,2
-0.849,-0.766,-1.071,-1.05,-0.89,-0.897,-1.162,-1.095,-1.045,-0.859,-1.118,-0.844,-0.731,-0.834,2
-0.584,-0.492,-0.793,-0.797,-0.657,-0.689,-0.933,-0.85,-0.857,-0.713,-1.014,-0.673,-0.559,-0.654,2
-0.558,-0.476,-0.835,-0.762,-0.566,-0.601,-0.891,-0.706,-0.914,-0.768,-1.023,-0.726,-0.594,-0.665,2
-0.564,-0.537,-0.874,-0.809,-0.754,-0.815,-0.945,-1.001,-0.813,-0.725,-1.044,-0.603,-0.493,-0.584,2
-0.594,-0.523,-0.883,-0.822,-0.721,-0.786,-0.967,-0.951,-0.854,-0.75,-1.094,-0.644,-0.551,-0.656,2
-0.589,-0.528,-0.815,-0.819,-0.618,-0.65,-0.967,-0.737,-0.909,-0.667,-0.955,-0.727,-0.59,-0.67,2
-0.292,-0.298,-0.614,-0.539,-0.386,-0.461,-0.701,-0.503,-0.647,-0.501,-0.794,-0.522,-0.448,-0.478,2
-0.55,-0.43,-0.736,-0.753,-0.567,-0.616,-0.894,-0.733,-0.815,-0.574,-0.86,-0.641,-0.552,-0.646,2
-0.499,-0.416,-0.78,-0.691,-0.504,-0.567,-0.828,-0.685,-0.774,-0.622,-0.926,-0.599,-0.548,-0.613,2
-0.534,-0.461,-0.762,-0.737,-0.547,-0.576,-0.85,-0.739,-0.803,-0.628,-0.908,-0.631,-0.582,-0.66,2
-0.444,-0.406,-0.733,-0.623,-0.522,-0.604,-0.766,-0.752,-0.766,-0.617,-0.9,-0.583,-0.523,-0.619,2
-0.6,-0.491,-0.882,-0.751,-0.602,-0.682,-0.918,-0.818,-0.92,-0.783,-1.078,-0.724,-0.677,-0.807,2
-0.411,-0.325,-0.622,-0.667,-0.495,-0.536,-0.827,-0.66,-0.715,-0.54,-0.814,-0.529,-0.454,-0.549,2
-0.482,-0.414,-0.713,-0.715,-0.469,-0.472,-0.897,-0.529,-0.849,-0.659,-0.907,-0.741,-0.655,-0.694,2
-0.584,-0.4,-0.644,-0.881,-0.624,-0.648,-1.007,-0.79,-0.893,-0.613,-0.936,-0.675,-0.417,-0.398,2
-0.5,-0.417,-0.813,-0.754,-0.547,-0.606,-0.9,-0.736,-0.859,-0.709,-0.99,-0.674,-0.5,-0.551,2
-0.444,-0.265,-0.516,-0.763,-0.544,-0.61,-0.923,-0.717,-0.832,-0.57,-0.894,-0.589,-0.362,-0.325,2
-0.314,-0.223,-0.413,-0.532,-0.374,-0.449,-0.673,-0.551,-0.644,-0.476,-0.783,-0.475,-0.328,-0.4,2
-0.333,-0.326,-0.559,-0.558,-0.451,-0.49,-0.648,-0.636,-0.609,-0.593,-0.865,-0.508,-0.593,-0.749,2
-0.724,-0.613,-0.937,-0.875,-0.679,-0.708,-0.995,-0.893,-0.933,-0.759,-1.08,-0.766,-0.667,-0.78,2
-0.689,-0.628,-0.932,-0.861,-0.725,-0.751,-0.951,-0.937,-0.876,-0.696,-0.969,-0.701,-0.652,-0.794,2
-0.474,-0.43,-0.831,-0.698,-0.482,-0.554,-0.826,-0.633,-0.698,-0.479,-0.848,-0.586,-0.486,-0.524,2
-0.581,-0.501,-0.869,-0.77,-0.577,-0.619,-0.897,-0.783,-0.757,-0.494,-0.854,-0.598,-0.465,-0.526,2
-0.639,-0.542,-0.817,-0.76,-0.671,-0.733,-0.873,-0.917,-0.803,-0.651,-1.004,-0.661,-0.566,-0.707,2
-0.751,-0.611,-0.944,-0.892,-0.702,-0.748,-1,-0.917,-1.067,-0.904,-1.175,-0.859,-0.736,-0.86,2
-0.478,-0.41,-0.874,-0.739,-0.561,-0.64,-0.888,-0.755,-0.808,-0.641,-0.964,-0.625,-0.468,-0.505,2
-0.65,-0.606,-0.989,-0.804,-0.679,-0.735,-0.954,-0.9,-0.805,-0.642,-0.968,-0.648,-0.597,-0.725,2
-0.554,-0.381,-0.656,-0.776,-0.536,-0.574,-0.899,-0.672,-0.89,-0.581,-0.87,-0.661,-0.47,-0.558,2
-0.419,-0.294,-0.515,-0.626,-0.432,-0.49,-0.774,-0.617,-0.724,-0.518,-0.821,-0.514,-0.328,-0.413,2
-0.473,-0.256,-0.647,-0.717,-0.456,-0.533,-0.873,-0.611,-0.939,-0.689,-0.88,-0.791,-0.643,-0.725,3
-0.466,-0.275,-0.866,-0.728,-0.475,-0.571,-0.884,-0.659,-1.075,-0.848,-0.99,-0.849,-0.728,-0.813,3
-0.591,-0.449,-0.896,-0.855,-0.634,-0.719,-1.02,-0.85,-1.032,-0.777,-0.931,-0.849,-0.715,-0.791,3
-0.522,-0.389,-0.812,-0.786,-0.513,-0.567,-0.912,-0.665,-1.002,-0.803,-1.003,-0.838,-0.721,-0.828,3
-0.262,-0.075,-0.601,-0.463,-0.236,-0.451,-0.622,-0.306,-0.796,-0.596,-0.833,-0.713,-0.538,-0.573,3
-0.395,-0.283,-0.731,-0.538,-0.376,-0.508,-0.712,-0.477,-0.795,-0.538,-0.799,-0.724,-0.724,-0.826,3
-0.424,-0.221,-0.875,-0.63,-0.427,-0.597,-0.758,-0.574,-1.046,-0.879,-1.065,-0.812,-0.675,-0.784,3
-0.275,-0.116,-0.63,-0.454,-0.252,-0.47,-0.625,-0.316,-0.776,-0.573,-0.81,-0.707,-0.554,-0.589,3
-0.294,-0.132,-0.637,-0.627,-0.385,-0.46,-0.765,-0.524,-0.821,-0.543,-0.726,-0.596,-0.419,-0.489,3
-0.47,-0.323,-0.742,-0.756,-0.525,-0.593,-0.901,-0.716,-0.921,-0.714,-0.897,-0.717,-0.571,-0.659,3
-0.355,-0.173,-0.629,-0.591,-0.341,-0.48,-0.741,-0.371,-0.917,-0.701,-0.927,-0.738,-0.583,-0.646,3
-0.318,-0.137,-0.61,-0.563,-0.38,-0.455,-0.722,-0.499,-0.733,-0.535,-0.786,-0.608,-0.474,-0.547,3
-0.324,-0.193,-0.71,-0.571,-0.343,-0.426,-0.73,-0.496,-0.814,-0.625,-0.814,-0.652,-0.53,-0.586,3
-0.332,-0.148,-0.737,-0.591,-0.335,-0.466,-0.726,-0.354,-0.924,-0.672,-0.928,-0.755,-0.643,-0.748,3
-0.29,-0.201,-0.684,-0.471,-0.27,-0.398,-0.648,-0.351,-0.708,-0.487,-0.754,-0.656,-0.57,-0.633,3
-0.337,-0.208,-0.821,-0.524,-0.416,-0.602,-0.712,-0.47,-0.843,-0.619,-0.861,-0.749,-0.668,-0.752,3
-0.297,-0.182,-0.765,-0.562,-0.369,-0.496,-0.701,-0.372,-0.92,-0.649,-0.907,-0.731,-0.618,-0.692,3
-0.467,-0.381,-0.94,-0.678,-0.504,-0.621,-0.824,-0.691,-0.895,-0.641,-0.839,-0.762,-0.687,-0.796,3
-0.321,-0.185,-0.689,-0.54,-0.381,-0.512,-0.727,-0.554,-0.757,-0.574,-0.776,-0.628,-0.545,-0.655,3
-0.486,-0.323,-0.721,-0.751,-0.508,-0.541,-0.899,-0.654,-0.947,-0.784,-0.967,-0.759,-0.633,-0.712,3
-0.442,-0.291,-0.76,-0.664,-0.473,-0.554,-0.837,-0.644,-0.819,-0.604,-0.837,-0.695,-0.607,-0.686,3
-0.37,-0.212,-0.602,-0.746,-0.485,-0.553,-0.886,-0.664,-0.924,-0.672,-0.854,-0.66,-0.476,-0.496,3
-0.373,-0.267,-0.724,-0.691,-0.472,-0.539,-0.844,-0.592,-0.92,-0.674,-0.849,-0.672,-0.537,-0.618,3
-0.414,-0.234,-0.648,-0.7,-0.462,-0.525,-0.868,-0.606,-0.906,-0.693,-0.868,-0.733,-0.591,-0.669,3
-0.523,-0.379,-0.824,-0.757,-0.534,-0.59,-0.943,-0.708,-0.953,-0.71,-0.873,-0.789,-0.621,-0.704,3
-0.334,-0.196,-0.683,-0.592,-0.366,-0.485,-0.747,-0.48,-0.85,-0.61,-0.822,-0.695,-0.567,-0.658,3
-0.523,-0.424,-0.888,-0.711,-0.548,-0.653,-0.886,-0.72,-0.957,-0.763,-0.989,-0.814,-0.725,-0.825,3
-0.192,-0.049,-0.582,-0.397,-0.195,-0.424,-0.549,-0.224,-0.746,-0.573,-0.806,-0.671,-0.563,-0.62,3
-0.502,-0.351,-0.847,-0.687,-0.481,-0.573,-0.861,-0.646,-0.912,-0.673,-0.879,-0.803,-0.702,-0.794,3
-0.461,-0.369,-0.933,-0.641,-0.523,-0.654,-0.828,-0.696,-0.914,-0.672,-0.86,-0.775,-0.679,-0.773,3
-0.522,-0.446,-0.931,-0.709,-0.531,-0.639,-0.855,-0.694,-0.919,-0.679,-0.888,-0.804,-0.699,-0.813,3
-0.373,-0.245,-0.689,-0.645,-0.422,-0.536,-0.77,-0.512,-0.946,-0.689,-0.901,-0.766,-0.648,-0.717,3
-0.557,-0.397,-0.824,-0.798,-0.548,-0.622,-0.955,-0.76,-0.971,-0.732,-0.907,-0.779,-0.665,-0.758,3
-0.466,-0.244,-0.773,-0.595,-0.373,-0.538,-0.769,-0.485,-0.985,-0.795,-0.976,-0.836,-0.719,-0.853,3
-0.266,-0.127,-0.63,-0.472,-0.272,-0.449,-0.634,-0.302,-0.749,-0.466,-0.725,-0.652,-0.557,-0.666,3
