@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4,7,9-10,14,18,20,22,27-30,32-33,41'

@attribute A4 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.498,-0.649,-0.508,-0.858,-0.68,-0.682,-0.807,-0.776,-0.75,-0.711,-0.654,-0.961,-0.602,-0.552,2
-0.566,-0.749,-0.447,-0.716,-0.827,-0.792,-0.837,-0.927,-0.921,-0.814,-0.717,-0.992,-0.722,-0.437,2
-0.564,-0.624,-0.526,-0.693,-0.691,-0.767,-0.92,-0.684,-0.73,-0.719,-0.71,-0.97,-0.621,-0.498,2
-0.437,-0.618,-0.4,-0.774,-0.657,-0.654,-0.792,-0.812,-0.806,-0.716,-0.696,-1.022,-0.622,-0.548,2
-0.476,-0.665,-0.392,-0.764,-0.662,-0.582,-0.619,-0.906,-0.874,-0.796,-0.72,-0.983,-0.74,-0.616,2
-0.416,-0.58,-0.393,-0.758,-0.656,-0.637,-0.728,-0.689,-0.698,-0.591,-0.531,-0.818,-0.595,-0.446,2
-0.638,-0.788,-0.554,-0.891,-0.797,-0.754,-0.844,-0.828,-0.861,-0.681,-0.599,-0.951,-0.724,-0.546,2
-0.714,-0.871,-0.629,-0.967,-0.887,-0.858,-0.975,-1.068,-1.047,-0.922,-0.883,-1.064,-0.87,-0.737,2
-0.411,-0.55,-0.372,-0.655,-0.644,-0.584,-0.572,-0.811,-0.805,-0.702,-0.654,-0.871,-0.625,-0.495,2
-0.503,-0.663,-0.403,-0.716,-0.693,-0.617,-0.675,-0.837,-0.882,-0.731,-0.668,-1.01,-0.661,-0.449,2
-0.604,-0.727,-0.528,-0.883,-0.731,-0.673,-0.783,-0.804,-0.816,-0.675,-0.61,-0.906,-0.698,-0.648,2
-0.387,-0.555,-0.344,-0.685,-0.622,-0.506,-0.505,-0.827,-0.765,-0.709,-0.637,-0.886,-0.661,-0.499,2
-0.714,-0.839,-0.623,-0.885,-0.863,-0.89,-1.022,-0.964,-0.953,-0.858,-0.815,-1.05,-0.811,-0.659,2
-0.556,-0.715,-0.523,-0.92,-0.792,-0.794,-0.939,-0.919,-0.926,-0.842,-0.799,-1.142,-0.701,-0.555,2
-0.515,-0.697,-0.473,-0.847,-0.7,-0.64,-0.73,-0.817,-0.829,-0.706,-0.642,-0.997,-0.658,-0.446,2
-0.712,-0.918,-0.565,-0.835,-0.889,-0.8,-0.862,-1.09,-1.08,-0.926,-0.849,-1.077,-0.927,-0.689,2
-0.772,-0.898,-0.702,-0.936,-0.861,-0.839,-0.946,-0.944,-0.952,-0.845,-0.804,-1.084,-0.86,-0.647,2
-0.625,-0.789,-0.467,-0.734,-0.756,-0.673,-0.714,-0.932,-0.903,-0.737,-0.622,-0.91,-0.812,-0.6,2
-0.447,-0.637,-0.319,-0.625,-0.718,-0.678,-0.735,-0.805,-0.83,-0.703,-0.648,-0.961,-0.623,-0.416,2
-0.334,-0.534,-0.218,-0.497,-0.62,-0.519,-0.575,-0.758,-0.704,-0.635,-0.556,-0.849,-0.578,-0.447,2
-0.441,-0.582,-0.423,-0.796,-0.615,-0.599,-0.721,-0.718,-0.711,-0.615,-0.57,-0.824,-0.595,-0.41,2
-0.82,-0.94,-0.734,-1.001,-0.923,-0.909,-1.044,-0.978,-0.997,-0.843,-0.787,-1.077,-0.841,-0.699,2
-0.81,-0.948,-0.707,-0.981,-0.818,-0.742,-0.802,-0.896,-0.923,-0.751,-0.681,-1.026,-0.88,-0.675,2
-0.475,-0.701,-0.445,-0.908,-0.675,-0.654,-0.752,-0.796,-0.822,-0.67,-0.595,-0.951,-0.635,-0.432,2
-0.588,-0.746,-0.508,-0.823,-0.795,-0.756,-0.864,-0.851,-0.832,-0.733,-0.662,-1.042,-0.657,-0.451,2
-0.64,-0.815,-0.488,-0.698,-0.846,-0.818,-0.906,-0.938,-0.94,-0.829,-0.725,-1.035,-0.767,-0.49,2
-0.538,-0.681,-0.512,-0.817,-0.674,-0.644,-0.735,-0.646,-0.706,-0.582,-0.48,-0.856,-0.598,-0.337,2
-0.744,-0.873,-0.657,-0.926,-0.891,-0.912,-1.058,-0.982,-0.969,-0.863,-0.819,-1.025,-0.821,-0.664,2
-0.392,-0.536,-0.366,-0.631,-0.62,-0.626,-0.745,-0.726,-0.729,-0.664,-0.629,-0.931,-0.547,-0.385,2
-0.539,-0.683,-0.539,-0.894,-0.642,-0.661,-0.804,-0.737,-0.739,-0.602,-0.576,-0.84,-0.607,-0.602,2
-0.414,-0.607,-0.373,-0.598,-0.673,-0.632,-0.667,-0.746,-0.751,-0.679,-0.622,-0.893,-0.578,-0.462,2
-0.494,-0.603,-0.483,-0.868,-0.667,-0.708,-0.895,-0.729,-0.739,-0.702,-0.691,-1.043,-0.571,-0.562,2
-0.705,-0.85,-0.569,-0.86,-0.834,-0.743,-0.78,-0.928,-0.914,-0.76,-0.666,-1.004,-0.791,-0.564,2
-0.425,-0.604,-0.308,-0.626,-0.624,-0.445,-0.397,-0.857,-0.819,-0.654,-0.561,-0.798,-0.745,-0.399,2
-0.693,-0.817,-0.658,-0.904,-0.772,-0.79,-0.927,-0.772,-0.79,-0.677,-0.618,-0.959,-0.693,-0.614,2
-0.744,-0.89,-0.611,-0.915,-0.825,-0.747,-0.801,-0.965,-0.955,-0.801,-0.71,-0.976,-0.858,-0.709,2
-0.571,-0.744,-0.443,-0.703,-0.791,-0.75,-0.796,-0.893,-0.903,-0.786,-0.729,-1.023,-0.703,-0.489,2
-0.553,-0.698,-0.554,-0.91,-0.761,-0.802,-0.942,-0.845,-0.871,-0.789,-0.747,-1.12,-0.653,-0.539,2
-0.456,-0.638,-0.374,-0.695,-0.706,-0.677,-0.729,-0.795,-0.796,-0.669,-0.602,-0.929,-0.605,-0.402,2
