@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8-9,12,16,20,23,27,31-32,35,41'

@attribute A2 numeric
@attribute A3 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A27 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A35 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.855,-0.958,-0.619,-0.705,-0.62,-0.909,-0.75,-0.92,-1.035,-1.027,-1.27,-0.829,-0.617,2
-0.709,-0.671,-0.436,-0.517,-0.452,-0.839,-0.666,-0.824,-0.929,-0.882,-1.13,-0.67,-0.441,2
-0.643,-0.674,-0.33,-0.466,-0.376,-0.747,-0.569,-0.59,-0.933,-0.878,-1.265,-0.726,-0.45,2
-0.689,-0.699,-0.41,-0.497,-0.409,-0.727,-0.575,-0.663,-0.907,-0.817,-1.154,-0.718,-0.481,2
-0.658,-0.702,-0.399,-0.494,-0.451,-0.729,-0.68,-0.834,-0.87,-0.814,-1.116,-0.662,-0.445,2
-0.527,-0.553,-0.278,-0.369,-0.277,-0.602,-0.528,-0.632,-0.822,-0.732,-0.987,-0.564,-0.283,2
-0.599,-0.671,-0.372,-0.431,-0.339,-0.644,-0.389,-0.501,-0.781,-0.625,-0.992,-0.571,-0.314,2
-0.856,-0.921,-0.614,-0.667,-0.592,-0.882,-0.732,-0.888,-1.022,-0.951,-1.205,-0.812,-0.656,2
-0.566,-0.65,-0.316,-0.394,-0.33,-0.646,-0.53,-0.595,-0.908,-0.745,-1.04,-0.585,-0.412,2
-0.664,-0.747,-0.473,-0.515,-0.477,-0.742,-0.618,-0.807,-0.939,-0.791,-1.021,-0.644,-0.478,2
-0.849,-0.734,-0.483,-0.608,-0.509,-0.925,-0.697,-0.855,-1.009,-1.023,-1.322,-0.827,-0.526,2
-0.588,-0.823,-0.437,-0.486,-0.462,-0.726,-0.623,-0.811,-1.026,-0.787,-1.031,-0.579,-0.521,2
-0.623,-0.769,-0.482,-0.493,-0.463,-0.71,-0.704,-0.887,-0.802,-0.732,-0.935,-0.555,-0.51,2
-0.575,-0.528,-0.244,-0.346,-0.25,-0.619,-0.356,-0.298,-0.844,-0.802,-1.128,-0.706,-0.447,2
-0.764,-0.663,-0.441,-0.524,-0.462,-0.881,-0.654,-0.808,-1.002,-0.986,-1.254,-0.806,-0.537,2
-0.805,-0.774,-0.47,-0.582,-0.487,-0.868,-0.613,-0.73,-0.987,-0.878,-1.246,-0.76,-0.5,2
-0.541,-0.619,-0.352,-0.442,-0.378,-0.662,-0.57,-0.685,-0.907,-0.813,-1.032,-0.618,-0.443,2
-0.891,-0.941,-0.663,-0.743,-0.682,-0.938,-0.787,-0.977,-1.064,-0.992,-1.264,-0.849,-0.649,2
-0.675,-0.689,-0.413,-0.509,-0.458,-0.761,-0.674,-0.807,-0.94,-0.855,-1.186,-0.707,-0.456,2
-0.754,-0.736,-0.487,-0.58,-0.529,-0.808,-0.658,-0.792,-0.94,-0.869,-1.181,-0.741,-0.5,2
-0.674,-0.891,-0.583,-0.61,-0.569,-0.691,-0.634,-0.806,-0.789,-0.724,-1.01,-0.634,-0.532,2
-0.903,-0.928,-0.708,-0.759,-0.715,-0.868,-0.758,-0.941,-1.023,-0.904,-1.181,-0.847,-0.638,2
-0.712,-0.7,-0.379,-0.524,-0.42,-0.805,-0.651,-0.671,-1.03,-0.952,-1.306,-0.775,-0.515,2
-0.803,-0.815,-0.578,-0.674,-0.643,-0.791,-0.674,-0.805,-0.945,-0.8,-1.157,-0.77,-0.566,2
-0.589,-0.652,-0.37,-0.451,-0.397,-0.724,-0.57,-0.657,-0.964,-0.852,-1.107,-0.659,-0.467,2
-0.795,-0.876,-0.602,-0.669,-0.627,-0.866,-0.781,-0.963,-1.072,-0.918,-1.173,-0.787,-0.58,2
-0.552,-0.585,-0.274,-0.402,-0.336,-0.603,-0.548,-0.603,-0.922,-0.741,-1.036,-0.626,-0.504,2
-0.633,-0.762,-0.449,-0.513,-0.481,-0.702,-0.544,-0.627,-0.984,-0.823,-1.088,-0.711,-0.558,2
-0.587,-0.711,-0.383,-0.446,-0.372,-0.687,-0.602,-0.766,-0.843,-0.673,-1.016,-0.498,-0.337,2
-0.836,-0.703,-0.492,-0.609,-0.497,-0.94,-0.712,-0.866,-0.975,-0.99,-1.325,-0.805,-0.48,2
-0.78,-0.84,-0.55,-0.634,-0.566,-0.825,-0.627,-0.789,-0.86,-0.827,-1.171,-0.747,-0.545,2
-0.658,-0.742,-0.431,-0.486,-0.419,-0.764,-0.661,-0.814,-1.002,-0.839,-1.078,-0.687,-0.469,2
-0.705,-0.91,-0.621,-0.64,-0.603,-0.691,-0.599,-0.769,-0.77,-0.713,-0.993,-0.663,-0.558,2
-0.949,-0.892,-0.623,-0.724,-0.649,-0.92,-0.714,-0.834,-1.026,-0.954,-1.32,-0.891,-0.632,2
-0.748,-0.561,-0.377,-0.47,-0.346,-0.862,-0.584,-0.699,-0.908,-0.949,-1.309,-0.766,-0.452,2
-0.488,-0.613,-0.332,-0.42,-0.4,-0.606,-0.627,-0.776,-0.963,-0.674,-0.921,-0.51,-0.38,2
-0.906,-0.812,-0.546,-0.641,-0.544,-0.886,-0.616,-0.694,-1,-0.976,-1.329,-0.896,-0.614,2
-0.496,-0.66,-0.345,-0.405,-0.355,-0.605,-0.494,-0.632,-0.802,-0.677,-0.942,-0.517,-0.414,2
-0.86,-0.904,-0.623,-0.675,-0.619,-0.905,-0.741,-0.91,-1.081,-0.938,-1.199,-0.839,-0.632,2
-0.831,-0.706,-0.455,-0.581,-0.464,-0.922,-0.66,-0.81,-1.016,-1.024,-1.321,-0.838,-0.564,2
-0.854,-0.965,-0.613,-0.696,-0.596,-0.919,-0.821,-0.963,-1.106,-1.058,-1.3,-0.858,-0.618,2
-0.786,-0.936,-0.646,-0.687,-0.625,-0.792,-0.687,-0.878,-0.921,-0.855,-1.115,-0.758,-0.63,2
-0.723,-0.732,-0.437,-0.509,-0.437,-0.748,-0.571,-0.712,-0.953,-0.847,-1.119,-0.694,-0.487,2
-0.796,-0.752,-0.524,-0.622,-0.555,-0.87,-0.697,-0.863,-1.044,-0.96,-1.241,-0.821,-0.597,2
-0.514,-0.611,-0.306,-0.39,-0.329,-0.605,-0.495,-0.558,-0.855,-0.652,-0.978,-0.522,-0.381,2
-0.734,-0.782,-0.458,-0.561,-0.498,-0.81,-0.637,-0.772,-0.953,-0.901,-1.211,-0.7,-0.5,2
-0.378,-0.61,-0.427,-0.43,-0.44,-0.433,-0.713,-0.885,-0.747,-0.48,-0.543,-0.344,-0.308,2
-0.91,-0.921,-0.681,-0.739,-0.688,-0.892,-0.727,-0.918,-0.988,-0.964,-1.238,-0.874,-0.659,2
-0.621,-0.775,-0.444,-0.503,-0.411,-0.745,-0.643,-0.725,-0.838,-0.725,-1.101,-0.541,-0.329,2
-0.817,-0.771,-0.473,-0.597,-0.495,-0.877,-0.657,-0.769,-1.027,-1.034,-1.355,-0.888,-0.567,2
-0.532,-0.504,-0.133,-0.309,-0.248,-0.601,-0.474,-0.421,-0.852,-0.919,-1.248,-0.783,-0.573,3
-0.762,-0.653,-0.401,-0.559,-0.432,-0.881,-0.68,-0.789,-0.982,-1.01,-1.268,-0.814,-0.555,3
-0.36,-0.509,-0.081,-0.305,-0.184,-0.437,-0.43,-0.234,-0.791,-0.778,-1.141,-0.691,-0.528,3
-0.52,-0.544,-0.207,-0.362,-0.258,-0.695,-0.509,-0.559,-0.929,-0.896,-1.162,-0.67,-0.465,3
-0.76,-0.688,-0.38,-0.557,-0.449,-0.872,-0.616,-0.759,-1.058,-1.115,-1.324,-0.952,-0.724,3
-0.393,-0.513,-0.082,-0.247,-0.155,-0.458,-0.473,-0.319,-0.713,-0.746,-1.17,-0.744,-0.566,3
-0.482,-0.472,-0.116,-0.268,-0.249,-0.558,-0.458,-0.367,-0.844,-0.878,-1.199,-0.763,-0.598,3
-0.618,-0.561,-0.268,-0.433,-0.337,-0.685,-0.564,-0.64,-0.876,-0.926,-1.201,-0.841,-0.632,3
-0.839,-0.717,-0.481,-0.661,-0.565,-0.932,-0.67,-0.824,-1.098,-1.15,-1.366,-1.021,-0.75,3
-0.845,-0.728,-0.472,-0.651,-0.546,-0.984,-0.717,-0.884,-1.154,-1.194,-1.382,-1.018,-0.82,3
-0.686,-0.72,-0.379,-0.556,-0.456,-0.713,-0.612,-0.705,-0.874,-0.958,-1.235,-0.873,-0.648,3
-0.486,-0.515,-0.187,-0.339,-0.282,-0.576,-0.511,-0.509,-0.851,-0.89,-1.153,-0.745,-0.553,3
-0.583,-0.566,-0.293,-0.43,-0.319,-0.681,-0.505,-0.568,-0.831,-0.88,-1.201,-0.814,-0.554,3
-0.677,-0.59,-0.343,-0.517,-0.411,-0.739,-0.639,-0.72,-0.974,-1.016,-1.269,-0.941,-0.698,3
-0.466,-0.527,-0.113,-0.282,-0.2,-0.668,-0.44,-0.478,-0.916,-0.871,-1.152,-0.627,-0.43,3
-0.762,-0.591,-0.429,-0.564,-0.474,-0.837,-0.593,-0.704,-0.919,-1.025,-1.292,-0.956,-0.719,3
-0.566,-0.645,-0.287,-0.395,-0.309,-0.666,-0.576,-0.615,-0.837,-0.889,-1.174,-0.707,-0.512,3
-0.647,-0.589,-0.26,-0.453,-0.371,-0.785,-0.598,-0.719,-0.98,-1.026,-1.22,-0.775,-0.58,3
-0.451,-0.499,-0.126,-0.31,-0.246,-0.483,-0.478,-0.355,-0.807,-0.76,-1.149,-0.716,-0.533,3
-0.524,-0.537,-0.143,-0.306,-0.226,-0.612,-0.461,-0.351,-0.878,-0.902,-1.22,-0.762,-0.596,3
-0.535,-0.524,-0.249,-0.408,-0.33,-0.6,-0.531,-0.543,-0.713,-0.798,-1.144,-0.759,-0.571,3
-0.529,-0.511,-0.2,-0.377,-0.277,-0.556,-0.474,-0.406,-0.768,-0.822,-1.141,-0.776,-0.549,3
-0.49,-0.499,-0.154,-0.32,-0.273,-0.617,-0.527,-0.569,-0.887,-0.912,-1.174,-0.743,-0.555,3
-0.407,-0.482,-0.143,-0.314,-0.282,-0.442,-0.576,-0.45,-0.797,-0.806,-1.097,-0.744,-0.554,3
-0.687,-0.582,-0.377,-0.521,-0.465,-0.728,-0.529,-0.618,-0.882,-0.944,-1.212,-0.877,-0.631,3
-0.778,-0.69,-0.408,-0.591,-0.473,-0.902,-0.666,-0.791,-1.074,-1.14,-1.349,-0.956,-0.72,3
-0.533,-0.505,-0.172,-0.391,-0.342,-0.697,-0.524,-0.603,-0.956,-0.995,-1.267,-0.813,-0.606,3
-0.7,-0.578,-0.347,-0.497,-0.399,-0.801,-0.605,-0.677,-0.948,-0.998,-1.247,-0.905,-0.643,3
-0.557,-0.512,-0.241,-0.384,-0.288,-0.559,-0.486,-0.407,-0.745,-0.78,-1.129,-0.746,-0.521,3
-0.684,-0.623,-0.312,-0.478,-0.373,-0.792,-0.557,-0.678,-0.953,-1.024,-1.281,-0.855,-0.576,3
-0.55,-0.593,-0.223,-0.401,-0.34,-0.58,-0.557,-0.472,-0.817,-0.846,-1.175,-0.749,-0.639,3
-0.808,-0.694,-0.426,-0.591,-0.487,-0.878,-0.649,-0.775,-1.005,-1.057,-1.323,-0.978,-0.736,3
-0.54,-0.499,-0.257,-0.407,-0.294,-0.622,-0.467,-0.519,-0.825,-0.801,-1.134,-0.738,-0.564,3
-0.579,-0.622,-0.232,-0.385,-0.317,-0.598,-0.514,-0.518,-0.882,-0.862,-1.115,-0.744,-0.619,3
-0.546,-0.54,-0.248,-0.386,-0.319,-0.63,-0.527,-0.529,-0.913,-0.978,-1.25,-0.847,-0.636,3
-0.532,-0.582,-0.186,-0.346,-0.254,-0.683,-0.526,-0.558,-0.943,-0.966,-1.223,-0.714,-0.518,3
-0.566,-0.603,-0.242,-0.38,-0.321,-0.66,-0.521,-0.589,-0.838,-0.871,-1.153,-0.711,-0.589,3
-0.683,-0.543,-0.302,-0.473,-0.394,-0.749,-0.533,-0.62,-0.875,-0.948,-1.242,-0.854,-0.569,3
-0.603,-0.558,-0.251,-0.395,-0.305,-0.683,-0.531,-0.526,-0.925,-1.008,-1.286,-0.827,-0.577,3
-0.833,-0.714,-0.452,-0.625,-0.506,-0.937,-0.658,-0.811,-1.056,-1.102,-1.299,-0.971,-0.735,3
-0.594,-0.547,-0.224,-0.38,-0.298,-0.642,-0.535,-0.559,-0.859,-0.867,-1.179,-0.795,-0.574,3
-0.753,-0.67,-0.448,-0.585,-0.505,-0.804,-0.622,-0.764,-0.872,-0.965,-1.235,-0.883,-0.678,3
-0.779,-0.704,-0.447,-0.573,-0.485,-0.853,-0.654,-0.804,-0.953,-1.025,-1.275,-0.857,-0.648,3
-0.634,-0.708,-0.326,-0.462,-0.373,-0.764,-0.591,-0.669,-0.98,-1.013,-1.267,-0.788,-0.598,3
-0.697,-0.561,-0.334,-0.492,-0.393,-0.801,-0.54,-0.639,-0.876,-0.988,-1.273,-0.919,-0.638,3
-0.762,-0.657,-0.377,-0.551,-0.421,-0.876,-0.602,-0.714,-1.05,-1.095,-1.319,-0.92,-0.689,3
-0.763,-0.694,-0.41,-0.55,-0.472,-0.824,-0.585,-0.726,-0.951,-1.071,-1.298,-0.939,-0.719,3
