@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R3-4,7,10-11,16-17,19,23,28,30,33,36-38,41'

@attribute A3 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.779,-0.547,-0.685,-0.8,-1.059,-0.645,-0.86,-0.655,-0.91,-0.689,-0.892,-0.517,-0.559,-0.825,-0.613,2
-0.554,-0.359,-0.492,-0.616,-0.837,-0.395,-0.761,-0.469,-0.808,-0.632,-0.834,-0.338,-0.403,-0.735,-0.51,2
-0.726,-0.401,-0.549,-0.819,-0.919,-0.665,-0.78,-0.65,-0.899,-0.639,-0.874,-0.451,-0.51,-0.724,-0.547,2
-0.877,-0.831,-0.953,-0.943,-1.226,-0.836,-1.082,-0.893,-1.074,-0.895,-1.107,-0.685,-0.645,-1.011,-0.775,2
-0.714,-0.462,-0.607,-0.704,-1.055,-0.577,-0.788,-0.579,-0.873,-0.608,-0.811,-0.339,-0.444,-0.749,-0.476,2
-0.707,-0.672,-0.833,-0.706,-1.258,-0.752,-1.06,-0.808,-1.057,-0.874,-1.015,-0.523,-0.577,-0.939,-0.653,2
-0.753,-0.497,-0.643,-0.8,-1.082,-0.606,-0.865,-0.632,-0.808,-0.583,-0.876,-0.378,-0.505,-0.74,-0.488,2
-0.617,-0.41,-0.539,-0.637,-0.957,-0.582,-0.794,-0.585,-0.94,-0.644,-0.922,-0.473,-0.594,-0.708,-0.542,2
-0.73,-0.537,-0.728,-0.726,-1.185,-0.655,-0.942,-0.678,-0.935,-0.713,-0.864,-0.498,-0.52,-0.82,-0.559,2
-0.603,-0.438,-0.627,-0.674,-1.057,-0.587,-0.783,-0.58,-0.965,-0.74,-0.929,-0.604,-0.589,-0.784,-0.626,2
-0.839,-0.688,-0.813,-0.939,-1.148,-0.798,-0.992,-0.842,-1.063,-0.8,-1.057,-0.69,-0.617,-0.826,-0.613,2
-0.55,-0.286,-0.409,-0.534,-0.855,-0.422,-0.688,-0.418,-0.793,-0.608,-0.781,-0.407,-0.591,-0.708,-0.548,2
-0.687,-0.515,-0.689,-0.69,-1.183,-0.67,-0.918,-0.673,-0.884,-0.68,-0.876,-0.401,-0.485,-0.788,-0.489,2
-0.923,-0.739,-0.875,-0.986,-1.263,-0.765,-1.043,-0.805,-1.093,-0.857,-1.126,-0.707,-0.68,-0.965,-0.705,2
-0.825,-0.484,-0.601,-0.812,-0.947,-0.709,-0.831,-0.719,-0.924,-0.679,-0.909,-0.524,-0.617,-0.789,-0.63,2
-0.664,-0.486,-0.619,-0.697,-1.07,-0.557,-0.804,-0.535,-0.958,-0.689,-0.919,-0.526,-0.608,-0.865,-0.615,2
-0.692,-0.581,-0.781,-0.753,-1.222,-0.604,-0.929,-0.636,-0.965,-0.782,-0.977,-0.624,-0.543,-0.86,-0.624,2
-0.956,-0.777,-0.894,-1.005,-1.218,-0.834,-1.035,-0.868,-1.092,-0.863,-1.1,-0.778,-0.683,-0.939,-0.719,2
-0.738,-0.509,-0.64,-0.754,-1.067,-0.704,-0.904,-0.723,-1.012,-0.771,-0.982,-0.456,-0.528,-0.824,-0.587,2
-1.024,-0.934,-1.055,-1.063,-1.334,-0.896,-1.159,-0.956,-1.106,-0.952,-1.131,-0.893,-0.771,-1.07,-0.866,2
-0.918,-0.756,-0.907,-0.913,-1.311,-0.732,-0.996,-0.731,-1.059,-0.822,-1.035,-0.665,-0.616,-0.954,-0.67,2
-0.651,-0.453,-0.622,-0.683,-1.074,-0.56,-0.854,-0.594,-0.939,-0.647,-0.898,-0.385,-0.522,-0.759,-0.482,2
-0.601,-0.474,-0.646,-0.644,-1.214,-0.447,-0.794,-0.423,-0.87,-0.696,-0.86,-0.481,-0.548,-0.884,-0.582,2
-0.618,-0.41,-0.554,-0.693,-0.968,-0.577,-0.838,-0.612,-0.987,-0.683,-0.829,-0.277,-0.441,-0.713,-0.474,2
-0.567,-0.442,-0.617,-0.584,-1.175,-0.417,-0.789,-0.404,-0.867,-0.691,-0.846,-0.444,-0.533,-0.922,-0.593,2
-0.901,-0.787,-0.915,-0.936,-1.22,-0.771,-1.051,-0.819,-1.068,-0.893,-1.046,-0.706,-0.641,-0.979,-0.745,2
-0.704,-0.591,-0.736,-0.735,-1.158,-0.588,-0.891,-0.627,-0.947,-0.743,-0.883,-0.498,-0.525,-0.903,-0.634,2
-0.905,-0.706,-0.83,-0.917,-1.155,-0.689,-0.954,-0.712,-0.976,-0.752,-0.97,-0.685,-0.629,-0.909,-0.691,2
-0.656,-0.391,-0.57,-0.711,-1.182,-0.571,-0.779,-0.507,-0.919,-0.654,-0.95,-0.4,-0.511,-0.752,-0.471,2
-0.731,-0.56,-0.675,-0.676,-1.043,-0.653,-0.888,-0.689,-0.879,-0.674,-0.903,-0.459,-0.486,-0.804,-0.55,2
-0.657,-0.487,-0.627,-0.663,-1.094,-0.559,-0.824,-0.586,-0.892,-0.64,-0.797,-0.348,-0.425,-0.787,-0.493,2
-0.757,-0.539,-0.684,-0.786,-1.122,-0.582,-0.883,-0.581,-0.98,-0.753,-0.991,-0.589,-0.602,-0.849,-0.638,2
-0.782,-0.447,-0.642,-0.783,-1.173,-0.544,-0.872,-0.532,-0.897,-0.679,-0.898,-0.507,-0.537,-0.852,-0.596,2
-0.892,-0.565,-0.691,-0.895,-0.978,-0.627,-0.785,-0.643,-0.775,-0.587,-0.83,-0.62,-0.653,-0.776,-0.624,2
-0.826,-0.609,-0.777,-0.864,-1.208,-0.675,-0.944,-0.696,-0.912,-0.65,-0.956,-0.457,-0.509,-0.771,-0.483,2
-1.013,-0.916,-1.059,-1.042,-1.405,-0.78,-1.076,-0.794,-1.067,-0.851,-1.06,-0.818,-0.723,-1.066,-0.807,2
-0.798,-0.643,-0.79,-0.824,-1.195,-0.547,-0.905,-0.579,-0.942,-0.733,-0.904,-0.62,-0.608,-0.872,-0.637,2
-0.974,-0.802,-0.945,-1.008,-1.279,-0.725,-1.025,-0.757,-1.059,-0.789,-1.043,-0.698,-0.682,-0.953,-0.72,2
-0.716,-0.514,-0.696,-0.746,-1.228,-0.629,-0.907,-0.619,-0.952,-0.768,-1.033,-0.449,-0.55,-0.846,-0.545,2
-0.915,-0.755,-0.922,-0.942,-1.352,-0.7,-1.024,-0.726,-1.008,-0.782,-1.013,-0.613,-0.626,-0.931,-0.655,2
-0.854,-0.778,-0.881,-0.887,-1.15,-0.829,-1.028,-0.868,-1.034,-0.842,-1.036,-0.621,-0.603,-0.974,-0.728,2
-0.704,-0.571,-0.702,-0.692,-1.101,-0.541,-0.871,-0.594,-0.898,-0.656,-0.868,-0.438,-0.417,-0.793,-0.513,2
-0.632,-0.536,-0.675,-0.58,-1.108,-0.606,-0.851,-0.625,-0.899,-0.709,-0.932,-0.469,-0.499,-0.831,-0.542,2
-0.756,-0.507,-0.65,-0.753,-1.034,-0.665,-0.89,-0.715,-0.914,-0.602,-0.939,-0.368,-0.515,-0.701,-0.467,2
-0.756,-0.633,-0.767,-0.755,-1.203,-0.665,-0.94,-0.715,-1.012,-0.8,-0.957,-0.557,-0.622,-0.907,-0.665,2
-0.925,-0.795,-0.928,-0.979,-1.24,-0.754,-1.009,-0.783,-1.078,-0.846,-1.014,-0.803,-0.714,-0.976,-0.787,2
-0.866,-0.758,-0.881,-0.88,-1.229,-0.792,-1.043,-0.844,-1.031,-0.859,-1.025,-0.688,-0.628,-0.93,-0.692,2
-0.804,-0.582,-0.738,-0.82,-1.142,-0.669,-0.921,-0.701,-0.925,-0.685,-0.979,-0.45,-0.477,-0.768,-0.505,2
-0.868,-0.696,-0.842,-0.912,-1.201,-0.649,-0.926,-0.646,-0.986,-0.717,-1.026,-0.662,-0.641,-0.893,-0.661,2
-0.841,-0.602,-0.744,-0.841,-1.169,-0.674,-0.953,-0.705,-0.991,-0.687,-0.996,-0.457,-0.549,-0.815,-0.541,2
-0.566,-0.328,-0.556,-0.657,-1.1,-0.521,-0.673,-0.395,-0.728,-0.551,-0.713,-0.563,-0.533,-0.828,-0.639,3
-0.527,-0.358,-0.63,-0.769,-1.213,-0.51,-0.785,-0.459,-0.892,-0.723,-0.888,-0.71,-0.645,-0.824,-0.631,3
-0.645,-0.355,-0.6,-0.817,-1.173,-0.62,-0.713,-0.452,-0.89,-0.767,-0.891,-0.716,-0.665,-0.93,-0.722,3
-0.683,-0.554,-0.814,-0.854,-1.257,-0.619,-0.974,-0.618,-0.962,-0.812,-0.914,-0.748,-0.698,-0.971,-0.749,3
-0.622,-0.521,-0.75,-0.792,-1.308,-0.664,-0.96,-0.652,-1.019,-0.936,-1.033,-0.676,-0.657,-0.993,-0.725,3
-0.555,-0.353,-0.57,-0.74,-1.17,-0.547,-0.687,-0.416,-0.851,-0.679,-0.831,-0.707,-0.662,-0.894,-0.678,3
-0.764,-0.496,-0.72,-0.917,-1.236,-0.575,-0.847,-0.535,-0.884,-0.732,-0.898,-0.747,-0.669,-0.923,-0.7,3
-0.537,-0.399,-0.652,-0.763,-1.167,-0.504,-0.785,-0.482,-0.801,-0.689,-0.816,-0.685,-0.613,-0.867,-0.64,3
-0.628,-0.331,-0.587,-0.926,-1.189,-0.53,-0.714,-0.386,-0.889,-0.721,-0.883,-0.796,-0.674,-0.896,-0.714,3
-0.352,-0.164,-0.382,-0.582,-1.024,-0.512,-0.519,-0.268,-0.722,-0.541,-0.776,-0.369,-0.44,-0.75,-0.484,3
-0.736,-0.461,-0.691,-0.927,-1.19,-0.623,-0.826,-0.576,-0.829,-0.718,-0.851,-0.77,-0.704,-0.908,-0.73,3
-0.553,-0.499,-0.729,-0.74,-1.244,-0.578,-0.865,-0.523,-0.871,-0.739,-0.915,-0.696,-0.68,-0.98,-0.737,3
-0.532,-0.229,-0.485,-0.759,-1.147,-0.556,-0.635,-0.396,-0.778,-0.647,-0.825,-0.621,-0.584,-0.789,-0.569,3
-0.755,-0.598,-0.811,-0.906,-1.278,-0.636,-0.952,-0.64,-0.95,-0.863,-0.985,-0.823,-0.743,-1.028,-0.825,3
-0.425,-0.303,-0.555,-0.613,-1.101,-0.479,-0.771,-0.467,-0.761,-0.63,-0.773,-0.478,-0.533,-0.75,-0.489,3
-0.538,-0.273,-0.52,-0.748,-1.194,-0.492,-0.683,-0.364,-0.808,-0.682,-0.876,-0.732,-0.669,-0.87,-0.668,3
-0.516,-0.232,-0.512,-0.639,-1.194,-0.459,-0.581,-0.262,-0.792,-0.65,-0.834,-0.638,-0.576,-0.844,-0.63,3
-0.589,-0.347,-0.585,-0.726,-1.226,-0.539,-0.829,-0.494,-0.939,-0.826,-0.94,-0.611,-0.615,-0.833,-0.587,3
-0.544,-0.307,-0.547,-0.745,-1.096,-0.478,-0.649,-0.357,-0.795,-0.59,-0.813,-0.645,-0.625,-0.875,-0.656,3
-0.56,-0.297,-0.58,-0.709,-1.207,-0.497,-0.802,-0.462,-0.943,-0.774,-0.928,-0.515,-0.587,-0.785,-0.542,3
-0.61,-0.355,-0.567,-0.756,-1.203,-0.5,-0.745,-0.415,-0.885,-0.722,-0.897,-0.656,-0.64,-0.874,-0.643,3
-0.609,-0.295,-0.527,-0.829,-1.178,-0.546,-0.675,-0.404,-0.828,-0.663,-0.84,-0.652,-0.614,-0.833,-0.601,3
-0.475,-0.289,-0.555,-0.682,-1.087,-0.494,-0.748,-0.468,-0.794,-0.623,-0.756,-0.458,-0.49,-0.757,-0.526,3
-0.589,-0.25,-0.51,-0.799,-1.17,-0.533,-0.623,-0.351,-0.753,-0.579,-0.77,-0.72,-0.689,-0.809,-0.63,3
-0.598,-0.417,-0.706,-0.877,-1.254,-0.563,-0.871,-0.541,-0.958,-0.796,-0.977,-0.772,-0.708,-0.876,-0.694,3
-0.589,-0.361,-0.555,-0.724,-1.099,-0.55,-0.832,-0.523,-0.873,-0.732,-0.889,-0.54,-0.628,-0.787,-0.542,3
-0.582,-0.383,-0.593,-0.73,-1.233,-0.47,-0.764,-0.381,-0.887,-0.723,-0.911,-0.739,-0.716,-0.911,-0.678,3
-0.712,-0.596,-0.8,-0.875,-1.247,-0.675,-0.96,-0.66,-0.889,-0.812,-0.98,-0.682,-0.691,-0.987,-0.731,3
-0.57,-0.414,-0.635,-0.778,-1.191,-0.618,-0.86,-0.591,-0.922,-0.827,-0.92,-0.624,-0.629,-0.89,-0.666,3
-0.564,-0.529,-0.743,-0.685,-1.262,-0.548,-0.91,-0.561,-0.905,-0.803,-0.904,-0.628,-0.583,-0.962,-0.682,3
-0.66,-0.563,-0.774,-0.82,-1.298,-0.641,-0.951,-0.623,-0.994,-0.875,-1.007,-0.686,-0.654,-1.022,-0.766,3
-0.586,-0.445,-0.713,-0.787,-1.269,-0.561,-0.872,-0.531,-0.953,-0.871,-0.957,-0.733,-0.67,-0.954,-0.737,3
-0.549,-0.327,-0.56,-0.728,-1.159,-0.512,-0.697,-0.433,-0.808,-0.607,-0.787,-0.637,-0.611,-0.811,-0.597,3
-0.556,-0.235,-0.43,-0.669,-1.191,-0.499,-0.614,-0.33,-0.805,-0.672,-0.838,-0.618,-0.608,-0.848,-0.592,3
-0.614,-0.588,-0.797,-0.756,-1.225,-0.564,-0.922,-0.557,-0.902,-0.776,-0.89,-0.681,-0.646,-1.005,-0.745,3
-0.588,-0.426,-0.677,-0.775,-1.258,-0.566,-0.838,-0.501,-0.844,-0.736,-0.901,-0.719,-0.688,-0.934,-0.718,3
-0.545,-0.405,-0.663,-0.742,-1.232,-0.553,-0.783,-0.454,-0.891,-0.743,-0.893,-0.687,-0.636,-0.891,-0.681,3
-0.722,-0.426,-0.639,-0.856,-1.199,-0.522,-0.771,-0.45,-0.888,-0.733,-0.885,-0.736,-0.643,-0.915,-0.693,3
-0.637,-0.506,-0.709,-0.768,-1.218,-0.601,-0.913,-0.606,-0.913,-0.795,-0.933,-0.723,-0.662,-0.887,-0.666,3
-0.548,-0.217,-0.466,-0.669,-1.104,-0.431,-0.555,-0.258,-0.753,-0.606,-0.782,-0.655,-0.558,-0.825,-0.64,3
-0.63,-0.415,-0.67,-0.85,-1.219,-0.582,-0.792,-0.514,-0.773,-0.68,-0.833,-0.718,-0.641,-0.869,-0.683,3
-0.526,-0.418,-0.687,-0.691,-1.237,-0.539,-0.878,-0.522,-0.941,-0.797,-0.927,-0.664,-0.638,-0.896,-0.654,3
-0.517,-0.337,-0.552,-0.724,-1.125,-0.5,-0.732,-0.388,-0.867,-0.686,-0.822,-0.569,-0.581,-0.806,-0.551,3
-0.542,-0.33,-0.551,-0.766,-1.091,-0.46,-0.687,-0.328,-0.714,-0.564,-0.758,-0.588,-0.589,-0.849,-0.656,3
-0.695,-0.498,-0.744,-0.816,-1.234,-0.583,-0.9,-0.54,-0.894,-0.769,-0.9,-0.677,-0.663,-0.992,-0.747,3
-0.699,-0.693,-0.877,-0.798,-1.313,-0.656,-1.049,-0.673,-0.993,-0.9,-1.048,-0.828,-0.764,-1.088,-0.87,3
-0.54,-0.465,-0.701,-0.723,-1.267,-0.624,-0.908,-0.594,-1.008,-0.872,-1.025,-0.666,-0.638,-0.925,-0.668,3
-0.404,-0.185,-0.435,-0.578,-1.132,-0.505,-0.578,-0.293,-0.782,-0.611,-0.817,-0.456,-0.478,-0.771,-0.515,3
