@relation texture

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A34 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.128,-0.657,-0.778,-0.472,-0.802,-1.128,-0.573,-0.655,-1.008,-0.775,-0.675,-0.745,-0.714,2
-1.096,-0.669,-0.56,-0.297,-0.502,-1.096,-0.493,-0.604,-0.882,-0.69,-0.467,-0.591,-0.581,2
-1.121,-0.633,-0.719,-0.392,-0.764,-1.121,-0.525,-0.619,-1.004,-0.764,-0.599,-0.72,-0.715,2
-1.235,-0.8,-0.838,-0.554,-0.891,-1.235,-0.689,-0.844,-0.903,-0.682,-0.447,-0.599,-0.675,2
-1.139,-0.646,-0.774,-0.428,-0.813,-1.139,-0.606,-0.736,-0.983,-0.757,-0.616,-0.709,-0.674,2
-1.152,-0.631,-0.639,-0.374,-0.695,-1.152,-0.628,-0.729,-0.939,-0.651,-0.493,-0.602,-0.577,2
-1.223,-0.798,-0.867,-0.547,-0.868,-1.223,-0.718,-0.892,-0.987,-0.75,-0.566,-0.7,-0.714,2
-0.975,-0.59,-0.765,-0.506,-0.847,-0.975,-0.673,-0.867,-0.866,-0.59,-0.413,-0.549,-0.524,2
-1.239,-0.785,-0.711,-0.467,-0.734,-1.239,-0.598,-0.714,-0.969,-0.761,-0.505,-0.622,-0.724,2
-1.097,-0.781,-0.869,-0.572,-0.847,-1.097,-0.769,-0.958,-0.989,-0.697,-0.565,-0.688,-0.66,2
-1.032,-0.67,-0.761,-0.577,-0.83,-1.032,-0.781,-0.971,-0.952,-0.68,-0.578,-0.675,-0.634,2
-0.543,-0.378,-0.61,-0.44,-0.664,-0.543,-0.713,-0.885,-0.747,-0.346,-0.478,-0.543,-0.399,2
-1.114,-0.743,-0.784,-0.569,-0.884,-1.114,-0.714,-0.931,-1.044,-0.763,-0.609,-0.745,-0.661,2
-1.254,-0.764,-0.663,-0.462,-0.67,-1.254,-0.654,-0.808,-1.002,-0.875,-0.653,-0.75,-0.754,2
-1.125,-0.64,-0.768,-0.434,-0.856,-1.125,-0.612,-0.73,-0.903,-0.646,-0.434,-0.562,-0.596,2
-1.106,-0.765,-0.79,-0.625,-0.851,-1.106,-0.811,-0.994,-1.007,-0.737,-0.601,-0.707,-0.727,2
-0.946,-0.516,-0.555,-0.366,-0.631,-0.946,-0.6,-0.745,-0.954,-0.622,-0.529,-0.629,-0.555,2
-1.199,-0.625,-0.468,-0.272,-0.516,-1.199,-0.61,-0.717,-0.895,-0.677,-0.44,-0.57,-0.589,2
-1.265,-0.937,-0.965,-0.734,-1.001,-1.265,-0.848,-1.044,-1.057,-0.87,-0.668,-0.787,-0.799,2
-1.038,-0.602,-0.637,-0.352,-0.678,-1.038,-0.385,-0.471,-0.957,-0.681,-0.538,-0.634,-0.618,2
-1.211,-0.734,-0.782,-0.498,-0.839,-1.211,-0.637,-0.772,-0.953,-0.752,-0.543,-0.675,-0.685,2
-1.201,-0.816,-0.868,-0.615,-0.912,-1.201,-0.649,-0.776,-0.986,-0.678,-0.426,-0.617,-0.721,2
