@relation texture

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.207,-0.539,-0.359,-0.532,-0.697,-0.805,-0.616,-0.616,-1.207,-0.978,-0.589,-0.709,-0.565,-0.877,2
-1.325,-0.675,-0.403,-0.609,-0.728,-0.94,-0.737,-0.712,-1.325,-0.975,-0.563,-0.689,-0.485,-0.906,2
-1.013,-0.341,-0.087,-0.313,-0.502,-0.585,-0.196,-0.345,-1.013,-0.909,-0.488,-0.614,-0.407,-0.827,2
-1.071,-0.598,-0.487,-0.606,-0.889,-0.784,-0.783,-0.77,-1.071,-0.877,-0.595,-0.695,-0.556,-0.796,2
-1.254,-0.611,-0.379,-0.524,-0.67,-0.881,-0.693,-0.654,-1.254,-1.002,-0.653,-0.75,-0.527,-0.925,2
-1.129,-0.635,-0.464,-0.618,-0.846,-0.794,-0.738,-0.688,-1.129,-1.047,-0.587,-0.71,-0.679,-0.877,2
-1.405,-0.916,-0.689,-0.866,-1.042,-1.003,-0.858,-0.78,-1.405,-1.067,-0.571,-0.732,-0.818,-1.066,2
-1.103,-0.611,-0.419,-0.544,-0.75,-0.823,-0.831,-0.752,-1.103,-0.959,-0.627,-0.715,-0.615,-0.839,2
-0.998,-0.411,-0.258,-0.428,-0.622,-0.667,-0.514,-0.536,-0.998,-0.839,-0.464,-0.54,-0.39,-0.7,2
-0.946,-0.392,-0.293,-0.393,-0.631,-0.614,-0.533,-0.6,-0.946,-0.954,-0.529,-0.629,-0.385,-0.721,2
-1.095,-0.379,-0.199,-0.459,-0.869,-0.664,-0.502,-0.537,-1.095,-0.891,-0.399,-0.533,-0.431,-0.716,2
-1.083,-0.518,-0.309,-0.425,-0.542,-0.744,-0.55,-0.558,-1.083,-0.946,-0.511,-0.639,-0.453,-0.827,2
-1.135,-0.528,-0.264,-0.509,-0.805,-0.783,-0.623,-0.616,-1.135,-0.977,-0.666,-0.745,-0.553,-0.817,2
-1.218,-0.753,-0.557,-0.703,-0.931,-0.918,-0.855,-0.801,-1.218,-1.021,-0.656,-0.764,-0.683,-0.937,2
-1.1,-0.455,-0.264,-0.468,-0.673,-0.705,-0.655,-0.614,-1.1,-0.965,-0.539,-0.666,-0.543,-0.808,2
-1.203,-0.633,-0.459,-0.585,-0.755,-0.856,-0.718,-0.665,-1.203,-1.012,-0.643,-0.716,-0.557,-0.907,2
-1.322,-0.675,-0.379,-0.608,-0.758,-0.925,-0.724,-0.697,-1.322,-1.009,-0.618,-0.736,-0.525,-0.933,2
-1.072,-0.505,-0.326,-0.459,-0.746,-0.697,-0.583,-0.573,-1.072,-0.923,-0.501,-0.623,-0.531,-0.784,2
-1.156,-0.475,-0.266,-0.542,-0.908,-0.71,-0.645,-0.639,-1.156,-0.891,-0.44,-0.595,-0.432,-0.743,2
-1.239,-0.625,-0.375,-0.551,-0.734,-0.818,-0.642,-0.598,-1.239,-0.969,-0.505,-0.622,-0.6,-0.884,2
-1.082,-0.497,-0.345,-0.498,-0.8,-0.726,-0.631,-0.606,-1.082,-0.808,-0.357,-0.51,-0.378,-0.74,2
-1.142,-0.493,-0.261,-0.514,-0.813,-0.761,-0.652,-0.646,-1.142,-0.939,-0.58,-0.671,-0.462,-0.793,2
-1.309,-0.573,-0.251,-0.47,-0.581,-0.862,-0.591,-0.584,-1.309,-0.908,-0.517,-0.641,-0.447,-0.862,2
-1.108,-0.543,-0.368,-0.506,-0.619,-0.763,-0.576,-0.626,-1.108,-0.929,-0.498,-0.622,-0.494,-0.857,2
-1.169,-0.547,-0.377,-0.502,-0.705,-0.752,-0.577,-0.63,-1.169,-0.936,-0.601,-0.697,-0.579,-0.907,2
-1.038,-0.4,-0.218,-0.447,-0.678,-0.661,-0.338,-0.385,-1.038,-0.957,-0.538,-0.634,-0.522,-0.793,2
-1.065,-0.51,-0.316,-0.496,-0.761,-0.712,-0.69,-0.712,-1.065,-0.945,-0.444,-0.628,-0.442,-0.751,2
-1.183,-0.714,-0.521,-0.678,-0.889,-0.858,-0.795,-0.727,-1.183,-1.034,-0.533,-0.678,-0.734,-0.878,2
-0.826,-0.568,-0.533,-0.611,-0.796,-0.654,-0.641,-0.692,-0.826,-0.832,-0.528,-0.601,-0.427,-0.707,2
