@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,5-6,9-10,14,16-17,20,23,31,34-35,38,41'

@attribute A2 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A31 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.798,-0.545,-0.412,-0.547,-0.868,-0.818,-0.718,-0.991,-0.892,-0.987,-1.223,-0.714,-0.545,-0.62,2
-0.653,-0.407,-0.3,-0.414,-0.696,-0.656,-0.602,-0.828,-0.704,-0.862,-1.107,-0.614,-0.393,-0.493,2
-0.669,-0.313,-0.228,-0.297,-0.502,-0.649,-0.493,-0.817,-0.604,-0.882,-1.096,-0.581,-0.377,-0.477,2
-0.699,-0.446,-0.359,-0.444,-0.697,-0.751,-0.616,-0.933,-0.724,-0.978,-1.207,-0.71,-0.523,-0.627,2
-0.644,-0.368,-0.316,-0.357,-0.542,-0.723,-0.594,-0.885,-0.689,-0.946,-1.057,-0.65,-0.442,-0.557,2
-0.958,-0.739,-0.648,-0.743,-1.034,-0.989,-0.88,-1.127,-1.055,-1.129,-1.31,-0.837,-0.654,-0.738,2
-0.622,-0.393,-0.302,-0.423,-0.807,-0.667,-0.554,-0.831,-0.681,-0.882,-1.12,-0.593,-0.431,-0.506,2
-0.602,-0.349,-0.273,-0.348,-0.661,-0.686,-0.602,-0.865,-0.677,-0.929,-1.147,-0.555,-0.386,-0.435,2
-0.858,-0.688,-0.642,-0.695,-0.915,-0.804,-0.823,-0.968,-1.039,-1.04,-1.133,-0.762,-0.594,-0.701,2
-0.67,-0.539,-0.546,-0.577,-0.83,-0.734,-0.781,-0.895,-0.971,-0.952,-1.032,-0.634,-0.463,-0.575,2
-0.727,-0.427,-0.347,-0.451,-0.641,-0.772,-0.516,-0.941,-0.625,-0.989,-1.174,-0.782,-0.578,-0.698,2
-0.784,-0.594,-0.498,-0.606,-0.923,-0.747,-0.74,-0.926,-0.879,-0.968,-1.168,-0.758,-0.641,-0.75,2
-0.577,-0.401,-0.307,-0.415,-0.772,-0.637,-0.597,-0.816,-0.658,-0.866,-1.032,-0.541,-0.396,-0.458,2
-0.79,-0.474,-0.405,-0.49,-0.691,-0.885,-0.75,-1.047,-0.921,-1.041,-1.247,-0.74,-0.512,-0.619,2
-0.605,-0.361,-0.174,-0.372,-0.808,-0.664,-0.525,-0.819,-0.638,-0.897,-1.098,-0.585,-0.442,-0.508,2
-0.663,-0.373,-0.309,-0.357,-0.542,-0.695,-0.558,-0.855,-0.645,-0.946,-1.083,-0.662,-0.446,-0.554,2
-0.694,-0.51,-0.436,-0.544,-0.87,-0.725,-0.731,-0.909,-0.914,-0.892,-1.055,-0.656,-0.528,-0.618,2
-0.565,-0.466,-0.396,-0.446,-0.726,-0.54,-0.599,-0.695,-0.773,-0.819,-0.863,-0.574,-0.541,-0.64,2
-0.579,-0.297,-0.26,-0.359,-0.639,-0.633,-0.513,-0.787,-0.537,-0.899,-1.061,-0.627,-0.488,-0.582,2
-0.542,-0.167,-0.108,-0.166,-0.422,-0.703,-0.605,-0.875,-0.703,-0.845,-1.173,-0.557,-0.324,-0.368,2
-0.732,-0.337,-0.222,-0.362,-0.668,-0.774,-0.577,-0.953,-0.704,-0.976,-1.316,-0.727,-0.483,-0.571,2
-0.633,-0.332,-0.252,-0.38,-0.695,-0.671,-0.631,-0.854,-0.747,-1.036,-1.165,-0.651,-0.529,-0.606,2
-0.67,-0.379,-0.259,-0.365,-0.67,-0.747,-0.677,-0.913,-0.808,-0.861,-1.131,-0.606,-0.401,-0.467,2
