@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1-3,9-11,16,20,23-24,26,29,34,41'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A34 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.41,-1.029,-1.013,-0.775,-1.037,-1.41,-0.829,-1.01,-1.094,-0.932,-0.681,-0.812,-0.847,2
-0.96,-0.583,-0.689,-0.386,-0.727,-0.96,-0.547,-0.738,-0.84,-0.599,-0.439,-0.567,-0.529,2
-1.172,-0.801,-0.853,-0.603,-0.891,-1.172,-0.654,-0.827,-1.04,-0.768,-0.633,-0.749,-0.744,2
-1.186,-0.726,-0.815,-0.549,-0.876,-1.186,-0.747,-0.931,-1.029,-0.729,-0.545,-0.713,-0.667,2
-1.281,-0.716,-0.738,-0.432,-0.761,-1.281,-0.598,-0.664,-0.944,-0.783,-0.505,-0.648,-0.703,2
-1.121,-0.723,-0.963,-0.583,-1.004,-1.121,-0.677,-0.835,-1.037,-0.78,-0.665,-0.752,-0.735,2
-0.883,-0.46,-0.55,-0.234,-0.546,-0.883,-0.485,-0.514,-0.879,-0.564,-0.478,-0.579,-0.567,2
-1.324,-0.956,-0.888,-0.724,-0.978,-1.324,-0.688,-0.818,-1.007,-0.795,-0.527,-0.677,-0.845,2
-0.966,-0.595,-0.759,-0.5,-0.833,-0.966,-0.715,-0.916,-0.9,-0.612,-0.521,-0.625,-0.535,2
-1.169,-0.701,-0.669,-0.459,-0.705,-1.169,-0.63,-0.729,-0.936,-0.74,-0.601,-0.697,-0.728,2
-1.065,-0.633,-0.745,-0.434,-0.761,-1.065,-0.712,-0.893,-0.945,-0.601,-0.444,-0.628,-0.588,2
-1.295,-0.88,-0.824,-0.599,-0.874,-1.295,-0.73,-0.886,-0.954,-0.76,-0.501,-0.645,-0.726,2
-1.184,-0.782,-0.894,-0.603,-0.957,-1.184,-0.749,-0.973,-1.076,-0.814,-0.663,-0.77,-0.755,2
-1.081,-0.716,-0.854,-0.589,-0.902,-1.081,-0.725,-0.898,-0.868,-0.759,-0.634,-0.709,-0.7,2
-1.246,-0.857,-0.874,-0.609,-0.92,-1.246,-0.607,-0.746,-0.962,-0.734,-0.512,-0.671,-0.765,2
-1.189,-0.811,-0.97,-0.634,-0.985,-1.189,-0.752,-0.943,-1.099,-0.829,-0.673,-0.795,-0.776,2
-1.173,-0.728,-0.824,-0.513,-0.829,-1.173,-0.68,-0.823,-1.058,-0.832,-0.702,-0.791,-0.718,2
-1.293,-0.894,-0.902,-0.712,-1.008,-1.293,-0.788,-0.981,-1.065,-0.893,-0.708,-0.82,-0.828,2
-1.043,-0.634,-0.839,-0.497,-0.923,-1.043,-0.671,-0.804,-0.941,-0.66,-0.521,-0.623,-0.607,2
-1.174,-0.62,-0.727,-0.373,-0.76,-1.174,-0.58,-0.593,-0.871,-0.605,-0.429,-0.551,-0.575,2
-1.149,-0.775,-0.747,-0.515,-0.788,-1.149,-0.606,-0.768,-0.954,-0.731,-0.573,-0.684,-0.708,2
-1.006,-0.722,-0.837,-0.56,-0.845,-1.006,-0.61,-0.805,-0.822,-0.563,-0.403,-0.533,-0.583,2
-1.362,-0.883,-0.883,-0.568,-0.931,-1.362,-0.738,-0.864,-1.078,-0.938,-0.725,-0.838,-0.851,2
-1.017,-0.525,-0.566,-0.317,-0.626,-1.017,-0.518,-0.627,-0.954,-0.679,-0.565,-0.656,-0.606,2
-0.748,-0.456,-0.483,-0.31,-0.572,-0.748,-0.307,-0.439,-0.74,-0.448,-0.435,-0.497,-0.456,2
-1.263,-0.858,-0.847,-0.627,-0.932,-1.263,-0.66,-0.815,-0.962,-0.777,-0.535,-0.668,-0.768,2
-1.201,-0.759,-0.788,-0.487,-0.765,-1.201,-0.671,-0.786,-0.987,-0.643,-0.443,-0.593,-0.645,2
-1.033,-0.585,-0.768,-0.446,-0.83,-1.033,-0.644,-0.783,-0.868,-0.561,-0.379,-0.52,-0.551,2
-1.191,-0.74,-0.705,-0.498,-0.771,-1.191,-0.708,-0.851,-1.02,-0.814,-0.671,-0.771,-0.735,2
-1.198,-0.834,-0.94,-0.657,-1.003,-1.198,-0.743,-0.926,-1.043,-0.787,-0.595,-0.719,-0.724,2
-1.303,-0.79,-0.631,-0.422,-0.665,-1.303,-0.656,-0.794,-0.956,-0.782,-0.499,-0.632,-0.714,2
-1.114,-0.817,-0.954,-0.667,-0.954,-1.114,-0.769,-0.93,-1.008,-0.705,-0.565,-0.682,-0.768,2
-1.208,-0.721,-0.659,-0.391,-0.653,-1.208,-0.701,-0.837,-0.909,-0.689,-0.424,-0.557,-0.598,2
-1.151,-0.654,-0.796,-0.425,-0.812,-1.151,-0.6,-0.71,-0.864,-0.562,-0.317,-0.483,-0.573,2
-1.145,-0.622,-0.58,-0.364,-0.684,-1.145,-0.595,-0.697,-0.986,-0.677,-0.485,-0.638,-0.641,2
-0.989,-0.564,-0.627,-0.401,-0.689,-0.989,-0.604,-0.775,-0.969,-0.67,-0.56,-0.627,-0.579,2
-1.148,-0.709,-0.778,-0.455,-0.824,-1.148,-0.598,-0.759,-0.915,-0.719,-0.494,-0.637,-0.643,2
-1.055,-0.717,-0.833,-0.609,-0.941,-1.055,-0.754,-0.943,-1.007,-0.779,-0.746,-0.79,-0.742,2
-0.891,-0.501,-0.653,-0.291,-0.586,-0.891,-0.466,-0.589,-0.776,-0.431,-0.321,-0.45,-0.465,2
-0.826,-0.617,-0.781,-0.587,-0.796,-0.826,-0.692,-0.84,-0.832,-0.56,-0.528,-0.601,-0.559,2
-1.169,-0.804,-0.892,-0.593,-0.867,-1.169,-0.617,-0.759,-0.988,-0.787,-0.592,-0.701,-0.763,2
-1.113,-0.736,-0.902,-0.588,-0.956,-1.113,-0.716,-0.868,-1.02,-0.698,-0.546,-0.657,-0.641,2
-1.152,-0.823,-0.821,-0.629,-0.904,-1.152,-0.648,-0.783,-0.917,-0.745,-0.592,-0.709,-0.79,2
-1.086,-0.601,-0.575,-0.33,-0.592,-1.086,-0.511,-0.574,-0.899,-0.665,-0.516,-0.592,-0.618,2
-1.151,-0.664,-0.617,-0.361,-0.621,-1.151,-0.607,-0.696,-1.009,-0.761,-0.649,-0.756,-0.678,2
-1.007,-0.732,-0.867,-0.633,-0.908,-1.007,-0.652,-0.871,-0.906,-0.624,-0.511,-0.625,-0.644,2
-1.183,-0.59,-0.733,-0.353,-0.745,-1.183,-0.56,-0.557,-0.855,-0.58,-0.404,-0.515,-0.566,2
-1.244,-0.888,-0.93,-0.69,-0.967,-1.244,-0.747,-0.914,-1.084,-0.827,-0.656,-0.777,-0.819,2
-1.101,-0.677,-0.744,-0.431,-0.736,-1.101,-0.665,-0.807,-0.998,-0.771,-0.641,-0.713,-0.691,2
-1.139,-0.57,-0.667,-0.342,-0.718,-1.139,-0.535,-0.546,-0.895,-0.548,-0.38,-0.508,-0.547,2
-1.072,-0.479,-0.563,-0.256,-0.689,-1.072,-0.486,-0.505,-0.861,-0.695,-0.563,-0.637,-0.588,3
-1.216,-0.41,-0.601,-0.216,-0.766,-1.216,-0.545,-0.342,-0.847,-0.737,-0.523,-0.629,-0.713,3
-1.193,-0.543,-0.453,-0.316,-0.646,-1.193,-0.558,-0.63,-0.9,-0.858,-0.668,-0.74,-0.707,3
-1.135,-0.437,-0.53,-0.169,-0.628,-1.135,-0.442,-0.308,-0.825,-0.684,-0.503,-0.596,-0.694,3
-1.208,-0.558,-0.498,-0.343,-0.732,-1.208,-0.53,-0.6,-0.927,-0.847,-0.671,-0.739,-0.761,3
-1.206,-0.544,-0.555,-0.329,-0.764,-1.206,-0.524,-0.5,-0.849,-0.797,-0.6,-0.678,-0.778,3
-1.176,-0.467,-0.512,-0.172,-0.657,-1.176,-0.469,-0.304,-0.866,-0.722,-0.504,-0.626,-0.69,3
-1.254,-0.605,-0.678,-0.357,-0.79,-1.254,-0.565,-0.636,-0.946,-0.887,-0.662,-0.762,-0.732,3
-1.307,-0.681,-0.659,-0.397,-0.818,-1.307,-0.614,-0.706,-1.068,-1.019,-0.86,-0.926,-0.795,3
-0.993,-0.406,-0.557,-0.262,-0.749,-0.993,-0.407,-0.363,-0.643,-0.514,-0.321,-0.385,-0.647,3
-1.277,-0.688,-0.628,-0.348,-0.737,-1.277,-0.587,-0.677,-1.001,-0.92,-0.719,-0.8,-0.762,3
-1.232,-0.535,-0.652,-0.379,-0.91,-1.232,-0.593,-0.558,-0.941,-0.865,-0.674,-0.765,-0.769,3
-1.142,-0.502,-0.619,-0.309,-0.83,-1.142,-0.487,-0.358,-0.794,-0.663,-0.464,-0.562,-0.729,3
-1.16,-0.575,-0.528,-0.325,-0.655,-1.16,-0.595,-0.531,-0.865,-0.67,-0.483,-0.573,-0.729,3
-1.005,-0.392,-0.429,-0.226,-0.661,-1.005,-0.458,-0.452,-0.713,-0.61,-0.415,-0.503,-0.592,3
-1.234,-0.667,-0.52,-0.362,-0.655,-1.234,-0.512,-0.586,-0.887,-0.805,-0.572,-0.669,-0.767,3
-1.262,-0.551,-0.625,-0.314,-0.8,-1.262,-0.524,-0.434,-0.953,-0.839,-0.618,-0.725,-0.76,3
-1.194,-0.52,-0.49,-0.285,-0.754,-1.194,-0.488,-0.528,-0.863,-0.759,-0.519,-0.639,-0.665,3
-1.144,-0.465,-0.543,-0.235,-0.726,-1.144,-0.454,-0.381,-0.763,-0.686,-0.459,-0.554,-0.658,3
-1.368,-0.832,-0.718,-0.533,-0.865,-1.368,-0.7,-0.862,-1.131,-1.104,-0.926,-0.991,-0.942,3
-1.187,-0.565,-0.493,-0.357,-0.703,-1.187,-0.567,-0.586,-0.788,-0.707,-0.504,-0.591,-0.717,3
-1.178,-0.474,-0.544,-0.279,-0.809,-1.178,-0.477,-0.386,-0.866,-0.743,-0.544,-0.637,-0.695,3
-1.172,-0.611,-0.595,-0.358,-0.746,-1.172,-0.516,-0.596,-0.874,-0.768,-0.57,-0.671,-0.698,3
-1.176,-0.461,-0.516,-0.243,-0.743,-1.176,-0.476,-0.41,-0.806,-0.711,-0.494,-0.604,-0.692,3
-1.261,-0.564,-0.59,-0.329,-0.863,-1.261,-0.531,-0.541,-0.934,-0.856,-0.646,-0.739,-0.763,3
-1.317,-0.729,-0.673,-0.43,-0.805,-1.317,-0.599,-0.699,-1.008,-0.941,-0.723,-0.815,-0.849,3
-1.21,-0.617,-0.575,-0.382,-0.75,-1.21,-0.555,-0.554,-0.805,-0.755,-0.534,-0.627,-0.776,3
-1.085,-0.534,-0.547,-0.337,-0.74,-1.085,-0.518,-0.53,-0.7,-0.624,-0.454,-0.526,-0.674,3
-1.216,-0.517,-0.551,-0.282,-0.775,-1.216,-0.488,-0.412,-0.876,-0.775,-0.562,-0.665,-0.743,3
-1.127,-0.547,-0.585,-0.244,-0.649,-1.127,-0.497,-0.546,-0.925,-0.777,-0.63,-0.715,-0.626,3
-1.372,-0.826,-0.792,-0.566,-0.95,-1.372,-0.657,-0.779,-1.033,-1.011,-0.821,-0.9,-0.944,3
-1.277,-0.704,-0.677,-0.413,-0.793,-1.277,-0.625,-0.727,-0.948,-0.912,-0.68,-0.773,-0.806,3
-1.074,-0.496,-0.423,-0.251,-0.654,-1.074,-0.493,-0.482,-0.748,-0.675,-0.482,-0.56,-0.687,3
-1.224,-0.527,-0.428,-0.223,-0.587,-1.224,-0.473,-0.376,-0.88,-0.781,-0.588,-0.681,-0.723,3
-1.181,-0.482,-0.585,-0.33,-0.809,-1.181,-0.614,-0.491,-0.815,-0.749,-0.574,-0.669,-0.755,3
-1.272,-0.799,-0.635,-0.504,-0.775,-1.272,-0.566,-0.683,-0.976,-0.915,-0.701,-0.793,-0.865,3
-1.15,-0.376,-0.48,-0.219,-0.682,-1.15,-0.447,-0.245,-0.766,-0.615,-0.386,-0.491,-0.636,3
-1.261,-0.563,-0.592,-0.271,-0.708,-1.261,-0.547,-0.572,-0.938,-0.885,-0.659,-0.763,-0.711,3
