@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,7,10,16,18,21-23,36,38,41'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.059,-0.669,-0.779,-0.475,-0.685,-0.8,-0.645,-0.67,-1.059,-0.793,-0.91,-0.559,-0.613,2
-0.837,-0.523,-0.554,-0.317,-0.492,-0.616,-0.395,-0.498,-0.837,-0.671,-0.808,-0.403,-0.51,2
-0.919,-0.504,-0.726,-0.397,-0.549,-0.819,-0.665,-0.643,-0.919,-0.695,-0.899,-0.51,-0.547,2
-1.226,-0.908,-0.877,-0.718,-0.953,-0.943,-0.836,-0.915,-1.226,-0.988,-1.074,-0.645,-0.775,2
-1.055,-0.608,-0.714,-0.423,-0.607,-0.704,-0.577,-0.618,-1.055,-0.75,-0.873,-0.444,-0.476,2
-1.258,-0.814,-0.707,-0.51,-0.833,-0.706,-0.752,-0.847,-1.258,-1.024,-1.057,-0.577,-0.653,2
-1.082,-0.649,-0.753,-0.43,-0.643,-0.8,-0.606,-0.66,-1.082,-0.695,-0.808,-0.505,-0.488,2
-0.957,-0.548,-0.617,-0.326,-0.539,-0.637,-0.582,-0.607,-0.957,-0.721,-0.94,-0.594,-0.542,2
-1.185,-0.7,-0.73,-0.446,-0.728,-0.726,-0.655,-0.741,-1.185,-0.914,-0.935,-0.52,-0.559,2
-1.057,-0.58,-0.603,-0.337,-0.627,-0.674,-0.587,-0.612,-1.057,-0.823,-0.965,-0.589,-0.626,2
-1.148,-0.793,-0.839,-0.573,-0.813,-0.939,-0.798,-0.844,-1.148,-0.895,-1.063,-0.617,-0.613,2
-0.855,-0.444,-0.55,-0.273,-0.409,-0.534,-0.422,-0.457,-0.855,-0.666,-0.793,-0.591,-0.548,2
-1.183,-0.676,-0.687,-0.396,-0.689,-0.69,-0.67,-0.715,-1.183,-0.841,-0.884,-0.485,-0.489,2
-1.263,-0.856,-0.923,-0.628,-0.875,-0.986,-0.765,-0.835,-1.263,-0.975,-1.093,-0.68,-0.705,2
-0.947,-0.59,-0.825,-0.496,-0.601,-0.812,-0.709,-0.715,-0.947,-0.734,-0.924,-0.617,-0.63,2
-1.07,-0.618,-0.664,-0.4,-0.619,-0.697,-0.557,-0.556,-1.07,-0.799,-0.958,-0.608,-0.615,2
-1.222,-0.744,-0.692,-0.414,-0.781,-0.753,-0.604,-0.672,-1.222,-0.957,-0.965,-0.543,-0.624,2
-1.218,-0.885,-0.956,-0.687,-0.894,-1.005,-0.834,-0.876,-1.218,-0.971,-1.092,-0.683,-0.719,2
-1.067,-0.651,-0.738,-0.466,-0.64,-0.754,-0.704,-0.747,-1.067,-0.869,-1.012,-0.528,-0.587,2
-1.334,-1.034,-1.024,-0.801,-1.055,-1.063,-0.896,-0.97,-1.334,-1.089,-1.106,-0.771,-0.866,2
-1.311,-0.919,-0.918,-0.615,-0.907,-0.913,-0.732,-0.798,-1.311,-0.981,-1.059,-0.616,-0.67,2
-1.074,-0.599,-0.651,-0.385,-0.622,-0.683,-0.56,-0.616,-1.074,-0.74,-0.939,-0.522,-0.482,2
-1.214,-0.642,-0.601,-0.295,-0.646,-0.644,-0.447,-0.466,-1.214,-0.883,-0.87,-0.548,-0.582,2
-0.968,-0.535,-0.618,-0.372,-0.554,-0.693,-0.577,-0.645,-0.968,-0.798,-0.987,-0.441,-0.474,2
-1.175,-0.609,-0.567,-0.295,-0.617,-0.584,-0.417,-0.438,-1.175,-0.874,-0.867,-0.533,-0.593,2
