@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,6,8,10,17-18,23-24,26-27,32,36,40-41'

@attribute A1 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.27,-0.469,-0.705,-0.988,-1.018,-0.806,-1.035,-0.917,-0.721,-1.027,-0.829,-0.688,-0.779,2
-1.13,-0.362,-0.517,-0.665,-0.951,-0.767,-0.929,-0.771,-0.6,-0.882,-0.67,-0.511,-0.591,2
-1.265,-0.217,-0.466,-0.715,-0.842,-0.589,-0.933,-0.706,-0.413,-0.878,-0.726,-0.506,-0.489,2
-1.154,-0.311,-0.497,-0.732,-0.874,-0.615,-0.907,-0.649,-0.402,-0.817,-0.718,-0.535,-0.587,2
-1.116,-0.321,-0.494,-0.809,-0.901,-0.685,-0.87,-0.659,-0.489,-0.814,-0.662,-0.524,-0.503,2
-0.987,-0.22,-0.369,-0.551,-0.767,-0.544,-0.822,-0.609,-0.411,-0.732,-0.564,-0.318,-0.419,2
-0.992,-0.266,-0.431,-0.595,-0.745,-0.477,-0.781,-0.528,-0.299,-0.625,-0.571,-0.334,-0.431,2
-1.205,-0.499,-0.667,-0.877,-0.956,-0.797,-1.022,-0.822,-0.65,-0.951,-0.812,-0.724,-0.833,2
-1.04,-0.193,-0.394,-0.684,-0.788,-0.536,-0.908,-0.597,-0.476,-0.745,-0.585,-0.513,-0.55,2
-1.021,-0.385,-0.515,-0.758,-0.859,-0.709,-0.939,-0.687,-0.56,-0.791,-0.644,-0.561,-0.636,2
-1.322,-0.379,-0.608,-0.758,-1.053,-0.782,-1.009,-0.873,-0.618,-1.023,-0.827,-0.561,-0.623,2
-1.031,-0.332,-0.486,-0.902,-0.855,-0.668,-1.026,-0.686,-0.588,-0.787,-0.579,-0.649,-0.674,2
-0.935,-0.428,-0.493,-0.751,-0.803,-0.721,-0.802,-0.622,-0.525,-0.732,-0.555,-0.663,-0.805,2
-1.128,-0.116,-0.346,-0.551,-0.734,-0.4,-0.844,-0.66,-0.419,-0.802,-0.706,-0.492,-0.541,2
-1.254,-0.379,-0.524,-0.67,-0.992,-0.741,-1.002,-0.875,-0.653,-0.986,-0.806,-0.574,-0.663,2
-1.246,-0.35,-0.582,-0.785,-0.943,-0.691,-0.987,-0.737,-0.495,-0.878,-0.76,-0.541,-0.603,2
-1.032,-0.299,-0.442,-0.623,-0.819,-0.635,-0.907,-0.705,-0.599,-0.813,-0.618,-0.551,-0.593,2
-1.264,-0.57,-0.743,-0.969,-1.029,-0.871,-1.064,-0.88,-0.679,-0.992,-0.849,-0.69,-0.8,2
-1.186,-0.335,-0.509,-0.779,-0.896,-0.703,-0.94,-0.718,-0.55,-0.855,-0.707,-0.517,-0.564,2
-1.181,-0.413,-0.58,-0.78,-0.935,-0.726,-0.94,-0.738,-0.554,-0.869,-0.741,-0.562,-0.658,2
-1.01,-0.513,-0.61,-0.912,-0.807,-0.659,-0.789,-0.601,-0.423,-0.724,-0.634,-0.657,-0.774,2
-1.181,-0.642,-0.759,-0.939,-0.967,-0.814,-1.023,-0.786,-0.613,-0.904,-0.847,-0.65,-0.83,2
-1.306,-0.268,-0.524,-0.75,-0.895,-0.653,-1.03,-0.797,-0.531,-0.952,-0.775,-0.596,-0.577,2
-1.157,-0.52,-0.674,-0.959,-0.92,-0.737,-0.945,-0.647,-0.476,-0.8,-0.77,-0.584,-0.609,2
-1.107,-0.31,-0.451,-0.673,-0.859,-0.645,-0.964,-0.74,-0.57,-0.852,-0.659,-0.577,-0.574,2
-1.173,-0.498,-0.669,-0.948,-0.978,-0.831,-1.072,-0.783,-0.607,-0.918,-0.787,-0.605,-0.707,2
-1.036,-0.19,-0.402,-0.709,-0.734,-0.528,-0.922,-0.62,-0.498,-0.741,-0.626,-0.575,-0.587,2
-1.088,-0.393,-0.513,-0.807,-0.85,-0.588,-0.984,-0.723,-0.619,-0.823,-0.711,-0.601,-0.672,2
-1.016,-0.278,-0.446,-0.725,-0.849,-0.652,-0.843,-0.519,-0.322,-0.673,-0.498,-0.461,-0.432,2
-1.325,-0.403,-0.609,-0.728,-1.071,-0.805,-0.975,-0.833,-0.563,-0.99,-0.805,-0.512,-0.543,2
-1.171,-0.467,-0.634,-0.884,-0.924,-0.699,-0.86,-0.635,-0.398,-0.827,-0.747,-0.588,-0.596,2
-1.078,-0.333,-0.486,-0.723,-0.925,-0.712,-1.002,-0.747,-0.639,-0.839,-0.687,-0.549,-0.613,2
-0.993,-0.56,-0.64,-0.902,-0.785,-0.636,-0.77,-0.598,-0.421,-0.713,-0.663,-0.652,-0.792,2
-1.32,-0.521,-0.724,-0.91,-0.982,-0.777,-1.026,-0.787,-0.524,-0.954,-0.891,-0.669,-0.8,2
-1.309,-0.251,-0.47,-0.581,-0.982,-0.672,-0.908,-0.786,-0.517,-0.949,-0.766,-0.506,-0.487,2
-0.921,-0.282,-0.42,-0.747,-0.787,-0.638,-0.963,-0.58,-0.485,-0.674,-0.51,-0.469,-0.447,2
