@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R6,8,11-13,23,26-27,30,32-36,41'

@attribute A6 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.384,-0.527,-1.002,-0.719,-0.647,-1.016,-0.554,-0.75,-0.961,-0.602,-0.552,-0.571,-0.46,-0.55,2
-0.339,-0.531,-1.198,-0.873,-0.741,-1.035,-0.597,-0.921,-0.992,-0.722,-0.437,-0.668,-0.452,-0.491,2
-0.495,-0.538,-0.848,-0.665,-0.736,-0.956,-0.658,-0.73,-0.97,-0.621,-0.498,-0.646,-0.523,-0.56,2
-0.25,-0.478,-1.044,-0.708,-0.693,-0.971,-0.555,-0.806,-1.022,-0.622,-0.548,-0.596,-0.485,-0.579,2
-0.2,-0.489,-1.121,-0.706,-0.542,-1.004,-0.599,-0.874,-0.983,-0.74,-0.616,-0.715,-0.562,-0.587,2
-0.277,-0.438,-1.015,-0.668,-0.546,-0.852,-0.432,-0.698,-0.818,-0.595,-0.446,-0.578,-0.469,-0.54,2
-0.435,-0.615,-1.235,-0.865,-0.759,-0.903,-0.447,-0.861,-0.951,-0.724,-0.546,-0.675,-0.521,-0.6,2
-0.508,-0.703,-1.273,-0.942,-0.904,-1.087,-0.817,-1.047,-1.064,-0.87,-0.737,-0.791,-0.622,-0.655,2
-0.306,-0.435,-1.038,-0.64,-0.454,-0.915,-0.585,-0.805,-0.871,-0.625,-0.495,-0.633,-0.531,-0.62,2
-0.278,-0.477,-1.172,-0.737,-0.56,-0.927,-0.526,-0.882,-1.01,-0.661,-0.449,-0.657,-0.47,-0.553,2
-0.42,-0.567,-1.091,-0.763,-0.669,-0.915,-0.515,-0.816,-0.906,-0.698,-0.648,-0.668,-0.564,-0.64,2
-0.241,-0.436,-1.012,-0.642,-0.356,-0.956,-0.549,-0.765,-0.886,-0.661,-0.499,-0.612,-0.448,-0.502,2
-0.552,-0.68,-1.181,-0.899,-0.893,-1.058,-0.733,-0.953,-1.05,-0.811,-0.659,-0.759,-0.601,-0.651,2
-0.391,-0.552,-1.156,-0.83,-0.825,-1.12,-0.665,-0.926,-1.142,-0.701,-0.555,-0.676,-0.517,-0.579,2
-0.311,-0.551,-1.147,-0.756,-0.6,-0.96,-0.511,-0.829,-0.997,-0.658,-0.446,-0.651,-0.45,-0.527,2
-0.462,-0.65,-1.337,-0.938,-0.739,-1.1,-0.736,-1.08,-1.077,-0.927,-0.689,-0.83,-0.634,-0.644,2
-0.611,-0.736,-1.199,-0.904,-0.841,-1.058,-0.702,-0.952,-1.084,-0.86,-0.647,-0.812,-0.614,-0.623,2
-0.375,-0.551,-1.239,-0.818,-0.642,-0.969,-0.505,-0.903,-0.91,-0.812,-0.6,-0.724,-0.534,-0.539,2
-0.246,-0.432,-1.165,-0.762,-0.613,-0.944,-0.555,-0.83,-0.961,-0.623,-0.416,-0.593,-0.402,-0.55,2
-0.102,-0.295,-0.999,-0.631,-0.484,-0.914,-0.467,-0.704,-0.849,-0.578,-0.447,-0.502,-0.379,-0.436,2
-0.319,-0.457,-0.948,-0.626,-0.591,-0.888,-0.493,-0.711,-0.824,-0.595,-0.41,-0.584,-0.428,-0.488,2
-0.626,-0.776,-1.265,-0.964,-0.913,-1.057,-0.668,-0.997,-1.077,-0.841,-0.699,-0.799,-0.619,-0.677,2
-0.58,-0.749,-1.281,-0.874,-0.719,-0.978,-0.545,-0.923,-1.026,-0.88,-0.675,-0.837,-0.657,-0.679,2
-0.266,-0.542,-1.156,-0.71,-0.645,-0.891,-0.44,-0.822,-0.951,-0.635,-0.432,-0.596,-0.407,-0.517,2
-0.421,-0.575,-1.175,-0.822,-0.713,-1.03,-0.477,-0.832,-1.042,-0.657,-0.451,-0.659,-0.457,-0.551,2
-0.406,-0.563,-1.224,-0.879,-0.744,-1.026,-0.592,-0.94,-1.035,-0.767,-0.49,-0.709,-0.494,-0.533,2
-0.46,-0.567,-1.042,-0.702,-0.578,-0.768,-0.307,-0.706,-0.856,-0.598,-0.337,-0.576,-0.42,-0.457,2
-0.587,-0.704,-1.195,-0.922,-0.915,-1.047,-0.753,-0.969,-1.025,-0.821,-0.664,-0.761,-0.599,-0.644,2
-0.293,-0.393,-0.946,-0.614,-0.533,-0.954,-0.529,-0.729,-0.931,-0.547,-0.385,-0.555,-0.412,-0.516,2
-0.471,-0.577,-1,-0.697,-0.722,-0.782,-0.473,-0.739,-0.84,-0.607,-0.602,-0.582,-0.513,-0.64,2
-0.27,-0.439,-0.991,-0.679,-0.517,-0.914,-0.539,-0.751,-0.893,-0.578,-0.462,-0.555,-0.445,-0.558,2
-0.39,-0.506,-0.956,-0.667,-0.701,-1,-0.597,-0.739,-1.043,-0.571,-0.562,-0.583,-0.507,-0.619,2
-0.432,-0.665,-1.282,-0.928,-0.735,-0.998,-0.512,-0.914,-1.004,-0.791,-0.564,-0.726,-0.527,-0.585,2
-0.168,-0.391,-1.158,-0.659,-0.302,-0.85,-0.426,-0.819,-0.798,-0.745,-0.399,-0.721,-0.449,-0.498,2
-0.618,-0.706,-1.094,-0.8,-0.727,-0.927,-0.45,-0.79,-0.959,-0.693,-0.614,-0.65,-0.527,-0.597,2
-0.483,-0.685,-1.28,-0.89,-0.714,-1.002,-0.59,-0.955,-0.976,-0.858,-0.709,-0.793,-0.625,-0.667,2
-0.376,-0.514,-1.18,-0.829,-0.683,-1.032,-0.624,-0.903,-1.023,-0.703,-0.489,-0.678,-0.467,-0.581,2
-0.436,-0.578,-1.111,-0.796,-0.852,-1.074,-0.604,-0.871,-1.12,-0.653,-0.539,-0.635,-0.487,-0.569,2
-0.281,-0.449,-1.152,-0.757,-0.633,-0.939,-0.493,-0.796,-0.929,-0.605,-0.402,-0.577,-0.395,-0.533,2
-0.553,-0.653,-1.038,-0.769,-0.719,-0.911,-0.444,-0.739,-0.871,-0.677,-0.598,-0.636,-0.514,-0.57,2
-0.439,-0.613,-1.189,-0.822,-0.659,-0.861,-0.355,-0.802,-0.865,-0.719,-0.51,-0.641,-0.48,-0.523,2
-0.337,-0.575,-1.293,-0.845,-0.783,-1.029,-0.653,-0.991,-1.023,-0.857,-0.642,-0.776,-0.561,-0.583,2
-0.467,-0.562,-1.021,-0.733,-0.746,-0.931,-0.478,-0.752,-0.938,-0.618,-0.513,-0.58,-0.457,-0.539,2
-0.675,-0.812,-1.267,-0.9,-0.731,-0.968,-0.507,-0.923,-0.989,-0.899,-0.768,-0.816,-0.674,-0.677,2
-0.218,-0.447,-1.038,-0.661,-0.338,-0.957,-0.538,-0.77,-0.89,-0.671,-0.522,-0.618,-0.461,-0.5,2
-0.339,-0.468,-1.126,-0.779,-0.589,-0.988,-0.629,-0.88,-0.907,-0.694,-0.482,-0.672,-0.476,-0.57,2
-0.333,-0.439,-1.075,-0.767,-0.592,-0.951,-0.651,-0.861,-0.961,-0.699,-0.487,-0.679,-0.488,-0.548,2
-0.452,-0.64,-1.193,-0.803,-0.788,-1.107,-0.713,-0.966,-1.109,-0.82,-0.718,-0.785,-0.628,-0.668,2
