@relation texture

@attribute A8 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.622,-0.906,-1.089,-0.792,-0.733,-0.756,-0.658,-0.937,-0.748,-1.001,-0.68,-0.57,-0.981,-0.647,-0.794,-0.588,2
-0.425,-0.639,-1.061,-0.647,-0.387,-0.633,-0.435,-0.787,-0.505,-0.899,-0.646,-0.564,-0.887,-0.627,-0.798,-0.582,2
-0.688,-0.944,-1.307,-0.892,-0.853,-0.831,-0.702,-1,-0.747,-1.168,-0.9,-0.793,-1.175,-0.859,-1.016,-0.792,2
-0.446,-0.708,-1.064,-0.717,-0.587,-0.701,-0.559,-0.88,-0.642,-0.948,-0.663,-0.555,-0.972,-0.581,-0.734,-0.537,2
-0.424,-0.661,-1.147,-0.729,-0.556,-0.686,-0.545,-0.865,-0.615,-0.929,-0.576,-0.457,-0.924,-0.555,-0.704,-0.435,2
-0.706,-0.981,-1.191,-0.885,-0.855,-0.87,-0.766,-1.04,-0.863,-1.08,-0.798,-0.681,-1.088,-0.756,-0.916,-0.717,2
-0.614,-0.924,-1.218,-0.767,-0.739,-0.742,-0.617,-0.928,-0.686,-1.095,-0.799,-0.693,-1.09,-0.777,-0.924,-0.713,2
-0.599,-0.852,-1.213,-0.802,-0.678,-0.735,-0.6,-0.9,-0.64,-0.937,-0.654,-0.519,-0.939,-0.713,-0.89,-0.637,2
-0.812,-1.03,-1.267,-0.9,-0.731,-0.847,-0.674,-1.02,-0.757,-0.968,-0.665,-0.507,-0.989,-0.816,-0.973,-0.766,2
-0.439,-0.602,-1.075,-0.767,-0.592,-0.735,-0.587,-0.898,-0.654,-0.951,-0.722,-0.651,-0.961,-0.679,-0.857,-0.603,2
-0.585,-0.755,-1.203,-0.856,-0.718,-0.785,-0.655,-0.94,-0.715,-1.012,-0.766,-0.643,-0.957,-0.733,-0.907,-0.665,2
-0.676,-0.931,-1.362,-0.892,-0.855,-0.803,-0.699,-0.972,-0.717,-1.078,-0.832,-0.725,-1.085,-0.851,-1.018,-0.736,2
-0.544,-0.793,-1.087,-0.797,-0.732,-0.768,-0.657,-0.933,-0.728,-1.062,-0.734,-0.603,-1.014,-0.673,-0.831,-0.603,2
-0.465,-0.808,-1.098,-0.719,-0.511,-0.664,-0.477,-0.819,-0.54,-0.897,-0.594,-0.486,-0.877,-0.585,-0.733,-0.508,2
-0.575,-0.969,-1.037,-0.719,-0.647,-0.694,-0.584,-0.868,-0.682,-1.009,-0.72,-0.627,-0.943,-0.653,-0.815,-0.618,2
-0.567,-0.817,-1.042,-0.702,-0.578,-0.674,-0.537,-0.861,-0.62,-0.768,-0.453,-0.307,-0.856,-0.576,-0.752,-0.518,2
-0.698,-0.915,-1.192,-0.854,-0.873,-0.77,-0.708,-0.923,-0.747,-1.007,-0.729,-0.615,-1.048,-0.779,-0.95,-0.732,2
