@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R8,17,19,21'

@attribute A8 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
136,-336,1123,1
471,-1711,2607,0
2762,-1288,1199,0
-1767,-48,-1886,0
-6164,-3832,997,0
-101,151,2022,1
-537,-962,-1953,0
-66,1172,988,1
-1535,2078,449,0
-218,59,-2396,0
544,-68,845,1
98,-125,-623,1
-634,-1982,-26,1
1056,-3465,-231,0
1696,-1118,-2709,0
-3457,1046,1404,0
1056,1808,-1003,1
546,1753,479,1
-13,284,-1669,1
-678,78,-178,1
-511,1041,327,0
2051,-432,1765,1
-1267,1224,-635,0
897,-225,136,1
2074,-258,-4,1
-458,-274,1396,0
808,-2331,-204,0
1039,-923,428,0
-2795,-1811,-2124,0
-585,2833,2134,0
-139,-36,397,0
-932,-1486,4359,0
1217,569,1,1
-214,-822,96,1
-2469,-6,-1703,0
342,-401,-131,1
326,86,573,0
-2698,116,-51,0
-5,2305,-1498,1
-132,-23,-509,1
1169,-925,-737,1
-1617,-162,-894,1
663,1223,764,1
-84,4456,1113,0
247,24,1844,1
-1495,-1897,733,1
-197,35,-1745,0
-2903,2621,1948,0
133,977,949,1
-1014,1245,-257,1
-528,816,1018,1
-793,2069,-3478,0
745,2025,-423,1
4222,719,1774,0
-3913,-145,-98,0
1,1642,65,1
-246,19,-148,0
824,2968,1235,1
-2758,2162,415,0
19,-284,-702,1
298,427,2106,1
-4506,3223,-74,0
1581,-613,-33,0
1713,92,-1034,1
871,-2101,1504,0
-1353,-13,129,0
-4022,157,1632,0
2945,1322,2954,0
1129,1052,634,1
-525,2527,1402,1
-274,-512,404,0
948,649,1861,1
257,174,1539,0
1983,-18,33,1
-498,178,122,0
154,-244,1896,0
-1816,2825,126,0
2433,-668,-2574,0
-2523,-2905,29,0
-413,2383,509,1
-1277,2655,976,1
-354,-503,-782,1
-33,-4697,129,0
798,56,2043,0
31,-419,-1234,1
-2471,-384,-1454,0
-1429,65,-1516,1
-2582,1472,134,0
-2642,2178,1013,0
824,2374,-427,0
-357,1288,-715,1
1402,1926,3687,0
-135,-869,1086,1
668,-5,2009,1
1382,-601,-705,1
204,1536,298,1
2812,-804,-175,0
-1463,-279,-1763,0
408,1326,295,1
-206,306,1488,1
-2016,-31,213,0
-866,-268,1264,1
1812,-155,-1,1
2489,946,-1958,0
-1647,-2317,-1882,0
681,779,-233,1
64,-1746,1207,0
-1772,-1,-1628,0
-566,89,-676,1
-211,1776,-677,0
-259,2821,761,0
1157,1388,-1,0
2507,3,248,1
-2628,-1411,-117,0
-3646,195,-895,0
568,471,226,1
1074,294,-16,1
108,465,1127,0
-21,1357,1735,0
-2208,-372,1385,1
-1502,-39,1565,0
841,-1413,-8,1
-2938,6,234,0
2676,-1155,-2677,0
222,43,-421,1
112,-1385,662,0
-19,1159,-84,0
1008,478,3331,0
-721,1556,735,0
3584,-809,1122,1
-1567,1616,-263,0
724,-387,1839,1
9,2628,49,1
-56,-808,-37,1
928,-981,56,0
104,-289,-7,1
888,-1187,1874,1
-613,509,211,1
2081,248,895,1
986,196,-1003,1
-106,102,-32,1
533,1126,758,1
1478,748,56,0
286,196,-2495,0
1252,1031,1062,0
853,1382,-374,1
652,2585,71,0
395,393,-126,1
-846,-2718,1943,0
-317,1322,-77,1
3138,5567,29,0
1727,546,-1743,0
3065,-22,2245,0
-1863,681,-787,0
-2051,-459,-2558,0
1268,988,2702,1
3781,-1673,647,0
-746,1716,-456,0
311,-4687,-3517,0
-23,-643,-2607,0
951,-1612,-1,1
201,-286,1821,0
157,374,2772,0
132,243,-88,1
1118,355,277,1
-139,-297,2904,0
-985,1,-1334,0
-163,1931,711,1
196,508,699,1
1777,1616,-76,0
821,-3,102,1
115,-1146,-472,0
-2133,-51,-616,0
31,165,2,1
16,-459,1031,1
1118,-1373,-228,0
1034,-42,-1167,0
-95,-396,1287,0
103,-1296,834,0
-13,-587,-59,1
473,849,-1193,0
-2364,725,567,0
1466,-351,-103,1
74,-94,-61,1
1619,-1962,-1116,0
928,-166,-135,1
1138,998,-1139,1
3522,448,1165,0
1233,-94,198,1
-428,-568,946,1
1869,-67,348,1
-1853,-13,-249,1
-2106,-1588,1075,0
308,172,-421,1
916,-267,307,1
74,1697,-206,1
1195,-289,-96,0
2699,-868,376,0
782,818,-1219,1
3376,177,284,0
779,546,3074,0
386,937,-524,1
1092,988,-1208,1
38,638,864,1
-379,-874,1573,0
212,-428,85,1
