@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R7,9,19,21'

@attribute A7 numeric
@attribute A9 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
556,4122,-473,0
205,639,184,1
1267,-18,-792,0
624,567,484,1
107,-296,-1745,1
-3332,-843,-412,0
137,-516,434,1
1778,544,153,1
2959,568,2629,0
115,2198,231,1
1199,3732,-2901,0
72,322,502,1
2904,-2967,774,0
-175,-123,3198,0
643,11,-9,1
-3101,-2122,-1032,0
-47,2495,1521,0
-1456,1148,674,1
1368,-134,133,1
-1926,-549,-16,0
1334,-682,283,1
528,-1599,1113,1
841,2081,1481,1
2744,-363,182,1
-426,806,1202,1
2243,-3443,-1317,0
1494,-942,1224,0
2783,-4592,-392,0
-558,399,124,1
166,4,47,1
1599,1293,519,1
759,-61,-995,1
-3107,559,-453,0
1631,-2159,-1717,0
-2489,1224,3456,0
1492,-6226,-1634,0
991,1077,1996,0
566,1215,1301,0
-584,68,522,1
2273,-144,1073,1
-16,763,1212,1
-504,354,-171,0
128,2338,1471,0
-2598,1372,-1308,0
98,-4034,-3194,0
674,-65,-1185,0
874,1245,633,1
-1899,1083,-993,1
-898,-409,161,0
-221,-1373,-1613,0
136,1543,1131,1
-1127,-29,-216,0
77,-511,-95,1
-1611,3388,622,0
1047,441,-1348,1
553,-45,-1082,1
71,155,337,0
822,832,318,1
942,-613,-255,0
231,1348,2658,0
27,-1285,-258,0
-1108,1382,1441,1
1017,1189,204,1
-4155,4143,-2828,0
742,1102,2666,0
521,-149,-515,0
646,397,607,1
544,-526,366,1
-541,1265,161,1
-3335,-8,-59,0
997,-1545,-604,0
-889,-117,-2584,0
-374,-4601,13,0
7,3537,15,1
-913,-373,-2046,0
-953,2279,-386,1
-233,-387,-216,0
-7,-2596,-53,0
898,-1075,1596,0
-845,1603,1714,1
-586,579,-2783,0
-1145,345,201,0
211,-452,-725,1
-531,772,1542,0
871,2256,-301,0
909,2536,2795,0
124,393,-396,1
1374,1816,-494,0
1494,16,-1548,1
-67,351,-3698,0
-475,131,1755,0
46,-1312,117,0
-134,-238,-2215,0
-22,553,-635,1
918,338,567,1
-1561,2347,48,1
2746,3204,2429,0
-2592,-1831,2082,0
-227,-355,1246,1
386,995,8,1
-1214,253,-64,1
-1558,1,277,0
1522,-94,479,1
-4,1532,-844,1
1132,144,2354,1
1036,-2055,758,1
-252,-193,-191,1
1059,25,-123,1
-1333,3025,1111,0
571,-204,-1285,0
111,-415,1777,1
133,1878,632,0
-646,-1878,-3132,0
1517,1322,397,1
-3082,2021,173,0
903,255,451,1
-266,449,-1398,0
4191,-2764,29,0
144,31,-922,0
-2967,55,-948,0
-1,1574,1426,1
528,-833,-3195,0
1307,-974,2211,1
306,-735,-3171,0
1269,1618,-1974,0
-1043,-5,-1874,1
857,-938,86,1
1534,1125,972,1
95,2817,402,0
-2008,-614,2316,0
738,1214,-7554,0
5391,1238,224,0
1236,1813,-321,0
-23,675,823,0
-303,-1815,-722,0
-3,1071,1129,0
136,3487,658,0
2032,748,-159,0
2525,1823,39,0
238,124,365,1
29,1357,303,1
-221,801,14,1
633,767,1365,1
111,-96,-2507,0
1203,639,2546,1
-197,3326,-653,0
675,-193,2144,1
-958,-97,-732,0
731,-1142,1327,1
697,74,608,1
946,-291,-596,1
-42,2464,738,1
464,11,1138,1
545,704,53,1
1334,1041,418,0
-1101,944,1295,1
575,152,143,0
3005,11,1136,0
2453,-569,-15,1
315,1092,188,0
2163,-3992,-1677,0
-1034,132,-892,0
-743,-188,5,1
173,316,308,1
-416,-1084,539,1
2306,371,1602,0
862,-167,2122,0
-4528,-209,-1261,0
-4078,2591,1149,0
-206,118,-318,1
685,444,472,1
1062,-694,-824,1
92,-1199,617,1
832,388,894,1
-1254,142,-181,1
117,657,1573,1
-1042,-234,-372,0
433,608,-132,0
501,642,1405,1
23,1,1237,1
-283,2534,-1476,0
665,-28,3612,0
1401,1898,-663,0
596,3159,1123,1
3341,514,-121,0
306,241,49,1
164,3311,-2546,0
1299,23,-99,1
2991,-118,-241,0
-1591,-595,1664,0
1172,194,-691,0
565,-329,1182,1
1391,-941,-2501,1
1296,-573,-213,1
943,-948,-1699,0
-2193,2984,-2439,0
264,-674,208,0
-1511,-258,1036,0
-3215,-126,-3383,0
674,349,35,1
1544,-349,76,1
884,1038,1664,1
-2726,-3074,-707,0
-199,-685,1348,0
167,112,-5,1
-56,2534,-1011,1
1829,1621,1505,0
2377,972,-221,1
1576,-927,-614,1
392,414,3306,0
407,-84,-3166,0
637,-4018,1738,0
854,838,891,1
-1601,284,-213,0
-213,-329,1025,1
67,-1465,1674,1
326,-501,523,1
-1074,415,-492,0
1062,78,2491,1
-2563,-2863,-1122,0
-1521,407,48,1
54,-1866,2129,0
1501,1531,928,1
1605,3888,-143,0
-1376,36,-1,1
-1466,28,544,1
2742,-109,1121,0
-387,27,-1038,0
1939,-422,1498,1
1845,1348,-391,1
1693,2475,-59,0
1371,899,424,1
-3148,2584,443,0
638,-236,839,1
1232,1435,-574,1
648,506,-511,1
-923,-551,-2759,0
-32,305,1246,1
-36,-1632,-314,1
277,-69,-123,1
-112,-977,1295,0
-372,-1454,565,1
75,1565,-1238,1
-424,2247,681,0
153,635,1187,1
1204,1454,265,1
-1008,-1326,218,1
1104,-211,-47,0
-1517,-1913,1349,0
1614,-175,664,0
-2705,-863,1569,0
1814,353,547,1
-316,1035,-2422,0
34,-636,-1512,0
1379,1152,106,1
-1017,-157,-947,0
1856,-871,-614,0
2734,-492,559,0
231,155,6,1
537,-616,648,1
3068,1292,59,0
-1688,-1058,-1722,0
-243,131,1571,0
1162,-1267,-971,0
1127,1052,-3692,0
687,-3421,424,0
591,2302,1788,0
-1007,3233,-1538,0
-1267,-517,-648,0
406,-127,1211,1
591,2244,4,1
16,-19,243,1
842,1239,-66,1
-379,158,814,0
-208,-835,1552,1
-2764,3575,1962,0
279,-281,487,0
-231,62,771,1
1575,-4371,-3858,0
1115,-55,-1205,0
1549,2704,4478,0
708,-98,438,1
-4275,2573,-1008,0
-577,1146,883,1
1629,-2396,-1874,0
2093,925,-1482,0
793,2992,1272,0
32,774,198,1
-264,-2213,-446,0
-1178,-499,-232,1
275,-5781,973,0
842,-307,767,1
1072,1538,215,1
-1794,-3926,766,0
-939,1283,3848,0
-327,-749,506,1
788,264,81,1
2031,-1874,771,0
1308,326,2582,1
1785,1512,1964,1
1972,-2772,-852,0
319,198,1481,1
884,2116,-963,1
714,1199,-473,1
-223,287,-608,1
-717,127,-1674,0
-2238,-5131,-18,0
758,587,95,1
703,218,-211,1
-1244,-1525,-222,0
1764,507,-3714,0
-31,-234,-1244,1
-1265,-2969,148,0
1389,3119,3766,0
-1214,188,1833,1
-1923,2032,2338,0
312,3,293,1
2087,-301,-4089,0
794,-905,2128,0
2149,-297,1795,0
621,2147,-2309,0
-1071,1148,1104,0
-211,-3066,234,0
1698,-1916,-2653,0
-2457,254,-168,0
-471,-413,39,1
-3398,4021,-2708,0
1608,-919,1275,0
852,102,1,1
818,-178,-314,1
-798,265,101,1
-97,-433,-1436,0
-984,685,-179,1
137,-512,172,1
254,-227,843,0
588,-2589,-2104,0
