@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R5,8-10,18,21'

@attribute A5 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-1027,-1954,4122,2748,-2612,0
868,-64,639,-33,701,1
264,-174,-18,874,1061,0
146,149,567,11,2676,1
822,1678,-296,-361,-638,1
264,1673,-843,-793,1226,0
1737,-1271,-516,-294,519,1
695,-19,544,1517,1163,1
-2826,-1126,568,-615,-2042,0
782,607,2198,-132,1519,1
816,3642,3732,-9,-761,0
1126,1731,322,-231,-36,1
2358,8,-2967,-698,1265,0
64,2227,-123,101,2852,0
-387,28,11,1334,-274,1
1749,-118,-2122,-1384,1208,0
5993,2312,2495,-402,-3562,0
432,1935,1148,-8,808,1
1948,-668,-134,5,637,1
-3626,415,-549,-1549,2854,0
-19,817,-682,-1799,-1017,1
812,553,-1599,633,1922,1
-962,929,2081,261,-16,1
877,-117,-363,106,1831,1
2609,609,806,138,363,1
-4782,-359,-3443,238,992,0
-268,236,-942,-548,1248,0
3264,-5175,-4592,17,-1685,0
-641,1097,399,1512,974,1
1648,1174,4,-1259,-349,1
2348,1247,1293,2109,-477,1
587,1841,-61,914,254,1
107,675,559,-168,-3297,0
642,1592,-2159,-492,768,0
-387,-428,1224,-1,-91,0
-1548,-58,-6226,231,389,0
1224,1234,1077,-1395,264,0
-2747,1748,1215,1765,11,0
101,-1557,68,22,2498,1
-278,1715,-144,-858,1799,1
-258,47,763,653,1726,1
-59,294,354,2166,-1085,0
3386,1504,2338,2036,2278,0
1469,-91,1372,-1624,3253,0
-2459,1641,-4034,4708,1329,0
-121,-453,-65,2214,1258,0
799,149,1245,107,34,1
1173,782,1083,1007,-353,1
1707,2124,-409,-232,-386,0
-2048,-1402,-1373,171,-144,0
3251,698,1543,84,-1278,1
-1142,2278,-29,2347,-68,0
1259,1182,-511,534,158,1
-495,586,3388,-1438,1213,0
-261,349,441,102,62,1
536,1867,-45,963,78,1
-576,2913,155,-1096,-3552,0
-35,1804,832,1387,469,1
-3247,-634,-613,-2613,-349,0
741,1226,1348,604,-264,0
74,-2445,-1285,2308,-151,0
1106,503,1382,2018,1145,1
136,-11,1189,121,917,1
555,1001,4143,1202,-1033,0
-3051,-1207,1102,-3193,-134,0
-4637,2312,-149,-448,-821,0
58,1756,397,1119,-1254,1
-1264,-607,-526,1416,-881,1
-543,1798,1265,1423,426,1
1277,2008,-8,-12,697,0
-3255,665,-1545,1568,-652,0
206,21,-117,-746,1689,0
-903,-1581,-4601,4736,-2464,0
253,2476,3537,-125,672,1
-77,-1171,-373,2247,243,0
108,462,2279,-1221,926,1
1225,-2619,-387,1868,1414,0
396,-2147,-2596,-2722,192,0
518,-2885,-1075,-2874,-156,0
1156,433,1603,378,-124,1
-3971,1328,579,-1633,113,0
1122,961,345,1213,-1912,0
386,528,-452,-795,-338,1
4066,-121,772,2381,1967,0
-969,4066,2256,-208,-1456,0
-5195,63,2536,-212,3145,0
29,944,393,-535,-18,1
-37,2091,1816,3275,-1096,0
-38,-979,16,-586,-514,1
-2606,665,351,25,3237,0
234,1124,131,3998,-2529,0
-1284,-218,-1312,-735,1592,0
-2069,281,-238,-567,-5141,0
-652,-26,553,2334,-1358,1
2943,1394,338,526,653,1
36,1008,2347,-1264,641,1
-1747,-73,3204,-1032,-209,0
1426,265,-1831,-631,-1962,0
1068,1352,-355,2109,1026,1
41,644,995,526,335,1
151,528,253,-252,1122,1
-51,-835,1,2563,1307,0
557,703,-94,1157,758,1
679,-9,1532,1302,784,1
403,228,144,623,-744,1
278,2653,-2055,943,2062,1
209,3049,-193,744,1523,1
-292,193,25,74,226,1
1135,2157,3025,-1521,-3152,0
-2765,-902,-204,2736,3748,0
-1356,899,-415,1537,174,1
305,-3953,1878,615,675,0
-2306,-3776,-1878,-978,3563,0
1387,1395,1322,301,884,1
2527,1414,2021,-306,2946,0
1483,504,255,533,369,1
-168,-1302,449,-1305,268,0
-93,3024,-2764,775,1498,0
4409,119,31,-2054,-2115,0
-3376,291,55,1044,1322,0
-417,463,1574,-944,626,1
-2254,1569,-833,-1371,-288,0
-1085,869,-974,1634,298,1
173,-567,-735,-718,-772,0
-1295,2463,1618,2829,-1477,0
-601,-1365,-5,1356,-275,1
-718,-922,-938,-1158,2651,1
-19,-227,1125,-827,2201,1
75,861,2817,2732,1901,0
-1702,3064,-614,33,1231,0
18,-1493,1214,198,-1742,0
139,1181,1238,1318,-395,0
481,824,1813,-55,873,0
1463,-156,675,2071,446,0
208,-273,-1815,-2579,1443,0
56,-388,1071,1925,497,0
-421,39,3487,292,2947,0
-228,-581,748,1283,2057,0
