@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R7-8,14-15,18-19,21'

@attribute A7 numeric
@attribute A8 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
849,-3196,717,-1868,1391,4448,0
-1441,-94,335,344,-1497,4755,0
472,1748,-1208,47,295,-208,1
-158,555,654,-1614,2638,5253,0
118,6,-3,1366,-114,-1221,1
1004,-2508,-2446,-275,-1323,1042,0
45,-555,241,-1012,1726,-104,1
3751,1452,-4486,-3579,1552,1707,0
114,1141,418,464,1114,-151,1
-412,-94,412,-1028,-854,406,1
2705,-812,546,3,-2134,1201,0
2321,-333,-243,-974,254,99,1
-2723,524,1337,2614,3215,2153,0
-2022,-1563,-192,2722,-137,-2492,0
-165,-2974,48,-1484,34,-1638,0
-2546,-937,187,-1768,1383,3572,0
-248,966,1483,868,456,1734,1
1221,-2703,-434,-1549,912,-1417,0
1498,297,1708,1938,2694,52,0
-537,-385,946,-44,1238,67,1
116,1064,306,229,1441,-118,1
-794,897,9,311,-19,1274,1
422,-1594,-11,-32,1146,353,1
-2646,52,127,1544,907,-172,0
-142,-626,-96,-41,159,9,1
149,887,1638,-402,248,1581,1
2092,-764,-2246,3316,-1622,-218,0
289,2197,-932,-202,-182,15,1
-1772,-535,576,759,-322,1686,0
1718,-1338,-12,2383,2594,953,1
-517,1495,-398,-21,-1556,-2147,0
469,1273,197,15,552,-4,1
-106,-1753,-1969,-1292,-908,482,1
265,1473,-3704,-3243,2256,-748,0
-2222,2559,-967,41,-362,883,0
-679,221,693,602,-267,258,1
-1818,544,-155,-1028,-365,5,0
1565,441,998,1032,-382,-831,1
964,267,-1367,2817,-1562,-1454,0
906,635,969,-1606,1611,-2434,0
1217,3,1938,382,1066,1112,1
937,1045,87,701,739,-557,1
-562,1894,908,3088,-851,2892,0
-2731,-732,-4406,-1539,-1182,1809,0
-2712,5123,-723,-2517,434,1562,0
-194,206,432,-391,192,645,1
2,116,-1218,-3977,321,1728,0
-242,1476,-592,316,1164,813,1
-2491,24,-114,-5901,3883,-1974,0
834,989,-337,-271,139,1848,1
-664,-452,-41,839,1165,116,1
2324,5662,-2952,632,-311,3631,0
2937,1916,1813,19,62,-566,1
-37,-92,674,2966,1487,-583,1
2266,-1036,-433,3838,-1018,2996,0
-188,-1165,698,2541,176,-568,1
-227,616,643,1725,398,-117,1
-932,558,1874,-944,-546,-295,0
1431,-1414,1392,-2293,1676,1046,1
479,122,642,489,-589,-1382,1
277,1224,621,-1213,-608,298,1
571,459,523,117,1013,86,1
689,62,1787,-336,-1413,476,1
91,3155,2892,11,-39,-501,1
-192,-74,1854,-3569,-278,1258,0
-2363,-246,2492,-1387,-2284,-7,0
724,6,464,824,-238,1601,1
1569,393,-214,81,-1438,-117,0
1132,-803,-641,17,299,1243,1
2794,-45,1273,-226,7,1584,1
914,-1612,2202,-1367,-2107,-817,0
-514,-684,299,748,-1262,1674,0
1712,779,154,156,1463,396,1
-277,-127,1093,-162,402,852,1
-229,1779,2366,28,-1162,1452,0
2402,-1091,-1136,34,-3661,-2257,0
-1364,-2909,-1208,625,-446,1231,0
1667,-1355,2623,763,2923,-3008,0
2487,-3237,3707,732,-1276,-1956,0
-329,-5,-18,944,297,-457,1
-57,1064,-4961,-3896,1989,1772,0
1706,-3,-668,151,1543,411,1
512,428,346,2102,1123,297,1
426,1253,-973,554,-607,-93,1
-649,3169,1475,635,-184,726,0
-221,376,2873,-288,112,1907,0
1864,-1653,427,1348,-214,1911,0
879,-144,156,1104,372,-1602,0
-891,1734,1211,103,-137,-435,1
-497,-707,-98,38,1982,2181,1
945,153,708,707,-402,-622,0
-1112,-54,44,718,1095,74,1
-3288,3198,245,-3081,285,1118,0
1824,-56,9,541,62,2006,1
-405,-2,-2,74,-788,-757,1
-1095,-358,948,1041,1201,802,1
-3977,1089,-1368,-2521,-2732,2955,0
1514,-893,-3925,-364,2343,243,0
544,2666,2254,-2119,-135,1246,0
1256,2194,-2719,186,131,3633,0
-1092,1271,3409,-4456,426,-1279,0
1325,961,496,4242,2819,-303,0
-66,917,1181,1252,-255,2,1
2225,1001,-2351,-303,3247,-2833,0
2602,821,1282,-1039,-4508,-2473,0
1055,448,638,-468,1385,355,1
652,-2431,1125,1965,-2009,1527,0
2598,-2197,109,1877,3456,629,0
-39,886,-262,186,42,-515,1
-965,-273,175,-138,817,-73,1
1268,1235,278,-912,831,265,1
-24,-2055,396,1853,1063,-151,1
1268,-131,763,-481,3,-367,1
2173,-324,-1345,5652,-2023,2087,0
1715,-106,-1657,2564,2663,-1295,0
-3144,1405,1115,1858,-159,-1064,0
-1769,1883,362,-3162,-35,43,0
1713,1325,411,-934,-104,787,0
114,-27,-99,-191,1446,409,1
-3094,13,-77,-2924,84,4266,0
1116,43,728,1396,-309,693,1
2774,547,-1974,-1842,-3153,-771,0
932,202,-1149,-765,2984,2392,1
-67,112,-641,-155,1533,467,1
2389,1282,21,1092,-1426,714,1
244,1266,802,527,-228,-452,1
-47,578,-49,66,3488,117,1
-663,4,-72,-103,-29,818,1
624,728,673,-461,501,2175,1
673,1403,-158,-544,-1494,-999,0
806,-295,2555,2317,993,-1008,1
-2175,-152,-595,-1879,547,1561,1
993,1198,2558,1155,292,783,1
1014,119,-368,796,303,-37,1
1117,1164,-2383,-118,43,387,0
4488,402,-91,1425,1705,-349,0
-317,1079,103,1161,-1116,-1467,0
1898,-2377,-1352,-3324,834,772,0
1176,-374,-104,-51,-687,-64,1
-377,625,1689,1225,-698,218,1
1743,805,-2082,1555,-1476,-504,0
-514,389,-34,1142,-118,1206,1
-3836,949,141,-2269,462,56,0
1536,-297,2134,-6,228,-1064,1
414,-304,166,-1064,-461,-806,1
-2877,-354,-86,523,-501,-1693,0
294,2542,-1479,122,2004,-1897,1
568,1547,93,-854,1026,72,1
329,-1001,803,-316,8,1064,1
-4189,-3994,-1958,-777,-3805,2551,0
2192,6,-2303,-884,1316,252,1
-552,1839,376,-288,2831,829,1
4551,3121,-519,-115,-1504,3071,0
-223,2101,-5172,2042,-498,-847,0
-28,959,-164,1083,-2428,-1247,0
859,19,1112,347,1854,904,1
229,1092,2222,335,-159,1923,1
-1443,118,-1853,2651,1489,351,1
461,2,-1789,-6237,-5401,1054,0
3037,1835,135,1598,-142,275,0
-947,-201,2334,2849,-2424,-2057,0
1846,-3067,-174,-178,-1746,-814,0
-376,-2418,-974,-1114,-643,-188,0
-3237,-1432,996,-1024,2216,-2368,0
322,-3201,3498,-751,-1918,-556,0
2346,-1349,1648,656,-73,537,1
2953,2002,-28,1585,-649,-41,0
-1158,-623,1653,46,83,463,0
1268,1003,-1301,1374,-212,-138,1
-1315,2094,-84,-368,-691,-781,0
2755,54,-594,-1268,2147,16,1
-515,-626,738,-251,59,-1845,0
-43,921,675,1597,251,64,1
-262,77,-364,-6,-175,-1117,1
1232,25,-94,-847,-847,927,1
2524,2526,3913,1046,1833,-2116,0
1842,17,-726,-785,1041,528,1
305,964,16,-1283,-1067,-1736,0
1317,-21,14,7,-2685,1031,0
1531,1651,-523,443,1734,501,1
2314,-1262,1492,1516,-2694,1015,0
284,-2378,-901,-1526,284,-3422,0
-1999,-1229,2702,-2274,-2062,558,0
-796,19,-3398,816,-3464,-97,0
1547,-1172,162,272,735,863,1
469,-25,2248,-62,-744,35,1
995,421,-164,1797,-776,737,0
801,501,-1232,-3289,-3824,2792,0
-1908,-4406,-299,1211,-1005,-2093,0
628,-95,-11,-1122,-1489,2823,0
-89,408,-304,-14,961,139,1
605,-785,-284,69,-762,1394,1
194,-515,1574,-628,-23,107,1
-503,281,-631,223,894,1765,1
-1329,3239,-124,105,-1971,1432,1
582,-943,284,-73,572,948,1
-337,443,-285,-1361,1242,-833,0
1324,773,1036,-354,-592,56,1
