@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R7,11-14,21'

@attribute A7 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
-1227,-111,1063,2454,587,1
861,481,952,939,782,1
-1563,606,34,978,258,1
3324,-418,1135,1287,512,1
-1,-74,-3299,-521,-183,0
-1738,3709,848,4672,-88,0
1043,623,-127,392,749,1
1427,-1789,-828,-4637,46,0
829,-29,413,2271,463,1
2224,1035,-97,-252,-258,0
2924,216,2246,-572,-2175,0
-1519,1453,853,339,76,1
1331,131,154,627,123,1
67,603,1032,2234,536,1
1362,64,799,1837,1299,1
189,4217,1649,-655,-1661,0
-247,1776,13,1597,579,1
-132,-1308,-926,-69,1203,0
1324,-1038,715,602,-298,1
-26,436,1405,-313,588,1
-2005,1706,101,-1072,1114,0
-704,-412,-915,-1816,782,1
7,1733,-181,1562,-758,1
-841,584,741,982,-613,1
155,-1769,-1435,2257,1987,0
-201,2095,1437,-372,-2,0
-1944,-2027,-1802,-2814,2181,0
3157,-155,246,-2817,527,0
2076,1675,-15,732,-494,1
-1831,1426,-82,1447,-1423,0
531,734,676,2681,722,1
-827,-3042,-352,4013,-4945,0
1257,1634,697,169,131,1
961,-78,-1036,1935,894,1
2574,4105,-1728,1621,-1053,0
-9,-25,918,616,1039,1
784,434,-1853,698,488,1
2602,1842,231,1442,1171,1
2076,1837,187,203,-416,1
593,-719,-16,7,1092,1
-1972,-138,-3752,643,-1503,0
122,1493,-988,101,2114,0
589,1151,642,944,-616,1
13,-663,769,-1205,-704,1
-4306,-28,-3495,118,375,0
3238,-2825,2401,-402,1264,0
-2146,1593,-94,3677,-2855,0
608,776,3898,934,384,0
-1216,-505,887,-397,1743,1
-707,1652,982,139,1258,1
-992,965,-82,3109,1808,1
-4457,1155,2055,-1355,-2466,0
-4933,2566,1134,-1224,-179,0
3923,2458,1083,1393,127,0
2143,-684,-148,685,2493,0
745,-846,-3926,-2975,-49,0
-537,1314,293,2423,-1132,1
56,1553,1444,17,-67,1
605,73,-3103,-567,1202,0
-3702,2008,243,558,152,0
633,816,-92,353,774,0
-2064,162,-1129,1097,895,1
68,1234,902,-307,-1211,0
-293,-1215,-959,485,-134,0
12,1278,1006,2354,1421,1
907,1071,-607,1672,964,1
3013,-2169,-16,-301,1565,1
-225,-172,-1023,-1115,1598,0
-1009,845,-709,1118,-596,1
-4058,4555,-766,2276,1265,0
922,348,1102,807,1589,1
-46,-2667,-333,-78,1542,0
403,585,1203,-1724,-328,1
5643,3358,1257,2995,2421,0
-2496,6,-1291,-246,-193,0
-358,-503,1879,843,386,0
1309,82,-759,-3466,132,0
1344,713,-321,-226,-143,1
1171,1994,1376,-39,2037,0
405,-1059,-1054,2185,86,1
1282,334,991,-678,1021,1
-259,375,1543,1429,-1081,0
2087,-41,-467,194,2334,1
777,-1023,163,-29,-1782,1
-28,-1018,-209,138,-1315,1
2967,145,463,-1735,2103,1
1043,1543,36,-177,72,1
2221,-365,953,394,1977,1
1192,684,-1205,117,1183,1
13,2,864,809,163,1
371,478,-3354,-2171,3083,0
-306,1356,-2292,275,404,1
19,341,1998,-531,391,1
-228,3573,-44,-1889,115,0
909,-45,1122,317,657,1
5459,3656,2282,285,-3383,0
93,1075,-2926,-311,-2886,0
1324,-824,-89,-15,1418,0
-1836,-873,673,-2894,1897,0
-58,1139,3158,-163,475,1
41,222,1118,-1217,-404,1
-121,-596,-18,1026,2316,0
2826,-1348,1078,-2898,107,0
244,-394,746,-1096,-916,0
-7,-1881,-1358,-225,115,0
-4486,57,-341,1036,713,0
-2364,3333,-9,4218,-907,0
-409,1208,-222,-406,-134,1
-2114,-5033,-1706,582,-138,0
-2727,-97,2453,2554,-277,0
354,168,-63,-2702,-134,0
446,235,-665,-391,1724,1
-294,-109,-2976,-1406,-396,0
935,1313,761,-1957,-986,0
411,595,52,-49,1332,1
1632,2662,1154,-6753,-859,0
-1501,13,-3022,19,278,0
253,1662,2608,72,423,1
-744,-1977,195,911,-229,0
-32,-518,406,993,-1409,0
3645,1317,3742,-2324,-2233,0
1743,1613,-1424,-1425,426,0
-1869,94,-2034,-946,3156,0
1929,3429,3949,-2305,682,0
-97,-118,-976,1675,507,1
196,421,-858,-418,12,1
3234,-1789,-461,-315,-4506,0
176,1132,2252,1266,728,1
738,-14,-737,1275,1017,1
-382,-1922,1652,3684,-4842,0
1483,38,304,-1578,1031,1
399,599,3158,436,1426,1
-728,855,2046,1727,363,1
