@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R3-4,8,13,21'

@attribute A3 numeric
@attribute A4 numeric
@attribute A8 numeric
@attribute A13 numeric
@attribute Class {0,1}

@data
898,-1743,136,598,1
-3081,2445,471,-1081,0
341,62,2762,3257,0
1745,-2662,-1767,2321,0
-2902,-122,-6164,-317,0
622,1136,-101,235,1
1568,-2044,-537,3879,0
-83,-85,-66,-754,1
-2682,2448,-1535,-281,0
-3037,2506,-218,616,0
452,-758,544,463,1
1628,916,98,636,1
-7,153,-634,103,1
5137,998,1056,153,0
-2614,-274,1696,-65,0
186,715,-3457,-414,0
67,-396,1056,212,1
1309,1048,546,2057,1
989,345,-13,702,1
2223,1793,-678,2409,1
719,2159,-511,109,0
1478,1724,2051,-912,1
1052,-512,-1267,916,0
-111,-208,897,2156,1
1546,1164,2074,146,1
31,-1958,-458,-132,0
-745,-288,808,-1094,0
1436,1613,1039,-353,0
1755,-3342,-2795,-639,0
42,-1972,-585,384,0
-2343,362,-139,-29,0
594,-1221,-932,1,0
39,-1222,1217,486,1
1665,1069,-214,1243,1
3455,1006,-2469,2474,0
182,187,342,273,1
196,4648,326,-4132,0
-1969,-198,-2698,-159,0
159,1026,-5,196,1
175,626,-132,437,1
503,176,1169,-169,1
1979,1337,-1617,-219,1
1052,1103,663,695,1
2362,-4577,-84,954,0
-1468,1405,247,132,1
-1462,117,-1495,86,1
178,1107,-197,-2618,0
-5047,-512,-2903,1572,0
58,1043,133,1531,1
1756,-38,-1014,429,1
-613,599,-528,-1117,1
-1682,281,-793,112,0
-1415,1319,745,2264,1
-1238,-192,4222,-257,0
2565,1311,-3913,-1105,0
-159,586,1,1223,1
3358,-94,-246,799,0
93,22,824,-26,1
-844,-1236,-2758,741,0
71,-845,19,1315,1
978,-22,298,1772,1
-2599,-8,-4506,-1408,0
-384,1528,1581,-146,0
974,1316,1713,1073,1
-2856,-2981,871,66,0
1352,-3038,-1353,405,0
-1055,1002,-4022,-3748,0
1677,2919,2945,-1558,0
1175,2283,1129,-461,1
1551,645,-525,44,1
-1395,2619,-274,-2154,0
762,-279,948,1205,1
986,141,257,-1539,0
1946,531,1983,1152,1
-617,285,-498,-4011,0
-588,-1738,154,1377,0
232,263,-1816,-1521,0
-2822,-5042,2433,3633,0
-236,18,-2523,727,0
-167,-638,-413,976,1
816,1178,-1277,1502,1
-698,457,-354,869,1
-1353,-1515,-33,1897,0
-1951,4702,798,-3974,0
128,1585,31,1296,1
-1852,1312,-2471,-4732,0
-299,858,-1429,1284,1
-2567,1869,-2582,-3136,0
3825,3651,-2642,1336,0
-63,67,824,1349,0
-938,631,-357,1216,1
-3551,1859,1402,-377,0
474,-2398,-135,-1251,1
498,-694,668,-161,1
1918,738,1382,64,1
1914,241,204,-249,1
-2379,-2055,2812,1383,0
-522,-813,-1463,1566,0
-159,-1206,408,-1827,1
928,784,-206,-342,1
-31,-2081,-2016,-1076,0
-377,-1681,-866,-287,1
1114,-236,1812,-975,1
-579,-1903,2489,-24,0
946,-2582,-1647,-435,0
1172,2172,681,-543,1
-24,3759,64,2419,0
1925,2135,-1772,-44,0
146,1303,-566,1458,1
-1189,3541,-211,226,0
4627,-1057,-259,-2926,0
-1674,4959,1157,-2142,0
392,-1189,2507,974,1
1904,-759,-2628,-854,0
947,-2493,-3646,-2373,0
508,-72,568,1727,1
302,1698,1074,-1,1
1723,801,108,-1898,0
117,-1244,-21,-645,0
783,1332,-2208,-691,1
-642,195,-1502,119,0
-1146,809,841,1584,1
145,646,-2938,-3367,0
27,-598,2676,-2814,0
414,2621,222,541,1
3028,1364,112,3563,0
-2254,-341,-19,2594,0
3099,-2302,1008,-296,0
-516,-1309,-721,-132,0
-756,1722,3584,-106,1
4418,714,-1567,-302,0
2274,-828,724,1077,1
1606,2685,9,-405,1
1227,729,-56,273,1
-41,917,928,1171,0
332,-754,104,34,1
-35,1439,888,259,1
1041,1688,-613,1467,1
226,1049,2081,-1168,1
-848,1336,986,2198,1
221,1025,-106,295,1
1036,2873,533,1138,1
-15,4626,1478,-2131,0
-2238,-244,286,2124,0
1536,4114,1252,334,0
903,-241,853,1345,1
4381,872,652,2007,0
1243,1067,395,-71,1
784,-1694,-846,1992,0
-267,1495,-317,1851,1
-561,-55,3138,-1895,0
-3476,-752,1727,1083,0
-2704,171,3065,-963,0
991,-518,-1863,-61,0
-572,132,-2051,-2139,0
3081,512,1268,457,1
53,-889,3781,484,0
113,939,-746,2736,0
-134,96,311,-2116,0
1,3246,-23,-252,0
24,406,951,-2475,1
2,2238,201,-4393,0
977,106,157,-1505,0
1176,-647,132,1789,1
1983,1253,1118,969,1
3839,3711,-139,-42,0
-559,-1547,-985,-2135,0
1076,231,-163,-521,1
943,927,196,-33,1
-1003,492,1777,-1278,0
-125,586,821,552,1
-777,4,115,-845,0
-165,954,-2133,392,0
1428,-498,31,2041,1
1052,1377,16,-476,1
-1903,2492,1118,-4845,0
366,-312,1034,67,0
2238,588,-95,549,0
-4055,-104,103,1648,0
1515,774,-13,469,1
-1026,48,473,1213,0
2138,3485,-2364,1951,0
-541,1739,1466,575,1
574,479,74,-1574,1
-2091,254,1619,-475,0
605,1367,928,3271,1
873,1335,1138,1014,1
-2994,299,3522,277,0
38,-655,1233,-119,1
173,-838,-428,-979,1
1033,806,1869,288,1
738,178,-1853,506,1
-131,-1826,-2106,1566,0
848,522,308,-36,1
944,916,916,902,1
0,517,74,1085,1
852,648,1195,-2578,0
-791,1421,2699,-2827,0
-522,467,782,-1064,1
-2525,-67,3376,-3065,0
-841,1528,779,792,0
-845,241,386,388,1
-442,1117,1092,689,1
-1661,-911,38,903,1
-79,-249,-379,-2444,0
729,-312,212,-3,1
-2398,4835,2458,1779,0
284,284,-102,296,1
-452,4845,3872,3392,0
13,-349,925,-378,0
-1017,289,166,1016,0
-3548,4265,211,1304,0
464,1086,442,1281,0
-513,-297,13,-364,1
-2765,-635,-1719,-418,0
333,102,3758,501,0
-1753,-618,1212,427,1
24,1878,927,407,1
4,1226,-67,1403,1
493,-624,499,-285,1
34,1902,121,114,0
47,2861,-138,2574,0
1506,774,-1973,-89,0
-783,664,3085,-3128,0
744,121,623,922,1
74,484,1791,-1944,0
-1245,3286,1474,-2735,0
721,-313,884,402,1
-822,434,-169,-425,1
-1413,-1593,329,269,0
-466,-11,3,708,0
-1769,1427,31,-1482,1
2947,-2,-655,1582,0
833,-534,-901,78,1
1161,1702,-477,1917,1
-99,629,2139,1714,1
1149,246,-1576,1321,1
-908,1288,429,1634,0
664,893,-176,867,1
2278,2237,384,-789,1
-972,76,-806,-1649,0
-727,-1649,-16,-77,0
1035,-1301,756,94,1
2269,-7,-1582,-189,0
-2213,2078,269,-276,0
2322,-784,1298,-489,1
-5642,1426,-573,-147,0
-1578,-316,-292,1895,0
1199,2145,347,1012,1
2105,-849,5148,2109,0
2294,-494,2284,1464,1
165,1234,1542,28,1
-5493,-224,518,-423,0
-115,1446,-126,846,1
2761,-11,-519,971,1
-91,-2596,1264,28,1
-2235,2052,1712,1192,0
268,1193,114,232,1
-2219,2256,-1797,3984,0
-1667,-1346,-1312,748,0
444,101,2087,1598,1
1317,1049,2153,508,1
-231,4,745,229,1
1877,1054,3254,2289,0
-873,442,1279,257,1
-789,2244,182,-531,0
1606,-789,911,1415,1
-237,-84,-2305,-1053,0
-2338,701,2205,795,1
1611,2769,-1843,-289,0
134,1634,-447,2512,1
-581,97,644,962,1
-231,-855,524,917,1
-568,864,1687,1031,1
1503,-954,792,1747,1
-572,658,77,-635,1
1352,786,1357,1718,0
-3519,1292,358,3179,0
-3855,1408,-988,282,0
-2565,481,1011,294,0
2357,1123,-186,-96,0
156,-336,1018,1634,1
719,948,841,-322,1
-72,-677,238,886,1
-15,1298,-1188,-765,1
-1281,748,835,718,1
438,-166,1453,1361,0
2107,3447,203,512,1
-2729,-1813,2497,2323,0
426,2133,139,1779,0
-216,1103,-1065,1078,1
-666,-257,-36,2539,1
1135,-1,1213,247,1
802,345,-838,-529,1
559,433,545,1712,1
-69,-3762,-1982,221,0
-1887,-997,-3016,-71,0
-216,-968,-1278,-614,0
-2495,-2238,-699,-1499,0
2284,-1524,-319,-214,0
-1193,-3509,-2197,129,0
618,726,-842,-328,1
-779,-241,473,-491,0
1097,642,-77,2607,1
-204,1532,1546,-751,1
-1414,772,1606,938,0
5236,-3998,75,118,0
536,286,1264,-522,1
192,268,1505,-4,1
-342,-4255,-2064,-239,0
324,-523,1044,-465,0
125,-28,643,-483,1
184,-1227,1845,-2348,0
222,-246,-1558,1317,1
2058,935,-475,19,1
-1728,-1474,-199,1549,0
4486,-222,-1366,-1366,0
86,-336,83,1133,1
74,1312,192,1328,1
2048,-638,-315,-1607,1
-1876,319,-1902,723,0
-202,1941,-23,563,1
-2733,681,-1655,142,0
833,109,78,-785,1
3281,-732,-1376,4506,0
-28,-557,-166,1637,1
209,-524,347,1279,1
1295,1786,2356,2486,1
468,2144,236,1414,1
305,-2559,-376,1783,0
-235,-151,102,193,1
-725,2485,1573,-342,1
1914,325,2511,-765,1
1082,2551,2431,3379,0
374,602,-425,-1482,1
1136,2361,-562,-531,1
-1284,442,-386,2476,0
-1013,1466,824,-142,1
-2658,-1035,2255,1724,0
445,-1725,2316,2099,0
1862,103,755,12,0
912,4045,-589,-75,0
112,-864,-28,564,1
-486,-392,794,133,1
1001,2063,455,-96,1
2418,-1014,-931,-4537,0
697,59,3384,2842,0
3172,1346,35,1052,1
-461,-2613,-1118,-2222,0
16,94,286,-144,1
588,426,16,344,1
-1746,-504,-1313,271,0
-5236,-1802,841,1743,0
-3816,-1474,1083,-1058,0
-895,1463,341,-845,1
2712,-1676,274,138,0
1554,-3462,-673,-2187,0
1276,2548,-2163,-1655,0
1324,-3356,925,-1839,0
766,-178,1018,118,0
-1836,-2297,546,-1009,0
-478,841,477,-3589,0
2367,-145,-2399,-517,0
1697,-72,1813,-2252,0
-1811,2283,-9,-749,1
2014,-1575,409,1138,1
