@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R4,8,18,20-21'

@attribute A4 numeric
@attribute A8 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
112,23,1629,-572,1
-3736,-1674,-1083,-1507,0
857,817,-1687,2924,0
1881,805,-1318,-139,1
557,284,1198,-1256,1
594,-61,-656,-573,1
-312,-2368,1928,-1164,0
-1292,417,-3698,2362,0
-1915,814,584,2097,0
1038,251,1196,45,1
611,1841,31,1251,1
-1837,1246,-998,21,1
-1506,-1784,-2576,-1115,0
1598,-72,106,4,1
1749,732,-454,946,1
709,132,12,371,1
152,1631,-2573,-383,0
-2031,282,818,203,1
266,-408,579,-37,1
42,-349,754,974,1
823,138,1305,-49,1
-1359,1255,-1088,2145,1
891,2161,-4769,-558,0
129,1013,-15,68,0
-1121,1067,-125,338,1
-3787,2866,-84,59,0
246,2262,4024,-3193,0
-1917,-3447,1323,-1727,0
-759,1852,-836,719,1
469,473,-458,1,1
-408,-536,108,102,1
983,-86,199,-261,1
-1082,651,46,217,1
892,5,1369,607,1
904,2314,112,1375,1
349,-282,-1179,-857,0
2182,1231,361,1221,1
-2245,2248,1476,-2277,0
-1735,2299,-548,1726,1
-1256,-895,294,-106,1
293,-126,563,-342,0
-375,-452,-606,-1705,1
79,366,-834,383,1
-317,3484,2148,464,0
1464,1443,-376,2097,1
316,99,455,-69,0
239,-412,74,-1132,1
175,-53,1711,2191,1
148,417,136,-1167,0
-684,1487,-1598,372,0
349,-79,-1615,-1851,0
267,-4,328,16,1
186,-212,69,-173,0
1574,236,3311,2287,0
-1321,3463,-395,17,0
-796,973,1175,345,0
905,995,1112,-367,1
1231,1207,1107,731,1
-12,525,-2304,1233,0
162,1914,1106,-354,1
693,1524,-752,-521,1
-553,-513,678,179,0
666,736,838,21,1
2148,167,-94,1498,1
86,874,217,-333,1
766,-126,-2,-185,1
209,403,1232,321,1
686,1531,2538,-537,1
1826,309,1672,121,0
954,1492,-1055,709,1
48,68,152,-214,1
58,1467,-2118,-282,0
-1442,-169,46,3672,0
-413,1783,2234,-415,1
-4926,896,101,-2294,0
739,-107,1116,457,1
-871,-145,716,-4902,0
-1707,711,-965,-1812,0
-1304,3575,2522,5993,0
902,-49,-2316,-375,0
-658,2595,-2622,-74,0
-73,951,1169,-956,1
1575,1443,29,439,1
556,-752,-916,-124,1
-1232,1461,171,1982,1
509,94,-1711,62,0
-1104,1676,-3948,-3116,0
46,2716,954,-459,0
786,1322,1051,-168,1
722,982,296,-429,1
2749,553,-109,-422,0
61,2875,-218,-566,0
-1217,1444,-599,-106,0
