@relation ring

@attribute A3 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
-502,1271,-1006,0
-11,-471,-2478,0
-703,2184,1011,0
-2242,1534,-6005,0
988,-588,4,0
145,15,41,0
1074,-656,-446,0
-25,-1003,1776,0
145,3979,-317,0
2582,-5459,-1615,0
2,-1819,2818,0
1036,-1615,1472,0
92,696,339,0
1713,-2392,1653,0
-4063,-773,-102,0
-829,-1312,-67,0
2787,-194,-4783,0
1861,-2646,-2454,0
426,1779,3826,0
-1717,1019,-452,0
-995,-614,-2319,0
-1852,2338,-3046,0
2227,-1039,-466,0
-295,-1515,117,0
1555,-2911,-2379,0
-182,-2705,2396,0
884,-262,-1571,0
4398,101,2114,0
1548,-29,468,0
1544,473,542,0
-801,1416,2256,0
-91,-1056,-1111,0
302,-666,2178,0
421,2401,-141,0
-2775,-201,1542,0
759,1374,-1826,0
27,4837,-117,0
-392,-375,-559,0
827,-823,-2215,0
-1335,2979,-333,0
848,353,774,0
-908,1634,-654,0
-2706,-856,-85,0
-263,4,-163,0
-338,-2516,-913,0
-186,5,932,0
3072,274,-854,0
3586,1911,-4267,0
-1283,-293,-542,0
2514,1788,2966,0
952,591,154,0
1259,-3582,2749,0
558,-127,2374,0
-6,4186,-198,0
721,-1759,133,0
-237,174,1461,0
198,-2421,-2584,0
-923,4983,-4439,0
1811,552,-573,0
-928,267,-1386,0
-2238,2124,676,0
333,3125,81,0
-306,1136,-2289,0
-2451,-178,254,0
2765,416,1057,0
2485,-2,1972,0
-643,1072,-1846,0
-4061,-573,-974,0
1519,1264,841,0
172,538,2051,0
365,2056,-955,0
-41,203,858,0
1879,49,-3396,0
-4548,-735,1105,0
6,735,-2935,0
1977,157,-65,0
-4056,4013,-4945,0
-78,3832,-1358,0
256,-2498,-1916,0
1755,-639,-3742,0
-1363,2081,-871,0
1982,-3174,-1005,0
-777,-845,-908,0
-638,-2388,-1934,0
936,-1048,-107,0
-387,281,-2162,0
-335,-2912,1505,0
-3116,-871,-898,0
-2776,-1479,-2436,0
302,3814,-842,0
513,-1334,13,0
1088,-261,-1872,0
52,-1379,2997,0
-3589,-384,-1076,0
2,1513,487,0
226,1381,-3969,0
1292,3332,-373,0
-716,2333,1727,0
1499,15,-2822,0
-1465,129,-296,0
-2138,3763,1636,0
-836,-477,4044,0
935,-915,-175,0
-3631,1259,-884,0
-1221,118,-62,0
-396,3054,449,0
368,-161,-2162,0
-1,109,926,0
2597,1269,-2834,0
225,-1122,-337,0
-128,-591,-308,0
3577,472,122,0
-1118,-3562,-396,0
2917,4149,3568,0
51,2146,-87,0
-2228,708,2438,0
-2026,-1579,-168,0
-2016,1254,4217,0
-1774,-2205,823,0
958,-26,-1452,0
-3998,2316,2629,0
1862,12,616,0
-173,-3203,1246,0
-192,-1073,2272,0
2367,-123,-411,0
-122,3318,74,0
-3156,656,2906,0
-742,1832,-3194,0
87,-3071,-2211,0
2571,-1815,541,0
-171,2404,-519,0
-482,-886,2675,0
1505,-151,-132,0
335,2284,-1255,0
-4042,201,26,0
3824,-4308,-1742,0
449,-677,35,0
-1978,3736,-55,0
-3478,-315,-1358,0
-3319,-1039,-3226,0
3254,168,-1868,0
1544,1547,3794,0
1517,1341,-1387,0
-3396,31,802,0
679,-847,911,0
3497,-2105,-1065,0
-1418,2721,-2375,0
2641,877,-4914,0
2723,122,1035,0
-1248,-861,2144,0
4627,-2926,-1647,0
-5011,-1218,299,0
138,-1918,966,0
-1439,-4112,-1932,0
872,573,-2975,0
-1227,324,-143,0
532,84,2073,0
-35,1154,-184,0
-236,-2421,16,0
5749,-1204,-4648,0
-1845,-2616,236,0
-762,-3966,-205,0
-748,3246,968,0
-2966,1548,-2138,0
-8,-4597,-3328,0
-4496,3422,-1858,0
-2382,3251,-204,0
288,-95,-2841,0
-4544,1327,-794,0
-473,1648,2063,0
356,-818,225,0
-2145,779,998,0
-823,718,-729,0
-1542,3082,745,0
926,-2339,255,0
-1451,-1386,2477,0
6101,-566,1215,0
335,1833,2686,0
-1082,-357,2664,0
-82,316,-1906,0
177,-1748,2995,0
1898,385,-606,0
333,2799,-3556,0
446,-177,-4156,0
-903,285,-1226,0
-1393,-1681,-63,0
704,706,-321,0
2145,1892,-568,0
3073,1324,1879,0
-1678,1674,187,0
-749,-2092,-2308,0
-925,-1756,-3798,0
63,528,2668,0
42,384,-2215,0
228,-936,109,0
-777,1159,-1998,0
-2463,-2105,4779,0
1289,-807,-289,0
-2343,-703,57,0
71,92,95,0
176,1431,-206,0
2405,-1898,-299,0
485,284,-197,0
-5574,-726,1409,0
-297,8,-1283,0
3066,-1048,-1956,0
-3551,-377,-2184,0
-1574,4,309,0
-2398,1779,529,0
-1667,78,-934,0
3825,1336,-1659,0
1425,1889,-2132,0
706,583,2722,0
628,3284,142,0
-2767,-2024,493,0
1665,-111,-1254,0
-1537,418,1846,0
-395,136,4604,0
-175,1226,397,0
-2664,2515,-2381,0
-2314,-88,-39,0
319,-344,217,0
3039,-989,-2784,0
-5229,1014,-433,0
-496,459,-1034,0
-2072,2108,-2012,0
356,-434,-274,0
4038,-1129,-2485,0
-602,-3111,1684,0
818,4672,-88,0
-885,-341,1442,0
-2401,126,-1134,0
538,2853,514,0
-2822,3633,-925,0
-1922,-328,797,0
-216,-614,588,0
12,766,3321,0
-3476,1083,2601,0
1595,-1201,-82,0
945,-2546,71,0
-584,1821,-2654,0
-224,1869,953,0
3837,3452,-2166,0
-1058,-918,-18,0
459,2608,-57,0
5092,1209,-2023,0
177,-349,-191,0
-685,-3395,11,0
336,-2016,2458,0
-48,34,4586,0
-576,-1446,-37,0
-816,-537,26,0
1264,-2167,-258,0
4486,-1366,-32,0
1536,334,-1592,0
2055,497,5626,0
2632,1753,-643,0
925,-234,-451,0
-3632,316,-1398,0
-2062,-187,-522,0
-164,1156,-2435,0
-1597,-24,-77,0
-2717,-62,-1715,0
97,-3444,846,0
-2978,-4694,419,0
-2599,-1408,-3894,0
946,-435,17,0
-215,-1018,-1367,0
-2726,-2435,-1337,0
813,724,1528,0
-62,2475,2966,0
-3486,-1355,-2466,0
-1752,3063,2422,0
973,-1025,654,0
2098,-3715,-2278,0
-2073,1024,782,0
117,-645,869,0
286,-2936,5072,0
3107,728,1136,0
-1477,285,-1065,0
-533,-2803,-3463,0
