@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R6-8,18-19,21'

@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
546,849,-3196,1391,4448,0
-1687,-1441,-94,-1497,4755,0
592,472,1748,295,-208,1
-29,-158,555,2638,5253,0
818,118,6,-114,-1221,1
-881,1004,-2508,-1323,1042,0
729,45,-555,1726,-104,1
1033,3751,1452,1552,1707,0
22,114,1141,1114,-151,1
-354,-412,-94,-854,406,1
-1049,2705,-812,-2134,1201,0
-465,2321,-333,254,99,1
345,-2723,524,3215,2153,0
148,-2022,-1563,-137,-2492,0
63,-165,-2974,34,-1638,0
7,-2546,-937,1383,3572,0
841,-248,966,456,1734,1
238,1221,-2703,912,-1417,0
638,1498,297,2694,52,0
-923,-537,-385,1238,67,1
841,116,1064,1441,-118,1
1086,-794,897,-19,1274,1
-456,422,-1594,1146,353,1
-48,-2646,52,907,-172,0
-826,-142,-626,159,9,1
1282,149,887,248,1581,1
-1652,2092,-764,-1622,-218,0
-21,289,2197,-182,15,1
-3952,-1772,-535,-322,1686,0
958,1718,-1338,2594,953,1
1622,-517,1495,-1556,-2147,0
149,469,1273,552,-4,1
2093,-106,-1753,-908,482,1
-1089,265,1473,2256,-748,0
777,-2222,2559,-362,883,0
1611,-679,221,-267,258,1
1571,-1818,544,-365,5,0
148,1565,441,-382,-831,1
2395,964,267,-1562,-1454,0
911,906,635,1611,-2434,0
-489,1217,3,1066,1112,1
94,937,1045,739,-557,1
1408,-562,1894,-851,2892,0
-2255,-2731,-732,-1182,1809,0
2336,-2712,5123,434,1562,0
1524,-194,206,192,645,1
-855,2,116,321,1728,0
2347,-242,1476,1164,813,1
406,-2491,24,3883,-1974,0
-713,834,989,139,1848,1
566,-664,-452,1165,116,1
-1854,2324,5662,-311,3631,0
33,2937,1916,62,-566,1
732,-37,-92,1487,-583,1
-196,2266,-1036,-1018,2996,0
301,-188,-1165,176,-568,1
-526,-227,616,398,-117,1
-687,-932,558,-546,-295,0
1503,1431,-1414,1676,1046,1
-296,479,122,-589,-1382,1
-325,277,1224,-608,298,1
2022,571,459,1013,86,1
117,689,62,-1413,476,1
-399,91,3155,-39,-501,1
466,-192,-74,-278,1258,0
2765,-2363,-246,-2284,-7,0
-1118,724,6,-238,1601,1
-1423,1569,393,-1438,-117,0
2159,1132,-803,299,1243,1
1063,2794,-45,7,1584,1
2952,914,-1612,-2107,-817,0
8,-514,-684,-1262,1674,0
-301,1712,779,1463,396,1
42,-277,-127,402,852,1
-297,-229,1779,-1162,1452,0
2431,2402,-1091,-3661,-2257,0
-2519,-1364,-2909,-446,1231,0
-1657,1667,-1355,2923,-3008,0
207,2487,-3237,-1276,-1956,0
-14,-329,-5,297,-457,1
-634,-57,1064,1989,1772,0
1792,1706,-3,1543,411,1
384,512,428,1123,297,1
924,426,1253,-607,-93,1
-411,-649,3169,-184,726,0
-938,-221,376,112,1907,0
636,1864,-1653,-214,1911,0
-418,879,-144,372,-1602,0
27,-891,1734,-137,-435,1
52,-497,-707,1982,2181,1
1395,945,153,-402,-622,0
-1266,-1112,-54,1095,74,1
-3598,-3288,3198,285,1118,0
1465,1824,-56,62,2006,1
-466,-405,-2,-788,-757,1
225,-1095,-358,1201,802,1
1322,-3977,1089,-2732,2955,0
2311,1514,-893,2343,243,0
3702,544,2666,-135,1246,0
-2134,1256,2194,131,3633,0
3652,-1092,1271,426,-1279,0
3485,1325,961,2819,-303,0
596,-66,917,-255,2,1
-549,2225,1001,3247,-2833,0
-3124,2602,821,-4508,-2473,0
-456,1055,448,1385,355,1
2393,652,-2431,-2009,1527,0
-62,2598,-2197,3456,629,0
4,-39,886,42,-515,1
2,-965,-273,817,-73,1
-489,1268,1235,831,265,1
475,-24,-2055,1063,-151,1
-363,1268,-131,3,-367,1
-1768,2173,-324,-2023,2087,0
-502,1715,-106,2663,-1295,0
-353,-3144,1405,-159,-1064,0
1649,-1769,1883,-35,43,0
3918,1713,1325,-104,787,0
-342,114,-27,1446,409,1
3553,-3094,13,84,4266,0
1388,1116,43,-309,693,1
1679,2774,547,-3153,-771,0
-466,932,202,2984,2392,1
1381,-67,112,1533,467,1
118,2389,1282,-1426,714,1
-474,244,1266,-228,-452,1
1246,-47,578,3488,117,1
-895,-663,4,-29,818,1
557,624,728,501,2175,1
-1376,673,1403,-1494,-999,0
281,806,-295,993,-1008,1
1107,-2175,-152,547,1561,1
9,993,1198,292,783,1
134,1014,119,303,-37,1
-2253,1117,1164,43,387,0
1518,4488,402,1705,-349,0
-178,-317,1079,-1116,-1467,0
1229,1898,-2377,834,772,0
-366,1176,-374,-687,-64,1
833,-377,625,-698,218,1
-1722,1743,805,-1476,-504,0
1029,-514,389,-118,1206,1
1963,-3836,949,462,56,0
-418,1536,-297,228,-1064,1
1843,414,-304,-461,-806,1
-2602,-2877,-354,-501,-1693,0
776,294,2542,2004,-1897,1
581,568,1547,1026,72,1
-1032,329,-1001,8,1064,1
1565,-4189,-3994,-3805,2551,0
733,2192,6,1316,252,1
-468,-552,1839,2831,829,1
-3918,4551,3121,-1504,3071,0
52,-223,2101,-498,-847,0
749,-28,959,-2428,-1247,0
198,859,19,1854,904,1
846,229,1092,-159,1923,1
-185,-1443,118,1489,351,1
-1896,461,2,-5401,1054,0
-2002,3037,1835,-142,275,0
872,-947,-201,-2424,-2057,0
-611,1846,-3067,-1746,-814,0
-1652,-376,-2418,-643,-188,0
-298,-3237,-1432,2216,-2368,0
562,322,-3201,-1918,-556,0
1047,2346,-1349,-73,537,1
2565,2953,2002,-649,-41,0
214,-1158,-623,83,463,0
-95,1268,1003,-212,-138,1
-119,-1315,2094,-691,-781,0
714,2755,54,2147,16,1
-1243,-515,-626,59,-1845,0
771,-43,921,251,64,1
-1144,-262,77,-175,-1117,1
1502,1232,25,-847,927,1
2528,2524,2526,1833,-2116,0
179,1842,17,1041,528,1
-3158,305,964,-1067,-1736,0
-14,1317,-21,-2685,1031,0
-575,1531,1651,1734,501,1
-817,2314,-1262,-2694,1015,0
-2762,284,-2378,284,-3422,0
-823,-1999,-1229,-2062,558,0
-61,-796,19,-3464,-97,0
801,1547,-1172,735,863,1
678,469,-25,-744,35,1
-3467,995,421,-776,737,0
-1758,801,501,-3824,2792,0
17,-1908,-4406,-1005,-2093,0
-479,628,-95,-1489,2823,0
1836,-89,408,961,139,1
1477,605,-785,-762,1394,1
-146,194,-515,-23,107,1
449,-503,281,894,1765,1
-324,-1329,3239,-1971,1432,1
2193,582,-943,572,948,1
403,-337,443,1242,-833,0
1409,1324,773,-592,56,1
778,-19,-34,1306,-22,1
586,1066,1344,3664,-437,1
-716,832,-834,-434,1618,1
681,1146,598,-39,1103,1
2207,-686,-635,697,1097,1
1113,77,2346,951,553,1
437,-1056,-191,533,-486,1
64,-189,-1121,36,-991,1
-22,357,625,685,1473,1
1942,-2441,2801,1367,2511,0
653,255,894,322,-984,1
2918,-226,2071,1441,1675,0
-1056,848,-824,1329,712,0
-519,664,-503,-146,1861,0
-386,-2392,113,2606,847,0
536,-372,1111,374,-2102,1
-281,-226,-685,1182,174,1
1439,1368,-83,-23,-4207,0
1747,-2594,-3003,-1132,-1829,0
-1617,586,-3304,-238,1542,0
-1396,-1206,114,2378,1398,0
-2434,4237,2935,862,293,0
-248,-738,713,-295,-1174,0
6,-49,-1296,977,1315,1
993,575,-1221,-512,-3659,0
2044,1249,-133,-693,2672,0
-2207,873,257,-3633,3528,0
1362,704,1342,1209,972,1
1512,1249,1532,-7,1777,1
-3,1077,1834,2082,1326,1
342,1003,2375,1271,911,1
-1199,-89,1378,-514,-169,1
-196,-282,-521,-579,-691,0
296,-335,165,721,1947,1
34,132,244,55,49,1
3785,398,-511,309,-1418,0
-605,423,216,1742,625,1
497,-1027,-1055,2044,-2747,0
149,-904,642,-1825,-678,0
2348,-1367,-1126,2125,-173,1
-238,1483,-552,-739,406,1
1795,-1003,1036,1027,-641,1
-1577,2261,-499,3896,-221,1
1333,-752,225,188,196,1
232,1956,-134,297,-12,1
951,493,158,474,1013,1
32,-464,1205,2584,2674,0
-178,-156,-37,-173,639,0
-1411,-835,647,993,248,1
-1749,695,1277,1186,417,1
-126,-988,3071,1059,1139,0
124,-3909,1961,16,-1367,0
-2622,13,182,1829,-3402,0
1896,-2704,34,481,-1616,0
816,1308,-593,1608,-2125,0
217,493,-373,-472,-713,1
804,-872,-463,78,-937,0
423,-56,175,247,169,1
2077,721,26,2793,-434,1
-7,342,-544,1918,575,1
39,1198,243,1037,-285,1
1111,-3149,-1065,1432,-1166,0
505,-237,809,-445,-354,1
-982,-329,615,673,848,1
-201,-116,904,2662,714,1
232,-2337,5226,1435,-1761,0
-222,-652,224,898,-1236,0
-3507,1879,98,424,1654,0
-2422,-1811,-634,4034,-1851,0
563,-823,813,15,1267,1
-1216,-224,1975,935,634,1
465,91,506,574,491,1
53,-455,1691,-231,1477,1
1633,848,24,1595,1159,1
-2038,-685,-1115,-2483,35,0
-1485,-73,26,-19,582,1
1998,-999,-133,126,-73,1
-2961,2987,2036,896,904,0
2052,-1501,2458,2541,-834,0
184,-981,1138,-636,49,1
