@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,5,16,18-19,21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
366,3117,-2011,-619,4193,0
2191,916,547,589,-1062,1
1305,222,-193,33,-2919,0
127,-1101,1419,263,-2306,0
-434,-278,612,-979,578,1
1184,1486,-35,-857,562,1
-3264,11,689,723,1152,0
1667,1571,1095,-1314,522,1
44,-1415,18,595,-801,1
44,865,363,-676,-15,1
1398,-1411,648,147,613,1
-631,-1992,4,-1218,4101,0
-587,-1052,-2623,274,-3039,0
3078,-698,134,1418,2257,0
1133,887,-2046,907,1152,0
64,-1005,-1,-17,984,0
1863,-1732,-119,4767,-1298,0
1367,658,1359,-118,-1076,1
-83,2626,193,12,3228,1
304,-53,1445,483,-459,1
228,-2433,-324,-1429,-1308,0
-1273,-391,-12,1539,1058,1
-669,624,211,-1918,227,0
423,1745,-725,62,1904,1
2137,811,921,-168,1016,0
-623,-879,2096,38,1642,1
38,73,-815,1118,86,1
54,-63,393,1944,98,1
679,37,-143,56,-632,1
68,32,478,-1228,264,1
806,632,-469,606,963,1
499,788,-1289,1593,1285,0
1436,-24,47,517,-259,1
-1367,735,-958,-4903,-1547,0
-968,2152,1691,1187,-34,1
-629,242,973,1846,-706,0
27,952,-36,296,1142,1
2492,205,927,-441,873,0
1327,801,1504,-133,1235,1
972,3,217,42,2208,1
-46,46,18,-476,1672,1
4428,-3548,-131,-3206,92,0
841,766,-4557,1591,1004,0
256,-596,3184,209,159,0
-117,-4,2086,1352,-525,1
764,1376,43,97,75,1
3008,-2321,-1194,-1816,-158,0
418,1211,789,1621,1474,1
3195,428,236,-47,35,1
-154,2861,1617,-196,-21,0
1075,1712,-1,29,1348,1
948,905,1419,1074,744,1
577,495,519,662,-1128,0
483,83,2314,513,336,1
562,-465,-267,413,2342,1
-1446,-1107,-2386,821,1294,0
-1644,1542,-3683,-1677,-1665,0
45,289,-551,117,38,1
178,242,-424,-2432,-2141,0
599,-368,-757,2558,344,1
432,-202,2122,221,2244,1
75,418,-182,-267,7,1
-1635,3626,-451,3793,-2742,0
572,-79,-45,1158,96,1
178,312,-307,-1762,188,1
-3618,1087,1859,-102,374,0
1195,-1059,-34,326,425,1
1089,-187,-1931,-514,723,1
215,-702,268,3094,498,0
712,-2699,2086,666,1369,0
-681,704,1281,-328,376,1
-1,-1577,-847,-4774,19,0
1749,1115,2284,296,14,1
167,895,518,78,278,1
1683,278,-84,3372,-172,0
69,-1918,2192,-31,84,1
-982,-369,89,589,-84,1
-233,1647,-92,589,161,1
1266,-726,-631,845,479,1
3913,-252,574,16,3586,0
-1934,12,-2235,1444,3308,0
3394,-246,4574,1113,-5663,0
578,-446,-1643,948,1581,1
-777,-1269,-2046,-1212,-118,0
1301,394,-53,554,1665,1
1507,2852,1726,1398,3,0
1263,1262,-293,-308,-39,0
-1094,-609,978,-16,-732,0
1355,-267,212,569,-522,1
-2951,-1929,-594,-742,-322,0
4384,-1009,-649,134,-1538,0
551,694,292,-1323,657,1
-88,-2152,1309,-93,621,1
2381,-1464,977,-856,-1097,1
-3583,2204,1632,-833,-66,0
1053,685,1856,157,12,1
94,184,897,677,-717,1
-95,769,188,-199,1207,1
-331,719,34,873,235,1
-1212,2057,486,155,-2884,0
33,2052,246,501,-3939,0
-2302,-4825,2928,2477,2803,0
2349,165,1752,1165,424,1
-1722,954,1448,2086,-382,0
2158,-442,143,1945,442,1
776,-981,-49,-4841,-684,0
343,1136,3047,-1105,126,1
1188,-209,-1563,-2167,2157,0
1711,-1132,-1195,2247,-5342,0
-987,1628,-836,231,211,1
1483,1166,2726,1891,2067,1
189,444,-1129,-29,625,1
2414,1343,1804,-756,795,1
1257,74,147,-245,126,1
1105,-196,-326,676,-954,1
1993,-669,973,1106,-88,1
859,1562,-1292,2572,-2319,0
737,-1438,-237,536,-667,1
-3683,-1361,-3162,-204,102,0
-1336,-738,1258,258,-2503,0
7,76,1,1897,88,1
-93,-1032,94,-148,-1473,0
-1573,2031,555,2145,695,0
332,-2464,-466,-3167,1144,0
139,-1399,-779,115,-477,1
42,-109,-295,624,52,1
-398,1474,-633,-1553,294,1
1501,2389,-1342,1514,967,1
708,3043,-1374,-61,-1171,0
425,-1663,-1229,72,233,1
1066,844,-178,-14,378,1
-1581,-569,3337,-1572,-13,0
-1272,-57,-564,-301,4733,0
-338,884,693,-75,377,1
334,2524,-193,-892,596,1
2868,1578,741,1179,-311,1
-1814,2416,-612,-52,507,0
854,2571,1315,-726,388,1
-3157,1447,1057,707,-95,0
491,616,-1585,-38,889,0
1255,-112,-1493,-76,664,1
502,721,556,-254,616,1
198,-1165,-97,-104,-103,0
6073,1051,2922,-1134,-42,0
-1798,1318,2966,1134,3217,0
-96,528,1372,1245,176,1
-89,-975,-853,-1836,1967,0
-46,81,2048,-2125,1376,0
624,-424,-1871,1781,564,0
2074,-1645,-3,604,-443,1
593,-516,347,-444,1571,1
-103,476,-639,163,-1221,1
3475,2198,-1778,2645,-843,0
-215,-829,149,-917,-283,0
162,-2024,-191,1737,37,1
68,333,3583,18,-1753,0
-1266,189,703,28,-1052,1
1155,91,2444,626,-404,1
-3627,6,-1468,1688,-121,0
-1396,393,3008,-3357,1718,0
205,-41,-196,3,-373,1
958,1003,-872,2294,768,1
111,952,1041,78,119,1
113,-634,-69,384,-178,1
228,-988,-382,-2,1273,1
-31,-95,-74,789,1496,1
1473,227,-323,-1555,-1538,0
-3932,-638,-911,-79,-1181,0
1395,24,-694,737,155,1
-3799,123,1989,-1249,-96,0
1276,629,1028,-828,62,1
-192,1133,289,-4413,-46,0
1516,-451,-1302,2492,-943,0
-634,-1011,59,-25,1798,1
32,-1373,196,-33,-3837,0
-1043,-676,-1568,-1612,-896,0
-594,87,4718,448,-761,0
9,13,831,-7,-5,1
-1159,214,2051,-406,407,0
916,-128,-402,1555,1,1
606,389,1475,-2358,-133,0
-593,2195,1361,854,672,1
-205,741,-278,-1304,-258,0
-1848,-449,-963,1561,2228,0
3356,-93,1241,207,-279,0
-239,3361,165,-2343,1526,0
3258,772,186,-3302,314,0
855,386,448,216,2512,0
-31,-115,-1307,1108,1537,1
-1778,1108,1456,485,-13,1
2277,1068,-2768,117,-2893,0
298,-94,1672,2691,754,1
-1729,-27,693,899,888,1
-1296,-579,2377,1958,-1932,0
139,-33,-248,-1814,3248,0
-714,2096,-1854,2685,594,0
1508,-1283,-1083,816,-144,1
-43,2119,-1006,644,1004,1
3135,2148,527,-4328,-1128,0
2126,3212,1883,58,2014,0
1238,-1853,-115,872,157,1
959,12,1794,1145,-379,1
187,-3877,1427,-2024,-854,0
773,-174,1782,-746,1796,1
