@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,6-7,10,13,21'

@attribute A1 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute Class {0,1}

@data
-1443,-786,2655,-341,-117,0
-984,1739,2641,-236,2459,1
1007,-1713,2086,2,-734,1
2212,9,-882,1889,-134,0
2891,-335,2522,1289,-486,0
-179,-728,1632,211,-1295,1
-826,604,-397,329,-215,0
-584,-1236,484,72,1832,1
694,1297,-868,1856,-572,1
-1171,105,882,-2675,656,0
-2142,-2136,541,1036,2235,0
-1508,1039,-2,419,833,1
-296,-4889,-1805,-863,-1207,0
-333,-1221,41,1134,272,1
1428,-66,-48,765,2061,1
-3424,926,13,3462,-157,0
-4928,-2713,3088,-1783,-2602,0
958,-444,-212,367,156,1
-553,-96,1207,22,-579,1
-875,-13,3504,3198,122,0
-204,858,-908,1273,651,1
1725,1109,-835,228,244,1
1294,594,-33,1097,-245,1
-3502,-1404,203,421,269,0
1398,-648,-278,154,-27,1
-2209,-1353,425,-2083,2408,0
1328,-236,2099,717,2131,0
1028,77,-797,-2504,2322,1
-3824,-235,-3006,-1993,-212,0
349,-574,-148,254,-1324,0
917,641,-1472,243,322,1
1312,1624,108,295,1178,1
1806,-267,1885,168,-411,1
-68,747,212,736,-24,1
-352,-162,-1396,92,-618,1
-747,-1517,846,27,-93,0
214,2043,702,1055,-47,1
182,514,214,887,-3851,0
-1555,2488,92,883,1968,0
209,-3057,-2295,-388,-1482,0
-291,707,-285,791,-4589,0
2232,-204,24,2138,-212,1
405,413,-668,1362,-2326,0
2904,-647,781,-4254,-332,0
2245,-1171,329,-1754,-1163,1
173,-593,1193,-772,1194,1
-6,884,1315,-243,11,1
29,885,128,978,-86,0
-975,453,-104,-2,432,0
-466,286,1828,-1394,477,1
-666,956,3,-326,1061,1
2674,464,817,-1056,31,0
134,4404,31,67,893,0
-56,175,-117,518,1782,1
1694,597,248,17,542,1
-451,-49,-2605,187,1073,0
1687,1156,-8,-1534,112,1
819,1639,1603,119,75,1
1795,-833,-1485,-1932,-6,0
57,-446,-868,-185,15,1
2249,-2668,-364,-814,-2057,0
1539,254,79,926,402,1
-1042,358,-998,1542,719,1
-137,-631,-919,2972,31,0
1162,2696,-1119,3261,1697,0
-474,-732,71,-775,3284,0
-479,1419,1725,2212,115,1
-5,-423,-736,626,-302,1
2097,2588,3973,553,3096,0
3626,48,-1383,2246,1705,0
1618,716,-365,-455,-96,1
744,927,1378,-427,505,1
-572,371,-894,-201,2094,1
-365,-1922,2425,457,149,0
-175,1189,575,-2558,-108,1
891,-1324,1582,-154,76,1
-25,-866,-9,969,-687,1
1016,626,-589,-1031,493,0
2539,1046,-583,-1594,-1928,0
-77,-1463,-653,2325,32,1
-2537,256,979,-431,2664,0
8,-1893,2227,2122,-2926,0
666,-218,377,269,1123,1
2671,342,-1032,-3607,-72,0
147,1743,482,928,937,1
-2461,-3699,4652,-1042,-1473,0
-2327,289,1289,-221,-192,0
-2196,-2159,-589,-804,-3542,0
1479,917,839,1179,1376,1
-305,-172,165,-426,-2115,1
1925,1117,-428,726,-1141,1
1566,5,2827,-2081,-266,0
-1516,-76,-112,845,2919,0
2588,2169,-194,-2686,-189,0
-1051,1527,1587,1298,-1498,1
-1668,618,-1282,-44,1291,1
1623,-594,-8,563,-72,1
-1825,1263,-292,358,93,0
963,-79,2361,984,524,1
177,1272,-2096,-1595,-323,0
1037,2056,-147,1508,-409,0
1109,-125,-76,28,-141,0
-847,-112,-129,195,-1723,0
1857,1656,-1472,166,-666,0
1421,699,289,1195,1486,1
239,-125,932,164,55,1
4675,2037,-901,2011,349,0
1072,-262,256,515,361,1
77,-347,2038,1127,-1313,0
-91,893,1246,241,1396,1
-62,-223,959,1052,-1451,1
-168,638,1432,621,-495,1
-32,-2018,2858,646,498,0
128,-1919,184,317,1057,1
-1683,1265,-2505,2296,-2802,0
-412,3057,-4302,1767,-3491,0
119,1314,-13,1956,1175,1
535,2985,5,-119,537,0
-31,-724,22,143,-953,1
-1131,206,-1209,535,1244,0
255,-913,184,224,1495,1
-1805,-106,-258,3142,-1877,0
-1788,69,-2111,-9,-1592,0
261,2018,2296,23,2093,1
-397,806,85,681,-263,1
789,29,314,128,-133,1
-207,1197,965,-732,33,1
15,2035,1038,1021,836,1
658,1697,753,973,823,1
59,1219,1052,869,279,1
-122,239,-528,-26,-382,1
-2379,3056,1745,-504,552,0
99,-622,221,1563,-482,0
-2042,223,-3672,-31,-2798,0
-822,1336,-1128,2396,2416,1
-2205,2376,-136,5051,-329,0
2318,-1784,-176,1808,-6,1
-595,1999,-1685,-48,348,0
256,-114,-419,811,1341,1
-48,-1222,46,84,644,1
197,687,1512,1613,-762,1
169,-729,79,-67,398,1
109,916,348,758,671,1
-3517,198,1843,1981,-117,0
-464,2808,956,-188,-1322,1
-79,2493,-1667,318,-374,0
-4675,-116,166,-466,98,0
1005,806,928,-284,1141,1
332,-1897,-1248,-1244,3631,0
-269,-825,1643,1093,1,1
2,2155,-692,4257,2642,0
3307,4051,171,2892,-1937,0
142,545,264,-504,772,1
-213,-1448,622,1898,1876,0
-43,636,1572,653,107,1
838,375,-54,102,-424,1
1276,959,116,1233,2125,1
-2725,2713,443,-122,2978,0
-507,14,-2362,-1211,-562,0
461,-685,1307,-234,1543,1
-25,-103,-584,839,2841,1
1867,-3277,-1595,451,2323,0
-1077,-2639,-3823,53,1438,0
-2679,4266,-759,845,-602,0
584,-143,925,-38,1167,0
1155,-418,1659,1284,1829,1
-299,2708,-348,-2335,2984,0
782,-1622,585,1224,748,1
438,-909,757,-795,2401,0
2445,1587,1597,268,-121,0
-474,73,636,-1651,834,1
-973,-2047,-92,933,-938,0
2118,3431,-169,1581,914,0
492,-424,94,-524,174,1
-182,-725,261,-282,747,1
415,731,-241,1174,-892,1
-228,544,-1392,1177,1541,1
-3081,262,139,1222,-468,0
479,831,79,766,945,1
2618,1189,1302,147,316,1
-96,146,589,2641,-499,1
249,333,1341,685,2552,1
1043,1185,-409,-998,-694,1
35,1336,199,-271,2333,0
-928,-232,449,974,-1092,1
166,625,2384,-656,1067,1
2346,1678,991,-867,-1119,0
-11,667,1669,992,2024,1
1769,982,2021,1223,-901,1
-1067,695,-83,-2862,-3395,0
-1524,-1018,-1598,-971,1559,0
629,911,-174,773,299,1
-1815,-156,825,-1774,-146,0
652,253,48,-1236,1488,0
-3609,-753,-1519,-16,2555,0
1081,1154,336,674,1326,1
476,29,1756,-46,2589,1
-482,373,392,1004,212,1
-1527,134,1351,47,13,0
604,278,-3761,-4511,2137,0
2833,501,-2037,-791,-1003,0
1412,19,-1885,-2515,1562,0
905,-405,253,632,699,1
267,678,141,-2072,35,0
245,35,842,1211,-675,1
-1814,-3378,-2795,177,577,0
1002,1051,117,-1106,376,0
1241,-372,1456,2881,1337,1
463,-2224,3082,-1112,2958,0
51,-785,135,143,517,1
-1628,1439,408,809,1631,1
-1759,2316,-56,-1776,-356,0
-2066,502,-296,2775,192,0
1258,-299,-1662,1614,-1454,0
-32,-1553,576,-1203,1311,1
655,8,-913,-232,-556,1
1033,718,-84,1804,1081,1
136,1689,-285,2126,-641,0
-1955,-2859,-2543,103,-633,0
1307,101,1872,1148,299,1
-254,-303,193,116,402,0
-1525,-486,-888,-1605,2233,0
1782,118,503,1258,515,1
3609,1177,2519,-2772,-11,0
-646,-622,7,-458,146,1
1937,-1221,479,-205,866,1
2236,232,-834,-159,1015,0
3826,3208,-712,2551,3054,0
-773,-163,29,4002,926,0
-778,1157,1229,34,1078,1
-2004,566,-4894,-564,-1177,0
1215,-4642,-3697,-3095,-1422,0
139,-864,554,767,-696,1
454,756,-173,843,-128,1
-324,1321,-1291,-1065,702,0
1389,1036,-2263,-447,96,1
-2256,-278,-1107,-471,-4379,0
179,1361,1603,96,-69,1
2878,-2156,1739,-99,1506,0
3209,9,-497,-1653,-768,1
673,1534,1907,-909,162,1
-181,22,-724,802,1893,1
17,-2973,1792,1894,515,0
1027,-857,447,383,4,0
1691,558,694,286,-505,1
22,1549,1104,-274,-193,1
319,2103,849,621,2065,0
-3249,-1809,-3186,1874,714,0
639,323,-531,-97,677,1
-3,2216,-1779,-2406,1038,0
-1728,-3801,-1378,-862,1646,0
936,279,81,1211,-196,1
128,1384,88,1998,2269,1
1329,2415,-1546,975,4837,0
-606,-1496,83,-506,1117,1
462,575,-2754,211,2602,0
-535,-598,2804,381,88,0
-452,52,725,568,-1241,1
-1219,-948,-413,643,78,0
585,-1456,957,1206,779,0
379,-419,2594,1304,2347,1
1531,122,-4262,-2383,-726,0
567,-1502,-3278,3353,-2791,0
-3714,-65,-2751,-957,1281,0
361,762,448,1247,196,1
-277,1108,1518,1266,568,1
-204,-453,-476,1752,987,1
323,213,-1028,39,-2035,0
1434,-5,-54,-535,602,1
