@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,8,11-12,20-21'

@attribute A1 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-636,1163,-3277,1538,-938,0
-942,1139,414,175,-946,1
-623,-1512,-31,1191,735,1
-2564,-2061,1958,-1382,-1433,0
1753,562,-229,-226,-344,1
516,1486,2214,-1686,-3647,0
9,-1462,441,771,564,0
-1888,-706,213,17,214,1
457,1519,-1014,128,2324,1
711,-81,2321,-74,-2283,0
1185,33,-201,-1312,969,0
635,4,1297,1062,1981,1
1274,424,1677,2261,1777,1
-3211,2626,588,56,-1158,0
-965,245,734,939,-993,1
-2365,-3447,-694,-3271,3928,0
764,-1239,-424,-1218,3304,0
-47,163,7,33,597,1
282,1113,289,-2527,-2376,0
-1622,-2787,1814,-12,-18,0
-687,1405,804,1101,54,1
153,-156,83,-1011,1392,1
286,825,834,-848,-1214,0
-152,2038,1346,1463,-198,1
1518,1085,-231,2155,251,1
-568,-547,915,-358,1506,0
979,-159,-1352,736,-516,1
2088,-4182,-2576,-3113,2899,0
922,85,4359,-2837,-525,0
67,-762,1076,979,-352,1
-2272,-613,288,1179,999,1
217,-1101,577,252,852,0
-261,264,316,358,-605,1
-915,-665,746,-3132,481,0
1804,-204,1727,-1583,-3,0
146,-707,1876,1664,38,1
5412,1872,2902,705,-762,0
375,-22,699,536,1296,1
2177,812,2748,381,1183,1
1435,-2157,1877,807,-1458,0
1014,1717,2045,1732,1128,0
-3315,-953,-1628,1973,-1848,0
3465,-51,1976,-6009,-1124,0
164,-18,758,2614,-809,1
129,-56,2482,-257,1175,0
-407,-2407,636,686,594,0
137,93,791,352,-911,1
118,-754,-56,3046,3876,0
-408,1031,-257,-1573,-2685,0
114,16,439,-2366,124,1
1054,916,204,391,1251,1
-939,-861,1751,-2384,-1982,0
-564,1361,141,896,238,1
-2553,-1129,186,1655,-555,0
-1072,-182,113,1057,291,1
-1605,3924,392,2366,-144,0
1885,-6061,1994,2494,-4206,0
852,-285,1821,-538,261,1
191,243,162,-2332,1655,0
