@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R8,14-15,18-19,21'

@attribute A8 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-366,-2694,14,-944,-602,0
105,-1611,1964,-826,-1822,1
74,-1066,-1293,-815,-6,1
1158,-1822,303,3215,-505,0
2787,-3639,-1547,-325,988,0
275,2962,2515,-343,1861,1
-138,-505,4745,3987,-536,0
-278,3242,1437,324,1665,1
-27,-2203,-178,-1091,1112,1
1384,2906,1167,1378,2773,0
-498,38,-1929,3076,-1525,0
101,746,463,276,-19,1
-4748,-2987,-743,213,1044,0
671,2038,1744,-84,27,1
23,99,1794,-1371,1341,1
-1544,-335,-2248,-3478,1964,0
2809,-1794,-2544,7,2093,0
-353,-222,1005,3,-89,1
-31,283,366,722,247,1
-2831,371,545,2387,-1509,0
1193,232,-539,176,1375,1
-58,-357,-1351,1146,391,1
-67,329,1107,-555,527,1
-1238,1075,-3042,1924,-745,0
3219,16,-99,-616,1702,1
-1293,398,2648,1506,-2404,0
1501,3189,323,4038,-187,0
634,3,-612,-318,1935,1
-188,-3722,3261,-1201,1904,0
934,542,222,155,2045,0
1651,472,-94,762,963,1
-948,-1383,491,196,48,1
-136,855,-308,2049,395,1
478,-2,-263,-52,1437,1
111,528,481,1968,2051,1
1639,-2362,1707,-2492,-296,0
658,395,113,145,274,1
2781,3186,697,-1251,-168,0
171,1568,-3155,2462,-1487,0
1438,-2176,-1427,1689,1419,0
505,3125,1668,-1321,-253,0
73,73,-737,27,281,1
-174,-1262,439,632,-259,0
2265,1708,-305,-656,1732,0
-77,1018,-831,-569,1579,1
265,27,1239,105,1543,1
1161,815,1099,-278,1789,1
-934,-903,1814,-2515,447,0
2507,354,2053,-169,-923,0
1487,531,122,1135,1037,1
796,1329,875,-1219,3094,1
342,4277,-75,-801,-1612,0
-2036,-3869,114,-1972,151,0
368,1536,786,1821,929,1
937,933,662,43,1215,1
983,-2126,2792,378,-1314,0
-19,-1298,1428,2209,56,1
322,197,-968,-429,1315,1
844,31,1624,-2395,-4029,0
563,-313,658,1383,231,1
156,-66,467,-428,1662,0
1113,-8,-57,552,136,1
147,1462,908,-74,-1836,1
1838,802,66,-624,-4689,0
1417,39,1443,-372,476,0
3254,142,-327,-553,-1014,0
584,715,1388,399,1653,1
-764,-62,569,-1652,437,1
-2172,-1103,46,-4864,2397,0
1663,746,1258,-4959,-2385,0
55,-68,16,2563,377,1
176,-858,-168,853,1151,1
-1787,-623,-1622,2262,1877,1
3149,-28,1835,-2284,613,0
616,106,-1259,1968,904,1
236,-683,-1381,-516,128,1
386,101,1263,416,672,1
428,295,1394,-842,-2593,0
-4165,-1461,-1314,-2482,732,0
58,1001,943,-372,1228,1
-724,-2535,676,1375,-2253,0
-5,3561,-2564,601,-621,0
738,-1076,97,218,-1068,1
3912,-2664,176,3649,-2075,0
