@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,12-13,15,21'

@attribute A1 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute Class {0,1}

@data
-1443,4195,-117,14,0
-984,605,2459,1964,1
1007,-51,-734,-1293,1
2212,-1129,-134,303,0
2891,5856,-486,-1547,0
-179,1236,-1295,2515,1
-826,1057,-215,4745,0
-584,-2654,1832,1437,1
694,-821,-572,-178,1
-1171,268,656,1167,0
-2142,1723,2235,-1929,0
-1508,2459,833,463,1
-296,-2251,-1207,-743,0
-333,1832,272,1744,1
1428,426,2061,1794,1
-3424,-208,-157,-2248,0
-4928,296,-2602,-2544,0
958,988,156,1005,1
-553,209,-579,366,1
-875,-1247,122,545,0
-204,1194,651,-539,1
1725,991,244,-1351,1
1294,574,-245,1107,1
-3502,954,269,-3042,0
1398,131,-27,-99,1
-2209,883,2408,2648,0
1328,3052,2131,323,0
1028,229,2322,-612,1
-3824,-1702,-212,3261,0
349,3094,-1324,222,0
917,-402,322,-94,1
1312,1542,1178,491,1
1806,1132,-411,-308,1
-68,332,-24,-263,1
-352,-1223,-618,481,1
-747,643,-93,1707,0
214,-9,-47,113,1
182,-1894,-3851,697,0
-1555,-1103,1968,-3155,0
209,-2621,-1482,-1427,0
-291,2971,-4589,1668,0
2232,-917,-212,-737,1
405,-1558,-2326,439,0
2904,-244,-332,-305,0
2245,-1086,-1163,-831,1
173,-675,1194,1239,1
-6,1452,11,1099,1
29,307,-86,1814,0
-975,-3936,432,2053,0
-466,-592,477,122,1
-666,232,1061,875,1
2674,571,31,-75,0
134,1306,893,114,0
-56,1458,1782,786,1
1694,-8,542,662,1
-451,1033,1073,2792,0
1687,961,112,1428,1
819,587,75,-968,1
1795,438,-6,1624,0
57,46,15,658,1
2249,-1846,-2057,467,0
1539,277,402,-57,1
-1042,856,719,908,1
-137,-2811,31,66,0
1162,-932,1697,1443,0
-474,-3248,3284,-327,0
-479,-146,115,1388,1
-5,1825,-302,569,1
2097,618,3096,46,0
3626,3199,1705,1258,0
1618,489,-96,16,1
744,785,505,-168,1
-572,-577,2094,-1622,1
-365,-407,149,1835,0
-175,-359,-108,-1259,1
891,104,76,-1381,1
-25,996,-687,1263,1
1016,-2539,493,1394,0
2539,723,-1928,-1314,0
-77,581,32,943,1
-2537,234,2664,676,0
8,712,-2926,-2564,0
666,-36,1123,97,1
2671,-1083,-72,176,0
147,2036,937,1469,1
-2461,2347,-1473,3102,0
-2327,-1153,-192,-92,0
-2196,-2185,-3542,-64,0
1479,1464,1376,547,1
-305,-193,-2115,564,1
1925,33,-1141,-562,1
1566,-1578,-266,2311,0
-1516,236,2919,-259,0
2588,107,-189,124,0
-1051,-394,-1498,727,1
-1668,-126,1291,2026,1
1623,-182,-72,1078,1
-1825,-4568,93,3851,0
963,942,524,-75,1
177,2892,-323,685,0
1037,-957,-409,711,0
1109,842,-141,-224,0
-847,-657,-1723,-1809,0
1857,667,-666,-175,0
1421,-83,1486,237,1
239,1399,55,832,1
4675,-2795,349,3163,0
1072,371,361,-447,1
77,-605,-1313,-774,0
-91,1737,1396,-51,1
-62,-44,-1451,1042,1
-168,-26,-495,-98,1
-32,-2762,498,-405,0
128,257,1057,537,1
-1683,-2555,-2802,1267,0
-412,-1595,-3491,1968,0
119,639,1175,-487,1
535,204,537,-714,0
-31,92,-953,138,1
-1131,616,1244,47,0
255,-73,1495,374,1
-1805,787,-1877,-3123,0
-1788,1608,-1592,-489,0
261,1513,2093,359,1
-397,2002,-263,715,1
789,-1871,-133,1254,1
-207,185,33,-1764,1
15,-1374,836,-67,1
658,488,823,-633,1
59,223,279,-92,1
-122,-296,-382,1398,1
-2379,-1669,552,-63,0
99,795,-482,-301,0
-2042,3337,-2798,479,0
-822,-548,2416,642,1
-2205,-573,-329,695,0
2318,2029,-6,976,1
-595,-243,348,-489,0
256,-7,1341,478,1
-48,9,644,-92,1
197,1876,-762,538,1
169,444,398,1425,1
109,-781,671,-175,1
-3517,-1606,-117,1782,0
-464,-392,-1322,-75,1
-79,-68,-374,294,0
-4675,418,98,323,0
1005,1254,1141,-1549,1
332,6282,3631,3657,0
-269,78,1,-1532,1
2,-2656,2642,-2577,0
3307,-3306,-1937,1217,0
142,-528,772,143,1
-213,1192,1876,-1344,0
-43,1078,107,671,1
838,1384,-424,25,1
1276,-43,2125,-95,1
-2725,3466,2978,-813,0
-507,3247,-562,-106,0
461,152,1543,214,1
-25,2187,2841,719,1
1867,-478,2323,-17,0
-1077,874,1438,-175,0
-2679,-3141,-602,-439,0
584,2494,1167,4674,0
1155,228,1829,722,1
-299,-552,2984,-1936,0
782,-568,748,1119,1
438,-4286,2401,2033,0
2445,152,-121,-1155,0
-474,-267,834,-239,1
-973,-1105,-938,-73,0
2118,829,914,534,0
492,-1084,174,-562,1
-182,-861,747,411,1
415,-829,-892,93,1
-228,353,1541,744,1
-3081,-1124,-468,1092,0
479,-1304,945,1184,1
2618,1885,316,-45,1
-96,621,-499,782,1
249,631,2552,2359,1
1043,423,-694,1545,1
35,418,2333,1084,0
-928,1182,-1092,-146,1
166,114,1067,933,1
2346,1481,-1119,-861,0
-11,2458,2024,-166,1
1769,387,-901,498,1
-1067,-1822,-3395,-2539,0
-1524,2088,1559,1677,0
629,-2022,299,932,1
-1815,936,-146,-2574,0
652,-4189,1488,2695,0
-3609,1258,2555,401,0
1081,-359,1326,-678,1
476,-137,2589,-731,1
-482,989,212,352,1
-1527,-672,13,-633,0
604,-4297,2137,332,0
2833,-26,-1003,-2136,0
1412,364,1562,-2739,0
905,921,699,-225,1
267,622,35,-1008,0
245,16,-675,-1899,1
-1814,-2316,577,-414,0
1002,-2163,376,-1679,0
1241,116,1337,786,1
463,-131,2958,153,0
51,2,517,508,1
-1628,754,1631,1804,1
-1759,1803,-356,696,0
-2066,1649,192,-706,0
