@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R11-12,19-21'

@attribute A11 numeric
@attribute A12 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-111,1063,6,-477,1
481,952,-462,-112,1
606,34,23,718,1
-418,1135,-1106,-547,1
-74,-3299,86,1095,0
3709,848,1573,-1026,0
623,-127,-666,19,1
-1789,-828,-723,735,0
-29,413,1343,1178,1
1035,-97,1288,-374,0
216,2246,1567,-1862,0
1453,853,1969,-27,1
131,154,968,585,1
603,1032,2353,2559,1
64,799,658,989,1
4217,1649,-1131,-643,0
1776,13,694,-1108,1
-1308,-926,77,2338,0
-1038,715,314,114,1
436,1405,557,1203,1
1706,101,-894,-1357,0
-412,-915,1369,255,1
1733,-181,172,612,1
584,741,1111,876,1
-1769,-1435,-1608,263,0
2095,1437,-1311,1296,0
-2027,-1802,1527,-288,0
-155,246,186,-996,0
1675,-15,1447,2449,1
1426,-82,752,111,0
734,676,1207,1267,1
-3042,-352,2695,-1,0
1634,697,488,-224,1
-78,-1036,462,192,1
4105,-1728,-833,1687,0
-25,918,535,2078,1
434,-1853,744,-302,1
1842,231,-1652,-961,1
1837,187,1702,813,1
-719,-16,-625,-711,1
-138,-3752,-1242,-2,0
1493,-988,3901,-2058,0
1151,642,-34,1837,1
-663,769,2033,2131,1
-28,-3495,2895,3064,0
-2825,2401,-242,-2713,0
1593,-94,-887,-35,0
776,3898,-3,-1812,0
-505,887,937,-2,1
1652,982,3198,-13,1
965,-82,-174,54,1
1155,2055,-1369,-1319,0
2566,1134,522,-641,0
2458,1083,575,-137,0
-684,-148,1887,3078,0
-846,-3926,-2033,-2086,0
1314,293,-312,1118,1
1553,1444,-866,532,1
73,-3103,-2162,1375,0
2008,243,3815,1883,0
816,-92,1475,45,0
162,-1129,373,2326,1
1234,902,4127,-352,0
-1215,-959,-711,-978,0
1278,1006,789,1133,1
1071,-607,614,691,1
-2169,-16,2362,405,1
-172,-1023,3327,4085,0
845,-709,939,-505,1
4555,-766,262,-438,0
348,1102,1,547,1
-2667,-333,-176,68,0
585,1203,-788,-13,1
3358,1257,2334,909,0
6,-1291,-1733,1767,0
-503,1879,577,1224,0
82,-759,-1658,-3128,0
713,-321,-965,1271,1
1994,1376,-271,-507,0
-1059,-1054,1992,-1114,1
334,991,-984,-1362,1
375,1543,-2551,1095,0
-41,-467,1916,-245,1
-1023,163,-208,425,1
-1018,-209,-544,768,1
145,463,955,644,1
1543,36,-442,-1061,1
-365,953,632,-824,1
684,-1205,999,-195,1
2,864,-43,-605,1
478,-3354,377,995,0
1356,-2292,-478,145,1
341,1998,1908,115,1
3573,-44,92,-3822,0
-45,1122,2467,-158,1
