@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R3,10-11,14,17,20,23-24,28,32-33,36-37,41'

@attribute A3 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A28 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.629,-0.681,-1.107,-0.671,-0.849,-0.673,-0.853,-0.7,-0.68,-0.692,-0.445,-0.368,-0.746,2
-0.97,-1.017,-1.362,-0.948,-1.105,-0.932,-1.031,-0.904,-0.862,-0.964,-0.788,-0.701,-1.05,2
-0.708,-0.746,-1.334,-0.823,-0.992,-0.712,-1.133,-0.974,-0.966,-0.877,-0.681,-0.675,-0.992,2
-0.815,-0.836,-1.192,-0.743,-0.902,-0.727,-0.886,-0.669,-0.685,-0.715,-0.499,-0.555,-0.856,2
-0.838,-0.821,-1.338,-0.854,-1.011,-0.794,-0.992,-0.857,-0.806,-0.889,-0.615,-0.571,-0.973,2
-0.99,-0.984,-1.148,-0.76,-0.923,-0.898,-1.074,-0.813,-0.843,-0.81,-0.739,-0.728,-0.966,2
-0.577,-0.617,-1.161,-0.655,-0.822,-0.499,-0.895,-0.683,-0.708,-0.752,-0.514,-0.519,-0.873,2
-0.833,-0.906,-1.097,-0.741,-0.912,-0.836,-0.978,-0.704,-0.705,-0.685,-0.646,-0.62,-0.802,2
-0.765,-0.847,-0.975,-0.666,-0.83,-0.867,-0.866,-0.59,-0.615,-0.557,-0.455,-0.472,-0.684,2
-0.854,-0.924,-1.218,-0.742,-0.928,-0.852,-1.095,-0.85,-0.838,-0.842,-0.782,-0.667,-0.924,2
-0.799,-0.805,-1.135,-0.752,-0.919,-0.733,-0.977,-0.761,-0.786,-0.664,-0.553,-0.552,-0.817,2
-0.837,-0.822,-1.224,-0.793,-0.952,-0.811,-0.956,-0.695,-0.736,-0.797,-0.608,-0.573,-0.885,2
-0.785,-0.728,-1.162,-0.767,-0.935,-0.75,-0.979,-0.714,-0.744,-0.742,-0.595,-0.599,-0.869,2
-0.641,-0.673,-1.258,-0.683,-0.847,-0.529,-0.916,-0.769,-0.73,-0.799,-0.524,-0.548,-0.908,2
-0.754,-0.741,-1.258,-0.821,-0.986,-0.77,-0.972,-0.785,-0.753,-0.742,-0.47,-0.542,-0.862,2
-0.985,-1.001,-1.364,-0.92,-1.081,-0.893,-0.985,-0.85,-0.81,-0.896,-0.738,-0.702,-1.011,2
-0.756,-0.765,-1.02,-0.624,-0.804,-0.658,-0.825,-0.511,-0.54,-0.54,-0.303,-0.453,-0.714,2
-0.793,-0.778,-1.172,-0.721,-0.881,-0.707,-0.932,-0.594,-0.647,-0.69,-0.499,-0.521,-0.785,2
-0.768,-0.813,-1.142,-0.725,-0.904,-0.811,-0.939,-0.723,-0.725,-0.671,-0.462,-0.475,-0.793,2
-0.664,-0.728,-1.135,-0.679,-0.857,-0.663,-0.941,-0.661,-0.694,-0.734,-0.621,-0.592,-0.836,2
-0.78,-0.773,-1.104,-0.703,-0.874,-0.688,-0.943,-0.733,-0.747,-0.674,-0.553,-0.555,-0.828,2
-0.819,-0.79,-0.805,-0.695,-0.867,-0.88,-0.886,-0.569,-0.65,-0.588,-0.462,-0.458,-0.74,2
-1.012,-1.033,-1.384,-0.899,-1.063,-0.812,-1.002,-0.836,-0.796,-0.965,-0.854,-0.774,-1.075,2
-0.923,-0.951,-1.265,-0.944,-1.088,-1.015,-1.074,-0.908,-0.893,-0.846,-0.672,-0.625,-0.945,2
-0.91,-0.959,-1.29,-0.888,-1.054,-0.966,-1.109,-0.975,-0.958,-0.901,-0.726,-0.658,-0.988,2
-0.927,-0.971,-1.287,-0.829,-1.011,-0.965,-1.16,-0.947,-0.947,-0.919,-0.822,-0.729,-1.017,2
-0.724,-0.767,-1.113,-0.699,-0.875,-0.692,-0.866,-0.661,-0.673,-0.706,-0.501,-0.512,-0.815,2
-0.72,-0.791,-1.066,-0.679,-0.855,-0.73,-0.914,-0.605,-0.62,-0.635,-0.478,-0.517,-0.731,2
-0.782,-0.814,-1.131,-0.681,-0.852,-0.661,-0.893,-0.61,-0.633,-0.59,-0.382,-0.498,-0.74,2
-0.637,-0.659,-1.072,-0.732,-0.899,-0.721,-0.925,-0.705,-0.697,-0.652,-0.465,-0.568,-0.812,2
-0.767,-0.784,-1.05,-0.636,-0.813,-0.662,-0.801,-0.493,-0.508,-0.522,-0.242,-0.411,-0.668,2
