@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,10,12,15,18,20,23,28,30,36,38,41'

@attribute A5 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.475,-0.685,-0.527,-0.8,-0.719,-0.578,-0.67,-0.794,-0.91,-0.689,-0.892,-0.559,-0.613,2
-0.317,-0.492,-0.408,-0.616,-0.565,-0.36,-0.498,-0.502,-0.808,-0.632,-0.834,-0.403,-0.51,2
-0.397,-0.549,-0.455,-0.819,-0.618,-0.565,-0.643,-0.796,-0.899,-0.639,-0.874,-0.51,-0.547,2
-0.718,-0.953,-0.782,-0.943,-0.963,-0.813,-0.915,-1.022,-1.074,-0.895,-1.107,-0.645,-0.775,2
-0.423,-0.607,-0.483,-0.704,-0.686,-0.539,-0.618,-0.665,-0.873,-0.608,-0.811,-0.444,-0.476,2
-0.51,-0.833,-0.591,-0.706,-0.949,-0.739,-0.847,-0.913,-1.057,-0.874,-1.015,-0.577,-0.653,2
-0.43,-0.643,-0.498,-0.8,-0.726,-0.558,-0.66,-0.76,-0.808,-0.583,-0.876,-0.505,-0.488,2
-0.326,-0.539,-0.378,-0.637,-0.638,-0.514,-0.607,-0.725,-0.94,-0.644,-0.922,-0.594,-0.542,2
-0.446,-0.728,-0.534,-0.726,-0.837,-0.641,-0.741,-0.76,-0.935,-0.713,-0.864,-0.52,-0.559,2
-0.337,-0.627,-0.45,-0.674,-0.648,-0.512,-0.612,-0.708,-0.965,-0.74,-0.929,-0.589,-0.626,2
-0.573,-0.813,-0.641,-0.939,-0.875,-0.754,-0.844,-1.015,-1.063,-0.8,-1.057,-0.617,-0.613,2
-0.273,-0.409,-0.338,-0.534,-0.515,-0.359,-0.457,-0.448,-0.793,-0.608,-0.781,-0.591,-0.548,2
-0.396,-0.689,-0.478,-0.69,-0.786,-0.615,-0.715,-0.79,-0.884,-0.68,-0.876,-0.485,-0.489,2
-0.628,-0.875,-0.697,-0.986,-0.918,-0.734,-0.835,-0.97,-1.093,-0.857,-1.126,-0.68,-0.705,2
-0.496,-0.601,-0.528,-0.812,-0.673,-0.63,-0.715,-0.852,-0.924,-0.679,-0.909,-0.617,-0.63,2
-0.4,-0.619,-0.444,-0.697,-0.646,-0.478,-0.556,-0.601,-0.958,-0.689,-0.919,-0.608,-0.615,2
-0.414,-0.781,-0.541,-0.753,-0.829,-0.576,-0.672,-0.747,-0.965,-0.782,-0.977,-0.543,-0.624,2
-0.687,-0.894,-0.746,-1.005,-0.914,-0.79,-0.876,-1.029,-1.092,-0.863,-1.1,-0.683,-0.719,2
-0.466,-0.64,-0.526,-0.754,-0.766,-0.642,-0.747,-0.859,-1.012,-0.771,-0.982,-0.528,-0.587,2
-0.801,-1.055,-0.871,-1.063,-1.052,-0.869,-0.97,-1.112,-1.106,-0.952,-1.131,-0.771,-0.866,2
-0.615,-0.907,-0.706,-0.913,-0.933,-0.719,-0.798,-0.876,-1.059,-0.822,-1.035,-0.616,-0.67,2
-0.385,-0.622,-0.451,-0.683,-0.678,-0.506,-0.616,-0.659,-0.939,-0.647,-0.898,-0.522,-0.482,2
-0.295,-0.646,-0.396,-0.644,-0.664,-0.383,-0.466,-0.438,-0.87,-0.696,-0.86,-0.548,-0.582,2
-0.372,-0.554,-0.442,-0.693,-0.672,-0.52,-0.645,-0.743,-0.987,-0.683,-0.829,-0.441,-0.474,2
-0.295,-0.617,-0.393,-0.584,-0.662,-0.364,-0.438,-0.375,-0.867,-0.691,-0.846,-0.533,-0.593,2
-0.668,-0.915,-0.735,-0.936,-0.925,-0.738,-0.843,-0.95,-1.068,-0.893,-1.046,-0.641,-0.745,2
-0.478,-0.736,-0.544,-0.735,-0.778,-0.565,-0.662,-0.696,-0.947,-0.743,-0.883,-0.525,-0.634,2
-0.63,-0.83,-0.685,-0.917,-0.826,-0.648,-0.742,-0.858,-0.976,-0.752,-0.97,-0.629,-0.691,2
-0.282,-0.57,-0.441,-0.711,-0.662,-0.464,-0.521,-0.54,-0.919,-0.654,-0.95,-0.511,-0.471,2
-0.481,-0.675,-0.508,-0.676,-0.741,-0.603,-0.699,-0.811,-0.879,-0.674,-0.903,-0.486,-0.55,2
-0.413,-0.627,-0.468,-0.663,-0.717,-0.537,-0.625,-0.676,-0.892,-0.64,-0.797,-0.425,-0.493,2
-0.436,-0.684,-0.503,-0.786,-0.732,-0.525,-0.62,-0.663,-0.98,-0.753,-0.991,-0.602,-0.638,2
-0.387,-0.642,-0.515,-0.783,-0.712,-0.494,-0.588,-0.567,-0.897,-0.679,-0.898,-0.537,-0.596,2
-0.596,-0.691,-0.615,-0.895,-0.682,-0.58,-0.66,-0.806,-0.775,-0.587,-0.83,-0.653,-0.624,2
-0.51,-0.777,-0.614,-0.864,-0.841,-0.646,-0.742,-0.867,-0.912,-0.65,-0.956,-0.509,-0.483,2
-0.781,-1.059,-0.866,-1.042,-1.003,-0.756,-0.85,-0.921,-1.067,-0.851,-1.06,-0.723,-0.807,2
-0.494,-0.79,-0.574,-0.824,-0.801,-0.539,-0.64,-0.684,-0.942,-0.733,-0.904,-0.608,-0.637,2
-0.709,-0.945,-0.786,-1.008,-0.928,-0.703,-0.803,-0.891,-1.059,-0.789,-1.043,-0.682,-0.72,2
-0.36,-0.696,-0.497,-0.746,-0.789,-0.562,-0.653,-0.71,-0.952,-0.768,-1.033,-0.55,-0.545,2
-0.624,-0.922,-0.736,-0.942,-0.954,-0.685,-0.774,-0.828,-1.008,-0.782,-1.013,-0.626,-0.655,2
-0.684,-0.881,-0.724,-0.887,-0.878,-0.776,-0.876,-1.014,-1.034,-0.842,-1.036,-0.603,-0.728,2
-0.434,-0.702,-0.508,-0.692,-0.778,-0.55,-0.648,-0.696,-0.898,-0.656,-0.868,-0.417,-0.513,2
-0.402,-0.675,-0.472,-0.58,-0.731,-0.552,-0.639,-0.746,-0.899,-0.709,-0.932,-0.499,-0.542,2
-0.457,-0.65,-0.51,-0.753,-0.73,-0.616,-0.732,-0.853,-0.914,-0.602,-0.939,-0.515,-0.467,2
-0.52,-0.767,-0.585,-0.755,-0.856,-0.655,-0.753,-0.804,-1.012,-0.8,-0.957,-0.622,-0.665,2
-0.694,-0.928,-0.766,-0.979,-0.908,-0.73,-0.824,-0.921,-1.078,-0.846,-1.014,-0.714,-0.787,2
-0.623,-0.881,-0.689,-0.88,-0.961,-0.793,-0.881,-0.976,-1.031,-0.859,-1.025,-0.628,-0.692,2
-0.494,-0.738,-0.589,-0.82,-0.829,-0.662,-0.749,-0.86,-0.925,-0.685,-0.979,-0.477,-0.505,2
-0.597,-0.842,-0.668,-0.912,-0.796,-0.587,-0.682,-0.776,-0.986,-0.717,-1.026,-0.641,-0.661,2
-0.529,-0.744,-0.592,-0.841,-0.807,-0.617,-0.73,-0.83,-0.991,-0.687,-0.996,-0.549,-0.541,2
-0.25,-0.556,-0.402,-0.657,-0.539,-0.362,-0.414,-0.421,-0.728,-0.551,-0.713,-0.533,-0.639,3
-0.181,-0.63,-0.386,-0.769,-0.656,-0.406,-0.486,-0.558,-0.892,-0.723,-0.888,-0.645,-0.631,3
-0.252,-0.6,-0.424,-0.817,-0.553,-0.444,-0.465,-0.549,-0.89,-0.767,-0.891,-0.665,-0.722,3
-0.412,-0.814,-0.57,-0.854,-0.779,-0.548,-0.651,-0.714,-0.962,-0.812,-0.914,-0.698,-0.749,3
-0.332,-0.75,-0.507,-0.792,-0.808,-0.586,-0.689,-0.77,-1.019,-0.936,-1.033,-0.657,-0.725,3
-0.21,-0.57,-0.359,-0.74,-0.533,-0.366,-0.402,-0.447,-0.851,-0.679,-0.831,-0.662,-0.678,3
-0.405,-0.72,-0.558,-0.917,-0.72,-0.495,-0.582,-0.643,-0.884,-0.732,-0.898,-0.669,-0.7,3
-0.254,-0.652,-0.398,-0.763,-0.624,-0.4,-0.498,-0.571,-0.801,-0.689,-0.816,-0.613,-0.64,3
-0.196,-0.587,-0.422,-0.926,-0.549,-0.356,-0.394,-0.453,-0.889,-0.721,-0.883,-0.674,-0.714,3
-0.049,-0.382,-0.22,-0.582,-0.342,-0.275,-0.24,-0.24,-0.722,-0.541,-0.776,-0.44,-0.484,3
-0.373,-0.691,-0.541,-0.927,-0.675,-0.511,-0.6,-0.699,-0.829,-0.718,-0.851,-0.704,-0.73,3
-0.325,-0.729,-0.464,-0.74,-0.681,-0.471,-0.55,-0.571,-0.871,-0.739,-0.915,-0.68,-0.737,3
-0.115,-0.485,-0.299,-0.759,-0.434,-0.368,-0.377,-0.385,-0.778,-0.647,-0.825,-0.584,-0.569,3
-0.436,-0.811,-0.596,-0.906,-0.799,-0.564,-0.68,-0.767,-0.95,-0.863,-0.985,-0.743,-0.825,3
-0.159,-0.555,-0.33,-0.613,-0.607,-0.394,-0.5,-0.518,-0.761,-0.63,-0.773,-0.533,-0.489,3
-0.131,-0.52,-0.315,-0.748,-0.511,-0.312,-0.359,-0.384,-0.808,-0.682,-0.876,-0.669,-0.668,3
-0.075,-0.512,-0.284,-0.639,-0.457,-0.251,-0.271,-0.282,-0.792,-0.65,-0.834,-0.576,-0.63,3
-0.208,-0.585,-0.359,-0.726,-0.687,-0.434,-0.524,-0.586,-0.939,-0.826,-0.94,-0.615,-0.587,3
-0.263,-0.547,-0.408,-0.745,-0.458,-0.299,-0.34,-0.322,-0.795,-0.59,-0.813,-0.625,-0.656,3
-0.2,-0.58,-0.409,-0.709,-0.675,-0.403,-0.503,-0.54,-0.943,-0.774,-0.928,-0.587,-0.542,3
-0.209,-0.567,-0.374,-0.756,-0.615,-0.407,-0.455,-0.467,-0.885,-0.722,-0.897,-0.64,-0.643,3
-0.202,-0.527,-0.365,-0.829,-0.479,-0.369,-0.386,-0.384,-0.828,-0.663,-0.84,-0.614,-0.601,3
-0.19,-0.555,-0.352,-0.682,-0.591,-0.383,-0.48,-0.557,-0.794,-0.623,-0.756,-0.49,-0.526,3
-0.163,-0.51,-0.298,-0.799,-0.453,-0.33,-0.336,-0.35,-0.753,-0.579,-0.77,-0.689,-0.63,3
-0.263,-0.706,-0.471,-0.877,-0.719,-0.474,-0.573,-0.64,-0.958,-0.796,-0.977,-0.708,-0.694,3
-0.249,-0.555,-0.398,-0.724,-0.672,-0.462,-0.556,-0.593,-0.873,-0.732,-0.889,-0.628,-0.542,3
-0.205,-0.593,-0.347,-0.73,-0.623,-0.351,-0.389,-0.382,-0.887,-0.723,-0.911,-0.716,-0.678,3
-0.463,-0.8,-0.595,-0.875,-0.778,-0.592,-0.696,-0.769,-0.889,-0.812,-0.98,-0.691,-0.731,3
-0.251,-0.635,-0.442,-0.778,-0.702,-0.502,-0.599,-0.717,-0.922,-0.827,-0.92,-0.629,-0.666,3
-0.323,-0.743,-0.485,-0.685,-0.766,-0.492,-0.596,-0.639,-0.905,-0.803,-0.904,-0.583,-0.682,3
-0.374,-0.774,-0.554,-0.82,-0.811,-0.571,-0.671,-0.72,-0.994,-0.875,-1.007,-0.654,-0.766,3
-0.275,-0.713,-0.47,-0.787,-0.738,-0.496,-0.585,-0.66,-0.953,-0.871,-0.957,-0.67,-0.737,3
-0.204,-0.56,-0.334,-0.728,-0.571,-0.391,-0.439,-0.514,-0.808,-0.607,-0.787,-0.611,-0.597,3
-0.179,-0.43,-0.288,-0.669,-0.488,-0.328,-0.321,-0.312,-0.805,-0.672,-0.838,-0.608,-0.592,3
-0.422,-0.797,-0.538,-0.756,-0.769,-0.505,-0.61,-0.647,-0.902,-0.776,-0.89,-0.646,-0.745,3
-0.264,-0.677,-0.448,-0.775,-0.671,-0.442,-0.532,-0.588,-0.844,-0.736,-0.901,-0.688,-0.718,3
-0.231,-0.663,-0.405,-0.742,-0.631,-0.424,-0.484,-0.533,-0.891,-0.743,-0.893,-0.636,-0.681,3
-0.321,-0.639,-0.484,-0.856,-0.634,-0.394,-0.479,-0.53,-0.888,-0.733,-0.885,-0.643,-0.693,3
-0.354,-0.709,-0.477,-0.768,-0.779,-0.542,-0.645,-0.728,-0.913,-0.795,-0.933,-0.662,-0.666,3
-0.096,-0.466,-0.288,-0.669,-0.436,-0.246,-0.27,-0.299,-0.753,-0.606,-0.782,-0.558,-0.64,3
-0.288,-0.67,-0.474,-0.85,-0.629,-0.446,-0.53,-0.614,-0.773,-0.68,-0.833,-0.641,-0.683,3
-0.273,-0.687,-0.419,-0.691,-0.714,-0.473,-0.577,-0.614,-0.941,-0.797,-0.927,-0.638,-0.654,3
-0.16,-0.552,-0.346,-0.724,-0.586,-0.363,-0.414,-0.452,-0.867,-0.686,-0.822,-0.581,-0.551,3
-0.211,-0.551,-0.376,-0.766,-0.466,-0.305,-0.345,-0.325,-0.714,-0.564,-0.758,-0.589,-0.656,3
-0.348,-0.744,-0.538,-0.816,-0.711,-0.489,-0.596,-0.622,-0.894,-0.769,-0.9,-0.663,-0.747,3
-0.474,-0.877,-0.612,-0.798,-0.881,-0.61,-0.726,-0.742,-0.993,-0.9,-1.048,-0.764,-0.87,3
-0.276,-0.701,-0.457,-0.723,-0.757,-0.534,-0.626,-0.688,-1.008,-0.872,-1.025,-0.638,-0.668,3
-0.074,-0.435,-0.211,-0.578,-0.411,-0.318,-0.293,-0.24,-0.782,-0.611,-0.817,-0.478,-0.515,3
-0.157,-0.536,-0.309,-0.645,-0.559,-0.311,-0.414,-0.471,-0.851,-0.717,-0.838,-0.532,-0.542,3
-0.167,-0.56,-0.336,-0.7,-0.519,-0.272,-0.344,-0.378,-0.796,-0.631,-0.822,-0.611,-0.637,3
-0.797,-0.946,-0.832,-1.035,-0.804,-0.805,-0.856,-1.042,-1.16,-0.725,-1.121,-0.747,-0.777,4
-0.694,-0.83,-0.713,-0.929,-0.832,-0.758,-0.837,-0.98,-1.079,-0.806,-1.106,-0.775,-0.795,4
-0.918,-1.071,-0.969,-1.258,-0.93,-0.859,-0.933,-1.108,-1.189,-0.919,-1.202,-0.894,-0.947,4
-0.762,-0.875,-0.791,-1.053,-0.846,-0.815,-0.889,-1.104,-1.076,-0.768,-1.056,-0.8,-0.78,4
-0.761,-0.886,-0.784,-0.988,-0.785,-0.672,-0.747,-0.917,-1.037,-0.733,-1.04,-0.77,-0.814,4
-0.787,-0.871,-0.811,-1.104,-0.73,-0.712,-0.771,-1.025,-1.025,-0.721,-1.102,-0.732,-0.787,4
-0.969,-1.098,-1.002,-1.149,-0.936,-0.803,-0.886,-1.031,-1.168,-0.845,-1.199,-0.952,-0.989,4
-0.664,-0.817,-0.7,-0.928,-0.731,-0.673,-0.745,-0.931,-1.045,-0.665,-1.048,-0.66,-0.668,4
-0.682,-0.773,-0.699,-0.916,-0.689,-0.723,-0.77,-1.011,-0.977,-0.594,-0.984,-0.609,-0.61,4
-0.924,-1.06,-0.953,-1.147,-0.906,-0.826,-0.891,-1.063,-1.15,-0.833,-1.165,-0.891,-0.936,4
-0.906,-1.057,-0.942,-1.145,-0.95,-0.875,-0.946,-1.123,-1.235,-0.925,-1.218,-0.881,-0.957,4
-0.913,-1.063,-0.947,-1.131,-0.916,-0.804,-0.874,-1.008,-1.114,-0.83,-1.1,-0.845,-0.931,4
-0.946,-1.147,-1.002,-1.221,-0.966,-0.833,-0.899,-1.056,-1.239,-0.97,-1.211,-1.03,-1.097,4
-0.734,-0.836,-0.763,-1.037,-0.729,-0.707,-0.791,-1.005,-1.083,-0.716,-1.133,-0.77,-0.773,4
-1.021,-1.121,-1.045,-1.204,-1.007,-0.908,-0.984,-1.121,-1.216,-0.904,-1.183,-0.985,-1.017,4
-0.837,-1.007,-0.882,-1.122,-0.836,-0.671,-0.752,-0.897,-1.063,-0.747,-1.063,-0.84,-0.876,4
-0.915,-0.999,-0.929,-1.201,-0.927,-0.898,-0.955,-1.146,-1.161,-0.849,-1.129,-0.796,-0.861,4
-0.651,-0.689,-0.645,-0.955,-0.625,-0.641,-0.708,-0.924,-0.955,-0.603,-0.976,-0.724,-0.724,4
-0.8,-0.955,-0.829,-1.068,-0.786,-0.714,-0.782,-0.956,-1.141,-0.775,-1.155,-0.838,-0.866,4
-0.826,-1.003,-0.884,-1.09,-0.828,-0.752,-0.814,-1.011,-1.097,-0.747,-1.086,-0.807,-0.86,4
-0.852,-0.971,-0.873,-1.111,-0.8,-0.747,-0.797,-0.977,-1.074,-0.708,-1.031,-0.779,-0.818,4
-0.485,-0.646,-0.534,-0.859,-0.599,-0.51,-0.59,-0.719,-0.936,-0.64,-0.947,-0.769,-0.745,4
-0.769,-0.876,-0.784,-1.017,-0.827,-0.795,-0.858,-1.079,-1.115,-0.763,-1.099,-0.79,-0.793,4
-0.812,-0.999,-0.868,-1.098,-0.876,-0.773,-0.85,-1.032,-1.202,-0.894,-1.194,-0.9,-0.948,4
-0.782,-0.942,-0.829,-1.031,-0.776,-0.726,-0.789,-1.002,-1.078,-0.699,-1.068,-0.769,-0.809,4
-0.779,-0.911,-0.813,-1.036,-0.802,-0.809,-0.867,-1.087,-1.133,-0.731,-1.108,-0.752,-0.781,4
-0.94,-1.047,-0.959,-1.182,-0.845,-0.769,-0.841,-1.029,-1.042,-0.731,-1.068,-0.842,-0.875,4
