@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4-5,9,11,13-14,20,23-24,27,31-32,36,41'

@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A27 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.707,-0.619,-0.62,-1.27,-0.83,-0.853,-0.92,-1.035,-0.917,-1.027,-1.27,-0.829,-0.688,2
-0.549,-0.436,-0.452,-1.13,-0.695,-0.795,-0.824,-0.929,-0.771,-0.882,-1.13,-0.67,-0.511,2
-0.45,-0.33,-0.376,-1.265,-0.562,-0.672,-0.59,-0.933,-0.706,-0.878,-1.265,-0.726,-0.506,2
-0.538,-0.41,-0.409,-1.154,-0.584,-0.695,-0.663,-0.907,-0.649,-0.817,-1.154,-0.718,-0.535,2
-0.526,-0.399,-0.451,-1.116,-0.663,-0.711,-0.834,-0.87,-0.659,-0.814,-1.116,-0.662,-0.524,2
-0.379,-0.278,-0.277,-0.987,-0.476,-0.583,-0.632,-0.822,-0.609,-0.732,-0.987,-0.564,-0.318,2
-0.467,-0.372,-0.339,-0.992,-0.439,-0.585,-0.501,-0.781,-0.528,-0.625,-0.992,-0.571,-0.334,2
-0.698,-0.614,-0.592,-1.205,-0.848,-0.808,-0.888,-1.022,-0.822,-0.951,-1.205,-0.812,-0.724,2
-0.426,-0.316,-0.33,-1.04,-0.436,-0.624,-0.595,-0.908,-0.597,-0.745,-1.04,-0.585,-0.513,2
-0.51,-0.473,-0.477,-1.021,-0.635,-0.703,-0.807,-0.939,-0.687,-0.791,-1.021,-0.644,-0.561,2
-0.675,-0.483,-0.509,-1.322,-0.724,-0.869,-0.855,-1.009,-0.873,-1.023,-1.322,-0.827,-0.561,2
-0.47,-0.437,-0.462,-1.031,-0.675,-0.693,-0.811,-1.026,-0.686,-0.787,-1.031,-0.579,-0.649,2
-0.506,-0.482,-0.463,-0.935,-0.758,-0.672,-0.887,-0.802,-0.622,-0.732,-0.935,-0.555,-0.663,2
-0.395,-0.244,-0.25,-1.128,-0.197,-0.591,-0.298,-0.844,-0.66,-0.802,-1.128,-0.706,-0.492,2
-0.611,-0.441,-0.462,-1.254,-0.693,-0.821,-0.808,-1.002,-0.875,-0.986,-1.254,-0.806,-0.574,2
-0.627,-0.47,-0.487,-1.246,-0.684,-0.788,-0.73,-0.987,-0.737,-0.878,-1.246,-0.76,-0.541,2
-0.382,-0.352,-0.378,-1.032,-0.55,-0.625,-0.685,-0.907,-0.705,-0.813,-1.032,-0.618,-0.551,2
-0.756,-0.663,-0.682,-1.264,-0.892,-0.868,-0.977,-1.064,-0.88,-0.992,-1.264,-0.849,-0.69,2
-0.533,-0.413,-0.458,-1.186,-0.671,-0.717,-0.807,-0.94,-0.718,-0.855,-1.186,-0.707,-0.517,2
-0.611,-0.487,-0.529,-1.181,-0.667,-0.764,-0.792,-0.94,-0.738,-0.869,-1.181,-0.741,-0.562,2
-0.567,-0.583,-0.569,-1.01,-0.713,-0.642,-0.806,-0.789,-0.601,-0.724,-1.01,-0.634,-0.657,2
-0.797,-0.708,-0.715,-1.181,-0.848,-0.815,-0.941,-1.023,-0.786,-0.904,-1.181,-0.847,-0.65,2
-0.519,-0.379,-0.42,-1.306,-0.657,-0.731,-0.671,-1.03,-0.797,-0.952,-1.306,-0.775,-0.596,2
-0.682,-0.578,-0.643,-1.157,-0.722,-0.746,-0.805,-0.945,-0.647,-0.8,-1.157,-0.77,-0.584,2
