@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R5,10,13-14,17,22-23,25,27,29-30,32,36-37,41'

@attribute A5 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A27 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.419,-0.689,-0.726,-0.834,-1.02,-0.902,-0.931,-0.631,-0.906,-0.603,-0.901,-0.701,-0.408,-0.793,2
-0.461,-0.732,-0.643,-0.757,-0.924,-0.865,-0.906,-0.625,-0.863,-0.609,-0.866,-0.702,-0.556,-0.844,2
-0.478,-0.787,-0.629,-0.69,-0.863,-0.772,-0.924,-0.653,-0.783,-0.667,-0.932,-0.668,-0.559,-0.812,2
-0.414,-0.86,-0.571,-0.661,-0.832,-0.843,-1.023,-0.733,-0.799,-0.694,-0.933,-0.666,-0.666,-0.818,2
-0.346,-0.743,-0.492,-0.673,-0.851,-0.751,-0.895,-0.556,-0.753,-0.545,-0.904,-0.574,-0.524,-0.722,2
-0.241,-0.719,-0.463,-0.611,-0.768,-0.797,-0.955,-0.618,-0.799,-0.626,-0.951,-0.63,-0.58,-0.752,2
-0.218,-0.656,-0.351,-0.491,-0.643,-0.603,-0.839,-0.461,-0.596,-0.455,-0.855,-0.463,-0.494,-0.638,2
-0.592,-0.906,-0.729,-0.814,-0.97,-0.91,-0.969,-0.685,-0.901,-0.689,-0.962,-0.769,-0.626,-0.892,2
-0.403,-0.933,-0.551,-0.622,-0.806,-0.671,-0.857,-0.476,-0.665,-0.462,-0.827,-0.544,-0.489,-0.667,2
-0.437,-0.802,-0.592,-0.688,-0.863,-0.883,-1.008,-0.753,-0.88,-0.745,-0.991,-0.725,-0.622,-0.882,2
