@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,10,15-16,19,26,28,30,32,37,40-41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A5 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute A26 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A37 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.223,-0.867,-0.545,-0.868,-0.671,-0.718,-0.759,-0.566,-0.786,-1.015,-0.766,-0.871,-0.607,2
-1.107,-0.694,-0.407,-0.696,-0.556,-0.602,-0.619,-0.488,-0.637,-0.829,-0.647,-0.786,-0.526,2
-1.096,-0.56,-0.313,-0.502,-0.476,-0.493,-0.523,-0.467,-0.668,-0.87,-0.648,-0.76,-0.523,2
-1.207,-0.705,-0.446,-0.697,-0.583,-0.616,-0.649,-0.589,-0.786,-0.966,-0.764,-0.877,-0.657,2
-1.057,-0.558,-0.368,-0.542,-0.561,-0.594,-0.623,-0.625,-0.757,-0.943,-0.676,-0.825,-0.586,2
-1.31,-1.023,-0.739,-1.034,-0.876,-0.88,-0.93,-0.776,-0.922,-1.099,-0.892,-0.994,-0.795,2
-1.12,-0.74,-0.393,-0.807,-0.501,-0.554,-0.567,-0.415,-0.629,-0.903,-0.612,-0.747,-0.522,2
-1.147,-0.621,-0.349,-0.661,-0.545,-0.602,-0.615,-0.457,-0.643,-0.924,-0.575,-0.704,-0.496,2
-1.133,-0.912,-0.688,-0.915,-0.772,-0.823,-0.854,-0.59,-0.799,-1.056,-0.797,-0.937,-0.775,2
-1.032,-0.761,-0.539,-0.83,-0.701,-0.781,-0.8,-0.578,-0.708,-0.982,-0.658,-0.805,-0.61,2
-1.174,-0.604,-0.427,-0.641,-0.538,-0.516,-0.593,-0.659,-0.813,-0.958,-0.838,-0.942,-0.661,2
-1.168,-0.907,-0.594,-0.923,-0.673,-0.74,-0.734,-0.581,-0.773,-1.04,-0.798,-0.938,-0.835,2
-1.032,-0.767,-0.401,-0.772,-0.536,-0.597,-0.6,-0.393,-0.581,-0.865,-0.547,-0.697,-0.467,2
-1.247,-0.694,-0.474,-0.691,-0.732,-0.75,-0.813,-0.71,-0.87,-1.028,-0.789,-0.915,-0.65,2
-1.098,-0.771,-0.361,-0.808,-0.477,-0.525,-0.54,-0.486,-0.648,-0.877,-0.588,-0.733,-0.489,2
-1.083,-0.551,-0.373,-0.542,-0.539,-0.558,-0.585,-0.511,-0.727,-0.913,-0.703,-0.827,-0.562,2
-1.055,-0.784,-0.51,-0.87,-0.641,-0.731,-0.758,-0.54,-0.673,-0.97,-0.657,-0.826,-0.666,2
-0.863,-0.778,-0.466,-0.726,-0.544,-0.599,-0.607,-0.542,-0.636,-0.919,-0.559,-0.766,-0.826,2
-1.061,-0.545,-0.297,-0.639,-0.435,-0.513,-0.505,-0.564,-0.68,-0.887,-0.654,-0.798,-0.607,2
-1.173,-0.411,-0.167,-0.422,-0.535,-0.605,-0.606,-0.43,-0.663,-0.876,-0.559,-0.685,-0.34,2
-1.316,-0.619,-0.337,-0.668,-0.537,-0.577,-0.597,-0.601,-0.811,-1.012,-0.79,-0.894,-0.561,2
-1.165,-0.604,-0.332,-0.695,-0.584,-0.631,-0.634,-0.535,-0.784,-1.009,-0.718,-0.819,-0.643,2
-1.131,-0.673,-0.379,-0.67,-0.647,-0.677,-0.69,-0.428,-0.638,-0.837,-0.628,-0.769,-0.452,2
-1.366,-0.983,-0.74,-1.002,-0.802,-0.808,-0.855,-0.653,-0.874,-1.051,-0.932,-1.016,-0.821,2
-1.135,-0.754,-0.398,-0.805,-0.547,-0.609,-0.635,-0.537,-0.677,-0.894,-0.675,-0.786,-0.479,2
-1.273,-0.689,-0.347,-0.753,-0.511,-0.574,-0.535,-0.433,-0.729,-0.949,-0.747,-0.83,-0.541,2
-1.213,-0.916,-0.645,-0.922,-0.663,-0.654,-0.702,-0.567,-0.777,-0.989,-0.794,-0.924,-0.673,2
-1.221,-0.838,-0.541,-0.808,-0.638,-0.662,-0.685,-0.472,-0.683,-0.908,-0.689,-0.829,-0.512,2
-1.077,-0.749,-0.425,-0.721,-0.531,-0.585,-0.582,-0.463,-0.704,-0.907,-0.667,-0.807,-0.605,2
-1.29,-0.959,-0.708,-0.989,-0.764,-0.778,-0.846,-0.605,-0.82,-1.017,-0.834,-0.932,-0.755,2
-1.168,-0.691,-0.376,-0.692,-0.637,-0.653,-0.659,-0.451,-0.709,-0.883,-0.673,-0.787,-0.48,2
-1.265,-0.608,-0.439,-0.652,-0.575,-0.549,-0.616,-0.685,-0.874,-1.006,-0.893,-0.966,-0.625,2
-1.095,-0.742,-0.305,-0.869,-0.435,-0.537,-0.498,-0.399,-0.629,-0.886,-0.594,-0.716,-0.528,2
-1.144,-0.591,-0.284,-0.558,-0.576,-0.632,-0.642,-0.407,-0.624,-0.848,-0.545,-0.678,-0.342,2
-1.111,-0.653,-0.392,-0.713,-0.57,-0.612,-0.64,-0.595,-0.781,-0.959,-0.726,-0.835,-0.696,2
-1.106,-0.914,-0.57,-0.892,-0.667,-0.714,-0.739,-0.659,-0.802,-1.029,-0.756,-0.916,-0.853,2
-1.148,-0.761,-0.44,-0.756,-0.541,-0.579,-0.579,-0.488,-0.699,-0.932,-0.699,-0.857,-0.657,2
-1.12,-0.797,-0.438,-0.838,-0.557,-0.625,-0.627,-0.488,-0.664,-0.964,-0.612,-0.801,-0.54,2
-1.422,-1.064,-0.852,-1.107,-0.812,-0.818,-0.862,-0.649,-0.898,-1.073,-1.045,-1.115,-0.883,2
-1.192,-0.445,-0.234,-0.456,-0.57,-0.633,-0.649,-0.463,-0.678,-0.881,-0.602,-0.714,-0.385,2
-1.288,-0.876,-0.623,-0.863,-0.632,-0.634,-0.639,-0.444,-0.716,-0.951,-0.847,-0.986,-0.813,2
-1.237,-0.54,-0.304,-0.528,-0.599,-0.63,-0.649,-0.454,-0.704,-0.909,-0.655,-0.75,-0.334,2
-1.275,-1.015,-0.771,-1.027,-0.81,-0.825,-0.877,-0.639,-0.842,-1.072,-0.911,-0.991,-0.834,2
-1.192,-0.81,-0.478,-0.857,-0.579,-0.62,-0.613,-0.438,-0.671,-0.938,-0.71,-0.819,-0.657,2
-1.108,-0.726,-0.452,-0.619,-0.567,-0.626,-0.625,-0.498,-0.696,-0.934,-0.703,-0.857,-0.594,2
-1.231,-0.703,-0.389,-0.713,-0.519,-0.559,-0.548,-0.49,-0.734,-0.945,-0.735,-0.852,-0.552,2
-1.229,-0.778,-0.494,-0.896,-0.619,-0.673,-0.66,-0.446,-0.683,-1.004,-0.75,-0.852,-0.573,2
-1.28,-0.944,-0.667,-0.923,-0.713,-0.724,-0.775,-0.478,-0.74,-0.949,-0.828,-0.932,-0.717,2
-1.22,-0.9,-0.645,-0.925,-0.681,-0.663,-0.725,-0.597,-0.787,-0.97,-0.801,-0.918,-0.717,2
-0.927,-0.759,-0.598,-0.818,-0.684,-0.754,-0.81,-0.686,-0.756,-0.974,-0.684,-0.82,-0.708,2
-1.227,-0.598,-0.191,-0.77,-0.367,-0.496,-0.401,-0.596,-0.768,-0.93,-0.81,-0.922,-0.723,3
-1.282,-0.644,-0.372,-0.812,-0.526,-0.604,-0.595,-0.604,-0.784,-0.936,-0.862,-0.95,-0.748,3
-1.208,-0.65,-0.302,-0.846,-0.432,-0.536,-0.448,-0.522,-0.662,-0.834,-0.838,-0.928,-0.757,3
-1.226,-0.49,-0.217,-0.666,-0.45,-0.509,-0.493,-0.636,-0.787,-0.898,-0.775,-0.846,-0.557,3
-1.249,-0.649,-0.321,-0.867,-0.448,-0.562,-0.512,-0.51,-0.687,-0.848,-0.835,-0.902,-0.761,3
-1.243,-0.68,-0.409,-0.802,-0.483,-0.528,-0.541,-0.656,-0.82,-0.962,-0.887,-0.99,-0.793,3
