@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,7,10-12,14,20-21,23-24,26,32-33,37-38,40-41'

@attribute A2 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.862,-0.857,-0.779,-1.331,-0.914,-0.845,-0.78,-1.331,-0.992,-0.874,-0.63,-0.861,-0.571,-0.952,-0.642,-0.648,2
-0.632,-0.557,-0.566,-1.049,-0.736,-0.689,-0.601,-1.049,-0.955,-0.735,-0.603,-0.647,-0.436,-0.835,-0.564,-0.582,2
-0.727,-0.735,-0.733,-1.193,-0.803,-0.748,-0.725,-1.193,-0.978,-0.781,-0.588,-0.753,-0.469,-0.883,-0.592,-0.639,2
-0.697,-0.749,-0.889,-1.071,-0.784,-0.759,-0.974,-1.071,-0.877,-0.705,-0.595,-0.672,-0.556,-0.796,-0.605,-0.712,2
-0.873,-0.869,-0.934,-1.15,-0.842,-0.813,-1.028,-1.15,-1.037,-0.761,-0.608,-0.818,-0.681,-0.964,-0.744,-0.819,2
-0.608,-0.606,-0.841,-1.044,-0.673,-0.638,-0.69,-1.044,-0.789,-0.517,-0.337,-0.579,-0.366,-0.739,-0.507,-0.51,2
-0.583,-0.604,-0.934,-1.011,-0.672,-0.653,-0.816,-1.011,-0.999,-0.688,-0.586,-0.61,-0.622,-0.765,-0.587,-0.706,2
-0.586,-0.572,-0.652,-1.102,-0.635,-0.613,-0.522,-1.102,-0.868,-0.571,-0.4,-0.593,-0.328,-0.746,-0.453,-0.489,2
-0.483,-0.538,-0.649,-1.013,-0.584,-0.557,-0.704,-1.013,-0.901,-0.602,-0.425,-0.568,-0.433,-0.692,-0.467,-0.551,2
-0.748,-0.726,-0.818,-1.119,-0.796,-0.736,-0.854,-1.119,-0.972,-0.676,-0.505,-0.71,-0.588,-0.843,-0.638,-0.71,2
-0.784,-0.784,-0.849,-1.108,-0.764,-0.719,-0.905,-1.108,-0.991,-0.67,-0.484,-0.72,-0.615,-0.847,-0.621,-0.712,2
-0.749,-0.756,-0.937,-1.111,-0.847,-0.831,-0.994,-1.111,-1.079,-0.723,-0.604,-0.67,-0.628,-0.817,-0.614,-0.71,2
-0.533,-0.503,-0.502,-1.013,-0.585,-0.56,-0.344,-1.013,-0.909,-0.636,-0.488,-0.65,-0.407,-0.827,-0.563,-0.596,2
-0.688,-0.693,-0.702,-1.241,-0.816,-0.738,-0.756,-1.241,-0.976,-0.711,-0.435,-0.71,-0.465,-0.81,-0.504,-0.465,2
-0.71,-0.703,-0.713,-1.156,-0.754,-0.702,-0.709,-1.156,-0.91,-0.642,-0.414,-0.691,-0.496,-0.779,-0.522,-0.529,2
-0.692,-0.698,-0.812,-1.124,-0.78,-0.75,-0.824,-1.124,-1.024,-0.77,-0.648,-0.697,-0.477,-0.851,-0.587,-0.617,2
-0.79,-0.818,-0.85,-1.241,-0.882,-0.819,-0.816,-1.241,-0.915,-0.711,-0.462,-0.73,-0.42,-0.833,-0.517,-0.506,2
-0.895,-0.886,-0.906,-1.295,-0.906,-0.825,-0.879,-1.295,-1.072,-0.789,-0.543,-0.832,-0.672,-0.948,-0.683,-0.762,2
-0.73,-0.762,-0.809,-1.226,-0.796,-0.735,-0.777,-1.226,-0.97,-0.724,-0.509,-0.736,-0.593,-0.841,-0.596,-0.627,2
-0.622,-0.606,-0.775,-1.058,-0.741,-0.716,-0.84,-1.058,-1.056,-0.735,-0.599,-0.643,-0.412,-0.804,-0.549,-0.497,2
-0.692,-0.695,-0.825,-1.058,-0.768,-0.729,-0.811,-1.058,-0.981,-0.686,-0.542,-0.671,-0.566,-0.804,-0.589,-0.657,2
-0.968,-1,-1.071,-1.322,-1.05,-1.01,-1.095,-1.322,-1.106,-0.937,-0.752,-0.912,-0.777,-1.01,-0.786,-0.834,2
-0.695,-0.721,-0.793,-1.087,-0.797,-0.768,-0.85,-1.087,-1.062,-0.731,-0.603,-0.711,-0.553,-0.831,-0.603,-0.654,2
-0.682,-0.697,-0.835,-1.151,-0.762,-0.719,-0.706,-1.151,-1.036,-0.8,-0.682,-0.746,-0.582,-0.887,-0.638,-0.665,2
-0.672,-0.688,-0.874,-1.066,-0.809,-0.787,-1.001,-1.066,-1.03,-0.719,-0.627,-0.611,-0.451,-0.781,-0.525,-0.584,2
-0.69,-0.728,-0.883,-1.13,-0.822,-0.798,-0.951,-1.13,-1.08,-0.752,-0.633,-0.663,-0.58,-0.812,-0.594,-0.656,2
-0.738,-0.749,-0.815,-1.171,-0.819,-0.798,-0.737,-1.171,-1.062,-0.745,-0.543,-0.763,-0.568,-0.89,-0.626,-0.67,2
-0.481,-0.437,-0.614,-0.867,-0.539,-0.548,-0.503,-0.867,-0.802,-0.484,-0.368,-0.505,-0.311,-0.698,-0.469,-0.478,2
-0.69,-0.715,-0.736,-1.132,-0.753,-0.719,-0.733,-1.132,-0.9,-0.676,-0.483,-0.682,-0.502,-0.814,-0.576,-0.646,2
-0.59,-0.634,-0.78,-1.014,-0.691,-0.657,-0.685,-1.014,-1.012,-0.612,-0.512,-0.625,-0.539,-0.741,-0.556,-0.613,2
-0.687,-0.686,-0.762,-1.098,-0.737,-0.68,-0.739,-1.098,-0.899,-0.677,-0.551,-0.661,-0.558,-0.793,-0.607,-0.66,2
-0.587,-0.61,-0.733,-0.991,-0.623,-0.582,-0.752,-0.991,-0.954,-0.634,-0.492,-0.618,-0.513,-0.754,-0.558,-0.619,2
-0.708,-0.765,-0.882,-1.184,-0.751,-0.729,-0.818,-1.184,-1.046,-0.808,-0.654,-0.781,-0.729,-0.879,-0.7,-0.807,2
-0.55,-0.595,-0.622,-0.998,-0.667,-0.647,-0.66,-0.998,-0.839,-0.599,-0.464,-0.562,-0.39,-0.7,-0.472,-0.549,2
-0.649,-0.671,-0.713,-1.048,-0.715,-0.72,-0.529,-1.048,-0.875,-0.71,-0.525,-0.749,-0.511,-0.923,-0.692,-0.694,2
-0.772,-0.769,-0.644,-1.265,-0.881,-0.825,-0.79,-1.265,-0.944,-0.746,-0.472,-0.714,-0.34,-0.835,-0.474,-0.398,2
-0.646,-0.673,-0.813,-1.139,-0.754,-0.718,-0.736,-1.139,-0.983,-0.757,-0.616,-0.682,-0.504,-0.841,-0.573,-0.551,2
-0.625,-0.626,-0.516,-1.199,-0.763,-0.735,-0.717,-1.199,-0.895,-0.677,-0.44,-0.618,-0.273,-0.746,-0.406,-0.325,2
-0.506,-0.456,-0.413,-0.901,-0.532,-0.508,-0.551,-0.901,-0.791,-0.516,-0.354,-0.506,-0.292,-0.655,-0.383,-0.4,2
-0.504,-0.453,-0.559,-0.821,-0.558,-0.488,-0.636,-0.821,-0.749,-0.553,-0.494,-0.495,-0.514,-0.708,-0.565,-0.749,2
-0.829,-0.861,-0.937,-1.224,-0.875,-0.828,-0.893,-1.224,-1.085,-0.812,-0.646,-0.82,-0.699,-0.928,-0.702,-0.78,2
-0.799,-0.806,-0.932,-1.141,-0.861,-0.802,-0.937,-1.141,-0.951,-0.755,-0.588,-0.749,-0.707,-0.862,-0.679,-0.794,2
-0.626,-0.64,-0.831,-1.124,-0.698,-0.646,-0.633,-1.124,-0.821,-0.546,-0.328,-0.62,-0.413,-0.749,-0.5,-0.524,2
