@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4-5,7-8,12-14,18,23,27-31,36,38,41'

@attribute A4 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A23 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.37,-0.248,-0.534,-0.339,-0.765,-0.616,-0.701,-0.658,-0.874,-0.801,-0.677,-0.588,-0.905,-1.153,-0.413,-0.384,2
-0.353,-0.355,-0.525,-0.438,-0.563,-0.494,-0.579,-0.602,-0.938,-0.715,-0.663,-0.6,-0.909,-0.939,-0.459,-0.446,2
-0.885,-0.748,-1.029,-0.838,-0.994,-0.813,-0.937,-0.853,-1.021,-1.034,-0.833,-0.733,-1.048,-1.375,-0.744,-0.828,2
-0.61,-0.473,-0.766,-0.546,-0.806,-0.669,-0.762,-0.722,-0.92,-0.887,-0.733,-0.676,-0.961,-1.18,-0.461,-0.519,2
-0.605,-0.422,-0.8,-0.537,-0.862,-0.622,-0.792,-0.664,-1.083,-0.992,-0.894,-0.815,-1.059,-1.278,-0.618,-0.701,2
-0.697,-0.606,-0.829,-0.657,-0.844,-0.696,-0.788,-0.718,-0.977,-0.881,-0.741,-0.656,-0.959,-1.191,-0.579,-0.641,2
-0.658,-0.562,-0.795,-0.648,-0.765,-0.659,-0.742,-0.711,-0.988,-0.794,-0.697,-0.659,-0.998,-1.117,-0.558,-0.664,2
-0.49,-0.421,-0.628,-0.485,-0.71,-0.621,-0.69,-0.674,-0.999,-0.771,-0.704,-0.659,-0.956,-1.031,-0.573,-0.549,2
-0.587,-0.464,-0.739,-0.549,-0.795,-0.606,-0.749,-0.688,-0.948,-0.893,-0.768,-0.689,-0.903,-1.167,-0.537,-0.636,2
-0.414,-0.363,-0.522,-0.378,-0.611,-0.372,-0.59,-0.493,-0.897,-0.742,-0.659,-0.604,-0.835,-0.966,-0.603,-0.648,2
-0.764,-0.614,-0.91,-0.713,-0.861,-0.659,-0.812,-0.721,-0.943,-0.898,-0.724,-0.655,-1,-1.246,-0.64,-0.713,2
-0.59,-0.574,-0.653,-0.578,-0.694,-0.752,-0.677,-0.746,-0.86,-0.684,-0.631,-0.594,-0.825,-0.889,-0.527,-0.611,2
-0.631,-0.487,-0.794,-0.597,-0.847,-0.689,-0.779,-0.708,-0.929,-0.847,-0.681,-0.58,-0.941,-1.235,-0.576,-0.592,2
-0.655,-0.608,-0.788,-0.67,-0.81,-0.806,-0.749,-0.765,-0.965,-0.883,-0.755,-0.69,-1.035,-1.159,-0.658,-0.698,2
-0.362,-0.268,-0.566,-0.419,-0.616,-0.406,-0.586,-0.467,-0.817,-0.715,-0.537,-0.472,-0.864,-1.151,-0.531,-0.451,2
-0.908,-0.767,-1.038,-0.85,-1.065,-0.936,-0.981,-0.937,-1.082,-1.047,-0.896,-0.804,-1.067,-1.381,-0.71,-0.77,2
-0.559,-0.431,-0.737,-0.515,-0.827,-0.661,-0.773,-0.71,-0.947,-0.879,-0.728,-0.672,-0.974,-1.213,-0.556,-0.563,2
-0.198,-0.245,-0.317,-0.262,-0.385,-0.475,-0.355,-0.461,-0.63,-0.445,-0.425,-0.458,-0.79,-0.596,-0.505,-0.446,2
-0.656,-0.548,-0.809,-0.628,-0.841,-0.791,-0.776,-0.765,-1.005,-0.867,-0.75,-0.644,-0.997,-1.212,-0.565,-0.59,2
-0.472,-0.422,-0.648,-0.524,-0.693,-0.568,-0.663,-0.636,-0.908,-0.758,-0.654,-0.603,-0.909,-1.075,-0.532,-0.553,2
-0.759,-0.649,-0.9,-0.71,-0.874,-0.738,-0.792,-0.712,-0.961,-0.931,-0.746,-0.631,-0.977,-1.295,-0.664,-0.731,2
-0.291,-0.304,-0.46,-0.425,-0.528,-0.278,-0.538,-0.405,-0.839,-0.649,-0.531,-0.458,-0.776,-0.99,-0.518,-0.492,2
-0.521,-0.457,-0.677,-0.518,-0.754,-0.669,-0.699,-0.686,-0.937,-0.829,-0.702,-0.638,-0.902,-1.117,-0.516,-0.56,2
-0.791,-0.665,-0.94,-0.759,-0.954,-0.783,-0.887,-0.811,-0.965,-0.973,-0.759,-0.667,-1.009,-1.346,-0.681,-0.715,2
-0.635,-0.553,-0.76,-0.618,-0.794,-0.738,-0.734,-0.721,-1.047,-0.845,-0.773,-0.71,-0.996,-1.129,-0.665,-0.686,2
-0.372,-0.376,-0.552,-0.444,-0.701,-0.539,-0.664,-0.619,-0.852,-0.692,-0.559,-0.479,-0.847,-1.118,-0.477,-0.364,2
-0.431,-0.312,-0.622,-0.457,-0.689,-0.5,-0.65,-0.554,-0.886,-0.802,-0.627,-0.562,-0.918,-1.186,-0.549,-0.494,2
-0.561,-0.367,-0.729,-0.465,-0.75,-0.459,-0.685,-0.531,-0.917,-0.903,-0.719,-0.615,-0.864,-1.252,-0.549,-0.61,2
-0.537,-0.445,-0.73,-0.569,-0.792,-0.723,-0.73,-0.698,-0.882,-0.837,-0.672,-0.604,-0.936,-1.16,-0.482,-0.476,2
-0.606,-0.532,-0.746,-0.588,-0.865,-0.849,-0.83,-0.821,-1.118,-0.934,-0.829,-0.772,-1.133,-1.182,-0.616,-0.605,2
-0.835,-0.678,-0.979,-0.788,-0.885,-0.707,-0.825,-0.749,-0.95,-0.92,-0.728,-0.651,-0.99,-1.285,-0.695,-0.758,2
-0.481,-0.443,-0.619,-0.497,-0.638,-0.475,-0.599,-0.527,-0.821,-0.612,-0.53,-0.468,-0.833,-0.977,-0.419,-0.456,2
-0.79,-0.701,-0.918,-0.772,-0.924,-0.861,-0.869,-0.848,-1.094,-0.939,-0.83,-0.749,-1.041,-1.24,-0.71,-0.747,2
-0.533,-0.455,-0.647,-0.48,-0.714,-0.638,-0.694,-0.671,-0.868,-0.752,-0.652,-0.62,-0.874,-1.013,-0.443,-0.511,2
-0.404,-0.324,-0.587,-0.451,-0.673,-0.399,-0.648,-0.536,-0.958,-0.807,-0.733,-0.651,-0.918,-1.076,-0.512,-0.538,2
-0.714,-0.613,-0.846,-0.678,-0.858,-0.795,-0.805,-0.785,-1.034,-0.872,-0.756,-0.678,-0.981,-1.183,-0.638,-0.666,2
-0.434,-0.438,-0.595,-0.492,-0.665,-0.729,-0.654,-0.697,-0.913,-0.746,-0.666,-0.628,-0.878,-0.984,-0.546,-0.569,2
-0.521,-0.503,-0.672,-0.584,-0.731,-0.666,-0.711,-0.713,-1.038,-0.843,-0.762,-0.721,-0.98,-1.077,-0.707,-0.666,2
-0.753,-0.636,-0.882,-0.704,-0.947,-0.9,-0.887,-0.876,-1.049,-0.936,-0.815,-0.74,-1.007,-1.239,-0.621,-0.654,2
-0.618,-0.564,-0.719,-0.598,-0.79,-0.748,-0.754,-0.739,-0.924,-0.784,-0.664,-0.623,-0.883,-1.045,-0.5,-0.561,2
-0.575,-0.49,-0.713,-0.572,-0.749,-0.738,-0.73,-0.752,-0.899,-0.822,-0.687,-0.658,-0.983,-1.105,-0.574,-0.575,2
-0.407,-0.378,-0.513,-0.418,-0.669,-0.579,-0.671,-0.697,-0.953,-0.71,-0.678,-0.609,-0.85,-0.904,-0.499,-0.523,2
-0.247,-0.28,-0.353,-0.291,-0.439,-0.499,-0.396,-0.473,-0.681,-0.5,-0.463,-0.489,-0.814,-0.653,-0.523,-0.467,2
-0.389,-0.298,-0.489,-0.31,-0.676,-0.41,-0.628,-0.507,-0.933,-0.772,-0.727,-0.678,-0.869,-1.01,-0.505,-0.516,2
-0.494,-0.411,-0.641,-0.49,-0.704,-0.604,-0.661,-0.626,-0.862,-0.718,-0.602,-0.525,-0.878,-1.048,-0.476,-0.506,2
-0.409,-0.32,-0.599,-0.422,-0.634,-0.27,-0.628,-0.489,-0.915,-0.83,-0.737,-0.657,-0.926,-1.061,-0.524,-0.6,2
-0.617,-0.526,-0.752,-0.578,-0.803,-0.734,-0.766,-0.745,-1.019,-0.851,-0.764,-0.705,-0.962,-1.1,-0.608,-0.648,2
-0.658,-0.625,-0.773,-0.676,-0.74,-0.702,-0.758,-0.798,-0.894,-0.807,-0.741,-0.707,-0.937,-0.964,-0.52,-0.612,2
-0.653,-0.623,-0.766,-0.663,-0.737,-0.674,-0.708,-0.716,-0.867,-0.726,-0.614,-0.536,-0.842,-1.035,-0.579,-0.616,2
-0.68,-0.622,-0.826,-0.665,-0.846,-0.692,-0.788,-0.719,-0.988,-0.895,-0.775,-0.701,-0.948,-1.169,-0.609,-0.69,2
-0.354,-0.229,-0.602,-0.39,-0.707,-0.531,-0.655,-0.562,-0.891,-0.89,-0.743,-0.677,-0.855,-1.164,-0.489,-0.523,3
-0.425,-0.273,-0.642,-0.437,-0.63,-0.372,-0.618,-0.471,-0.768,-0.827,-0.623,-0.555,-0.769,-1.167,-0.587,-0.681,3
-0.468,-0.263,-0.695,-0.433,-0.773,-0.538,-0.706,-0.587,-0.946,-0.973,-0.827,-0.77,-0.922,-1.207,-0.624,-0.694,3
-0.269,-0.154,-0.469,-0.289,-0.525,-0.323,-0.535,-0.338,-0.884,-0.909,-0.736,-0.662,-0.893,-1.23,-0.635,-0.615,3
-0.233,-0.087,-0.496,-0.288,-0.496,-0.379,-0.507,-0.399,-0.772,-0.835,-0.63,-0.576,-0.825,-1.17,-0.577,-0.557,3
-0.429,-0.26,-0.642,-0.391,-0.657,-0.437,-0.638,-0.525,-0.849,-0.894,-0.742,-0.696,-0.891,-1.166,-0.675,-0.686,3
-0.408,-0.242,-0.639,-0.419,-0.697,-0.505,-0.654,-0.566,-0.913,-0.921,-0.788,-0.738,-0.93,-1.171,-0.534,-0.598,3
-0.501,-0.336,-0.758,-0.494,-0.795,-0.599,-0.738,-0.648,-0.994,-1.021,-0.868,-0.811,-0.997,-1.284,-0.606,-0.646,3
-0.225,-0.175,-0.464,-0.358,-0.434,-0.231,-0.424,-0.291,-0.639,-0.637,-0.45,-0.364,-0.597,-1.014,-0.491,-0.576,3
-0.439,-0.269,-0.654,-0.425,-0.722,-0.514,-0.694,-0.582,-0.962,-0.952,-0.832,-0.782,-0.959,-1.182,-0.634,-0.68,3
-0.476,-0.386,-0.709,-0.546,-0.672,-0.562,-0.659,-0.609,-0.876,-0.95,-0.768,-0.735,-0.948,-1.228,-0.723,-0.767,3
-0.415,-0.215,-0.694,-0.432,-0.722,-0.586,-0.663,-0.568,-0.965,-1.059,-0.895,-0.837,-1,-1.287,-0.623,-0.67,3
-0.346,-0.221,-0.603,-0.385,-0.674,-0.477,-0.647,-0.551,-0.905,-0.885,-0.746,-0.692,-0.897,-1.162,-0.584,-0.607,3
-0.331,-0.226,-0.575,-0.379,-0.559,-0.468,-0.576,-0.457,-0.898,-0.914,-0.772,-0.721,-0.917,-1.18,-0.616,-0.673,3
-0.443,-0.312,-0.689,-0.494,-0.637,-0.53,-0.606,-0.558,-0.814,-0.913,-0.721,-0.673,-0.892,-1.193,-0.66,-0.711,3
-0.403,-0.237,-0.651,-0.417,-0.67,-0.441,-0.649,-0.521,-0.867,-0.896,-0.746,-0.696,-0.881,-1.161,-0.658,-0.694,3
-0.409,-0.226,-0.643,-0.402,-0.6,-0.473,-0.612,-0.452,-0.984,-1.002,-0.848,-0.795,-1.014,-1.287,-0.663,-0.73,3
-0.367,-0.167,-0.606,-0.343,-0.636,-0.374,-0.635,-0.438,-0.944,-0.986,-0.815,-0.746,-0.975,-1.278,-0.686,-0.698,3
-0.425,-0.25,-0.683,-0.444,-0.692,-0.494,-0.668,-0.556,-0.902,-0.942,-0.796,-0.744,-0.913,-1.187,-0.647,-0.686,3
-0.39,-0.254,-0.67,-0.409,-0.624,-0.391,-0.597,-0.48,-0.826,-0.831,-0.654,-0.584,-0.843,-1.161,-0.627,-0.648,3
-0.436,-0.295,-0.646,-0.446,-0.619,-0.425,-0.604,-0.481,-0.858,-0.877,-0.715,-0.644,-0.861,-1.188,-0.645,-0.714,3
-0.453,-0.317,-0.686,-0.487,-0.716,-0.574,-0.666,-0.588,-0.929,-0.948,-0.795,-0.737,-0.947,-1.206,-0.652,-0.685,3
-0.294,-0.082,-0.535,-0.257,-0.553,-0.332,-0.538,-0.42,-0.777,-0.784,-0.642,-0.587,-0.788,-1.061,-0.584,-0.575,3
-0.435,-0.24,-0.678,-0.407,-0.62,-0.369,-0.616,-0.457,-0.921,-0.857,-0.749,-0.682,-0.892,-1.151,-0.675,-0.766,3
-0.397,-0.233,-0.66,-0.439,-0.689,-0.568,-0.649,-0.576,-0.85,-0.931,-0.758,-0.691,-0.872,-1.218,-0.633,-0.655,3
-0.465,-0.327,-0.712,-0.511,-0.755,-0.629,-0.7,-0.622,-0.94,-0.955,-0.796,-0.736,-0.951,-1.228,-0.619,-0.703,3
-0.628,-0.453,-0.861,-0.626,-0.809,-0.584,-0.782,-0.664,-0.974,-1.05,-0.878,-0.84,-1.034,-1.31,-0.779,-0.871,3
-0.352,-0.213,-0.573,-0.375,-0.63,-0.46,-0.627,-0.525,-0.838,-0.895,-0.726,-0.678,-0.829,-1.144,-0.585,-0.572,3
-0.263,-0.125,-0.526,-0.276,-0.462,-0.235,-0.498,-0.339,-0.732,-0.73,-0.538,-0.464,-0.74,-1.143,-0.654,-0.625,3
-0.397,-0.229,-0.606,-0.352,-0.688,-0.491,-0.66,-0.552,-0.877,-0.863,-0.712,-0.633,-0.858,-1.168,-0.547,-0.541,3
-0.498,-0.329,-0.759,-0.5,-0.719,-0.581,-0.708,-0.625,-0.951,-0.993,-0.846,-0.777,-0.951,-1.262,-0.663,-0.751,3
-0.464,-0.381,-0.721,-0.556,-0.661,-0.604,-0.646,-0.624,-0.851,-0.945,-0.747,-0.683,-0.875,-1.23,-0.686,-0.743,3
-0.613,-0.503,-0.817,-0.637,-0.798,-0.614,-0.75,-0.651,-0.841,-0.935,-0.729,-0.655,-0.886,-1.272,-0.688,-0.727,3
-0.351,-0.2,-0.6,-0.397,-0.665,-0.547,-0.637,-0.57,-0.873,-0.928,-0.774,-0.719,-0.875,-1.164,-0.58,-0.625,3
-0.456,-0.295,-0.716,-0.491,-0.765,-0.618,-0.708,-0.634,-1.011,-0.982,-0.868,-0.812,-0.999,-1.223,-0.642,-0.701,3
-0.489,-0.332,-0.735,-0.527,-0.683,-0.537,-0.691,-0.601,-0.843,-0.946,-0.735,-0.69,-0.915,-1.266,-0.689,-0.737,3
-0.621,-0.411,-0.834,-0.587,-0.807,-0.608,-0.775,-0.669,-0.936,-1.026,-0.843,-0.8,-0.997,-1.302,-0.708,-0.803,3
-0.683,-0.464,-0.923,-0.643,-0.936,-0.721,-0.883,-0.779,-1.122,-1.153,-1.015,-0.966,-1.109,-1.375,-0.755,-0.868,3
-0.507,-0.325,-0.76,-0.488,-0.776,-0.478,-0.739,-0.58,-0.933,-0.988,-0.807,-0.746,-0.933,-1.278,-0.692,-0.75,3
-0.498,-0.322,-0.717,-0.467,-0.669,-0.354,-0.665,-0.495,-0.863,-0.885,-0.741,-0.685,-0.868,-1.141,-0.648,-0.709,3
-0.207,-0.086,-0.467,-0.282,-0.466,-0.213,-0.489,-0.311,-0.781,-0.816,-0.633,-0.582,-0.825,-1.144,-0.631,-0.617,3
-0.357,-0.171,-0.6,-0.332,-0.611,-0.442,-0.603,-0.514,-0.801,-0.824,-0.657,-0.605,-0.851,-1.137,-0.517,-0.579,3
-0.544,-0.357,-0.789,-0.538,-0.841,-0.62,-0.782,-0.669,-1.034,-1.092,-0.953,-0.904,-1.004,-1.294,-0.699,-0.786,3
-0.67,-0.527,-0.867,-0.651,-0.824,-0.615,-0.809,-0.702,-0.904,-0.973,-0.796,-0.724,-0.952,-1.268,-0.708,-0.799,3
-0.45,-0.296,-0.696,-0.449,-0.77,-0.588,-0.697,-0.617,-0.943,-0.975,-0.813,-0.745,-0.922,-1.243,-0.56,-0.609,3
-0.613,-0.463,-0.842,-0.627,-0.917,-0.759,-0.852,-0.768,-1.098,-1.143,-1.02,-0.969,-1.077,-1.338,-0.769,-0.841,3
-0.485,-0.297,-0.716,-0.471,-0.773,-0.631,-0.734,-0.653,-0.978,-1.024,-0.874,-0.822,-0.992,-1.273,-0.616,-0.7,3
-0.518,-0.339,-0.719,-0.477,-0.769,-0.576,-0.737,-0.643,-1.044,-1.027,-0.916,-0.872,-1.025,-1.246,-0.681,-0.727,3
-0.511,-0.307,-0.751,-0.493,-0.823,-0.639,-0.751,-0.643,-0.975,-1.032,-0.874,-0.802,-0.974,-1.294,-0.575,-0.647,3
-0.584,-0.359,-0.814,-0.536,-0.904,-0.664,-0.838,-0.725,-1.045,-1.128,-0.989,-0.948,-1.082,-1.313,-0.72,-0.811,3
-0.94,-0.902,-1.032,-0.926,-0.833,-0.977,-0.792,-0.823,-1.15,-0.871,-0.765,-0.71,-1.122,-1.276,-0.836,-0.889,4
-1.018,-0.951,-1.114,-0.988,-0.971,-1.089,-0.92,-0.933,-1.215,-1.075,-0.947,-0.911,-1.215,-1.388,-0.919,-1.004,4
-0.984,-0.915,-1.074,-0.953,-0.936,-0.981,-0.9,-0.913,-1.178,-0.95,-0.846,-0.816,-1.187,-1.295,-0.871,-0.923,4
-0.656,-0.629,-0.758,-0.652,-0.732,-0.69,-0.71,-0.68,-1.038,-0.763,-0.691,-0.679,-0.995,-1.044,-0.764,-0.738,4
-0.931,-0.889,-1.014,-0.921,-0.885,-1.051,-0.865,-0.939,-1.168,-0.935,-0.845,-0.819,-1.152,-1.224,-0.865,-0.901,4
-0.756,-0.728,-0.844,-0.755,-0.79,-0.814,-0.771,-0.795,-1.043,-0.764,-0.69,-0.689,-1.075,-1.116,-0.805,-0.757,4
-0.836,-0.769,-0.943,-0.818,-0.863,-0.892,-0.835,-0.838,-1.103,-0.884,-0.787,-0.758,-1.087,-1.206,-0.75,-0.793,4
-0.837,-0.811,-0.913,-0.828,-0.869,-0.911,-0.811,-0.817,-1.092,-0.923,-0.82,-0.812,-1.107,-1.196,-0.828,-0.862,4
-0.878,-0.837,-0.987,-0.879,-0.855,-1.018,-0.827,-0.87,-1.109,-0.918,-0.798,-0.775,-1.109,-1.265,-0.756,-0.82,4
-0.78,-0.748,-0.869,-0.776,-0.809,-0.806,-0.789,-0.79,-1.045,-0.79,-0.701,-0.687,-1.051,-1.137,-0.799,-0.764,4
-0.711,-0.612,-0.832,-0.668,-0.772,-0.812,-0.731,-0.717,-1.087,-0.83,-0.757,-0.742,-1.076,-1.152,-0.702,-0.751,4
-0.828,-0.817,-0.914,-0.822,-0.768,-0.919,-0.747,-0.799,-1.032,-0.788,-0.66,-0.628,-0.998,-1.174,-0.681,-0.718,4
-0.834,-0.804,-0.935,-0.837,-0.813,-0.989,-0.79,-0.836,-1.07,-0.864,-0.742,-0.725,-1.065,-1.209,-0.718,-0.781,4
