@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R8-9,12-13,21-24,26-28,31,38,41'

@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A31 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.705,-0.62,-0.909,-0.83,-1.27,-1.019,-1.035,-0.917,-0.721,-1.027,-0.877,-1.27,-0.693,2
-0.517,-0.452,-0.839,-0.695,-1.13,-0.882,-0.929,-0.771,-0.6,-0.882,-0.75,-1.13,-0.549,2
-0.466,-0.376,-0.747,-0.562,-1.265,-0.901,-0.933,-0.706,-0.413,-0.878,-0.694,-1.265,-0.518,2
-0.497,-0.409,-0.727,-0.584,-1.154,-0.833,-0.907,-0.649,-0.402,-0.817,-0.659,-1.154,-0.553,2
-0.494,-0.451,-0.729,-0.663,-1.116,-0.768,-0.87,-0.659,-0.489,-0.814,-0.651,-1.116,-0.503,2
-0.369,-0.277,-0.602,-0.476,-0.987,-0.731,-0.822,-0.609,-0.411,-0.732,-0.61,-0.987,-0.374,2
-0.431,-0.339,-0.644,-0.439,-0.992,-0.702,-0.781,-0.528,-0.299,-0.625,-0.501,-0.992,-0.418,2
-0.667,-0.592,-0.882,-0.848,-1.205,-0.939,-1.022,-0.822,-0.65,-0.951,-0.834,-1.205,-0.754,2
-0.394,-0.33,-0.646,-0.436,-1.04,-0.735,-0.908,-0.597,-0.476,-0.745,-0.652,-1.04,-0.511,2
-0.515,-0.477,-0.742,-0.635,-1.021,-0.799,-0.939,-0.687,-0.56,-0.791,-0.706,-1.021,-0.584,2
-0.608,-0.509,-0.925,-0.724,-1.322,-1.007,-1.009,-0.873,-0.618,-1.023,-0.829,-1.322,-0.629,2
-0.486,-0.462,-0.726,-0.675,-1.031,-0.79,-1.026,-0.686,-0.588,-0.787,-0.712,-1.031,-0.566,2
-0.493,-0.463,-0.71,-0.758,-0.935,-0.713,-0.802,-0.622,-0.525,-0.732,-0.633,-0.935,-0.595,2
-0.346,-0.25,-0.619,-0.197,-1.128,-0.823,-0.844,-0.66,-0.419,-0.802,-0.655,-1.128,-0.566,2
-0.524,-0.462,-0.881,-0.693,-1.254,-0.993,-1.002,-0.875,-0.653,-0.986,-0.825,-1.254,-0.643,2
-0.582,-0.487,-0.868,-0.684,-1.246,-0.904,-0.987,-0.737,-0.495,-0.878,-0.74,-1.246,-0.585,2
-0.442,-0.378,-0.662,-0.55,-1.032,-0.8,-0.907,-0.705,-0.599,-0.813,-0.716,-1.032,-0.541,2
-0.743,-0.682,-0.938,-0.892,-1.264,-1.016,-1.064,-0.88,-0.679,-0.992,-0.872,-1.264,-0.733,2
-0.509,-0.458,-0.761,-0.671,-1.186,-0.857,-0.94,-0.718,-0.55,-0.855,-0.726,-1.186,-0.539,2
-0.58,-0.529,-0.808,-0.667,-1.181,-0.878,-0.94,-0.738,-0.554,-0.869,-0.725,-1.181,-0.594,2
-0.61,-0.569,-0.691,-0.713,-1.01,-0.722,-0.789,-0.601,-0.423,-0.724,-0.578,-1.01,-0.607,2
-0.759,-0.715,-0.868,-0.848,-1.181,-0.902,-1.023,-0.786,-0.613,-0.904,-0.792,-1.181,-0.736,2
-0.524,-0.42,-0.805,-0.657,-1.306,-0.986,-1.03,-0.797,-0.531,-0.952,-0.789,-1.306,-0.571,2
-0.674,-0.643,-0.791,-0.722,-1.157,-0.785,-0.945,-0.647,-0.476,-0.8,-0.66,-1.157,-0.641,2
-0.451,-0.397,-0.724,-0.565,-1.107,-0.853,-0.964,-0.74,-0.57,-0.852,-0.729,-1.107,-0.552,2
-0.669,-0.627,-0.866,-0.855,-1.173,-0.908,-1.072,-0.783,-0.607,-0.918,-0.831,-1.173,-0.676,2
-0.402,-0.336,-0.603,-0.452,-1.036,-0.754,-0.922,-0.62,-0.498,-0.741,-0.664,-1.036,-0.582,2
-0.513,-0.481,-0.702,-0.518,-1.088,-0.847,-0.984,-0.723,-0.619,-0.823,-0.742,-1.088,-0.646,2
-0.446,-0.372,-0.687,-0.614,-1.016,-0.661,-0.843,-0.519,-0.322,-0.673,-0.564,-1.016,-0.408,2
-0.609,-0.497,-0.94,-0.737,-1.325,-0.976,-0.975,-0.833,-0.563,-0.99,-0.779,-1.325,-0.573,2
-0.634,-0.566,-0.825,-0.662,-1.171,-0.803,-0.86,-0.635,-0.398,-0.827,-0.665,-1.171,-0.623,2
-0.486,-0.419,-0.764,-0.655,-1.078,-0.861,-1.002,-0.747,-0.639,-0.839,-0.755,-1.078,-0.563,2
