@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,9-12,16-17,23-24,26,29-30,32-33,41'

@attribute A2 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.606,-0.508,-0.858,-1.002,-0.719,-0.632,-0.856,-1.016,-0.643,-0.554,-0.654,-0.961,-0.602,-0.552,2
-0.729,-0.447,-0.716,-1.198,-0.873,-0.704,-1.001,-1.035,-0.798,-0.597,-0.717,-0.992,-0.722,-0.437,2
-0.63,-0.526,-0.693,-0.848,-0.665,-0.772,-0.856,-0.956,-0.616,-0.658,-0.71,-0.97,-0.621,-0.498,2
-0.6,-0.4,-0.774,-1.044,-0.708,-0.625,-0.827,-0.971,-0.708,-0.555,-0.696,-1.022,-0.622,-0.548,2
-0.633,-0.392,-0.764,-1.121,-0.706,-0.525,-0.844,-1.004,-0.764,-0.599,-0.72,-0.983,-0.74,-0.616,2
-0.55,-0.393,-0.758,-1.015,-0.668,-0.599,-0.831,-0.852,-0.564,-0.432,-0.531,-0.818,-0.595,-0.446,2
-0.8,-0.554,-0.891,-1.235,-0.865,-0.689,-0.97,-0.903,-0.682,-0.447,-0.599,-0.951,-0.724,-0.546,2
-0.852,-0.629,-0.967,-1.273,-0.942,-0.82,-1.039,-1.087,-0.976,-0.817,-0.883,-1.064,-0.87,-0.737,2
-0.568,-0.372,-0.655,-1.038,-0.64,-0.571,-0.793,-0.915,-0.706,-0.585,-0.654,-0.871,-0.625,-0.495,2
-0.683,-0.403,-0.716,-1.172,-0.737,-0.61,-0.862,-0.927,-0.723,-0.526,-0.668,-1.01,-0.661,-0.449,2
-0.724,-0.528,-0.883,-1.091,-0.763,-0.627,-0.895,-0.915,-0.695,-0.515,-0.61,-0.906,-0.698,-0.648,2
-0.572,-0.344,-0.685,-1.012,-0.642,-0.423,-0.788,-0.956,-0.682,-0.549,-0.637,-0.886,-0.661,-0.499,2
-0.826,-0.623,-0.885,-1.181,-0.899,-0.846,-1.017,-1.058,-0.86,-0.733,-0.815,-1.05,-0.811,-0.659,2
-0.669,-0.523,-0.92,-1.156,-0.83,-0.735,-0.968,-1.12,-0.818,-0.665,-0.799,-1.142,-0.701,-0.555,2
-0.677,-0.473,-0.847,-1.147,-0.756,-0.593,-0.882,-0.96,-0.692,-0.511,-0.642,-0.997,-0.658,-0.446,2
-0.854,-0.565,-0.835,-1.337,-0.938,-0.709,-1.07,-1.1,-0.962,-0.736,-0.849,-1.077,-0.927,-0.689,2
-0.86,-0.702,-0.936,-1.199,-0.904,-0.764,-1.019,-1.058,-0.842,-0.702,-0.804,-1.084,-0.86,-0.647,2
-0.785,-0.467,-0.734,-1.239,-0.818,-0.598,-0.927,-0.969,-0.761,-0.505,-0.622,-0.91,-0.812,-0.6,2
-0.634,-0.319,-0.625,-1.165,-0.762,-0.625,-0.906,-0.944,-0.683,-0.555,-0.648,-0.961,-0.623,-0.416,2
-0.489,-0.218,-0.497,-0.999,-0.631,-0.518,-0.79,-0.914,-0.6,-0.467,-0.556,-0.849,-0.578,-0.447,2
-0.553,-0.423,-0.796,-0.948,-0.626,-0.585,-0.785,-0.888,-0.605,-0.493,-0.57,-0.824,-0.595,-0.41,2
-0.937,-0.734,-1.001,-1.265,-0.964,-0.848,-1.082,-1.057,-0.87,-0.668,-0.787,-1.077,-0.841,-0.699,2
-0.923,-0.707,-0.981,-1.281,-0.874,-0.669,-0.991,-0.978,-0.763,-0.545,-0.681,-1.026,-0.88,-0.675,2
-0.626,-0.445,-0.908,-1.156,-0.71,-0.639,-0.868,-0.891,-0.654,-0.44,-0.595,-0.951,-0.635,-0.432,2
-0.715,-0.508,-0.823,-1.175,-0.822,-0.704,-0.976,-1.03,-0.693,-0.477,-0.662,-1.042,-0.657,-0.451,2
-0.759,-0.488,-0.698,-1.224,-0.879,-0.746,-1.035,-1.026,-0.798,-0.592,-0.725,-1.035,-0.767,-0.49,2
-0.667,-0.512,-0.817,-1.042,-0.702,-0.591,-0.861,-0.768,-0.494,-0.307,-0.48,-0.856,-0.598,-0.337,2
-0.844,-0.657,-0.926,-1.195,-0.922,-0.881,-1.044,-1.047,-0.884,-0.753,-0.819,-1.025,-0.821,-0.664,2
-0.516,-0.366,-0.631,-0.946,-0.614,-0.6,-0.801,-0.954,-0.622,-0.529,-0.629,-0.931,-0.547,-0.385,2
-0.65,-0.539,-0.894,-1,-0.697,-0.633,-0.8,-0.782,-0.625,-0.473,-0.576,-0.84,-0.607,-0.602,2
-0.553,-0.373,-0.598,-0.991,-0.679,-0.581,-0.853,-0.914,-0.629,-0.539,-0.622,-0.893,-0.578,-0.462,2
-0.603,-0.483,-0.868,-0.956,-0.667,-0.691,-0.843,-1,-0.633,-0.597,-0.691,-1.043,-0.571,-0.562,2
-0.889,-0.569,-0.86,-1.282,-0.928,-0.641,-0.985,-0.998,-0.761,-0.512,-0.666,-1.004,-0.791,-0.564,2
-0.593,-0.308,-0.626,-1.158,-0.659,-0.418,-0.775,-0.85,-0.687,-0.426,-0.561,-0.798,-0.745,-0.399,2
-0.808,-0.658,-0.904,-1.094,-0.8,-0.735,-0.954,-0.927,-0.637,-0.45,-0.618,-0.959,-0.693,-0.614,2
-0.883,-0.611,-0.915,-1.28,-0.89,-0.648,-0.998,-1.002,-0.812,-0.59,-0.71,-0.976,-0.858,-0.709,2
-0.724,-0.443,-0.703,-1.18,-0.829,-0.67,-0.969,-1.032,-0.78,-0.624,-0.729,-1.023,-0.703,-0.489,2
-0.667,-0.554,-0.91,-1.111,-0.796,-0.763,-0.934,-1.074,-0.74,-0.604,-0.747,-1.12,-0.653,-0.539,2
-0.631,-0.374,-0.695,-1.152,-0.757,-0.628,-0.883,-0.939,-0.651,-0.493,-0.602,-0.929,-0.605,-0.402,2
-0.752,-0.609,-0.871,-1.038,-0.769,-0.67,-0.886,-0.911,-0.624,-0.444,-0.572,-0.871,-0.677,-0.598,2
-0.784,-0.549,-0.85,-1.189,-0.822,-0.626,-0.925,-0.861,-0.614,-0.355,-0.524,-0.865,-0.719,-0.51,2
-0.808,-0.493,-0.825,-1.293,-0.845,-0.671,-0.915,-1.029,-0.862,-0.653,-0.765,-1.023,-0.857,-0.642,2
-0.655,-0.556,-0.895,-1.021,-0.733,-0.717,-0.871,-0.931,-0.627,-0.478,-0.599,-0.938,-0.618,-0.513,2
-0.924,-0.762,-1.03,-1.267,-0.9,-0.723,-1.02,-0.968,-0.77,-0.507,-0.657,-0.989,-0.899,-0.768,2
-0.602,-0.352,-0.678,-1.038,-0.661,-0.385,-0.792,-0.957,-0.681,-0.538,-0.634,-0.89,-0.671,-0.522,2
-0.633,-0.407,-0.66,-1.126,-0.779,-0.588,-0.895,-0.988,-0.788,-0.629,-0.698,-0.907,-0.694,-0.482,2
-0.666,-0.395,-0.602,-1.075,-0.767,-0.625,-0.898,-0.951,-0.764,-0.651,-0.742,-0.961,-0.699,-0.487,2
-0.779,-0.588,-0.958,-1.193,-0.803,-0.718,-0.954,-1.107,-0.853,-0.713,-0.828,-1.109,-0.82,-0.718,2
-0.614,-0.418,-0.847,-1.106,-0.733,-0.601,-0.857,-0.915,-0.704,-0.499,-0.644,-0.963,-0.633,-0.406,2
-1.033,-0.834,-1.078,-1.32,-1.01,-0.854,-1.117,-1.1,-0.954,-0.774,-0.884,-1.148,-0.968,-0.852,2
-0.661,-0.371,-0.776,-1.233,-0.758,-0.583,-0.876,-0.951,-0.866,-0.675,-0.744,-0.94,-0.842,-0.717,3
-0.423,-0.221,-0.643,-1.121,-0.481,-0.42,-0.647,-0.773,-0.574,-0.37,-0.466,-0.752,-0.691,-0.596,3
-0.71,-0.429,-0.784,-1.252,-0.798,-0.559,-0.938,-0.953,-0.911,-0.709,-0.806,-0.99,-0.851,-0.708,3
-0.741,-0.497,-0.84,-1.301,-0.834,-0.692,-0.976,-0.986,-0.936,-0.734,-0.824,-0.996,-0.903,-0.755,3
-0.536,-0.308,-0.682,-1.134,-0.588,-0.592,-0.752,-0.786,-0.681,-0.514,-0.609,-0.854,-0.754,-0.544,3
-0.533,-0.331,-0.754,-1.145,-0.628,-0.517,-0.801,-0.878,-0.755,-0.556,-0.645,-0.841,-0.763,-0.591,3
-0.568,-0.281,-0.652,-1.116,-0.651,-0.505,-0.808,-0.797,-0.692,-0.534,-0.603,-0.83,-0.744,-0.562,3
-0.591,-0.28,-0.707,-1.212,-0.656,-0.574,-0.813,-0.898,-0.81,-0.613,-0.705,-0.897,-0.834,-0.673,3
-0.57,-0.31,-0.726,-1.162,-0.596,-0.549,-0.787,-0.821,-0.757,-0.536,-0.644,-0.863,-0.773,-0.596,3
-0.753,-0.44,-0.82,-1.255,-0.792,-0.544,-0.918,-0.973,-0.903,-0.714,-0.803,-0.991,-0.882,-0.708,3
-0.633,-0.364,-0.698,-1.202,-0.741,-0.54,-0.906,-0.882,-0.853,-0.668,-0.73,-0.88,-0.839,-0.68,3
-0.74,-0.435,-0.809,-1.266,-0.786,-0.569,-0.914,-0.982,-0.902,-0.706,-0.804,-1.01,-0.887,-0.733,3
-0.775,-0.517,-0.763,-1.217,-0.862,-0.713,-1.013,-0.922,-0.868,-0.679,-0.768,-0.941,-0.828,-0.624,3
-0.505,-0.241,-0.579,-1.122,-0.641,-0.472,-0.758,-0.864,-0.703,-0.5,-0.581,-0.809,-0.64,-0.374,3
-0.399,-0.226,-0.749,-0.994,-0.397,-0.452,-0.523,-0.603,-0.48,-0.251,-0.333,-0.58,-0.635,-0.549,3
-0.563,-0.399,-0.776,-1.182,-0.695,-0.648,-0.884,-0.923,-0.889,-0.735,-0.785,-0.915,-0.782,-0.691,3
-0.53,-0.331,-0.834,-1.173,-0.667,-0.601,-0.843,-0.856,-0.843,-0.651,-0.737,-0.897,-0.746,-0.641,3
-0.915,-0.621,-0.928,-1.372,-1.006,-0.735,-1.127,-1.108,-1.104,-0.936,-0.992,-1.091,-1.037,-0.866,3
-0.803,-0.498,-0.861,-1.332,-0.854,-0.6,-0.993,-0.976,-0.984,-0.793,-0.872,-1.022,-0.978,-0.822,3
-0.56,-0.373,-0.816,-1.204,-0.699,-0.63,-0.866,-0.927,-0.898,-0.732,-0.798,-0.932,-0.789,-0.674,3
-0.571,-0.315,-0.659,-1.224,-0.704,-0.609,-0.853,-0.953,-0.836,-0.679,-0.754,-0.967,-0.775,-0.623,3
-0.569,-0.349,-0.757,-1.162,-0.62,-0.575,-0.841,-0.884,-0.794,-0.606,-0.701,-0.905,-0.808,-0.661,3
-0.585,-0.364,-0.779,-1.168,-0.606,-0.54,-0.795,-0.888,-0.776,-0.566,-0.665,-0.887,-0.788,-0.687,3
-0.712,-0.43,-0.759,-1.213,-0.753,-0.552,-0.9,-0.875,-0.805,-0.592,-0.686,-0.873,-0.891,-0.643,3
-0.453,-0.274,-0.818,-1.206,-0.529,-0.494,-0.684,-0.892,-0.771,-0.55,-0.66,-0.896,-0.758,-0.648,3
-0.528,-0.359,-0.806,-1.145,-0.57,-0.526,-0.776,-0.826,-0.684,-0.483,-0.592,-0.832,-0.761,-0.662,3
-0.572,-0.285,-0.682,-1.223,-0.718,-0.548,-0.854,-0.946,-0.821,-0.662,-0.732,-0.94,-0.749,-0.595,3
-0.604,-0.357,-0.739,-1.162,-0.596,-0.583,-0.804,-0.851,-0.773,-0.57,-0.669,-0.883,-0.802,-0.654,3
-0.565,-0.353,-0.845,-1.236,-0.677,-0.536,-0.827,-0.932,-0.812,-0.598,-0.707,-0.95,-0.815,-0.784,3
-0.406,-0.216,-0.72,-1.143,-0.491,-0.455,-0.639,-0.738,-0.66,-0.427,-0.524,-0.756,-0.701,-0.579,3
-0.554,-0.393,-0.934,-1.188,-0.572,-0.571,-0.74,-0.938,-0.834,-0.677,-0.752,-0.964,-0.857,-0.796,3
-0.603,-0.332,-0.724,-1.187,-0.734,-0.571,-0.882,-0.883,-0.796,-0.607,-0.694,-0.888,-0.736,-0.598,3
-0.666,-0.416,-0.794,-1.234,-0.699,-0.547,-0.861,-0.872,-0.834,-0.619,-0.707,-0.876,-0.856,-0.68,3
-0.664,-0.367,-0.641,-1.267,-0.814,-0.616,-0.944,-0.974,-0.919,-0.707,-0.797,-0.962,-0.826,-0.621,3
-0.614,-0.421,-0.874,-1.232,-0.683,-0.592,-0.859,-0.874,-0.872,-0.677,-0.746,-0.909,-0.85,-0.834,3
-0.668,-0.369,-0.731,-1.247,-0.715,-0.606,-0.893,-0.944,-0.895,-0.691,-0.785,-0.95,-0.893,-0.743,3
-0.769,-0.463,-0.779,-1.3,-0.866,-0.643,-1.006,-1.049,-0.972,-0.78,-0.858,-1.015,-0.935,-0.8,3
-0.785,-0.553,-0.865,-1.293,-0.842,-0.703,-1.031,-0.923,-0.936,-0.748,-0.841,-1.014,-0.957,-0.819,3
-0.559,-0.278,-0.678,-1.119,-0.649,-0.496,-0.813,-0.826,-0.694,-0.558,-0.62,-0.858,-0.73,-0.552,3
-0.564,-0.348,-0.773,-1.18,-0.685,-0.566,-0.84,-0.846,-0.832,-0.62,-0.7,-0.847,-0.804,-0.655,3
