@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R5,9-10,15-16,20,23,28-30,34,36,40-41'

@attribute A5 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.762,-0.775,-1.037,-0.825,-0.829,-1.01,-1.094,-0.899,-0.812,-1.074,-0.847,-0.723,-0.817,2
-0.376,-0.386,-0.727,-0.516,-0.547,-0.738,-0.84,-0.606,-0.567,-0.865,-0.529,-0.421,-0.546,2
-0.588,-0.603,-0.891,-0.63,-0.654,-0.827,-1.04,-0.787,-0.749,-1.073,-0.744,-0.65,-0.771,2
-0.53,-0.549,-0.876,-0.65,-0.747,-0.931,-1.029,-0.772,-0.713,-1.078,-0.667,-0.553,-0.586,2
-0.416,-0.432,-0.761,-0.554,-0.598,-0.664,-0.944,-0.754,-0.648,-0.934,-0.703,-0.512,-0.562,2
-0.551,-0.583,-1.004,-0.616,-0.677,-0.835,-1.037,-0.787,-0.752,-1.013,-0.735,-0.677,-0.767,2
-0.246,-0.234,-0.546,-0.422,-0.485,-0.514,-0.879,-0.653,-0.579,-0.833,-0.567,-0.614,-0.626,2
-0.674,-0.724,-0.978,-0.679,-0.688,-0.818,-1.007,-0.775,-0.677,-1.019,-0.845,-0.692,-0.767,2
-0.455,-0.5,-0.833,-0.639,-0.715,-0.916,-0.9,-0.661,-0.625,-0.96,-0.535,-0.458,-0.538,2
-0.445,-0.459,-0.705,-0.562,-0.63,-0.729,-0.936,-0.756,-0.697,-0.955,-0.728,-0.645,-0.716,2
-0.429,-0.434,-0.761,-0.603,-0.712,-0.893,-0.945,-0.662,-0.628,-1.034,-0.588,-0.555,-0.574,2
-0.561,-0.599,-0.874,-0.716,-0.73,-0.886,-0.954,-0.742,-0.645,-0.958,-0.726,-0.581,-0.661,2
-0.577,-0.603,-0.957,-0.704,-0.749,-0.973,-1.076,-0.812,-0.77,-1.076,-0.755,-0.67,-0.773,2
-0.572,-0.589,-0.902,-0.664,-0.725,-0.898,-0.868,-0.739,-0.709,-0.925,-0.7,-0.652,-0.814,2
-0.587,-0.609,-0.92,-0.593,-0.607,-0.746,-0.962,-0.744,-0.671,-1.025,-0.765,-0.654,-0.722,2
-0.616,-0.634,-0.985,-0.701,-0.752,-0.943,-1.099,-0.866,-0.795,-1.059,-0.776,-0.775,-0.888,2
-0.493,-0.513,-0.829,-0.62,-0.68,-0.823,-1.058,-0.824,-0.791,-1.069,-0.718,-0.618,-0.694,2
-0.663,-0.712,-1.008,-0.747,-0.788,-0.981,-1.065,-0.867,-0.82,-1.102,-0.828,-0.658,-0.782,2
-0.456,-0.497,-0.923,-0.599,-0.671,-0.804,-0.941,-0.672,-0.623,-0.944,-0.607,-0.587,-0.651,2
-0.332,-0.373,-0.76,-0.52,-0.58,-0.593,-0.871,-0.613,-0.551,-0.929,-0.575,-0.535,-0.476,2
-0.5,-0.515,-0.788,-0.578,-0.606,-0.768,-0.954,-0.762,-0.684,-0.947,-0.708,-0.593,-0.687,2
-0.558,-0.56,-0.845,-0.572,-0.61,-0.805,-0.822,-0.588,-0.533,-0.869,-0.583,-0.517,-0.598,2
-0.563,-0.568,-0.931,-0.699,-0.738,-0.864,-1.078,-0.906,-0.838,-1.085,-0.851,-0.656,-0.789,2
-0.255,-0.317,-0.626,-0.479,-0.518,-0.627,-0.954,-0.708,-0.656,-0.904,-0.606,-0.56,-0.546,2
-0.258,-0.31,-0.572,-0.27,-0.307,-0.439,-0.74,-0.529,-0.497,-0.745,-0.456,-0.308,-0.463,2
-0.582,-0.627,-0.932,-0.654,-0.66,-0.815,-0.962,-0.746,-0.668,-0.986,-0.768,-0.653,-0.703,2
-0.489,-0.487,-0.765,-0.608,-0.671,-0.786,-0.987,-0.689,-0.593,-0.969,-0.645,-0.544,-0.517,2
-0.425,-0.446,-0.83,-0.572,-0.644,-0.783,-0.868,-0.594,-0.52,-0.863,-0.551,-0.45,-0.467,2
-0.472,-0.498,-0.771,-0.659,-0.708,-0.851,-1.02,-0.833,-0.771,-1.015,-0.735,-0.549,-0.661,2
-0.617,-0.657,-1.003,-0.691,-0.743,-0.926,-1.043,-0.772,-0.719,-1.05,-0.724,-0.657,-0.713,2
-0.411,-0.422,-0.665,-0.632,-0.656,-0.794,-0.956,-0.732,-0.632,-0.944,-0.714,-0.466,-0.432,2
-0.664,-0.667,-0.954,-0.687,-0.769,-0.93,-1.008,-0.731,-0.682,-1.019,-0.768,-0.678,-0.849,2
-0.398,-0.391,-0.653,-0.671,-0.701,-0.837,-0.909,-0.67,-0.557,-0.866,-0.598,-0.426,-0.402,2
-0.423,-0.425,-0.812,-0.563,-0.6,-0.71,-0.864,-0.593,-0.483,-0.883,-0.573,-0.54,-0.495,2
-0.29,-0.364,-0.684,-0.545,-0.595,-0.697,-0.986,-0.734,-0.638,-0.965,-0.641,-0.593,-0.607,2
-0.39,-0.401,-0.689,-0.546,-0.604,-0.775,-0.969,-0.697,-0.627,-0.846,-0.579,-0.434,-0.414,2
-0.448,-0.455,-0.824,-0.586,-0.598,-0.759,-0.915,-0.697,-0.637,-0.947,-0.643,-0.503,-0.565,2
-0.553,-0.609,-0.941,-0.667,-0.754,-0.943,-1.007,-0.797,-0.79,-1.026,-0.742,-0.703,-0.833,2
-0.326,-0.291,-0.586,-0.398,-0.466,-0.589,-0.776,-0.481,-0.45,-0.81,-0.465,-0.476,-0.559,2
-0.586,-0.587,-0.796,-0.63,-0.692,-0.84,-0.832,-0.615,-0.601,-0.859,-0.559,-0.424,-0.581,2
-0.622,-0.593,-0.867,-0.626,-0.617,-0.759,-0.988,-0.775,-0.701,-0.948,-0.763,-0.609,-0.752,2
-0.564,-0.588,-0.956,-0.668,-0.716,-0.868,-1.02,-0.719,-0.657,-1.006,-0.641,-0.657,-0.717,2
-0.6,-0.629,-0.904,-0.621,-0.648,-0.783,-0.917,-0.752,-0.709,-0.997,-0.79,-0.677,-0.785,2
-0.311,-0.33,-0.592,-0.46,-0.511,-0.574,-0.899,-0.669,-0.592,-0.821,-0.618,-0.583,-0.618,2
-0.382,-0.361,-0.621,-0.561,-0.607,-0.696,-1.009,-0.805,-0.756,-1.032,-0.678,-0.566,-0.634,2
