@relation texture

@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A27 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.722,-0.664,-0.647,-1.081,-0.753,-0.805,-0.868,-0.949,-0.765,-0.853,-1.081,-0.782,-0.565,2
-0.473,-0.419,-0.437,-1.058,-0.655,-0.716,-0.84,-1.056,-0.735,-0.841,-1.058,-0.643,-0.538,2
-0.417,-0.234,-0.229,-1.192,-0.602,-0.74,-0.748,-0.861,-0.652,-0.838,-1.192,-0.602,-0.471,2
-0.527,-0.392,-0.395,-1.075,-0.592,-0.735,-0.737,-0.951,-0.764,-0.861,-1.075,-0.699,-0.548,2
-0.703,-0.529,-0.531,-1.331,-0.74,-0.884,-0.874,-1.02,-0.887,-1.035,-1.331,-0.843,-0.566,2
-0.614,-0.572,-0.589,-1.081,-0.77,-0.746,-0.898,-0.868,-0.759,-0.868,-1.081,-0.745,-0.652,2
-0.442,-0.311,-0.33,-1.086,-0.476,-0.661,-0.574,-0.899,-0.665,-0.787,-1.086,-0.653,-0.583,2
-0.652,-0.625,-0.639,-1.107,-0.894,-0.834,-1.038,-1.105,-0.749,-0.823,-1.107,-0.684,-0.7,2
-0.389,-0.355,-0.345,-0.846,-0.62,-0.562,-0.762,-0.818,-0.517,-0.608,-0.846,-0.512,-0.493,2
-0.507,-0.456,-0.497,-1.043,-0.687,-0.672,-0.804,-0.941,-0.66,-0.77,-1.043,-0.642,-0.587,2
-0.633,-0.52,-0.541,-1.203,-0.718,-0.785,-0.804,-1.012,-0.8,-0.913,-1.203,-0.772,-0.622,2
-0.619,-0.411,-0.422,-1.303,-0.681,-0.853,-0.794,-0.956,-0.782,-0.944,-1.303,-0.752,-0.466,2
