@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,8-9,16-18,23,25,29,33,35,41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A29 numeric
@attribute A33 numeric
@attribute A35 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.106,-0.79,-0.68,-0.638,-0.625,-0.811,-0.959,-0.826,-1.007,-0.718,-0.707,-0.557,-0.544,2
-1.219,-0.896,-0.717,-0.691,-0.628,-0.748,-0.955,-0.796,-1.012,-0.735,-0.755,-0.734,-0.648,2
-1.133,-0.787,-0.53,-0.559,-0.47,-0.611,-0.902,-0.673,-1.02,-0.681,-0.612,-0.532,-0.508,2
-1.113,-0.794,-0.478,-0.536,-0.429,-0.609,-0.886,-0.639,-1.041,-0.73,-0.69,-0.579,-0.539,2
-0.532,-0.531,-0.09,-0.161,-0.106,-0.375,-0.436,-0.39,-0.601,-0.343,-0.417,-0.355,-0.318,2
-1.083,-0.731,-0.57,-0.514,-0.44,-0.546,-0.858,-0.635,-0.894,-0.585,-0.59,-0.468,-0.411,2
-1.072,-0.697,-0.505,-0.459,-0.425,-0.573,-0.832,-0.616,-0.923,-0.62,-0.623,-0.531,-0.492,2
-1.191,-0.781,-0.647,-0.571,-0.508,-0.606,-0.953,-0.712,-0.91,-0.635,-0.643,-0.495,-0.436,2
-1.074,-0.846,-0.569,-0.549,-0.508,-0.727,-0.918,-0.787,-1.013,-0.696,-0.675,-0.523,-0.455,2
-1.342,-0.826,-0.769,-0.666,-0.567,-0.632,-0.988,-0.706,-0.986,-0.702,-0.734,-0.691,-0.635,2
-1.213,-0.843,-0.574,-0.599,-0.512,-0.635,-0.9,-0.687,-0.937,-0.654,-0.637,-0.566,-0.535,2
-1.141,-0.752,-0.579,-0.562,-0.471,-0.66,-0.96,-0.761,-1.037,-0.771,-0.753,-0.478,-0.506,2
-1.414,-1.018,-0.925,-0.868,-0.795,-0.852,-1.158,-0.958,-1.087,-0.806,-0.809,-0.753,-0.662,2
