@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4,7,11-13,17,23-25,27,30,35,37,41'

@attribute A4 numeric
@attribute A7 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A27 numeric
@attribute A30 numeric
@attribute A35 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.498,-0.649,-1.002,-0.719,-0.647,-0.856,-1.016,-0.643,-0.679,-0.75,-0.961,-0.46,-0.713,2
-0.566,-0.749,-1.198,-0.873,-0.741,-1.001,-1.035,-0.798,-0.761,-0.921,-0.992,-0.452,-0.84,2
-0.564,-0.624,-0.848,-0.665,-0.736,-0.856,-0.956,-0.616,-0.692,-0.73,-0.97,-0.523,-0.834,2
-0.437,-0.618,-1.044,-0.708,-0.693,-0.827,-0.971,-0.708,-0.668,-0.806,-1.022,-0.485,-0.756,2
-0.476,-0.665,-1.121,-0.706,-0.542,-0.844,-1.004,-0.764,-0.73,-0.874,-0.983,-0.562,-0.891,2
-0.416,-0.58,-1.015,-0.668,-0.546,-0.831,-0.852,-0.564,-0.534,-0.698,-0.818,-0.469,-0.726,2
-0.638,-0.788,-1.235,-0.865,-0.759,-0.97,-0.903,-0.682,-0.582,-0.861,-0.951,-0.521,-0.837,2
-0.714,-0.871,-1.273,-0.942,-0.904,-1.039,-1.087,-0.976,-0.892,-1.047,-1.064,-0.622,-0.946,2
-0.411,-0.55,-1.038,-0.64,-0.454,-0.793,-0.915,-0.706,-0.667,-0.805,-0.871,-0.531,-0.81,2
-0.503,-0.663,-1.172,-0.737,-0.56,-0.862,-0.927,-0.723,-0.646,-0.882,-1.01,-0.47,-0.829,2
-0.604,-0.727,-1.091,-0.763,-0.669,-0.895,-0.915,-0.695,-0.634,-0.816,-0.906,-0.564,-0.841,2
-0.387,-0.555,-1.012,-0.642,-0.356,-0.788,-0.956,-0.682,-0.677,-0.765,-0.886,-0.448,-0.786,2
-0.714,-0.839,-1.181,-0.899,-0.893,-1.017,-1.058,-0.86,-0.817,-0.953,-1.05,-0.601,-0.921,2
-0.556,-0.715,-1.156,-0.83,-0.825,-0.968,-1.12,-0.818,-0.806,-0.926,-1.142,-0.517,-0.83,2
-0.515,-0.697,-1.147,-0.756,-0.6,-0.882,-0.96,-0.692,-0.648,-0.829,-0.997,-0.45,-0.803,2
-0.712,-0.918,-1.337,-0.938,-0.739,-1.07,-1.1,-0.962,-0.862,-1.08,-1.077,-0.634,-0.989,2
-0.772,-0.898,-1.199,-0.904,-0.841,-1.019,-1.058,-0.842,-0.799,-0.952,-1.084,-0.614,-0.974,2
-0.625,-0.789,-1.239,-0.818,-0.642,-0.927,-0.969,-0.761,-0.656,-0.903,-0.91,-0.534,-0.884,2
-0.447,-0.637,-1.165,-0.762,-0.613,-0.906,-0.944,-0.683,-0.644,-0.83,-0.961,-0.402,-0.758,2
-0.334,-0.534,-0.999,-0.631,-0.484,-0.79,-0.914,-0.6,-0.59,-0.704,-0.849,-0.379,-0.629,2
-0.441,-0.582,-0.948,-0.626,-0.591,-0.785,-0.888,-0.605,-0.581,-0.711,-0.824,-0.428,-0.736,2
-0.82,-0.94,-1.265,-0.964,-0.913,-1.082,-1.057,-0.87,-0.78,-0.997,-1.077,-0.619,-0.975,2
-0.81,-0.948,-1.281,-0.874,-0.719,-0.991,-0.978,-0.763,-0.667,-0.923,-1.026,-0.657,-1.002,2
-0.475,-0.701,-1.156,-0.71,-0.645,-0.868,-0.891,-0.654,-0.569,-0.822,-0.951,-0.407,-0.743,2
-0.588,-0.746,-1.175,-0.822,-0.713,-0.976,-1.03,-0.693,-0.65,-0.832,-1.042,-0.457,-0.814,2
-0.64,-0.815,-1.224,-0.879,-0.744,-1.035,-1.026,-0.798,-0.753,-0.94,-1.035,-0.494,-0.873,2
-0.538,-0.681,-1.042,-0.702,-0.578,-0.861,-0.768,-0.494,-0.453,-0.706,-0.856,-0.42,-0.752,2
-0.744,-0.873,-1.195,-0.922,-0.915,-1.044,-1.047,-0.884,-0.827,-0.969,-1.025,-0.599,-0.913,2
-0.392,-0.536,-0.946,-0.614,-0.533,-0.801,-0.954,-0.622,-0.633,-0.729,-0.931,-0.412,-0.721,2
-0.539,-0.683,-1,-0.697,-0.722,-0.8,-0.782,-0.625,-0.543,-0.739,-0.84,-0.513,-0.742,2
-0.414,-0.607,-0.991,-0.679,-0.517,-0.853,-0.914,-0.629,-0.64,-0.751,-0.893,-0.445,-0.728,2
-0.494,-0.603,-0.956,-0.667,-0.701,-0.843,-1,-0.633,-0.676,-0.739,-1.043,-0.507,-0.764,2
-0.705,-0.85,-1.282,-0.928,-0.735,-0.985,-0.998,-0.761,-0.664,-0.914,-1.004,-0.527,-0.895,2
-0.425,-0.604,-1.158,-0.659,-0.302,-0.775,-0.85,-0.687,-0.589,-0.819,-0.798,-0.449,-0.874,2
-0.693,-0.817,-1.094,-0.8,-0.727,-0.954,-0.927,-0.637,-0.591,-0.79,-0.959,-0.527,-0.823,2
-0.744,-0.89,-1.28,-0.89,-0.714,-0.998,-1.002,-0.812,-0.721,-0.955,-0.976,-0.625,-0.959,2
-0.571,-0.744,-1.18,-0.829,-0.683,-0.969,-1.032,-0.78,-0.734,-0.903,-1.023,-0.467,-0.844,2
-0.553,-0.698,-1.111,-0.796,-0.852,-0.934,-1.074,-0.74,-0.742,-0.871,-1.12,-0.487,-0.796,2
-0.456,-0.638,-1.152,-0.757,-0.633,-0.883,-0.939,-0.651,-0.608,-0.796,-0.929,-0.395,-0.733,2
-0.63,-0.748,-1.038,-0.769,-0.719,-0.886,-0.911,-0.624,-0.587,-0.739,-0.871,-0.514,-0.812,2
-0.63,-0.788,-1.189,-0.822,-0.659,-0.925,-0.861,-0.614,-0.52,-0.802,-0.865,-0.48,-0.803,2
-0.621,-0.804,-1.293,-0.845,-0.783,-0.915,-1.029,-0.862,-0.766,-0.991,-1.023,-0.561,-0.948,2
-0.552,-0.673,-1.021,-0.733,-0.746,-0.871,-0.931,-0.627,-0.612,-0.752,-0.938,-0.457,-0.736,2
-0.82,-0.972,-1.267,-0.9,-0.731,-1.02,-0.968,-0.77,-0.665,-0.923,-0.989,-0.674,-0.973,2
-0.4,-0.582,-1.038,-0.661,-0.338,-0.792,-0.957,-0.681,-0.672,-0.77,-0.89,-0.461,-0.793,2
-0.462,-0.618,-1.126,-0.779,-0.589,-0.895,-0.988,-0.788,-0.741,-0.88,-0.907,-0.476,-0.847,2
-0.527,-0.647,-1.075,-0.767,-0.592,-0.898,-0.951,-0.764,-0.722,-0.861,-0.961,-0.488,-0.857,2
-0.663,-0.809,-1.193,-0.803,-0.788,-0.954,-1.107,-0.853,-0.828,-0.966,-1.109,-0.628,-0.946,2
