@relation texture

@attribute A3 numeric
@attribute A4 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.797,-0.567,-0.517,-0.478,-0.769,-1.026,-0.615,-1.026,-0.951,-0.701,-0.711,-0.9,-0.54,-0.583,-0.686,2
-0.719,-0.476,-0.489,-0.392,-0.764,-1.121,-0.481,-1.121,-1.004,-0.73,-0.796,-0.983,-0.616,-0.607,-0.688,2
-0.8,-0.588,-0.575,-0.508,-0.823,-1.175,-0.642,-1.175,-1.03,-0.65,-0.733,-1.042,-0.451,-0.52,-0.553,2
-0.866,-0.758,-0.689,-0.634,-0.88,-1.229,-0.793,-1.229,-1.031,-0.809,-0.859,-1.025,-0.688,-0.655,-0.766,2
-0.876,-0.768,-0.69,-0.612,-0.863,-1.288,-0.632,-1.288,-0.921,-0.607,-0.716,-0.951,-0.715,-0.69,-0.813,2
-0.564,-0.339,-0.384,-0.33,-0.649,-1.013,-0.501,-1.013,-0.901,-0.575,-0.658,-0.918,-0.433,-0.454,-0.551,2
-0.911,-0.604,-0.645,-0.624,-0.97,-1.065,-0.709,-1.065,-1.011,-0.741,-0.763,-0.995,-0.68,-0.621,-0.764,2
-0.619,-0.382,-0.442,-0.378,-0.623,-1.032,-0.514,-1.032,-0.907,-0.678,-0.716,-0.9,-0.414,-0.529,-0.593,2
-0.561,-0.573,-0.47,-0.346,-0.581,-1.309,-0.56,-1.309,-0.908,-0.635,-0.732,-0.921,-0.447,-0.475,-0.487,2
-0.752,-0.579,-0.562,-0.471,-0.736,-1.141,-0.649,-1.141,-1.037,-0.771,-0.835,-1.012,-0.478,-0.592,-0.651,2
-0.778,-0.555,-0.559,-0.455,-0.824,-1.148,-0.586,-1.148,-0.915,-0.624,-0.697,-0.947,-0.481,-0.49,-0.565,2
-0.454,-0.363,-0.378,-0.317,-0.518,-0.834,-0.378,-0.834,-0.891,-0.648,-0.684,-0.869,-0.36,-0.465,-0.52,2
-0.74,-0.469,-0.486,-0.423,-0.807,-1.12,-0.501,-1.12,-0.882,-0.556,-0.629,-0.903,-0.44,-0.474,-0.522,2
-0.648,-0.333,-0.369,-0.282,-0.559,-0.821,-0.451,-0.821,-0.749,-0.54,-0.593,-0.865,-0.514,-0.593,-0.749,2
-0.692,-0.581,-0.541,-0.454,-0.753,-1.222,-0.576,-1.222,-0.965,-0.701,-0.782,-0.977,-0.624,-0.557,-0.648,2
-0.843,-0.512,-0.516,-0.481,-0.843,-0.981,-0.592,-0.981,-0.975,-0.641,-0.658,-0.984,-0.538,-0.544,-0.659,2
-0.837,-0.64,-0.638,-0.546,-0.822,-1.224,-0.65,-1.224,-0.956,-0.621,-0.736,-0.954,-0.608,-0.588,-0.654,2
-0.854,-0.778,-0.724,-0.696,-0.887,-1.15,-0.776,-1.15,-1.034,-0.791,-0.842,-1.036,-0.621,-0.683,-0.772,2
-0.714,-0.462,-0.483,-0.419,-0.704,-1.055,-0.539,-1.055,-0.873,-0.562,-0.608,-0.811,-0.339,-0.455,-0.5,2
-0.97,-0.874,-0.834,-0.765,-1.017,-1.362,-0.762,-1.362,-1.031,-0.777,-0.862,-1.061,-0.788,-0.734,-0.833,2
-0.81,-0.569,-0.577,-0.504,-0.857,-1.192,-0.579,-1.192,-0.899,-0.565,-0.671,-0.938,-0.574,-0.559,-0.657,2
-0.703,-0.49,-0.501,-0.389,-0.713,-1.231,-0.519,-1.231,-0.929,-0.637,-0.734,-0.945,-0.488,-0.498,-0.552,2
-0.781,-0.647,-0.571,-0.508,-0.779,-1.191,-0.611,-1.191,-0.91,-0.635,-0.709,-0.897,-0.495,-0.494,-0.594,2
-0.699,-0.538,-0.497,-0.409,-0.732,-1.154,-0.519,-1.154,-0.907,-0.558,-0.659,-0.857,-0.526,-0.507,-0.587,2
-0.915,-0.608,-0.607,-0.566,-0.904,-1.099,-0.749,-1.099,-1.077,-0.721,-0.721,-0.973,-0.633,-0.543,-0.671,2
-0.854,-0.63,-0.653,-0.609,-0.871,-1.038,-0.634,-1.038,-0.911,-0.587,-0.649,-0.871,-0.598,-0.578,-0.709,2
-0.918,-0.756,-0.706,-0.61,-0.913,-1.311,-0.719,-1.311,-1.059,-0.725,-0.822,-1.035,-0.665,-0.616,-0.725,2
-0.732,-0.437,-0.478,-0.4,-0.774,-1.044,-0.562,-1.044,-0.971,-0.668,-0.716,-1.022,-0.548,-0.537,-0.621,2
-0.799,-0.528,-0.509,-0.424,-0.805,-1.135,-0.595,-1.135,-0.977,-0.737,-0.786,-1.012,-0.553,-0.514,-0.602,2
-0.846,-0.569,-0.549,-0.508,-0.843,-1.074,-0.71,-1.074,-1.013,-0.696,-0.714,-1.006,-0.523,-0.493,-0.616,2
-0.701,-0.587,-0.56,-0.513,-0.732,-1.184,-0.576,-1.184,-0.906,-0.625,-0.683,-0.866,-0.457,-0.542,-0.622,2
-0.633,-0.473,-0.472,-0.376,-0.691,-1.282,-0.552,-1.282,-1.021,-0.693,-0.787,-0.962,-0.521,-0.518,-0.55,2
-0.847,-0.716,-0.686,-0.627,-0.932,-1.263,-0.654,-1.263,-0.962,-0.664,-0.746,-0.986,-0.643,-0.64,-0.703,2
-0.554,-0.359,-0.408,-0.347,-0.616,-0.837,-0.36,-0.837,-0.808,-0.585,-0.632,-0.834,-0.338,-0.474,-0.537,2
-0.941,-0.756,-0.743,-0.682,-0.969,-1.264,-0.773,-1.264,-1.064,-0.799,-0.872,-1.035,-0.762,-0.686,-0.8,2
-0.922,-0.699,-0.698,-0.636,-0.915,-1.192,-0.708,-1.192,-1.007,-0.729,-0.803,-1.048,-0.718,-0.685,-0.801,2
-0.907,-0.647,-0.674,-0.606,-0.923,-1.168,-0.673,-1.168,-0.968,-0.692,-0.773,-1.04,-0.714,-0.718,-0.835,2
-0.636,-0.584,-0.509,-0.398,-0.644,-1.265,-0.624,-1.265,-0.944,-0.623,-0.714,-0.936,-0.34,-0.417,-0.398,2
-0.762,-0.531,-0.513,-0.481,-0.807,-1.088,-0.489,-1.088,-0.984,-0.706,-0.742,-0.967,-0.582,-0.604,-0.672,2
-0.711,-0.435,-0.446,-0.372,-0.725,-1.016,-0.538,-1.016,-0.843,-0.468,-0.564,-0.883,-0.288,-0.409,-0.432,2
-0.695,-0.313,-0.434,-0.336,-0.679,-0.971,-0.408,-0.971,-0.856,-0.526,-0.575,-0.807,-0.423,-0.496,-0.546,2
-0.817,-0.647,-0.613,-0.53,-0.85,-1.241,-0.645,-1.241,-0.915,-0.592,-0.691,-0.911,-0.42,-0.482,-0.506,2
-0.791,-0.598,-0.532,-0.49,-0.77,-1.063,-0.631,-1.063,-0.993,-0.748,-0.756,-0.944,-0.585,-0.617,-0.727,2
-0.753,-0.497,-0.498,-0.443,-0.8,-1.082,-0.558,-1.082,-0.808,-0.478,-0.583,-0.876,-0.378,-0.484,-0.509,2
