@relation texture

@attribute A4 numeric
@attribute A5 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A22 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.593,-0.558,-0.845,-0.733,-0.609,-0.572,-0.687,-0.403,-0.869,-1.006,-0.624,-0.452,-0.517,2
-0.581,-0.501,-0.869,-0.77,-0.624,-0.577,-0.757,-0.33,-0.854,-1.141,-0.663,-0.438,-0.479,2
-0.885,-0.758,-1.033,-0.975,-0.772,-0.696,-0.984,-0.546,-1.007,-1.384,-0.965,-0.757,-0.774,2
-0.624,-0.515,-0.822,-0.887,-0.705,-0.645,-0.894,-0.467,-0.914,-1.237,-0.739,-0.444,-0.491,2
-0.533,-0.455,-0.654,-0.714,-0.638,-0.582,-0.775,-0.543,-0.874,-1.013,-0.621,-0.399,-0.443,2
-0.714,-0.64,-0.885,-0.899,-0.893,-0.806,-0.964,-0.733,-1.05,-1.181,-0.811,-0.601,-0.651,2
-0.449,-0.308,-0.619,-0.779,-0.679,-0.609,-0.78,-0.392,-0.87,-1.126,-0.59,-0.334,-0.414,2
-0.598,-0.474,-0.767,-0.749,-0.556,-0.513,-0.83,-0.453,-0.838,-1.113,-0.706,-0.457,-0.512,2
-0.756,-0.615,-0.913,-0.933,-0.864,-0.719,-0.981,-0.552,-1.035,-1.311,-0.855,-0.577,-0.616,2
-0.885,-0.748,-1.021,-0.994,-0.813,-0.751,-1.004,-0.587,-1.048,-1.375,-0.974,-0.731,-0.744,2
-0.568,-0.52,-0.962,-0.827,-0.819,-0.692,-0.901,-0.639,-1.135,-1.152,-0.685,-0.508,-0.595,2
-0.584,-0.492,-0.793,-0.797,-0.732,-0.657,-0.857,-0.603,-1.014,-1.087,-0.711,-0.509,-0.555,2
-0.621,-0.461,-0.825,-0.845,-0.783,-0.634,-0.995,-0.653,-1.023,-1.293,-0.857,-0.561,-0.583,2
-0.925,-0.78,-1.05,-1.08,-0.937,-0.851,-1.079,-0.663,-1.095,-1.414,-0.953,-0.662,-0.693,2
