@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,10-11,14,17,20,22-23,28,30,33,35-36,40-41'

@attribute A2 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.649,-0.681,-1.107,-0.671,-0.849,-0.673,-0.839,-0.853,-0.68,-0.87,-0.445,-0.371,-0.368,-0.469,2
-1.011,-1.017,-1.362,-0.948,-1.105,-0.932,-1.038,-1.031,-0.862,-1.061,-0.788,-0.699,-0.701,-0.833,2
-0.794,-0.746,-1.334,-0.823,-0.992,-0.712,-1.105,-1.133,-0.966,-1.111,-0.681,-0.62,-0.675,-0.769,2
-0.767,-0.836,-1.192,-0.743,-0.902,-0.727,-0.828,-0.886,-0.685,-0.93,-0.499,-0.476,-0.555,-0.622,2
-0.905,-0.821,-1.338,-0.854,-1.011,-0.794,-1.005,-0.992,-0.806,-1.013,-0.615,-0.564,-0.571,-0.687,2
-0.784,-0.984,-1.148,-0.76,-0.923,-0.898,-0.92,-1.074,-0.843,-1.07,-0.739,-0.661,-0.728,-0.867,2
-0.669,-0.617,-1.161,-0.655,-0.822,-0.499,-0.852,-0.895,-0.708,-0.888,-0.514,-0.496,-0.519,-0.613,2
-0.705,-0.906,-1.097,-0.741,-0.912,-0.836,-0.817,-0.978,-0.705,-0.98,-0.646,-0.543,-0.62,-0.713,2
-0.59,-0.847,-0.975,-0.666,-0.83,-0.867,-0.713,-0.866,-0.615,-0.883,-0.455,-0.398,-0.472,-0.526,2
-0.754,-0.924,-1.218,-0.742,-0.928,-0.852,-0.96,-1.095,-0.838,-1.09,-0.782,-0.642,-0.667,-0.795,2
-0.678,-0.805,-1.135,-0.752,-0.919,-0.733,-0.867,-0.977,-0.786,-1.012,-0.553,-0.488,-0.552,-0.602,2
-0.82,-0.822,-1.224,-0.793,-0.952,-0.811,-0.875,-0.956,-0.736,-0.954,-0.608,-0.561,-0.573,-0.654,2
-0.757,-0.728,-1.162,-0.767,-0.935,-0.75,-0.854,-0.979,-0.744,-0.959,-0.595,-0.54,-0.599,-0.663,2
-0.708,-0.673,-1.258,-0.683,-0.847,-0.529,-0.942,-0.916,-0.73,-0.862,-0.524,-0.502,-0.548,-0.598,2
-0.777,-0.741,-1.258,-0.821,-0.986,-0.77,-0.935,-0.972,-0.753,-0.951,-0.47,-0.474,-0.542,-0.572,2
-0.988,-1.001,-1.364,-0.92,-1.081,-0.893,-0.983,-0.985,-0.81,-1.039,-0.738,-0.657,-0.702,-0.8,2
-0.597,-0.765,-1.02,-0.624,-0.804,-0.658,-0.644,-0.825,-0.54,-0.845,-0.303,-0.347,-0.453,-0.457,2
-0.756,-0.778,-1.172,-0.721,-0.881,-0.707,-0.793,-0.932,-0.647,-0.883,-0.499,-0.481,-0.521,-0.529,2
-0.649,-0.813,-1.142,-0.725,-0.904,-0.811,-0.831,-0.939,-0.725,-0.949,-0.462,-0.432,-0.475,-0.491,2
-0.672,-0.728,-1.135,-0.679,-0.857,-0.663,-0.837,-0.941,-0.694,-0.914,-0.621,-0.557,-0.592,-0.68,2
-0.665,-0.773,-1.104,-0.703,-0.874,-0.688,-0.836,-0.943,-0.747,-0.986,-0.553,-0.5,-0.555,-0.611,2
-0.606,-0.79,-0.805,-0.695,-0.867,-0.88,-0.65,-0.886,-0.65,-0.893,-0.462,-0.449,-0.458,-0.62,2
-1.025,-1.033,-1.384,-0.899,-1.063,-0.812,-0.984,-1.002,-0.796,-1.007,-0.854,-0.757,-0.774,-0.906,2
-0.913,-0.951,-1.265,-0.944,-1.088,-1.015,-1.006,-1.074,-0.893,-1.056,-0.672,-0.604,-0.625,-0.733,2
-0.885,-0.959,-1.29,-0.888,-1.054,-0.966,-1.069,-1.109,-0.958,-1.129,-0.726,-0.634,-0.658,-0.798,2
-0.845,-0.971,-1.287,-0.829,-1.011,-0.965,-1.047,-1.16,-0.947,-1.158,-0.822,-0.707,-0.729,-0.87,2
-0.733,-0.767,-1.113,-0.699,-0.875,-0.692,-0.83,-0.866,-0.673,-0.838,-0.501,-0.457,-0.512,-0.6,2
-0.578,-0.791,-1.066,-0.679,-0.855,-0.73,-0.753,-0.914,-0.62,-0.831,-0.478,-0.46,-0.517,-0.475,2
-0.63,-0.814,-1.131,-0.681,-0.852,-0.661,-0.744,-0.893,-0.633,-0.91,-0.382,-0.405,-0.498,-0.461,2
-0.649,-0.659,-1.072,-0.732,-0.899,-0.721,-0.82,-0.925,-0.697,-0.888,-0.465,-0.469,-0.568,-0.651,2
-0.574,-0.784,-1.05,-0.636,-0.813,-0.662,-0.654,-0.801,-0.508,-0.825,-0.242,-0.293,-0.411,-0.345,2
-0.853,-0.91,-1.224,-0.77,-0.942,-0.738,-0.862,-0.937,-0.722,-1.001,-0.622,-0.588,-0.64,-0.732,2
