@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,7,10-11,13,15-16,19,23-28,34,36,45,49-51,53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_re numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0.71,0,0,0,5.35,3.21,0.35,0,0,0,0,0,0,0,0,0,0.102,0,0,1.971,1
0.05,0.15,0,0.1,0.02,0,0,2.09,0.05,0,0,0,0,0,0,0.02,0,0.042,0.101,0.016,0.046,2.565,1
0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0.308,0,0,2.777,1
0,0,0,0,0,0,0.48,1.46,0,0,0,0,0,0,0,0,0,0,0.08,0,0,3.1,1
0.12,0,0,0.36,0,0,0,4.1,0.12,0,0,0,0,0,0,0,0,0,0.059,0,0.019,1.714,1
0,1.47,1.47,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,1
0,0,0,0,0,0,0.53,1.6,0,0,0,0,0,0,0,0,0,0,0.087,0,0,3.4,1
0,1.12,0,0,0.56,0,0.56,3.93,0,0,0,0,0,0,0,0,0,0,0.25,0,0.333,4.974,1
0.59,0.03,0.67,0.29,0.59,0.03,0.22,3.43,0.59,0.63,0,0,0,0,0,0,0.07,0,0.075,0,0.532,7.3,1
0.46,0,0,0,0,2.31,0,2.77,1.38,0,0,0,0,0,0,0,0,0,0.494,0,0.823,3.4,1
0,0,0,0,0,0,0.64,2.59,0.64,0,0,0,0,0,0,0,0,0.094,0.189,0.284,0,10.068,1
0,2.46,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,1
0.16,0.33,0.5,0.33,0,0,0,2.18,0,0.33,0,0,0,0,0,0,0,0,0.19,0,0.054,5.567,1
0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,1.26,0,0.215,0,0.431,4,1
0,0,0,0,0,0,2.98,0,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,1.1,1
0.36,0,0,0,1.81,0,0,0.72,0,0.72,0,0,0,0,0,0,0,0.063,0.126,0,0.126,2.562,1
0,0,0.81,0.27,0.27,0,0.81,2.17,0,0.27,0,0,0,0,0,0,0,0,0.04,0,0.121,1.617,1
0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,1
0.42,0,0.42,0,0,0,0,0.85,0,0.42,0,0,0,0,0,0.42,0,0,0,0,0,5.714,1
0,0.57,0.57,0,0.57,0,0,4.62,0,0.57,0,0,0,0,0,0,0,0,0,0,0,10.117,1
0,0,0.78,0.78,0,0,0,3.12,0.78,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1
0.44,0,0.44,0,0,0,0.44,4.03,0,0.44,0,0,0,0,0,0,0.44,0,0,0,0.145,2.451,1
0.34,0.08,1.46,0.34,0.94,0.17,0.08,3.01,0.34,0.34,0,0,0,0,0,0,0.17,0,0.048,0,0.258,5.297,1
0,3.12,0,0,0,0,3.12,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,9.428,1
0,0.14,0.43,0.14,0.14,0.14,0.14,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.046,5.02,1
0.43,0.86,0,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0.14,0,0,0,3.891,1
0,1.04,0,0,0,0,2.08,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.812,1
0,0,0.71,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,11.888,1
0.25,0,0.75,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0.082,0,0.124,3.181,1
0,0,0,0,0,0,0.42,2.14,0,0,0,0,0,0,0,0,0.42,0,0.159,0,0,1.206,1
0,0.16,0.16,0.16,0,0,1.64,0.82,0,0,0,0,0,0,0,0,0,0,0.066,0,0.663,5.289,1
0,0,0,1.23,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357,1
0,0.32,0,0,0.32,0,0.32,2.28,0,0.32,0,0,0,0,0,0,0.32,0,0.105,0,0.157,1.494,1
0,0.17,0.17,0.17,0,0,1.74,1.04,0,0,0.17,0,0,0,0.17,0,0,0,0.072,0,0.681,4.74,1
0,0,0,0,0,0,1.28,3.84,0,0,0,0,0,0,0,0,1.28,0,0,0,0.23,5.538,1
0,0,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0.43,0,0,0.124,0,0.062,1.477,1
0.6,0,1.32,0.72,0.6,0,0.6,4.44,0.72,0.96,0,0,0,0,0,0,0.12,0,0.04,0,0.202,3.548,1
0,0.33,0,0,0,0,1.65,2.64,0,0,0,0,0,0,0,0,0,0,0,0.161,0,2.517,1
0,0,0.31,0,0,0,0.31,2.79,0,0,0,0,0,0,0,0,0.93,0,0.048,0,0,2.09,1
0.08,0.08,0.17,0,0,0,0.53,3.58,0.08,0.17,0,0,0,0,0,0,0,0,0.054,0.068,0.109,4.896,1
0.14,0,0.29,0.14,0,0,0,2.35,0,0.44,0,0,0,0,0,0,0.14,0,0.204,0,0.153,2.705,1
0,0.14,0,0,0,0,0,2.89,0.14,0,0,0,0,0,0,0,0.28,0,0.053,0,0.08,15.086,1
0.27,0.13,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0.27,0,0,0.133,0,0,1.531,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.186,0,0.186,4,1
0,0.42,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0.062,0,0,7.951,1
0,0,1.29,0,0,0,2.59,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833,1
0,0,1.07,0,0,0,0,2.85,1.42,0,0,0,0,0,0,0,0.35,0,0.233,0,0.233,3.414,1
0,0,0.43,0.43,0,0,0,6.14,0,0.87,0,0,0,0,0,0,0,0.075,0.075,0,0.151,5.086,1
0,0.23,0.11,0.11,0,0,2.13,1.9,0.59,0.11,0,0,0,0,0,0.35,0,0,0.057,0,0.191,8.026,1
0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871,1
0,0,0,0.2,0,0,0,1.21,0.6,0.4,0,0,0,0,0,1.62,0,0,0.152,0,0.121,2.61,1
0,0,0,0.29,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0.151,0,0,0,1.095,1
0.26,1.07,0,0,0,0,0,3.5,0,0.26,0,0,0,0,0,0,0.8,0,0.092,0,0,7.369,1
0.33,0,0.08,0.16,0.24,0,0.16,3.47,0,0.66,0,0,0,0,0,0,0.66,0,0,0,0.113,3.15,1
0,1.25,0,0.62,0,0.62,2.5,5,0,0,0,0,0,0,0,0,0,0,0.045,0,0,2.35,1
1.03,0,0,0,0,0,1.03,3.62,0,0.51,0,0,0,0,0,0,0,0,0,0,0.176,2.766,1
1.18,0.19,0.39,0,0,0,0.98,2.56,0,1.38,0,0,0,0,0,0,0,0,0.232,0,0.31,6.652,1
0,0,0,0,0,0,0,0.93,0.46,0,0,0,0,0,0,0.15,0,0.071,0.071,0,0.023,62.75,1
0.68,0,2.73,0.34,0.22,0.45,0.11,3.07,1.82,1.14,0,0,0,0,0,0,0.11,0.067,0.118,0,0.236,9.827,1
0.49,0.05,0.79,0.27,0.6,0,0.21,3.3,1.09,0.35,0,0,0,0,0,0,0.02,0,0.064,0,0.626,6.896,1
0.1,0.5,0.1,0.3,0.3,1.61,0.1,1.31,0.6,0.1,0,0,0,0,0,0,0.1,0,0.107,0,0.152,8.55,1
0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,1
0.79,0,0.09,0.29,0.69,0,0.09,4.09,0.39,0.49,0,0,0,0,0,0,0,0,0.267,0,0.247,2.324,1
0.1,0.4,0.81,0.1,0,0,0.1,2.34,0,0.3,0,0,0,0,0,0,0,0,0,0.256,0.384,3.179,1
0.52,0.03,0.8,0.28,0.56,0.03,0.24,3.18,0.38,0.63,0,0,0,0,0,0,0.07,0,0.075,0,0.528,6.152,1
0,0.94,1.88,0,0,0,0,4.71,0,0.94,0,0,0,0,0,0,0,0,0,0,1.305,2.571,1
0,1.04,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0.062,0.248,0,0.062,3.902,1
0,0,0,0,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0.278,0,0,1.661,1
0.52,0.03,0.8,0.28,0.56,0.03,0.24,3.19,0.38,0.63,0,0,0,0,0,0,0.07,0,0.077,0,0.543,6.305,1
0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,3,1
0,0.59,0,0,0,0,0,0.59,0,0,0,0,0,0,0,1.18,0.59,0,0.052,0,0.105,2.886,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.166,1
0,0,0,0.32,0,0,0.32,1.96,1.3,0,0,0,0,0,0,0,0,0,0.11,0,0.83,3.8,1
0,0.17,1.24,0.17,0,0.89,0,1.24,1.06,0,0,0,0,0,0,0,0,0,0,0,0.216,8.523,1
0,0.72,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0.124,1.781,1
0,0.13,0.27,0,0.4,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.109,0,0,1.728,1
0,0.16,0,0,0.66,0.66,0,2.47,0,0.16,0,0,0,0,0,0,0.16,0,0,0,0.101,2.03,1
0,0.16,0,0,0.67,0.5,0,2.37,0,0.16,0,0,0,0,0,0,0,0,0,0,0.107,2.015,1
0.17,0.05,0.05,0.05,0.29,0,0,4.24,0.75,0.05,0,0,0,0,0,0,0,0.01,0.051,0,0.163,1.796,1
0,0,0,0,0,0,1.16,0.77,0,0,0,0,0,0,0,0,0,0.431,0,0,0,7.552,1
0.09,0,0,0,0,0,0,2,0.36,0.09,0,0,0,0,0,0,0.27,0.015,0.047,0.031,0.031,3.816,1
0,1.08,0.54,0.54,0,0,2.17,3.26,0,0,0,0,0,0,0,0,0.54,0,0,0,0,1.325,1
0.07,0.07,0.59,0.22,0.07,0.14,0,3.29,0,0.22,0,0,0,0,0,0,0,0,0.095,0,0.071,3.429,1
0,1.02,0,0,0,0,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0.142,0,1.212,7.025,1
0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
0,0.73,0,0,0,0,2.2,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048,1
0.18,0,0,0,0.09,0,0,1.27,0.36,0.09,0,0,0,0,0,0,0,0,0.06,0.03,0.015,4.192,1
0,0.91,0,0,0,0,0.91,4.58,0,0,0,0,0,0,0,0,0,0,0.151,0,0,2.842,1
0.47,0,1.88,0,0,0,0.47,1.88,0,0,0,0,0,0,0,0,0,0,0.253,0,0.168,57.23,1
0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,1.08,0,0.194,0,0.389,3.476,1
0,0,0,0,1.1,0,0.36,3.69,0,0.36,0,0,0,0,0,0,0,0,0.119,0,0.059,2.93,1
0,0.32,0,0,0.32,0,0.32,2.28,0,0.32,0,0,0,0,0,0,0.32,0,0.112,0,0.169,1.494,1
0,0,0,0,0,0,0.25,0,0.51,0,0,0,0,0,0,0,0,0.218,0.087,0,0.174,9.186,1
0,0,0.24,0.24,0,0,0.99,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.868,1
0,0.32,0,0,0.32,0,0.32,2.27,0,0.32,0,0,0,0,0,0,0.64,0,0.112,0,0.168,1.494,1
0,0.32,0,0,0.32,0,0.32,2.27,0,0.32,0,0,0,0,0,0,0.64,0,0.112,0,0.168,1.494,1
0,0,0,0,0,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0.133,0,0.133,10.578,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,2.588,1
0,0,0,0,0,0,1.4,1.86,0,0,0,0,0,0,0,0,0,0,0.148,0,0,2.673,1
0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0.66,0,0,0,0.118,2.315,1
0.27,0,0.27,0,0,0,1.08,1.08,0.27,0.54,0,0,0,0,0,0,0,0,0.229,0,0.504,2.934,1
0,0,0,0,0,0,1.25,3.14,0.94,0,0,0,0,0,0,0,0.31,0,0.146,0.048,0.438,3.322,1
0,0,1.08,0.36,0,0,0.36,1.08,0,0,0,0,0,0,0,0,0.36,0,0.334,0,0.467,18.4,1
0,0.09,0,0.29,0.38,0,0,0.77,0.09,0,0,0,0,0,0,0,0.09,0.063,0.047,0,0.047,1.694,1
0,0.81,0.4,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0.123,0.246,0.061,0.123,4.793,1
0.17,0.05,0.05,0.05,0.29,0,0,4.25,0.75,0.05,0,0,0,0,0,0,0,0.01,0.05,0,0.162,1.794,1
1.61,0,0,0,0,0,0.8,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,2.909,1
