@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,10,16,20,24,26,30-31,34-36,40,42,45,51-53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,1.16,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,5,1
0.68,0,0,0.68,0,0,0,0,0,1.36,0,0.68,0,0,0,0,0.185,0,0,30,1
0,0,0,0.99,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,8,1
0.3,0.05,0.05,0.74,0.25,0,0.36,0,0,0,0,0,0,0,0,0.02,0,0.325,0.756,193,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,22,1
0.3,0.1,0,0,0,0.3,0.2,0.05,0,0,0,0,0,0,0,0.05,0,0.054,0.118,96,1
0,0.92,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.322,49,1
0.39,0.19,0,0,0.98,0,0,0,0,0,0,0,0,0.19,0,0,0,0.16,0.16,31,1
0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,2,1
0,0.66,0,0,0.66,0,0.33,0,0,0,0,0,0,0,0,0,0,0.12,0.541,21,1
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0.261,0,19,1
0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,1
0,0.26,0.26,0,0.79,0,0.52,0,0,0,0,0,0.26,0,0,0,0,0.31,0,71,1
0,0.55,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0.893,0,16,1
0,0.65,0,0,0,1.97,1.31,0,0,0,0,0,0,0.65,0,0,0,0.816,0.068,43,1
0.02,0.25,0,0,0.05,0,0.02,0,0,0,0,0,0.05,0.02,0,0.02,0,0,0.022,20,1
0,0.33,0.16,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.884,0.752,47,1
0,1.81,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.16,1.38,0.08,0.08,0.48,0,0.16,0,0,0,0,0.08,0,0,0,0,0.061,0.39,0.097,119,1
0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,39,1
0,2.33,1.16,0,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,9,1
0.17,0.53,0.17,0.53,0,1.61,0.35,0,0,0,0,0,0,0.17,0,0,0,1.158,0.057,63,1
0,0.35,0.35,0,0.7,2.82,0,0,0,0,0,0,0,0,0,0.35,0,0.411,0,60,1
0,1.57,0.06,0.12,0,0.24,0.06,0,0,0,0,0,0,0,0,0.06,0,0.01,0.167,12,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.199,25,1
0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.511,0,27,1
0,0.51,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.209,0.209,75,1
0,0.65,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.32,0,0,0.158,10,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.332,0.11,12,1
0.46,0.15,0,0.66,0.23,0,0.46,0,0,0,0,0,0,0,0,0.03,0,0.319,0.479,116,1
0.35,0.7,0.35,0.35,0.7,0,0,0,0,0,0,0,0.35,0,0,0,0,0.397,0,58,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.199,25,1
0,0.14,0.14,0.14,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0.745,72,1
0.19,0.19,0,0.31,0.38,0.69,0.76,0,0,0,0,0,0,0.12,0,0,0.053,0.428,0.235,45,1
0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,3,1
0,0.15,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0.15,0,0.255,0.076,37,1
0,0.22,0,0.11,0.55,0,0.22,0,0,0,0,0,0,0,0,0,0,0.367,0.193,75,1
0,1.44,0,1.32,0.6,0,0.96,0,0,0,0,0,0,0,0,0.12,0,0.101,0.222,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0.19,0.38,16,1
0.12,1.34,0,0,0.24,0,0,0,0,0,0,0,0.98,0.12,0,0.12,0,0.041,0.041,69,1
0.12,1.34,0,0,0.24,0,0,0,0,0,0,0,0.98,0.12,0,0.12,0,0.041,0.041,69,1
0,1.79,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0.191,0.383,23,1
0,0.88,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.291,0,3,1
0.08,0.85,0.25,0.08,0.25,0.17,0.08,0,0,0,0,0,0,0.08,0,0.08,0,0.394,0.114,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.422,0.634,17,1
0.17,1.7,0,0.17,0.17,0,1.36,0,0,0,0,0,0,0,0,0,0,0.387,1.961,183,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,11,1
0,0,0.52,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.74,32,1
0,0,0,0.25,0.77,0,1.03,0,0,0,0.12,0,0,0.12,0,0.12,0,1.082,0.299,146,1
0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0.649,0,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0.189,0.189,25,1
0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0.699,0,46,1
0.13,0.55,0.27,0.27,0,0.13,0.55,0,0,0,0,0,0,0.13,0,0,0,1.316,0.177,232,1
0,0.25,0,0.51,0.77,0,0.25,0,0,0,0,0,0,0,0,0,0,0.359,0.403,56,1
0,0.36,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.27,0.03,0.246,0.03,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,37,1
0,0.82,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,4,1
0,0,1.37,0,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0.206,0.309,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0.42,0,0,0,0.42,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0.472,0.472,19,1
0.26,0.39,0.13,0.26,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0.13,0,0.022,0.022,107,1
0.17,0,0,0.42,0.32,0.29,0.84,0,0,0,0,0,0,0,0,0.07,0,0.64,0.166,117,1
0.14,0.25,0.03,0.4,0.54,0.14,0.76,0,0,0,0,0,0,0.03,0,0.07,0.073,0.343,0.141,181,1
0.64,0.35,0.57,0.5,0.14,0,0.21,0,0,0,0,0,0,0.07,0,0,0,0.309,0.103,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,8,1
0,0.65,0.32,0,0.98,2.61,0.65,0,0,0,0,0,0,0,0,0,0,0.103,0,137,1
0,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,11,1
0.33,0,0,0.33,0.5,0.33,1.17,0,0,0,0,0,0,0,0,0,0,0.613,0.229,151,1
0,1.45,0.72,1.45,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.134,0,14,1
