@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5-7,12-13,15-16,21,27,29,33-34,39,44-45,47,49-50,52,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0.63,0,0.31,0.31,0.31,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0.135,0.135,3.537,1
0,1.92,0,0,1.28,0,0,0.96,0.64,0,0,0,0,0,0,0,0,0,0.054,0.164,1.671,1
0,2.94,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0.404,0.404,0.809,4.857,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0.196,0.392,5.466,1
0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0.352,2.112,3.909,1
1.26,0,1.26,0,1.26,0,0,0,1.26,0,0,0,0,0,0,1.26,0,0,0.198,0.198,3.833,1
0,0,0,0,0,0,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,1.478,2,1
0,0,0,1.04,1.04,0,0,0,2.09,0,0,0,0,0,0,0,0,0.061,0.246,0.615,3.318,1
0.45,0.45,0,0,0.45,0,0,0.45,1.36,0,0,0,0,0,0,0,0,0,0,1.501,2.777,1
0.94,0,0,0,0,0,0,2.83,0.94,0,0,0,0,0,0,0,0,0,0,1.366,26.5,1
0.46,1.4,0,0.46,0,0,0,1.86,1.4,0,0,0,0,0,0,0,0,0,0.071,0.571,4.63,1
0.3,0.1,0.05,0,0.3,0.2,0.05,0,0.75,0,0,0,0,0,0.05,0.05,0,0,0.045,0.054,2.37,1
0.46,0.15,0.03,0,0.73,0.65,0.03,0.23,1.34,0,0,0,0,0,0,0.03,0,0.011,0.077,0.335,7.202,1
0,0.4,0.4,0.4,0,0,0,0.4,2,0,0,0,0,0,0,0,0,0,0,0.121,1.979,1
0,0.66,0.66,0,0.33,0.66,0,0.66,0.33,0,0,0,0,0,0,0,0,0,0.06,0.12,5.428,1
0,0.33,0,0,0,0,0,0.33,0.67,0,0,0,0,0,0,0.33,0,0,0.06,0.484,1.796,1
0.71,0.35,0,0,0.71,0,0,0.35,1.06,0,0,0,0,0,0,0,0,0,0.058,0.7,3.768,1
0,0.5,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0,0.5,0,0,0.357,0.892,2,1
0.41,0.11,0.05,0,0.17,0.05,0,0.05,0.53,0,0,0,0,0,0,0,0,0,0.064,0.032,1.364,1
1.12,0.56,0.56,1.12,2.25,0,0,2.25,2.82,0,0,0,0,0,0,0,0,0,0,0,1.416,1
0,0,0,0.61,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0.176,0.353,2.25,1
0,0.69,0.46,0,0,1.61,0.46,0,0.69,0,0,0,0,0,0,0,0,0,0.037,0.188,3.105,1
0.37,0.51,0.29,0.07,1.48,0.14,0.07,0,1.85,0,0,0,0,0,0,0,0,0.049,0.069,0.159,3.456,1
0,0.99,0.99,0.33,0.33,0.33,0,0.33,3.3,0,0,0,0,0,0,0.33,0,0,0.107,0,2.195,1
0,1.17,0,0.58,0.58,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.829,2.529,1
0,0.95,0,0,0,0,0,0.95,0.47,0,0,0,0,0,0,0.47,0,0,0.133,0.401,3.459,1
0.34,0.34,0,0.17,0,0.17,0.17,0.17,0.51,0,0,0,0,0,0,0,0,0,0,0.315,6.364,1
0.57,1.14,0.57,2.28,0.57,0,0,0,1.14,0,0,0,0,0,0,0.57,0,0,0.081,0.487,16.217,1
0,0.65,0.65,0.32,0.32,0.32,0,0.32,3.26,0,0,0,0,0,0,0.32,0,0,0.106,0,1.494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1
1,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.275,2.538,1
0,0,0,0,0,0,0,1.05,2.1,0,0,0,0,0,0,1.05,0,0,0.351,0.351,3.343,1
0,1.93,0,0,1.29,0,0,1.29,2.58,0,0,0,0,0,0,0,0,0,0,0.462,2.44,1
0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,1.583,1
0,0,0,0,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,0,0.124,0.31,1.477,1
0,0.48,0,0,0,0,0,0.48,1.94,0,0,0,0,0,0,0.48,0,0,0.09,2.443,1.227,1
0,0.23,0,0,1.9,0,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0.109,1.018,4.022,1
0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.11,3.178,1
0,0.59,0,0,1.19,0,2.38,0,2.97,0,0,0,0,0,0,0,0,0,0.105,0.105,3.428,1
0,0.1,0.03,0,0.43,0,0,0.37,0.4,0,0,0.2,0,0,0.03,0,0,0.014,0.078,0.034,4.93,1
0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,2.636,3.168,1
0.43,0.14,0.03,0,0.65,0.65,0.03,0.21,1.35,0,0,0,0,0,0,0.03,0,0.012,0.078,0.443,6.59,1
0.71,0.35,0.35,0,0.71,0,0,0.35,1.07,0,0,0,0,0,0,0,0,0,0.057,1.257,3.895,1
0,0.88,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,3.417,1
0,0,1.2,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0.421,3.454,1
0,0.51,0,0,1.03,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.8,3.125,1
0,2.5,0,0,0,0,0,1.25,0,0,0,0,0,1.25,0,0,0,0,0,0,1.2,1
0.23,0.23,0.47,0,1.66,0,0,0,0.95,0,0,0,0,0,0,0.47,0,0,0.121,0,3.78,1
0,0.82,0.61,0.2,1.23,0.2,0,0.61,1.23,0,0,0,0,0,0,0,0,0.098,0.065,0.816,3.716,1
0.49,0.32,0.16,0,1.3,0,0.16,1.14,1.8,0,0,0,0,0,0,0,0,0,0.225,0.902,5.833,1
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0.396,3.714,1
0.62,0,0.62,0,2.5,0,0,2.5,1.56,0,0,0,0,0,0,0,0,0,0.055,0.111,1.672,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.417,0.208,4.066,1
0.14,0,0,0,0.59,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.205,0.153,2.686,1
0,0,0,0,0,0,0,0.92,1.85,0,0,0,0,0,0,0,0,0,0.142,0.142,1.636,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2.66,2,0,0,2,1.33,0.66,0,1.33,0,0,0,0,0,0,0,0,0,0,0.111,2.133,1
0.34,0.14,0.17,0.05,0.89,0.4,0.05,0.11,1.1,0,0,0,0,0,0,0.08,0,0,0.073,0.363,6.171,1
0.39,0,0.98,0.19,0.98,0,0,0.98,1.38,0,0,0,0,0,0,0,0,0,0.231,0.745,6.652,1
0.17,0.34,0.17,0,1.38,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0.194,1.718,5.175,1
0,0,1.27,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,1.096,1.916,1
0,0,0,1.78,1.78,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,1.344,5.25,1
0.26,0.26,0,0.13,0.13,0.13,0.26,0.13,0.52,0,0,0,0,0,0,0,0,0,0,0.366,7.138,1
0,0.16,0.18,0,0.09,0.11,0,0,0.02,0,0,0,0.07,0.02,0,0,0,0,0.116,0.03,16.644,1
0.81,0,1.02,0,2.25,0,0,0,1.02,0.2,0,0,0,0,0,0,0,0,0.095,0.158,2,1
0,0,0,0,0,2.58,0,0,1.72,0,0,0,0,0,0,0,0,0.142,0,3.851,13.266,1
0.2,1.03,0,0.41,0.41,0.2,2.06,0.2,1.03,0,0,0,0,0,0,0.2,0,0,0,0.238,3.632,1
0,0.94,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,10.533,1
0,2.53,0.42,0.42,0.84,0,0,1.68,2.1,0,0,0,0,0,0,0,0,0,0.291,0.072,2.632,1
0,0.21,0.21,0.1,0.21,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.033,1.987,1
0,0.36,0.09,0,0.72,0,0,0,3.27,0,0,0,0,0,0,0.27,0,0.015,0.047,0.252,3.816,1
0,0.36,0.09,0,0.72,0,0,0,3.36,0,0,0,0,0,0,0.27,0,0.015,0.047,0.237,3.758,1
0,0,0,0,0.68,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.238,2.232,1
0.08,0.85,1.02,0.25,0.59,0.17,2.21,0.25,0.42,0,0,0,0,0,0.08,0.08,0,0,0.065,0.408,7.55,1
0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,8.733,1
0.93,0.46,0,0,2.33,0,0,0.46,5.14,0,0,0,0,0,0,0,0,0,0.252,1.683,57.076,1
0,0.47,0.11,0,0.11,0.23,0.47,0.11,1.66,0,0,0,0,0.11,0,0.11,0,0.072,0.127,0.418,9.705,1
0.16,1.01,0,0,1.69,0.5,0,0.33,1.35,0,0,0,0,0,0,0,0,0,0.061,0.123,3.774,1
0.39,0.39,0,0,0.78,0,0.39,3.51,1.17,0,0,0,0,0,0,0.39,0,0,0.066,0.864,5.87,1
0,0,0,0,1.42,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,1.559,1
0,0,0,0,1.28,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0,0,5.181,1
0,0,0.55,0,0.27,0.27,0,1.1,3.04,0,0,0,0,0,0,0.27,0,0,0.194,0.582,2.309,1
0.04,0.14,0.04,0,0.04,0.14,0.19,0.04,0.79,0,0,0,0,0.04,0,0.19,0,1.117,0.053,0.356,12.332,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0.17,0.17,3.809,1
0,0.43,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,7.983,1
0,1.58,0,1.58,1.58,0,0,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0.371,3.538,1
0,3.09,0,1.03,1.03,0,0,2.06,1.03,0,0,0,0,0,0,1.03,0,0,0,0,10.692,1
0,0,0,0,1.29,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,4.818,1
0,0.85,0.21,0.21,0,0,1.07,0,1.71,0,0,0,0,0,0,0,0,0,0,0.465,9.052,1
