@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,7,10,16-18,23-25,32,34,37,39,41,45,50,53,56,58'

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0.34,0,1.39,0,0,0,0,0,0,0,0,0,0.056,0,61,1
0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.196,0.196,22,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0.355,0,12,1
0,0.18,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0.182,0,4,1
0,0.06,0.12,0,0.72,0.06,0.84,0.06,0,0,0,0,0,0,0.06,0.052,0.167,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,2.53,1.26,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,287,1
0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.165,0.082,16,1
0,0,0.06,0.2,0,0,0,0.06,0,0,0,0,0,0,0.06,0.107,0.085,144,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.089,0.178,53,1
0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.56,0.101,0,19,1
0,0.16,0,0,0.16,0.16,0.64,0,0,0,0,0,0,0,0,0.024,0.174,24,1
0,0,0,0.98,0.19,0.39,0.19,0,0,0,0,0,0,0,0,0.128,0.16,31,1
0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.415,0,11,1
0,0,0.65,0.23,0.42,0,0.5,0.5,0,0,0,0,0,0,0.03,0.077,1.281,595,1
0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,1.26,0.215,0.431,27,1
0,0,0,0.87,0.29,0.43,0,0,0,0,0,0.29,0,0,0.58,0.024,0,38,1
0,0,0,0.33,0,1.32,0,0,0,0,0,0,0,0,0.33,0.053,0,121,1
0,0.51,0.51,2.07,0,2.07,0,0,0,0,0,0,0,0,0,0.135,0,17,1
0,1.08,0,0.54,0.54,0,1.62,0,0,0,0,0,0,0,0.54,0,0.253,68,1
0,0,0,0.9,0,1.81,0,0,0,0,0,0,0,0,0.9,0,0.165,41,1
0,0.53,0.8,0.62,0.08,1.43,0.89,0.08,0,0,0,0,0,0,0.08,0.066,0.185,583,1
0,0,0,0.59,0.39,1.37,0,0.19,0,0,0,0.19,0,0,0,0,0.032,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,0.829,25,1
0,0,0.29,0.14,0,0.14,0,0.44,0,0,0,0,0,0,0,0.204,0.127,73,1
0,3.27,0,1.63,1.63,0,0,0,0,0,0,1.63,0,0,0,0.36,0.18,140,1
0,0.19,0.57,0.19,0,0.95,0,0,0,0,0,0,0,0,0,0,0.03,132,1
0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.192,0,20,1
0,0.2,0.31,0.1,1.14,0.31,0,0.2,0.1,0,0,0.1,0.1,0,0,0.163,0.065,92,1
0,0.64,0,0.64,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0.459,22,1
0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0.161,0,6,1
0,0.11,0,0.46,0.23,0.34,0.11,0,0,0,0,0,0,0,0,0.037,0.094,48,1
0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.269,31,1
0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,41,1
0,0.94,0,0,0.47,0,0,0,0,0,0,0,0,0,0.47,0.072,0,11,1
0,0,0,0.36,0.73,0,0.36,0,0,0,0,0,0,0,0,0,0.181,58,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0.198,25,1
0,0.63,0,0.63,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0.3,22,1
0,0,0,1.3,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0.463,22,1
0,0,0,0.36,0.73,0,0.36,0,0,0,0,0,0,0,0,0,0.181,58,1
0,0.06,0.12,0,0.72,0.06,0.85,0.06,0,0,0,0,0,0,0.06,0.052,0.167,12,1
0,1.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.67,0,0,0.67,0,0,0,0,0,0,0,0,0.67,0,0.114,20,1
0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.06,0,0.73,0,0.85,0.06,0,0,0,0,0,0,0,0.052,0.169,12,1
0,0,0,0,2.93,0.58,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0.68,0.68,2.73,0.68,0,0,0,0,0,0,0,0,0,0,0.519,75,1
0,0,0.11,0.55,0,0,0,0.22,0,0,0,0,0,0,0,0.173,0.193,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1
0,0.1,0,0,0.1,0,0.75,0,0,0,0,0,0,0,0,0.049,0.065,29,1
0,0.31,0,0.15,0.15,1.4,0.62,0,0,0,0,0,0,0,0,0.252,4.017,23,1
0,0,0,0,0.61,0.4,0.61,0,0,0,0,0,0,0,0.2,0,0.223,55,1
0,0.1,0.21,0,0.1,0,0.74,0,0,0,0,0,0,0,0,0.097,0.065,29,1
0,0,0,0.14,0.42,0,0.14,0.42,0,0,0,0,0,0,0,0.047,0.118,27,1
0,0,0.28,0,1.41,0,0.28,0.84,0,0,0,0,0,0,0,0.128,0.042,47,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0.25,0,0.5,1,0.25,0,0,0,0,0,0,0,0,0,0.034,0.034,60,1
0,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0.27,0.045,0.03,69,1
0,0,0.36,1.81,0,0,0,0,0,0,0,0,0,0,0,0.125,0,5,1
0,0.56,0.45,0.22,0.11,1.81,0.11,0.22,0,0,0,0,0,0,0,0.057,0.134,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,1.28,0,0.64,0,1.28,0,0,0,0,0,0,0,0,0,0,0.17,18,1
0,0.84,1.68,0.84,0,0,0.84,0,0,0,0,0,0,0,0,0,0,43,1
0,0,1.59,0,0.45,0.11,0.45,0.45,0,0,0,0,0,0,0.45,0.17,0.132,144,1
0,0,0.62,0.23,0.54,0,0.38,0.46,0,0,0,0,0,0,0.03,0.076,0.585,153,1
0,0,0,0,0,0.88,0.44,0,0,0,0,0,0,0,0,0.074,0.297,82,1
0,0.7,0,0,1.05,0,0,1.05,0,0,0,0,0,0,0,0.173,0,60,1
0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0.134,0,19,1
0,0,0.5,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0.18,0,3,1
0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0.5,0.1,0.1,0,1.11,0.6,0.1,0,0,0,0,0,0,0.1,0.11,0.158,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0.38,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,12,1
0,0.32,1.31,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.101,1146,1
0,0.49,0.66,0.82,0.16,1.57,0.91,0.16,0,0,0,0,0,0,0.08,0.132,0.224,581,1
0.17,0.05,0.05,0,0.69,0.05,0.74,0.05,0,0,0,0,0,0,0,0.05,0.161,51,1
0,0,0.05,0,0.7,0,0.76,0.05,0,0,0,0,0,0,0,0.051,0.165,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0.25,0.08,0.25,0.08,0.93,0.85,0.08,0,0,0,0,0,0,0.08,0.065,0.118,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.443,0.665,15,1
1.26,0.63,1.26,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1
0,0.15,0.63,0,1.58,0,0.15,0.47,0,0,0,0,0,0,0.15,0.076,0.127,97,1
0,0,0.74,3.34,0,0,0,0.37,0,0,0,0,0,0,0,0.292,0.175,58,1
0.17,0.05,0.05,0,0.69,0.05,0.74,0.05,0,0,0,0,0,0,0,0.05,0.161,51,1
0,0.37,0.37,0.37,1.49,0,0,0,0,0,0,0,0,0,0.37,0,0.505,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.187,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.07,0.6,0,0.07,0,0,0.22,0,0,0,0,0,0,0,0.095,0.071,74,1
0,1.63,0,0.54,2.73,0.54,0,0,0,0,0,0,0,0,0,0,0.171,32,1
0,0.96,0.48,1.44,0,0,0,0,0,0,0,0,0,0,0,0.149,0.074,44,1
0,0.32,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0.64,0.111,0.166,10,1
0,0.27,0,0.82,0.54,1.09,0,0.54,0,0,0,0,0,0,0,0.043,0,139,1
0,0.5,0.1,0.1,0,1.11,0.6,0.1,0,0,0,0,0,0,0.1,0.111,0.158,669,1
0,0,0.41,0.41,0,1.67,0,0,0,0,0,0,0,0,0,0.125,0.062,8,1
0,0,0.39,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0.037,1.313,54,1
0,0,1.47,7.35,0,0,0,4.41,0,0,0,0,0,0,0,0,0.254,63,1
0,0,0.05,0.17,0,0,0,0.05,0,0,0,0,0,0,0.05,0.099,0.079,95,1
0,0,0,0.44,0,0.44,0,1.32,0,0,0,0,0,0,0,0.066,0.132,123,1
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0.606,10,1
0,0,1.08,0,1.08,0,0,0,0,0,0,0.54,0,0,0,0.051,0,19,1
0,0.7,0.7,0.7,0,0,0.35,0.35,0,0,0,0,0,0,0.35,0,0.063,12,1
0,0,0,0.8,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0.36,22,1
0,0.06,0.06,0,0.72,0.06,0.84,0.06,0,0,0,0,0,0,0,0.052,0.169,12,1
0,0.38,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0.38,0,0,12,1
0,0.31,0,0.31,0.31,0,0,0.31,0,0,0,0,0,0,0.31,0.108,0.162,10,1
0,0,0.44,0.22,0,0,0.22,0.22,0,0,0,0,0,0,0,0.261,0.196,75,1
0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,12,1
0,0.02,0.69,0.33,0.42,0.02,0.94,0.46,0,0,0,0,0,0,0.02,0.069,0.523,445,1
0,0,0,0.3,0.3,0.3,0,0.3,0,0,0,0,0,0,0.3,0.211,0.211,11,1
0,0,0.43,0,1.74,0,0,0.43,0,0,0,0,0,0,0,0,0,107,1
0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0.38,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,12,1
0,1.21,1.21,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,311,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,0.17,0.34,1.03,0.17,0.17,0.51,0,0,0,0,0,0,0.17,0.17,0.141,78,1
0,0,0.92,0.92,0,0,0,0.46,0,0,0,1.38,0,0,0,0.072,0.217,66,1
0,0,0.67,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,37,1
0,0,0,0,0.95,0,0.47,0,0,0,0,0,0,0,0.47,0.082,0.248,80,1
0,0.5,0.1,0.1,0,1.11,0.6,0.1,0,0,0,0,0,0,0.1,0.11,0.158,669,1
0.58,0,0,0,0.29,0.58,0,0.29,0,0,0,0,0,0,0,0.43,0,64,1
0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.043,0,11,1
7.07,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.22,0.092,0,27,1
0,0.4,2.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0.232,0.116,54,1
0,0.55,0,0.55,3.88,0,0,0,0,0,0,0,0,0,0,0.255,0.34,140,1
