@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.04,0.18,0.84,0.89,1.87,0,0,0,0,0,0,0,0,0.28,0.101,0,2062,1
0,0,0.52,1.05,0.52,0,0,0,0,0,0,0,0,0,0,0,125,1
0,0.56,0.56,1.41,1.12,0,0,0,0,0,0,0,0,0.28,0.118,0,555,1
0.8,0.5,0.1,0.1,0.7,0,0,0,0,0,0,0,0,0.1,0.11,0,1351,1
0,0,0.29,0,1.02,0,0,0,0,0,0,0,0,0.14,0.204,0,368,1
0.36,0,0,0,3.38,0,0,0,0,0,0,0,0,0.27,0.048,0.032,535,1
2.25,0,0.56,0.56,1.69,0,0,0,0,0,0,0,0,0,0,0,121,1
0.47,0,1.9,0.47,5.23,0,0,0,0,0,0,0,0,0,0.253,0,742,1
0,0,0,0,1.18,0,0,0,0,0.59,0,0,0,0,0.165,0,100,1
1.59,0,1.35,0.61,1.72,0,0,0,0,0,0,0,0,0.12,0.041,0,478,1
0.62,0,0.62,0.62,0.62,0,0,0,0,0,0,0,0,0,0.105,0,120,1
0.43,0.08,0.08,0,3.14,0,0,0,0,0,0,0,0,0,0.081,0.027,1140,1
0.87,0.29,0,0,1.45,0,0,0,0,0,0,0,0,0,0.042,0,247,1
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.25,0,0,0.05,0.02,0,0,0,0,0,0,0.3,0,0.02,0.022,0,965,1
0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,329,1
0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0.201,0,141,1
0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.204,0,277,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.417,0,61,1
0,0,1.12,0,1.12,0,0,0,0,0,0,0,0,0,0.375,0,45,1
0.51,1.02,0,0,0.51,0,0,0,0,0,0,0,0,0,0.142,0,281,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
3.09,1.03,1.03,2.06,1.03,0,0,0,0,0,0,0,0,1.03,0,0,139,1
0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,53,1
4.25,0.7,0,2.83,1.41,0,0,0,0,0,0,0,0,0,0,0,30,1
0.46,0,0,0.46,0.93,0,0,0,0,0,0,0,0,0.46,0.082,0,120,1
0.19,0,0.31,0.38,1.26,0,0,0,0,0,0,0,0,0,0.085,0.053,1070,1
0.47,0.47,2.38,0,0,0,0,0,0,0,0,0.47,0,0,0.266,0,513,1
0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,35,1
0.65,0.32,0,0.32,3.26,0,0,0,0,0,0,0,0,0.32,0.105,0,139,1
0,0,0.81,0,0.81,0,0,0,0,0,0,0,0,0,0,0,63,1
0.88,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0.072,0,58,1
0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0.461,0,396,1
1.91,0.31,0.31,0,1.59,0,0,0,0,0,0,0,0,0,0.092,0,86,1
0,1.08,0.54,2.17,1.08,0,0,0,0,0,0,0,0,0.54,0,0,53,1
0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,199,1
0.27,0,0.82,0,3.03,0,0,0,0,0,0,0,0,0,0.28,0,344,1
0.28,0,0.28,0,2.83,0,0,0,0,0,0,0,0,0,0.129,0,386,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0.208,0,79,1
0.02,0,0.35,0.05,0.17,0,0,0,0,0,0,0,0,0,0.004,0,3271,1
0.4,0,1.01,0.2,0.4,0,0,0,0,0,0,0,0,0,0.03,0,190,1
0,0.17,0.17,0,0.7,1.92,0,0,0,0,0,0,0,0,0.147,0.029,419,1
0.39,0.13,0.26,0.26,1.44,7.33,0,0,0,0,0,0,0,0.13,0,0,1096,1
0.48,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0.084,0,80,1
0.22,0,0.11,0.55,1.1,0,0,0,0,0,0,0,0,0,0.173,0,389,1
0.25,0.03,0.4,0.54,1.45,0,0,0,0,0,0,0,0,0.07,0.042,0.073,1621,1
0,0,2.75,0.45,4.12,0,0,0,0,0,0,0,0,0,0.114,0,400,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,122,1
0.51,0,0,0.51,1.53,0,0,0,0,0,0,0,0,0.51,0.09,0,146,1
0,0.19,0.39,0.98,1.38,0,0,0,0,0,0,0,0,0,0.232,0,632,1
0.58,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.098,0,297,1
0.05,0.05,0.79,0.21,1.5,0,0,0,0,0,0,0,0,0.02,0.064,0,3269,1
0,0.61,0,0,1.23,0,0,0,0,0,0,0,0,0,0.176,0,81,1
0,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,36,1
0.69,0,0.23,0,0.69,0,0,0,0,0,0,0,0,0,0.037,0,354,1
0.14,0,0.62,0.21,1.35,0,0,0,0,0,0,0,0,0.03,0.078,0,2340,1
0.26,0.26,0,0.79,1.05,0,0,0,0,0.26,0,0.26,0,0,0.689,0,566,1
1.44,0,0,0,2.41,0,0,0,0,0,0,0,0,0.48,0.083,0,247,1
2.45,0,0,0.81,1.63,0,0,0,0,0,0,0.81,0,0,0,0,65,1
0,1.25,0,1.25,3.75,0,0,0,0,1.25,0,0,0,0,0,0,171,1
0.94,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,107,1
1.44,0,1.32,0.6,1.8,0,0,0,0,0,0,0,0,0.12,0.04,0,483,1
0.08,0.08,1.47,0.08,0.78,0,0,0,0,0,0,0,0,0.17,0.048,0,537,1
0.43,0.08,0.08,0,3.14,0,0,0,0,0,0,0,0,0,0.085,0.028,1140,1
0.08,0.02,0.69,0.33,1.43,0,0,0,0,0,0,0,0,0.02,0.069,0,4128,1
0.28,0,0.28,0,2.83,0,0,0,0,0,0,0,0,0,0.128,0,386,1
0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0.589,0,92,1
0.53,0,1.12,0.26,3.32,0,0,0,0,0,0,0,0,0,0.023,0,1575,1
0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
0.72,0.72,0,0,1.45,0,0,0,0,0,0,0,0,0,0.364,0,249,1
0,0,0,1.33,4,0,0,0,0,0,0,0,0,0,0,0,44,1
2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0.88,0.12,3.9,0.25,1.38,0,0,0,0,0,0,0,0,0,0.379,0.159,507,1
0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0.093,0.186,108,1
0,0,0.42,0.32,1.32,0,0,0,0,0,0,0,0.02,0.07,0.058,0,3498,1
0.64,0.64,1.29,0.64,2.59,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,99,1
0.25,0,0.51,0,0.77,0,0,0,0,0,0,0.25,0,0,0.086,0,287,1
0.3,0,0,0.3,3.03,0,0,0,0,0,0,0,0,0.3,0.211,0,184,1
0.23,0,0.23,0.23,1.19,0,0,0,0,0,0,0,0,0,0.112,0,543,1
0.6,0.4,0.8,0.1,2.02,0,0,0,0,0,0.1,0,0,0,0,0.265,1046,1
2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.355,0,28,1
0,0,0,0,0.81,0.27,0,0,0,0,0,0,0,0,0,0,374,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.169,0,85,1
0,0.49,0.98,2.94,0,0,0,0,0,0,0,0,0,0.49,0,0,571,1
0.36,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.043,0,195,1
0.24,0.24,0.24,0,2.47,0,0,0,0,0,0,0,0,0,0.116,0,485,1
0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.186,0,240,1
0.16,0.16,0.16,1.64,0,0,0,0,0,0,0,0,0,0,0.066,0,1116,1
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,56,1
1.11,0.27,0,0.83,1.11,0,0,0,0,0,0,0,0,0,0,0,196,1
0.29,0,0.39,0,1.09,0,0,0,0,0,0,0,0,0.09,0.037,0,753,1
0,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1
0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0.075,0,197,1
