@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R5,7,10,16,21-22,28,30,32-33,35,37,44-45,50-51,57-58'

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.32,0,0,0.32,0.96,0,0,0,0,0,0,0,0,0,0,0,278,1
0.38,0.25,0,0,0.77,0,0,0,0,0,0,0,0,0,0.044,0,184,1
1.89,0,0,0.27,2.7,0,0,0,0,0,0,0,0,0,0.045,0,89,1
0.52,0.26,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0.073,0,339,1
1.92,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0.73,0.36,1.1,2.2,0,0,0,0,0,0,0,0,0,0.111,0,176,1
0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0.257,0,249,1
1.39,0.93,0,1.39,0.46,0,0,0,0,0,0,0,0,0,0,0,75,1
0,0,0.66,1.98,1.32,0,0,0,0,0,0,0,0,0,0,0,121,1
0.44,0,0,0.44,1.34,0,0,0,0,0,0,0,0,0.44,0.073,0,281,1
1.67,0.2,1.04,0.83,0.62,0,0,0,0,0,0,0,0,0.41,0,0,175,1
0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,114,1
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0.611,0,66,1
0,1.96,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,74,1
0.38,0.76,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,211,1
0.1,0,0,0,0.75,0,0,0,0,0,0,0,0.05,0.05,0.045,0,588,1
1.6,0.4,0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,114,1
0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
2.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1
0.54,0,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0.54,0.096,0,130,1
0.89,0,0.44,0.44,1.78,0,0,0,0,0,0,0,0,0.44,0,0,153,1
0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.36,0.059,0,68,1
0.53,0,1.59,1.59,1.59,0,0,0,0,0,0,0,0,0,0.467,0,240,1
0.54,1.08,0,0.54,1.08,0,0,0,0,0,0,0,0,0.54,0,0,181,1
1.17,0,0.78,0.39,1.17,0,0,0,0,0,0,0,0,1.17,0.062,0,256,1
1.77,0.44,2.88,0.44,3.33,0,0,0,0,0,0,0,0,0,0,0,1733,1
2.5,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,57,1
0.39,0.39,0.26,1.57,1.57,0,0,0,0,0,0,0.13,0,0,0.129,0,476,1
1.09,2.18,0.54,0,1.09,0,0,0,0,0,0,0,0,0.54,0.157,0,377,1
1.11,2.23,0.55,0,1.11,0,0,0,0,0,0,0,0,0.55,0.159,0,385,1
0,1.07,0,2.15,2.15,0,0,0,0,0,0,0,0,0,0,0,62,1
0.27,0,0.97,1.11,1.04,0,0,0,0,0,0,0,0,0.13,0.105,0,966,1
1.24,0,0,0.31,0.93,0,0,0,0,0,0,0.31,0,0,0.086,0,155,1
0.34,0.17,0.51,0.17,0.86,0,0,0,0,0,0,0,0,0,0,0,963,1
0,0,0,0.25,1.5,0,0,0,0,0,0,0,0,0,0,0,129,1
0,0,0.29,0.14,0.88,0,0,0,0,0,0,0,0,0,0.204,0,400,1
1.14,2.28,0.57,0,1.14,0,0,0,0,0,0,0,0,0.57,0.081,0,373,1
0.2,0.2,0.2,0.4,2.62,0,0,0,0,0,0,0,0,0,0.096,0,513,1
1.46,0.08,0.08,0.51,0.77,0,0,0,0,0,0,0,0,0,0.077,0.064,1456,1
0,0,0.75,0,0.94,0,0,0,0,0,0,0,0,0,0.08,0,239,1
0,0,1.32,0.18,0,0,0,0,0,0,0,0,0,0,0.14,0,191,1
0,0,0.67,0,0,0,0,0,0,0,0,1.34,0,0,0.511,0.085,217,1
0.32,0.16,0.16,2.13,0,0,0,0,0,0,0,0.32,0,0,0.089,0,1030,1
0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,0,1.28,3.84,0,0,0,0,0,0,0,0,1.28,0,0,72,1
0,1.16,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.65,0.32,0,0.32,3.25,0,0,0,0,0,0,0,0,0.32,0.105,0,139,1
0.46,0,1.74,0,1.28,0,0,0,0,0,0,0,0,0.34,0.172,0,655,1
1.25,0.62,0,0.62,2.51,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.76,0.5,1.01,0,1.52,0,0,0,0,0,0,0,0,0,0.074,0,249,1
0.22,0,0.11,0.56,1.12,0,0,0,0,0,0,0,0,0,0.157,0,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1
0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
1.02,0.1,0.2,1.94,0.61,0.92,0,0,0,0,0,0.1,0,0,0.048,0.016,1890,1
0.85,0.25,0.08,0.25,0.42,0,0,0,0,0,0,0,0.08,0.08,0.063,0,1410,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,110,1
0.14,0,0.61,0.21,1.34,0,0,0,0,0,0,0,0,0.03,0.078,0,2426,1
0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,1
0.22,0,0.11,0.56,1.12,0,0,0,0,0,0,0,0,0,0.157,0,391,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,13,1
0.32,0,0,0.32,0.97,0,0,0,0,0,0,0,0,0,0.053,0,291,1
0.63,0,0.23,0.58,1.5,0,0,0,0,0,0,0,0,0,0.201,0,1107,1
0,1.27,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,157,1
0.44,0.44,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,137,1
0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0.36,1.1,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0.186,0,300,1
0.16,0,0.08,0,0.48,4.57,0,0,0,0,0,0,0,0,0,0,1481,1
0.25,0.03,0.4,0.54,1.41,0,0,0,0,0,0,0,0,0.07,0.042,0.073,1613,1
0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,45,1
0.41,0.49,0.66,0.82,1.16,0,0,0,0,0,0,0,0,0.08,0.132,0,1339,1
0,0.34,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0.393,0,158,1
0.34,0.51,0.51,0.34,1.36,0,0,0,0,0,0,0,0,0.34,0.095,0,224,1
1.32,0.44,1.32,0,3.09,0,0,0,0,0,0,0,0,0,0.301,0,131,1
3.98,0,0.88,0.88,1.32,0,0,0,0,0.44,0,0,0,0,0.257,0,113,1
0.78,0.49,0.19,0.09,0.68,0,0,0,0,0,0,0,0,0.09,0.102,0,1415,1
0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,63,1
0.22,0.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0.16,0,305,1
0,0,0,0,1.9,0,0,0,0.47,0,0,0,0,0,0.2,0,464,1
0.5,1.01,0.76,1.26,1.26,0,0,0,0,0,0,0,0,0.25,0.113,0,646,1
0,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,52,1
1.05,0,0.1,2,0.31,0,0,0,0,0,0,0,0,0,0.054,0,1726,1
0.64,0.64,0,0.32,3.24,0,0,0,0,0,0,0,0,0.64,0.166,0,157,1
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
1.46,0.83,1.04,0,0.2,0,0,0,0,0,0,0,0,0,0.401,0.109,364,1
1.79,0,0,1.34,4.48,0,0,0,0,0,0,0,0,0,0.074,0,144,1
0.76,0.5,1.01,0,1.52,0,0,0,0,0,0,0,0,0,0.078,0,249,1
0,1.96,0,0.98,0.98,0,0,0,0,0,0,0,0,0.98,0.168,0,52,1
1.56,0,0,0.78,2.34,0,0,0,0,0,0,0,0,0,0,0,113,1
0.15,0,0.66,0.23,1.32,0,0,0,0,0,0,0,0,0.03,0.091,0,2227,1
0.87,0.87,0,0,1.31,0,0,0,0,0,0.43,0,0,0.43,0.145,0,134,1
0,0.86,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0.152,0,55,1
0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.205,0,339,1
0.85,0.25,0.08,0.25,0.42,0,0,0,0,0,0,0,0.08,0.08,0.065,0,1402,1
2.63,0,0,1.97,2.63,0,0,0,0,0,0,0,0,0.65,0.198,0,101,1
0.28,0,0,0.57,2.02,0,0,0,0,0,0,0,0,0,0.047,0,622,1
0,1.63,0,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,70,1
0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,273,1
0,0,0,0.3,1.2,0,0,0,0,0,0,0,0,0,0.094,0.047,201,1
0.44,0.06,0.5,0,2.48,0,0,0,0,0,0.06,0,0,0,0.102,0,1030,1
0,0,0,1.04,1.04,0,0,0,0,0,0,0,0,0,0,0,272,1
0.87,0.58,1.16,0,1.74,0,0,0,0,0,0,0,0,0,0.054,0,162,1
0.43,0.08,0.08,0,3.14,0,0,0,0,0,0,0,0,0,0.085,0.028,1140,1
0.34,0.34,1.04,0.69,1.73,0,0,0,0,0,0,0,0,0,0.058,0,89,1
0.96,0.48,0,0.48,1.44,0,0,0,0,0,0,0,0,1.44,0.073,0,328,1
0.42,0.08,0.08,0,3.17,0,0,0,0,0,0,0,0,0,0.085,0.028,574,1
0.26,0.26,0,0.79,1.05,0,0,0,0,0.26,0,0.26,0,0,0.69,0,566,1
2.46,0,0,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,330,1
0.38,0.38,0,0.38,1.93,0,0,0,0,0,0,0,0,0,0,0,99,1
1.89,1.18,0.47,0.23,1.65,0,0,0,0,0,0,0,0,0,0,0,83,1
1.03,0.68,0.68,0.68,1.37,0,0,0,0,0,0,0,0,0.34,0,0,91,1
0.12,0,0.12,0,1.27,0,0,0,0,0,0,0,0,0,0.165,0,475,1
0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,114,1
2.27,0.56,0,0.56,1.7,0,0,0,0,0,0,0,0,0,0.262,0,194,1
0.47,0,0,0.47,1.42,0,0,0,0,0,0,0,0,0,0.056,0,359,1
0.04,0.04,0.69,0.23,1.36,0,0,0,0,0,0,0,0,0.02,0.064,0,3016,1
0,0,0.23,0.23,0.47,0,0,0,0,0,0.23,0.23,0,0,0,0,450,1
1.08,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.178,0,92,1
0,0,0,0.88,0,0,0,0,0,0,0,0.88,0,0,0.14,0,62,1
0.8,0.5,0.1,0.1,0.7,0,0,0,0,0,0,0,0,0.1,0.11,0,1351,1
0.52,0,0.17,0.87,0.87,0,0,0,0,0,0,0,0,0,0.373,0,336,1
0,0,0.93,0,0.83,0,0,0,0,0,0.1,0,0,0,0,0,1516,1
1.45,0.05,0.05,0,1.04,0,0,0,0,0,0,0,0,0,0.051,0,458,1
0,0,2.64,0,0.44,0,0,0,0,0,0,0,0,0,0.231,0,263,1
1.17,0,2.35,1.17,3.52,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.177,0,85,1
0.68,0.34,0,2.04,2.38,0,0,0,0,0,0,0,0,0,0.167,0,328,1
1.45,0,0,0.64,0.48,0,0,0,0,0,0,0,0,0.16,0.198,0,557,1
0,1.15,0,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,74,1
0.4,0.1,0.2,0.91,1.72,0,0,0,0,0,0,0,0,0,0.096,0,1426,1
0.84,0.08,0.16,1.61,0.5,0.84,0,0,0,0,0,0.08,0,0,0.047,0.015,2045,1
0.55,0,0,1.11,1.67,0.55,0,0,0,0,0,0,0,0,0,0,125,1
1.44,0,1.32,0.6,1.8,0,0,0,0,0,0,0,0,0.12,0.04,0,479,1
0,0.35,0,0.7,2.47,0,0,0,0,0,0,0,0,0,0.061,0,99,1
2.48,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,174,1
1.44,0,1.32,0.6,1.8,0,0,0,0,0,0,0,0,0.12,0.041,0,479,1
0,0,0,1.66,1.66,0,0,0,0,0,0,0,0,0,0,0,80,1
0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.23,0,0.23,0.23,1.19,0,0,0,0,0,0,0,0,0,0.111,0,543,1
0.26,0,1.88,0,0.26,0,0,0,0,0,0,0,0,0,0.067,0,506,1
0,0,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0.24,0,473,1
0.99,0.99,0,0.49,0.99,0,0,0,0,0,0,0,0,0.49,0,0,183,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.213,0,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.28,0,0.98,1.12,0.98,0,0,0,0,0,0,0,0,0.14,0.108,0,966,1
0,0.11,0.11,0.44,1.56,0,0,0,0,0,0,0,0,0.44,0.142,0,798,1
0.87,0,0.43,0,0.87,0,0,0,0,0,0,0,0,0,0,0,179,1
1.09,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0.208,0,243,1
0.38,0,0.19,0.66,1.42,0,0,0,0,0,0,0,0,0,0.059,0,771,1
0.25,0.03,0.4,0.54,1.41,0,0,0,0,0,0,0,0,0.07,0.042,0.072,1613,1
0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.102,0,185,1
0,0,1.15,0.19,1.15,0,0,0,0,0,0.19,0,0,0,0.027,0,922,1
0,0,0,5.91,1.18,0,0,0,0,0,0,0,0,0,0,0,93,1
0.85,0,0,1.28,0.85,0,0,0,0,0,0,0,0,0,0.066,0,313,1
0,0,1.5,0.27,2.32,10.38,0,0,0,0,0,0,0,0,0.042,0,1444,1
0.12,0,0,0.12,0.12,0,0.24,0.12,0,0,0,0,0,0.12,0.352,0,505,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0.178,0,51,1
1.63,0,1.63,0,0,0,0.81,0,0,0,0,0,0,0,0,0,53,1
0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.76,0,0,45,1
0.22,0,1.54,0.66,1.54,0,0,0,0,0,0,0,0,0,0.085,0,728,1
0.15,0.06,0.97,0.15,1.41,1.28,0,0,0,0,0,0,0,0.06,0.122,0.01,3303,1
1.21,0,0.6,1.82,0,0,0,0,0,0,0,0,0,0,0.29,0,67,1
0.53,0,0,0.53,0,9.33,0,0,0,0,0,0,0,0,0,0,886,1
0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.103,0,162,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,118,1
