@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7,12,16-17,22-25,27,30-31,38-41,43-44,47-49,52-53,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0,4.652,1
0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975,0.37,35.461,1
0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,4,1
0,0,1.17,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0,1.966,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,1.7,1
0,0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,3.071,1
0.43,0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,2.81,1
0,0.7,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,1.153,1
0.3,0,0.3,0,0,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.054,0.118,2.379,1
0.32,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.024,5.709,1
0,0,0.33,0.66,0.66,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.541,5.428,1
0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.294,0.147,2.333,1
0,0.08,0.6,0,0.17,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.013,4.07,1
0,0,0.38,0.38,0.77,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,0.184,3.923,1
0,0,0,0.96,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0.267,3.315,1
0,0.32,0.32,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,1.494,1
0,0.15,0,1.11,0,0,0,0,0.95,0,0,0,0,0,0.15,0,0,0,0,0,0,0.862,0.707,5.423,1
0,0,0,0,0,0,0,0,3.58,0,0.39,0,0,0,0,0,0,0.39,0,0,0,0,0,2.5,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453,0,4.153,1
0,0.33,0.33,0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,2.195,1
0,3.12,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.428,1
0,0.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,0.753,5.058,1
0,0.06,0.54,0,0.72,0,0.84,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0.01,0.167,1.733,1
0,0.32,0.32,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,1.494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434,0,7.055,1
0,0.32,0.32,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,1.494,1
0,0,0.23,0.08,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.406,0.038,2.811,1
0.02,0,0.02,0.05,0.1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0.017,3.922,1
0.81,0,0.4,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831,0.338,1102.5,1
0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,1.541,1
0,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,1.696,1
0,0.7,0.7,0.7,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0.061,1.88,1
0,0.49,0.99,0.49,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.165,5.113,1
0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,1.3,1
0,0.12,0.48,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.056,0.094,1.246,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,1.44,1
0,0.35,0.35,0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.171,1.974,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,0,1.666,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,2.166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,1,1
0,0.09,0.48,0.87,0.19,0,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.151,6.813,1
