@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0.19,0.19,0,0,0,0,0,0.09,0.19,0,0,0,0,0.061,44,1
0.14,0,0.56,0.14,0.14,0.28,0,0,0,0,0,0.42,0,0,0.381,15,1
0,0.61,1.01,0.2,0.4,0,0,0.2,0,0,0,0,0,0,1.232,142,1
0.46,0.06,0.73,0.26,0,0.26,0,0,0,0,0,0,0,0,0.278,40,1
0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,1.149,3,1
0,0,0.17,0.05,0,0.23,0,0,0,0,0,0,0,0,0.032,14,1
0,0,0.02,0.05,0.1,0,0,0,0,0,0,0,0,0,0.107,489,1
0,1.34,0.33,0.67,0.67,0,0,0,0,0,0,0,0,0,0.053,12,1
0.96,0,0,0.48,0.48,0.48,0,0,0,0,0,0,0.48,0,0.175,259,1
0,0.97,0,0.97,0,0,0.97,0,0,0,0,0,0,0,0,13,1
0.25,0,0.25,0,0,0,0.51,0,0,0,0,0,0,0,0.26,16,1
0.95,0.23,0.23,0,0.71,0.71,0,0,0,0,0,0,0,0,0.238,38,1
0,0,0.63,0.63,0.31,0.63,0,0,0,0,0,0,0,0,0.055,91,1
0,0.36,0,0.36,0,0,0,0,0,0,0,0.73,0,0,0.053,134,1
0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,1.235,10,1
0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0.19,16,1
0.49,0.99,0.49,0.49,0.49,0,0,0,0,0,0,0.49,0,0,1.118,69,1
0,1.12,1.49,0.37,0,0.74,0,0,0,0,0,0,0,0,0.223,10,1
0,0.31,0.31,0.31,0.31,0.31,0,0,0,0,0,0.31,0,0,0,10,1
0.74,0.74,0.74,0.74,3.73,0,0,0,0,0,0,0,0,0,0.355,7,1
0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0.537,12,1
0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0.421,17,1
0,0.4,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0.121,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.77,0,0.38,0.19,0.19,0.77,0,0,0,0,0,0,0,0,0.438,525,1
0,0,1.9,0.23,0,0,0,0,0,0,0,0,0,0,1.046,97,1
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0.83,0.41,0,0,0,1.46,0,0,0.2,0,0,0,0,0.182,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,49,1
0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,22,1
0,0.16,0.33,0,0,0.16,0,0,0,0,0,0,0,0,0.079,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,12,1
0,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,1.466,392,1
0.29,0,0.58,0,0.19,0.68,0,0,0,0,0,0,0,0,0.569,691,1
0,0,0,0,0,0,0,1.03,0,0,0,1.03,0,0,0.163,21,1
0.17,0.08,0.6,0,0.17,0.08,0,0,0,0,0,0,0,0,0.108,48,1
0,0.2,0.4,0.4,0,0.4,0,0,0,0,0,0,0,0,0.133,30,1
0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,1.098,36,1
0,0,0.15,0,0,0,0,0.15,0,0,0,0,0,0,0.095,1505,1
0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,1.385,64,1
0,0,0,0,3.4,0.28,0,0,0,0,0,0,0,0,0.371,97,1
0.9,0.9,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0.546,19,1
0,0.74,0,2.22,0,0,0,0,0,0.74,0,0,0,0,0.088,29,1
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,7,1
0,0,1.19,0.23,0,0.23,0,0,0,0,0,0,0,0,0.327,72,1
0.1,0.1,0.5,0.91,0.2,0.2,0,0,0,0,0,0,0,0,0.336,494,1
0.47,0,2.35,0.47,0,0,0,0,0,0,0,0,0,0,1.687,636,1
0.15,0,0.3,0.3,1.54,0.3,0,0,0,0,0,0,0,0,0.615,13,1
0.44,0,1.34,0.44,0,0.44,0,0,0,0,0,0.44,0,0,0.944,28,1
0,0.32,0.32,0.32,0.32,0.32,0,0,0,0,0,0.32,0,0,0,10,1
0,0.51,0.25,0,0,0,0,0,0,0,0,0,0,0,0.514,19,1
0,0,1.42,1.42,0,0,0,0,0,0,0,0,0,0,0,5,1
0.1,0.4,0.5,0.1,0,0.3,0,0,0,0.1,0,0,0,0,0.975,56,1
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.441,17,1
0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.046,6,1
0.14,0,0.58,0.14,0,0.44,0,0,0.29,0,0,0,0,0,0.204,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,15,1
0,0,0,0.64,0,0,0,0,0,0.64,0,0,0,0,2.354,13,1
0,0,0.44,1.33,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0.19,72,1
0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0.305,14,1
0,0.08,0.76,1.6,0.76,0.08,0,0.25,0,0,0,0,0,0,0.502,292,1
0.3,0,0.3,0,0,0.61,0,0,0,0,0,0,0,0,0.207,30,1
0,0,0.78,3.51,0,0,0,0,0,0,0,0.39,0,0,0.864,44,1
0,0,0.97,0.48,0,0,0,0,0,0,0,0,0,0,0.963,61,1
0,0,1.74,0,0.87,0,0,0,0,0,0,0,0,0,0,4,1
0,0.81,0.4,3.27,0,0,0,0,0,0,0,0,0,0,0.64,181,1
0.26,0,0.73,0.26,0.13,0.26,0,0,0,0,0,0,0,0,0.449,272,1
0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0.841,295,1
0,0,0.71,1.43,0,0.71,0,0,0,0,0,2.15,0,0,0.132,16,1
0.17,0.08,0.6,0,0.17,0.08,0,0,0,0,0,0,0,0,0.092,48,1
0,1.63,0.54,0.54,2.73,0,0,0,0,0,0,0,0,0,0,32,1
0.26,0.39,0.78,1.57,0,0.39,0,0,0,0,0,0,0,0,0.779,49,1
0.1,0.5,0.7,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0.49,669,1
0.5,0,0.65,0.21,0.43,0.54,0,0,0,0,0,0.03,0,0,0.439,798,1
0.08,0,0.56,0,0,0.72,0,0,0,0,0,0,0,0,0.233,102,1
0,2.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.27,0,0.55,0,1.37,0,0,0,0,0,0,0,0,0,1.029,63,1
0,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0.47,0.95,0,0.47,0,0,0,0,0,0,0,0,0,0.621,148,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,23,1
0.73,1.1,0.36,0.36,1.84,1.1,0,0,0,0,0,0,0,0,0.435,190,1
0.08,0.25,0.59,0.25,0.08,0.08,0,0,0,0,0,0.08,0.08,0,0.394,669,1
0.19,0.77,0.77,0.19,0.58,0,0,0,0,0.19,0,0,0,0,0.185,11,1
1.23,0,0.3,0,0,1.23,0,0,0,0,0,0,0,0,0.52,84,1
0.19,0.19,1.07,0,0,0.29,0,0,0,0.09,0,0,0,0,0.404,49,1
0.32,0.04,0.68,0.64,0.36,0.6,0,0,0,0,0,0.12,0,0,0.37,181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,12,1
0,0,0.84,0,0,0,0,0.84,0,0,0,0,0,0,0,6,1
0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0.585,132,1
0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0.355,12,1
0,0.23,0.69,0,0.69,0.23,0,1.15,0,0,0,0,0,0,0.841,52,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,42,1
0,0,1.31,0,0,1.31,0,0,0,0,0,0,0,0,0,25,1
0.1,0.5,0.7,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0.49,669,1
0,0.8,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0.269,19,1
0,0.76,0.38,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0,0.42,0.42,0,0,0,0,0,0,0,0.42,0,0,0.669,121,1
0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.543,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0,0.64,1.94,0.64,0.64,0,0,0,0,0,0,0,0,0,0.233,4,1
0.24,0.49,0.49,0.49,0.99,0.49,0,0,0,0,0,0,0,0,0.847,114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,29,1
0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,13,1
0.17,0.05,0.52,0,0.69,0.05,0,0,0,0,0,0,0,0,0.01,12,1
0.68,0,0.11,0.11,0.68,1.14,0,0,0,0.11,0,0.11,0,0,0.388,164,1
0.22,0.44,0.88,0.44,0,0.44,0,0,0,0,0,0,0,0,0.588,1038,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.453,26,1
0.49,0.49,1.98,0.49,0,0,0,0.49,0,0,0,0,0,0,0.845,47,1
0,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0,0.152,19,1
0.43,0.87,0.43,0,0.43,0,0,0,0,0,0,0.43,0,0,1.021,59,1
0.05,0,0.28,0.17,0,0.05,0,0,0,0,0,0.05,0,0,0.099,95,1
0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0.392,22,1
0.35,0.35,1.06,0.7,1.06,0,0,0,0,0,0,0.35,0,0,0.411,60,1
1.26,0,0.42,0.42,0,0.42,0,0,0,0,0,0.42,0,0,0.472,19,1
1.24,0,0.41,0.41,0,0.41,0,0,0,0,0,0.41,0,0,0.48,19,1
0,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.276,33,1
0.47,0,2.38,0.47,0,0,0,0,0,0,0,0,0,0,1.687,634,1
0.16,0.33,1.51,0,1.68,0.33,0,0,0,0,0,0,0,0,1.118,63,1
0.39,0,0.7,0.23,0.43,0.46,0,0,0,0,0,0.03,0,0,0.381,543,1
0.56,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0.91,22,1
0,0,0.24,0.48,0,0.24,0,0,0,0,0,0,0,0.24,0.036,66,1
0,0.29,1.16,1.16,2.33,0,0,0,0,0,0,0,0,0,0.044,24,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,13,1
0,0.09,0.77,0.58,0.87,0.09,0,0,0,0,0,0,0,0,0.06,20,1
0.41,0.03,0.76,0.24,0.41,0.59,0,0,0,0,0,0.1,0,0,0.425,131,1
0,0.8,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0.27,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,18,1
0.46,0.05,0.97,0.25,0.43,0.36,0,0,0,0,0,0.02,0,0,0.325,193,1
0,0,0.49,0.24,0,0,0,0,0,0,0,0,0,0,0,209,1
0,0,1.82,0.3,0,0.6,0,0,0,0,0,0,0,0,0.191,31,1
1.44,0,2.4,0.96,0,0,0,0,0,0,0,0.48,0,0,0.174,12,1
0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0.366,149,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,1.284,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0.96,0,0.96,0,0,0,0,0,0,0.48,0,0,0.502,80,1
0,0.32,0.32,0.32,0.32,0.32,0,0,0,0,0,0.32,0,0,0,10,1
0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.173,7,1
0,0.49,0.99,0.49,0.99,0,0,0,0,0,0,0.49,0,0,0.497,78,1
0.71,0.35,0.53,0.35,0.71,0.53,0,0,0,0,0,0,0,0,0.234,97,1
0,0.58,0.29,1.46,0.29,0,0,0,0,0,0,0.29,0,0,0.606,37,1
0.58,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0.197,61,1
0,0.4,0.8,0,1.6,0,0,0,0,0,0,0,0,0,0.706,13,1
0.09,0.49,0.68,0.09,0,0.09,0.09,0,0,0,0,0.09,0.09,0,0.393,669,1
1.63,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.802,16,1
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.203,17,1
0.43,0,1.29,0,0,0,0,0.86,0,0,0,0,0,0,0.061,13,1
0.28,0,0.84,0.84,0.28,0,0,0,0,0,0,0,0,0,1.147,104,1
0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,2.894,25,1
0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0.369,104,1
0,0,0,1.19,0,0,1.19,0,0,0,0,1.19,0,0,0.204,41,1
0,0,0,6.09,0,0,0,0,0,0,0,0,0,0,0.407,32,1
0,0.32,0.32,0.32,0.32,0.32,0,0,0,0,0,0.32,0,0,0,10,1
