@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7,10,12,15-16,18,20,24,26,28,30-32,34,38,43,46,53-54,58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0.12,0.38,0,0.64,0.12,0,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0.081,0,1
0.63,0,0,0.63,1.27,0.63,3.18,0,0.63,0,0.31,0,0,0,0,0,0,0,0.496,0,1
0,1.66,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,1
0,0.48,0,0.97,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,1
0.36,0.73,0.36,0.36,0,1.09,0.36,2.19,0,0,0,0,0,0,0,0,0,0,0.332,0,1
0.34,0.68,0.34,0,0,0.34,1.36,0,0,0.34,0,0,0,0,0,0,0,0,0.048,0,1
0.46,0.46,0,0.46,0,0.92,0.92,0,0,0,0,0,0,0,0,0,0,0,0.223,0,1
0.18,0,0.31,1.51,0,0.37,0.12,0.69,0.75,0,0,0,0,0,0,0,0.06,0,0.234,0.064,1
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0.338,0,1
0.72,0,0,0,0,2.91,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0.05,0.76,0.97,0,0.26,0,0,0.34,0,0,0,0,0,0,0,0,0,0.764,0.159,1
0,0.46,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.55,1.11,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,1
0,0,0,2.07,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0.149,0,1
0.29,0.14,0.43,0,0.14,0.14,0.72,0.14,0,0,0,0,0,0,0,0,0,0,0.023,0.046,1
0,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.62,0,3.1,0,0,1.24,0,0.62,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.66,0,0,0,2.64,1.32,0,0,0,0,0,0,0,0,0,0.069,0,1
0,0,0.22,0,0.45,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0.112,0,1
0,0,0.36,0.9,0,0.72,0.18,0.18,0.54,0,0,0,0,0,0,0.36,0.18,0,0.063,0,1
1.49,2.98,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,1
0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.55,2.23,0.55,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.079,1
0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,1
0,0.14,0,0,0,0.87,1.46,0,0,0,0.43,0,0,0,0,0,0,0,0.784,0.02,1
0,0,0.19,0.26,0,0,0,0,0,0,0,0.06,0,0,0,0,0.06,0,0.032,0,1
0,0,0,1.05,0,1.05,0,1.05,0.52,0,0,0,0,0,0,0,0,0,0.263,0,1
0,0,0,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,1
1.03,2.41,1.72,2.06,0.34,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.32,0,0.75,2.07,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.107,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.43,0,0,0.43,1.73,0,0,0,0,0,0,0,0,0,0,0,0.062,0,1
0.19,0,0.38,0,0,0,0,0.38,0,0,0.19,0,0,0,0.38,0,0,0,1.121,0,1
0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1
0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0.201,0,1
0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0.103,0,1
0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.06,0.55,0,0,0,0.24,0.06,0,0,0,0,0,0,0,0.06,0,0.169,0,1
0.08,0.08,0.17,1.43,0,0.53,0,0,0.17,0,0,0,0,0,0,0,0,0,0.109,0.027,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,1
0,0.67,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.58,0,1.74,0,0,0.58,0,0,0,0,0,0,0,0,0,0.082,0,1
0,0.25,0,0.76,0,0.25,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.26,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026,1
0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.51,0.25,0,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0,0.173,0,1
0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,1
0.43,0,0.62,0.65,0.03,0.21,0.03,0,0.58,0,0,0,0,0,0,0,0,0,0.509,0.127,1
0.39,0,0.78,0.78,0.39,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.064,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,1
0.4,0.13,0.77,0.7,0.03,0.27,0.03,0,0.6,0,0,0,0,0,0,0,0,0,0.5,0.11,1
0.19,0.77,0.19,0.77,0,0.19,2.33,0,0,0,0,0,0,0,0,0,0,0,0.216,0,1
0,0.9,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.67,0.67,0.33,0.67,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.048,0,1
0.9,0.9,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39,0.19,0.39,0.98,0,0.98,0,0.39,1.38,0,0,0,0,0,0,0,0,0,0.306,0.025,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,1
0.39,0.19,0.39,0.98,0,0.98,0,0.39,1.38,0,0,0,0,0,0,0,0,0,0.31,0.025,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.36,0,0.68,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.361,0,1
0.47,0.47,0.47,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.62,1.88,1.25,0.31,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.28,1.41,0,0,0,1.98,0.84,0,0,0,0,0,0,0,0,0,0.043,0,1
0.64,0,0,0.64,0,0.32,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.57,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0.099,0,1
0,0.61,0.3,0.3,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0.182,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.77,0,0.77,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,1
0.26,0,1.2,0.8,1.46,0,2.26,0.53,0.93,0,0,0,0,0,0,0,0,0,0.217,0.039,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,1
0,0,0,0,0,0.65,0,0,0.65,0,0,0,0,0,0,0,0,0,0.411,0,1
0,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,1
0.18,0.73,0.27,0.64,1.47,0.09,1.2,0.18,0.18,0,0,0,0,0,0,0,0.18,0.09,0.135,0.013,1
0.69,0.17,0,0.34,0.69,0,0,0.51,0.17,0,0,0,0,0,0,0,0,0,0.106,0.053,1
0.47,0.47,0.47,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.56,0,0.56,1.79,0,0.11,0.89,0,0,0.11,0,0,0,0,0,0,0,0,0.056,0,1
0,0,1.63,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.02,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0.105,0,1
0.97,0,1.95,2.43,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.086,1
0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0.184,0,1
0,0.74,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.15,0.63,1.42,0,0,0,1.58,0.47,0,0,0,0,0,0,0,0,0,0.127,0,1
0,1.26,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,1
1.5,0,3.75,2.25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,0,1
0,0,0.22,1.35,0,0.45,0.22,1.57,0.67,0,0,0,0,0,0,0,0,0,0.148,0,1
0.95,0,1.91,2.39,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.084,1
0,0,0,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0.21,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,1
0,0,0.1,0.31,0,0.53,0,0,0.21,0,0,0,0,0,0,0.1,0.1,0,0.188,0.075,1
0.4,0,0.61,0.2,0,0,0,0.2,0.61,0,0,0,0,0,0,0,0,0,0.149,0.029,1
0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,1
0.81,0,0.81,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0,0.05,0.28,0,0.17,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.079,0.009,1
0,0,0.38,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.059,0,1
0.65,1.31,0,0.65,0.65,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,1
