@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,7,12,16-17,24,26,36,38-39,41,45-46,48,52,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.69,0.34,0,0,0,0,0,0,0,0,0,0,0.786,61,1
0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0.392,22,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.711,12,1
0,0.18,0.18,0,0.37,0,0,0,0,0,0,0,0,0,0.426,4,1
0.18,0.06,0.54,0,0.72,0.06,0,0,0,0,0,0.06,0,0,0.01,12,1
0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,2.53,1.26,0,5.06,0,0,0,0,0,0,0,0,0,0.537,287,1
0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.165,16,1
0.06,0,0.33,0.2,0,0.06,0,0,0,0,0,0.06,0,0,0.096,144,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
0.5,0,1.01,0,0,0,0,0,0,0,0,1.01,0,0,0.089,53,1
0,0,0,0.56,0,0,0,0,0,0,0,0.56,0,0,0.606,19,1
0,0.16,0.64,0,0.16,0,0,0,0,0,0,0,0,0,0.299,24,1
0,0,0.39,0.98,0.19,0,0,0,0,0,0,0,0,0,0.16,31,1
0,0,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,11,1
0.5,0,0.73,0.23,0.42,0.5,0,0,0,0,0,0.03,0,0,0.335,595,1
0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.215,27,1
0.14,0,0,0.87,0.29,0,0,0,0,0,0,0.58,0,0,0.265,38,1
0,0,0.66,0.33,0,0,0,0,0,0,0,0.33,0,0,0.583,121,1
0.51,0.51,0,2.07,0,0,0,0,0,0,0,0,0,0,0.067,17,1
0.54,1.08,0.54,0.54,0.54,0,0,0,0,0,0,0.54,0,0,1.182,68,1
0,0,0,0.9,0,0,0,0,0,0,0,0.9,0,0,0.165,41,1
0.17,0.53,1.25,0.62,0.08,0.08,0,0,0,0,0,0.08,0,0,0.212,583,1
0.19,0,0.39,0.59,0.39,0.19,0,0,0,0,0,0,0,0,0.258,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,1.806,5,1
0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,2.766,25,1
0.14,0,0.58,0.14,0,0.44,0,0,0.29,0,0,0,0,0,0.204,73,1
0,3.27,0,1.63,1.63,0,0,0,0,0,0,0,0,0,0.54,140,1
0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0.632,132,1
0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.867,20,1
0.1,0.2,1.04,0.1,1.14,0.2,0.1,0,0,0.1,0,0,0,0,0.785,92,1
0.64,0.64,0.64,0.64,0.64,0,0,0,0,0,0,0,0,0,0.551,22,1
0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,1.133,6,1
0,0.11,0.92,0.46,0.23,0,0,0,0,0,0,0,0,0,0.322,48,1
0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.672,31,1
0,0,0,1.28,0,0,0,0,0,0,0,1.28,0,0,0.23,41,1
0,0.94,0.47,0,0.47,0,0,0,0,0,0,0.47,0,0,0.217,11,1
0,0,0.73,0.36,0.73,0,0,0,0,0,0,0,0,0,0.604,58,1
0,0,1.29,0,0,1.29,0,0,0,0,0,0,0,0,0,25,1
0.63,0.63,0.63,0.63,0.63,0,0,0,0,0,0,0,0,0,0.501,22,1
0.65,0,0.65,1.3,0.65,0,0,0,0,0,0,0,0,0,0.834,22,1
0,0,0.73,0.36,0.73,0,0,0,0,0,0,0,0,0,0.604,58,1
0.18,0.06,0.54,0,0.72,0.06,0,0,0,0,0,0.06,0,0,0.01,12,1
0,1.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.802,20,1
0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,1,1
0.18,0,0.55,0,0.73,0.06,0,0,0,0,0,0,0,0,0.01,12,1
0.29,0,0,0,2.93,0,0,0.58,0,0,0,0,0,0,0,6,1
0,0,0,0.68,2.73,0,0,0,0,0,0,0,0,0,1.143,75,1
0.33,0,0.33,0.55,0,0.22,0,0,0.11,0,0,0,0,0,0.367,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,1.336,3,1
0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.203,72,1
0.1,0.1,0.64,0,0.1,0,0,0,0,0,0,0,0,0,0.016,29,1
0,0.31,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0.378,23,1
0,0,0,0,0.61,0,0,0,0,0,0,0.2,0,0,0.382,55,1
0,0.1,0.64,0,0.1,0,0,0,0,0,0,0,0,0,0.016,29,1
0.28,0,1.14,0.14,0.42,0.42,0,0,0,0,0,0,0,0,0.094,27,1
0.56,0,1.41,0,1.41,0.84,0,0,0,0,0,0,0,0,1.289,47,1
2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.5,0.25,2.26,0.5,1,0,0,0,0,0,0,0,0,0,0.375,60,1
0.09,0,0.72,0,0,0.09,0,0,0,0,0,0.27,0,0,0.242,69,1
0,0,0.36,1.81,0,0,0,0,0,0,0,0,0,0,0.125,5,1
0.45,0.56,1.81,0.22,0.11,0.22,0,0,0,0,0,0,0.11,0,0.574,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,1.28,0,0.64,0,0,0,0,0,0,0,0,0,0,0.085,18,1
0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0.519,43,1
0.11,0,0.34,0,0.45,0.45,0,0,0,0,0,0.45,0,0,0.265,144,1
0.42,0,0.77,0.23,0.54,0.46,0,0,0,0,0,0.03,0,0,0.438,153,1
0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.669,82,1
0.7,0.7,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0.23,60,1
0,0.8,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0.269,19,1
0,0,0.75,1.5,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0.109,24,1
0.1,0.5,0.7,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0.49,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0.38,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0.122,12,1
0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.858,1146,1
0.16,0.49,1.24,0.82,0.16,0.16,0,0,0,0,0,0.08,0,0,0.25,581,1
0.17,0.05,0.51,0,0.69,0.05,0,0,0,0,0,0,0,0,0.01,51,1
0.17,0,0.52,0,0.7,0.05,0,0,0,0,0,0,0,0,0.01,12,1
0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.08,0.25,0.59,0.25,0.08,0.08,0,0,0,0,0,0.08,0.08,0,0.408,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,28,1
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.221,15,1
0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0.979,68,1
0.31,0.15,1.42,0,1.58,0.47,0,0,0,0,0,0.15,0,0,1.3,97,1
0,0,0.74,3.34,0,0.37,0,0,0,0,0,0,0,0,0.878,58,1
0.17,0.05,0.51,0,0.69,0.05,0,0,0,0,0,0,0,0,0.02,51,1
0,0.37,0.74,0.37,1.49,0,0,0,0,0,0,0.37,0,0,1.199,64,1
0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,5,1
