@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,6-7,13,16,21-22,26-27,35,38,40,42,46-47,50-53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.06,0.19,0.19,0.12,0.06,0.51,0,0,0,0,0,0.06,0,0.06,0,0.143,0,0.276,0.184,9.821,1
0,0,0.31,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0.137,0,0.137,0,3.537,1
0,0,0.42,0,1.27,1.27,0,0,0,0,0,0.42,0,0,0,0.063,0,0.572,0.063,5.659,1
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.436,0,0.873,0,4.142,1
0,0,0.48,0,0.48,1.95,0,0,0,0,0,0.48,0,0,0,0.073,0,0.589,0.294,4.85,1
0.3,0,0,0.3,2.15,1.23,0,0,0,0,0,0,0,0,0,0.1,0,1.053,0.351,3.884,1
0,0,0.48,0,0.48,2.41,0,0,0,0,0,0,0,0,0,0.081,0,0.486,0.243,5.13,1
0,0,0,0,1.05,1.4,0,0,0,0,0,0,0,0,0,0.122,0,1.284,0,3.639,1
1.24,0,0,0,0.41,1.24,0,0,0,0,0,0,0,0,0,0.065,0,0.461,0.527,3.166,1
0,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.189,0.284,0.662,0,10.068,1
0,0.79,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.231,0.347,0.462,0,5.793,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,1.529,0,5.5,1
0,0,2.56,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0.542,0,102.666,1
0.17,0.08,0.08,0.17,0,3.17,0,0,0,0,0,0,0,0,0,0.081,0.027,0.095,0.013,4.07,1
0.34,0.43,0.08,0.95,0.08,0.78,0,0,0,0,0,0,0,0,0,0.048,0,0.259,0.259,3.335,1
0.43,0.87,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.835,0,5.114,1
0,0,0,0,0.56,1.12,0,0,0,0,0,0,0,0,0,0.102,0,0.615,0,2.403,1
0.46,0,0,0,0,2.31,0,0,0,0,0,0.46,0,0,0,0.49,0,0.081,0.816,3.4,1
0,0.64,0.32,0.32,0.32,3.24,0,0,0,0,0,0,0,0,0,0.106,0,0,0.159,1.537,1
0,0,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0.121,0,1.094,0,2.021,1
0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,2.6,1
0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0.931,0,12.055,1
0,0,0.15,0,1.11,0,0,0,0,0,0,0.15,0,0,0,0.088,0,0.862,0.707,5.423,1
0,0,0.23,0.23,0,1.84,0,0,0,0,0,0,0,0,0,0.036,0.036,0.841,0.036,1.862,1
1.63,0,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0.759,0.253,2,1
0,0.94,0,0,0,0.94,0,0,0.18,0,0,0,0,0,0,0.08,0,0.242,0.107,2.623,1
0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0.133,0,0.532,0,2.9,1
0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1.333,1
0,0.43,0.43,0.43,0.43,0.86,0,0,0,0,0,0,0,0,0,0.129,0,0.129,0,5.8,1
0.05,0.17,0.05,0,0.76,1.3,0,0,0,0,0,0,0,0,0,0.129,0,0.102,0.259,1.493,1
0,0.74,1.48,0.74,0.74,3.7,0,0,0,0,0,0,0,0,0,0,0,0.108,0,2.346,1
0.08,1.02,0.25,0.17,0.25,0.42,0,0,0,0,0,0.08,0,0.08,0,0.063,0,0.394,0.114,7.484,1
0,0,0.14,0,0,2,3.86,0,0,0,0,0,0,0,0,0.048,0,0.241,0.072,6.238,1
0.59,0.09,0,0.29,0.09,1.69,0,0,0,0,0,0,0,0,0,0.078,0,0.334,0.133,15.493,1
0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,2.411,1
0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0.125,0,0.251,0.251,2.022,1
0.21,0.1,0,0.42,0,2,0,0,0,0,0,0,0,0,0,0.028,0,0.141,3.305,11.288,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,1.666,1
0,0.64,0.64,0.32,0.32,3.24,0,0,0,0,0,0,0,0,0,0.156,0,0,0.156,1.688,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0.191,0.383,3.95,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,1
0.23,0.17,0.11,0.47,0.05,2.05,0,0,0,0,0,0,0,0,0,0.133,0,0.492,0.338,6.033,1
0,0,1.08,0,2.17,1.08,0,0,0,0,0,0,0,0,0,0,0,0.334,0,1.325,1
0.9,0,0.9,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0.546,0,2.818,1
0.39,0.39,0.79,0,0,2.76,0,0,0,0,0,0,0,0,0,0.061,0,0.612,0.183,2.678,1
0,0,0,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0.265,0,0.132,0,2.322,1
0.19,0.19,0.19,0.19,0,1.75,0,0,0,0,0,0.09,0,0,0,0,0.194,0.404,0.224,4.285,1
0,0,2.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0.142,0,0.427,0.142,92.333,1
0,0,0,0,6.52,2.17,0,0,0,0,0,0,0,0,0,0,0,1.149,0,9.1,1
0,0,1.94,0,2.91,1.94,0,0,0,0,0,0.97,0,0,0,0.13,0,0.52,0.13,6.266,1
0,0,0.15,0.15,0.15,0.6,0,0,0,0,0,0,0,0,0,0.02,0,0.352,0.02,5.938,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0.35,1.4,0,0,0,0,0,0,0,0,0,0.056,0,0.897,0,4.43,1
0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.08,0,0.644,0.161,2.522,1
0.1,0.2,0.2,0,0.1,1.84,0,0,0,0.1,0,0,0,0,0,0,0.264,0.974,0.396,3.163,1
0.95,0.95,0,0,0.47,0.95,0,0,0,0,0,0,0,0.47,0,0.791,0,0.169,0.452,9.64,1
0.1,0.8,0.5,0.3,0.1,0.7,0,0,0,0,0,0,0,0.1,0,0.11,0,0.49,0.158,8.55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,1
0,0.36,1.47,0,0.36,0.73,0,0,0,0,0,0,0,0,0,0.183,0,0.367,0.061,4,1
0,0,0.26,0.53,0,0.8,0,0.26,0,0,0,0,0,0,0,0,0,0,0.04,2.779,1
0,0,1.05,0,0.52,0.52,0,0.52,0,0,0,0,0,0,0,0.25,0,0,0,2.82,1
0.24,0.48,0.24,1.2,1.68,1.68,0,0,0,0,0,0,0,0,0,0,0,0.677,0.828,4.333,1
0,0,0,0,0,0.56,2.25,0,0,0,0,0,0,0,0,0.493,0.197,0.394,0,3.537,1
0.26,0.08,0.08,0.08,0.35,2.21,0,0,0,0.08,0.08,0,0,0,0,0.044,0,0.339,0.162,4.137,1
0,0.37,0.18,0,0,0.37,0,0,0,0,0,0,0,0,0,0.081,0,0,0.027,2.326,1
