@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2-3,7-8,15-16,18-19,22,24,28,33,37,41,46-47,49-50,53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.12,0.77,0.38,0,0.12,0,0.12,1.67,0,0,0,0,0,0,0,0,0.04,0.03,0.081,43,1
0.63,0,0,0,1.27,0.63,3.18,2.22,0,0.63,0.31,0,0,0,0,0,0,0.275,0.496,91,1
0,0,1.66,0,0,0,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,12,1
0,0.48,0.48,0,0,0.48,0,2.43,0,0,0,0,0,0,0,0,0,0.081,0.244,78,1
0.36,1.09,0.73,1.09,0,1.09,0.36,2.19,0,0,0,0,0,0,0,0,0,0.11,0.332,30,1
0.34,0,0.68,0,0,0.34,1.36,3.42,0,0,0,0.34,0,0,0,0,0,0,0.048,15,1
0.46,0.46,0.46,0,0,0.92,0.92,2.76,0,0,0,0,0,0,0,0,0,0,0.223,13,1
0.18,0.37,0,0.25,0,0.37,0.12,2.96,0,0.75,0,0,0.12,0,0,0,0,0.085,0.234,45,1
0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0.338,5,1
0.72,0.72,0,1.45,0,2.91,0.72,1.45,0,0,0,0,0,0,0,0,0,0.123,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,27,1
0.31,0.47,0.05,0.26,0,0.26,0,3.25,0,0.34,0,0,0,0,0,0,0.004,0.066,0.764,193,1
0,0.46,0.46,0,0,0,1.4,1.87,0.93,0,0,0,0,0,0,0,0,0,0,32,1
0,0.64,0,0,0,0.64,0,2.59,0,0,0,0,0.64,0,0,0,0.094,0.189,0,131,1
0.55,0.55,1.11,0,0,0.55,0,3.91,0,0,0,0,0,0,0,0,0,0.248,0.331,140,1
0,0.41,0,0,0,0.41,0,7.05,0,0.41,0,0,0,0,0,0,0,0,0.149,335,1
0.29,0.72,0.14,0,0.14,0.14,0.72,0.58,0,0,0,0,0,0,0,0,0,0,0.023,132,1
0,0.62,0,0,0,0.62,0,1.24,0,0,0,0,0,0,0,0,0,0.105,0,16,1
0,0.62,0.62,0,0,0,1.24,5.59,0,0.62,0,0,0,0,0,0,0,0.31,0,22,1
0,0,0,2.04,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,1.32,0,0,0,0,0,5.29,0,1.32,0,0,0,0,0,0,0,0,0.069,43,1
