@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,11-12,14-17,20,22-24,26-27,29,34,38-39,41,43-44,51,55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,1
0.18,0,0,0,0.18,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833,1
0.15,0.1,0.47,0,0,0,0.02,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0.016,2.569,1
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.837,1
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,4.548,1
0,0,0,0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815,1
0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.414,4.897,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,1
0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.972,1
0.59,0,1.19,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,10,1
1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,1
1.12,0,0.56,0,0,0.56,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.135,1
0.45,0,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571,1
0.34,0,0,0,0.34,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.131,1
0,0,1.38,0,2.31,0,0.46,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,3.4,1
0.93,0,0,0,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0.8,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.463,1
1.07,0,0.53,0,0,0.53,0.53,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,5.454,1
1.09,0,0.54,0,0,0.54,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.047,1
0.08,0.34,0.51,0,0.17,0.08,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,3.314,1
0.32,0,0.32,0,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,1.537,1
0.16,0.16,0,0,0.16,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,6.586,1
1.69,0,0.84,0,0,10.16,0.84,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,173,1
0.08,0,0.6,0.17,0,0,0.17,0,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0.027,4.16,1
0,0.22,0.9,0,0,0.22,0,0,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,7.258,1
0,0,0,0,0,0.95,0.95,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.065,3.493,1
0,0.41,0.97,0,0,1.11,0.69,0,0,0.06,0.69,0,0,0,0,0,0,0,0,0,0,3.401,1
0,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.257,1
2.28,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.217,1
0.17,0.35,0.52,0,0,0,0.17,0,1.93,0.35,0,0,0,0,0,0,0,0,0,0,0.028,3.564,1
5.4,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.785,1
0.64,0,0.64,0,0,0.64,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0,0,2.06,0,0,0,0.37,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,0,2.698,1
0,0,0.62,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.592,1
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.217,1
0.45,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,4.735,1
0,0,0.02,0,0,0.05,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.922,1
0,0.23,1.9,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,4.022,1
0.32,0,0.32,0,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,1.494,1
0.6,0,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,3.217,1
0.02,0.23,0.89,1.06,0,0.16,0.33,0,0,1.03,0.51,0,0,0,0,0,0,0,0,0,0,5.783,1
1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,1
2.22,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0.86,0.43,0.43,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,1
0,0,0.45,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032,1
0,0,0.62,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1
0,0,0.96,0,1.92,0,0.48,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,3.2,1
0.1,0.4,0.5,0.6,0,0.91,0.2,4.26,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,6.8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0.19,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.19,0,0.38,0,0,4.053,1
0.31,0,1.26,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,3.244,1
0.06,0.33,1.07,0,0.26,0.4,0.06,0,0,0.53,0.26,0,0,0,0,0,0,0,0,0,0,4.623,1
0.16,0.08,0.98,0.04,0.04,0,0,0,0,0.45,0.53,0.04,0,0,0,0,0,0,0.08,0,0,5.608,1
0,0,1.06,0,2.12,0,0.53,0,0,1.59,0,0,0,0,0,0,0.53,0,0,0,0,5.038,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777,1
0,0,1.18,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,3,1
1.02,0,2.04,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1
1.25,0.62,0.62,0,0.62,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,1
0,0,0.49,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555,1
0.27,0,0.97,0,0.13,0,0,0.13,0,0.13,0.55,0,0,0,0,0,0,0,0,0,0,4.745,1
0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,1
0,0.58,1.16,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526,1
0.36,0.36,0.36,0,0,0.36,0,1.1,0,1.47,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692,1
0.17,0.17,0,0,0.35,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,7.527,1
2.94,1.47,0,0,0,0,2.94,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1
0.57,0,0.57,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,7.512,1
0.86,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297,1
0.33,0.33,0.33,0,0,0.33,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.894,1
0.14,0.14,0,0,0.14,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,5.415,1
0.04,0.21,0.9,1.24,0.02,0.21,0.36,0,0,1.09,0.36,0,0,0,0,0,0,0,0.02,0,0,5.459,1
0,0.08,0.72,0,0,0.24,1.13,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,3.502,1
0,0,1.53,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.07,0.07,0.55,0,0,0.47,0.31,0,0,0.55,0.31,0,0,0,0,0,0,0,0,0,0,3.382,1
0.31,0.63,1.59,0,0.63,0,0.63,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,2.15,1
0.5,0.3,0.7,0,1.61,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0.2,0,0,8.55,1
0.98,0,0.81,0,0.32,0.49,0.65,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922,1
1.41,0.47,0.47,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,4.041,1
0.7,0,0.47,0,0,1.65,0.7,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.037,5.236,1
0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1
0,0,1.72,0,0,0,0.19,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,5.886,1
