@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,3.22,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,28,1
0,1.89,0.27,0,0,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.091,0,11,1
0,0.1,0.03,0,0.1,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.019,0.019,113,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.11,0,12,1
0,0.78,0,0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.402,0,19,1
0.55,2.23,0,1.11,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,140,1
0,0,0.39,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.17,0,0.32,0,0.39,1.69,0.32,0.29,0.34,0.84,0,0,0,0,0,0,0.07,0,0,0,0.165,0.182,117,1
0,0.28,0,0.14,0,0,0,2.31,0.14,0,0,0,0,0,0,0,0.28,0,0,0,0.08,0.484,74,1
0,0.1,0.1,0.1,0,0.32,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.065,0,29,1
0,0.52,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,11,1
0,0,0.68,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,69,1
0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,1.52,0,0,0,0,4,1
0,0,0,2.94,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,274,1
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.39,0,0.98,0.19,0,0.19,0.98,0.39,0,1.38,0,0,0,0,0,0,0,0,0,0,0.31,0.025,76,1
0,0.26,0,0.26,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,1.026,104,1
0,0.36,0.09,0,0,0.36,0,0,0.36,0.09,0,0,0,0,0,0,0.27,0,0,0.03,0.03,0.03,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,16,1
0,0.43,0,0.86,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,47,1
0,0.31,0,0.15,0.15,0,1.11,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.707,0.022,51,1
0,0.6,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.103,0,33,1
0.51,0.51,0.51,1.02,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,1.212,0,130,1
0.19,0,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.04,110,1
0.55,1.1,0.55,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.082,148,1
0.39,0,0.98,0.19,0,0.19,0.98,0.39,0,1.38,0,0,0,0,0,0,0,0,0,0,0.31,0.025,76,1
0,0.22,0,0,0,0,0.56,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0.196,0.078,75,1
0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0.201,0,25,1
0,0.88,0.22,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0.149,21,1
0.04,0.14,0.04,0,0.14,0,0.04,0.04,0.69,0.47,0,0,0,0,0,0,0.19,0,0,0,0.09,0.011,1171,1
0.57,1.14,0.57,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0.081,147,1
0.49,0,0,0.49,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,47,1
0,0,0,0,0,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.154,0.154,7,1
0,1.71,0,0.42,0.21,0,0,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0.075,0.075,0.639,494,1
0.5,1.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0.095,0,0,114,1
0,0,0,0,0,1.56,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,119,1
0.34,0.68,0,0.68,0.34,0,0.34,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0.048,0,15,1
1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.137,0,11,1
