@relation crx

@attribute A4 {u,y,l}
@attribute A9 {t,f}
@attribute A15 numeric
@attribute Class {positive,negative}

@data
u,f,0,positive
u,t,1655,positive
u,t,678,positive
u,t,196,positive
u,t,0,positive
u,t,1249,positive
u,t,0,positive
u,t,0,positive
u,t,2283,positive
u,t,1430,positive
u,t,7059,positive
u,t,100,positive
y,t,0,positive
u,t,5000,positive
u,t,6,positive
y,t,560,positive
u,t,367,positive
u,t,0,positive
u,t,99,positive
u,t,0,positive
u,t,2184,positive
u,t,0,positive
u,t,300,positive
u,t,567,positive
u,t,0,positive
u,t,3257,positive
y,t,0,positive
u,t,15108,positive
u,t,730,positive
u,t,2206,positive
u,t,158,positive
u,t,1000,positive
u,t,14,positive
u,t,2384,positive
u,t,0,positive
u,t,2200,positive
u,t,300,positive
y,t,0,positive
u,t,300,positive
u,t,0,positive
y,t,0,positive
u,t,400,positive
u,t,0,positive
u,t,327,positive
y,t,18027,positive
u,t,0,positive
u,t,500,positive
u,t,11202,positive
u,t,0,positive
u,t,0,positive
u,t,2510,positive
u,t,0,positive
u,t,5860,positive
y,t,0,positive
u,t,0,positive
u,t,35,positive
u,t,0,positive
u,t,0,positive
u,t,168,positive
u,t,1200,positive
u,t,20,positive
u,f,2690,positive
u,t,0,positive
u,t,456,positive
u,t,560,positive
u,t,824,positive
u,t,0,positive
u,t,790,positive
u,t,6,positive
u,t,600,positive
u,t,200,positive
y,t,0,positive
u,t,1344,positive
u,t,7,positive
u,t,300,positive
u,t,0,positive
y,f,0,positive
u,t,742,positive
u,t,0,positive
u,t,458,positive
u,t,5124,positive
u,t,0,positive
u,t,15000,positive
u,t,50,positive
u,f,0,positive
u,t,0,positive
u,t,0,positive
u,f,0,positive
u,t,245,positive
u,t,247,positive
u,t,3290,positive
u,t,960,positive
u,t,0,positive
y,t,300,positive
y,t,2732,positive
y,t,2300,positive
u,t,0,positive
u,t,0,positive
u,t,4607,positive
u,t,800,positive
u,t,948,positive
u,t,5000,positive
u,t,0,positive
u,t,0,positive
u,t,892,positive
y,t,0,positive
u,t,0,positive
u,t,109,positive
l,f,100000,positive
u,f,6,positive
y,f,1,positive
y,t,2000,positive
u,t,134,positive
u,t,150,positive
u,t,221,positive
u,t,500,positive
u,t,9800,positive
u,t,0,positive
u,t,0,positive
y,t,15,positive
u,t,0,positive
u,t,0,positive
u,t,0,positive
y,t,59,positive
u,t,2072,positive
u,t,1704,positive
u,t,3000,positive
u,t,278,positive
u,t,0,positive
y,t,500,positive
u,t,0,positive
u,t,19,positive
u,t,0,positive
u,t,0,positive
y,t,0,positive
u,t,0,positive
u,t,551,positive
u,t,0,positive
u,t,1391,positive
y,t,375,positive
u,t,5000,positive
u,t,582,positive
u,t,1583,positive
u,t,0,positive
y,t,1,positive
u,t,0,positive
y,t,0,positive
u,t,591,positive
u,t,23,positive
y,t,0,positive
u,t,150,positive
u,t,2079,positive
u,f,0,positive
y,f,113,positive
u,t,1200,positive
y,t,400,positive
u,t,0,positive
u,t,0,positive
u,f,0,positive
u,t,28,positive
u,t,1349,positive
y,t,1000,positive
u,t,500,positive
u,t,0,positive
u,t,4700,positive
u,t,0,positive
y,t,7,positive
u,t,0,positive
u,t,10561,positive
u,t,0,positive
u,t,4159,positive
u,t,0,positive
u,t,4071,positive
u,t,0,positive
u,t,100,positive
u,t,2954,positive
u,t,0,positive
u,t,0,positive
u,t,0,positive
u,t,258,positive
u,t,3000,positive
y,t,0,positive
y,f,0,positive
y,t,5777,positive
u,t,0,positive
y,t,500,positive
u,f,44,positive
u,t,1465,positive
u,t,0,positive
u,t,809,positive
u,t,0,positive
u,t,0,positive
y,t,0,positive
u,t,11,positive
u,t,1270,positive
y,t,1187,positive
u,t,0,positive
u,t,1210,positive
u,f,8,positive
y,t,321,positive
u,t,0,positive
u,t,0,positive
u,t,1400,positive
u,t,560,positive
u,t,6700,positive
u,t,1260,positive
u,t,3065,positive
u,t,4000,positive
y,t,1065,positive
u,t,6590,positive
u,t,0,positive
u,t,1000,positive
y,t,8000,positive
y,t,314,positive
u,t,0,positive
u,f,40,positive
u,t,5800,positive
u,t,1332,positive
u,t,15,positive
u,t,2000,positive
u,f,0,positive
u,t,690,positive
u,t,610,positive
u,t,0,positive
u,t,99,positive
u,t,0,positive
u,t,200,positive
y,t,300,positive
u,t,300,positive
u,t,150,positive
u,t,0,positive
u,t,396,positive
u,t,1602,positive
u,t,639,positive
u,t,0,positive
u,t,0,positive
u,t,540,positive
u,t,0,positive
u,t,5298,positive
y,t,13212,positive
u,t,2503,positive
u,t,1000,positive
u,t,0,positive
u,t,0,positive
u,t,3,positive
u,t,7544,positive
u,t,3376,positive
u,t,0,positive
y,t,162,positive
y,t,1442,positive
u,t,284,positive
u,t,8851,positive
u,t,0,positive
u,t,10000,positive
u,t,713,positive
u,t,2028,positive
u,t,827,positive
u,t,500,positive
l,f,0,positive
u,t,0,positive
u,t,0,positive
u,t,0,positive
u,t,857,positive
u,t,2000,positive
y,t,1236,positive
u,f,0,positive
u,f,9,negative
u,t,38,negative
u,f,0,negative
y,f,2,negative
u,f,0,negative
u,f,0,negative
y,f,0,negative
u,f,0,negative
y,f,0,negative
u,f,0,negative
y,t,225,negative
y,f,722,negative
u,f,4000,negative
u,f,0,negative
y,f,0,negative
u,f,0,negative
u,f,501,negative
u,f,120,negative
y,f,537,negative
y,f,100,negative
u,t,5,negative
u,f,0,negative
u,f,6,negative
u,f,19,negative
u,f,2803,negative
u,f,112,negative
u,f,117,negative
y,f,0,negative
u,f,0,negative
y,t,0,negative
u,f,42,negative
u,f,0,negative
y,t,20,negative
y,f,2,negative
u,f,3,negative
y,t,0,negative
u,f,0,negative
y,t,1,negative
u,f,50,negative
u,f,35,negative
u,t,0,negative
u,f,0,negative
u,f,1,negative
y,f,1,negative
u,f,0,negative
y,t,0,negative
y,t,0,negative
y,f,87,negative
u,f,13,negative
u,f,33,negative
u,f,1,negative
u,f,0,negative
y,f,0,negative
u,f,0,negative
u,f,1000,negative
u,f,10,negative
y,f,1000,negative
u,t,0,negative
y,f,32,negative
u,f,3,negative
y,f,4000,negative
u,f,500,negative
y,f,6,negative
y,f,0,negative
y,t,347,negative
u,t,5,negative
u,f,50,negative
y,t,100,negative
y,f,0,negative
y,f,0,negative
u,f,1212,negative
u,t,0,negative
u,f,0,negative
y,f,4,negative
u,t,5,negative
u,f,0,negative
y,f,0,negative
u,f,0,negative
y,t,210,negative
u,f,0,negative
u,f,0,negative
y,f,16,negative
y,f,0,negative
y,f,0,negative
y,f,1,negative
u,f,2,negative
u,f,126,negative
y,f,0,negative
u,f,0,negative
u,f,0,negative
y,f,80,negative
u,f,108,negative
u,f,200,negative
u,f,251,negative
y,f,20,negative
u,f,0,negative
u,f,0,negative
u,f,0,negative
u,f,0,negative
u,f,1,negative
u,t,50,negative
u,f,300,negative
y,f,0,negative
u,f,0,negative
y,t,400,negative
y,f,0,negative
u,f,0,negative
y,f,0,negative
u,t,0,negative
y,f,204,negative
u,f,0,negative
u,f,1110,negative
u,f,1,negative
u,t,0,negative
u,f,1062,negative
y,f,195,negative
u,t,0,negative
y,f,2100,negative
u,f,55,negative
u,t,0,negative
u,f,11,negative
y,f,6,negative
u,f,5,negative
u,f,50,negative
u,f,0,negative
u,f,0,negative
u,f,0,negative
y,f,1,negative
y,f,0,negative
u,t,0,negative
u,f,8,negative
u,t,0,negative
y,f,0,negative
y,f,0,negative
u,f,0,negative
u,t,0,negative
u,f,0,negative
u,f,1,negative
u,f,0,negative
u,f,0,negative
u,f,316,negative
u,f,390,negative
u,f,0,negative
u,f,0,negative
u,f,44,negative
u,f,40,negative
u,f,0,negative
u,t,0,negative
u,f,18,negative
u,f,0,negative
y,f,0,negative
u,f,0,negative
y,t,0,negative
u,f,10,negative
u,f,27,negative
y,f,0,negative
u,t,0,negative
y,t,28,negative
u,f,1,negative
u,f,0,negative
u,f,350,negative
u,f,0,negative
y,f,1,negative
u,t,0,negative
u,f,4,negative
y,f,179,negative
u,f,0,negative
u,f,5552,negative
u,t,2197,negative
u,t,0,negative
u,f,3,negative
u,f,0,negative
u,t,0,negative
u,f,1,negative
y,f,0,negative
u,f,7,negative
u,t,68,negative
u,f,5,negative
y,f,1,negative
y,f,0,negative
u,t,0,negative
u,t,0,negative
u,f,0,negative
u,f,0,negative
y,f,67,negative
u,f,0,negative
u,t,0,negative
y,t,0,negative
u,f,0,negative
u,f,0,negative
u,f,0,negative
u,f,6,negative
u,f,351,negative
u,f,809,negative
y,t,0,negative
y,t,0,negative
u,f,200,negative
u,f,3,negative
u,f,146,negative
u,f,769,negative
u,f,4208,negative
u,f,22,negative
u,f,4,negative
u,t,0,negative
u,f,587,negative
u,f,41,negative
u,f,0,negative
u,f,0,negative
u,f,246,negative
u,f,0,negative
u,t,0,negative
y,f,4,negative
u,f,154,negative
u,f,3552,negative
u,f,1,negative
y,f,17,negative
u,f,21,negative
y,f,351,negative
u,f,0,negative
u,f,1000,negative
y,f,0,negative
