@relation crx

@attribute A4 {u,y,l}
@attribute A9 {t,f}
@attribute A11 numeric
@attribute A15 numeric
@attribute Class {positive,negative}

@data
u,t,0,0,positive
u,t,0,400,positive
u,t,3,14,positive
u,t,0,0,positive
u,t,2,551,positive
y,t,0,13212,positive
u,t,5,0,positive
u,f,0,44,positive
u,t,3,1391,positive
y,t,3,0,positive
y,t,8,1,positive
u,t,2,0,positive
u,f,0,6,positive
u,t,5,8851,positive
u,t,0,600,positive
y,t,0,300,positive
u,t,2,0,positive
u,t,4,500,positive
u,t,3,6,positive
l,f,0,100000,positive
u,t,7,2384,positive
u,t,0,11177,positive
u,t,12,790,positive
y,t,0,0,positive
u,t,0,0,positive
u,t,6,196,positive
u,t,5,0,positive
u,t,8,0,positive
u,t,15,247,positive
u,t,0,2028,positive
u,t,11,35,positive
u,f,0,0,positive
u,t,0,837,positive
u,t,9,0,positive
y,t,1,1187,positive
u,t,2,591,positive
y,t,0,0,positive
u,t,5,560,positive
u,t,7,5124,positive
u,t,67,258,positive
u,t,1,800,positive
u,t,0,5860,positive
u,t,2,0,positive
u,t,0,0,positive
u,f,1,0,positive
u,t,0,0,positive
y,t,23,1236,positive
u,t,1,500,positive
u,t,0,0,positive
u,t,11,300,positive
u,t,0,0,positive
u,t,16,5000,positive
u,f,0,8,positive
y,t,2,400,positive
u,t,6,1260,positive
u,t,0,0,positive
y,t,10,0,positive
u,t,1,300,positive
u,t,20,15000,positive
u,t,5,1097,positive
u,t,0,0,positive
y,t,1,59,positive
u,t,11,99,positive
u,t,1,678,positive
y,t,7,0,positive
u,t,12,1000,positive
u,t,1,2000,positive
u,t,0,0,positive
y,f,0,0,positive
u,t,1,19,positive
u,t,0,0,positive
u,t,1,109,positive
u,t,7,0,positive
u,t,5,58,positive
u,t,4,0,positive
u,t,4,540,positive
u,t,0,960,positive
u,t,14,2200,positive
y,t,0,0,positive
u,t,0,0,positive
u,t,2,300,positive
u,t,5,690,positive
u,t,4,99,positive
