@relation crx

@attribute A1 {b,a}
@attribute A9 {t,f}
@attribute A15 numeric
@attribute Class {positive,negative}

@data
b,t,0,positive
b,t,0,positive
a,t,0,positive
b,f,0,positive
b,t,35,positive
b,t,0,positive
a,t,600,positive
b,t,0,positive
b,t,5000,positive
a,t,1704,positive
b,t,314,positive
b,t,1270,positive
b,t,9800,positive
b,t,0,positive
a,t,0,positive
a,t,11,positive
b,t,730,positive
a,t,1602,positive
a,t,0,positive
a,t,500,positive
b,t,28,positive
b,t,2000,positive
b,t,1000,positive
a,t,1583,positive
b,t,14,positive
a,t,6,positive
a,t,2384,positive
a,t,5860,positive
a,t,1236,positive
b,t,1000,positive
a,t,3376,positive
a,t,1400,positive
b,t,0,positive
a,t,500,positive
b,f,8,positive
b,t,15,positive
b,t,610,positive
b,t,18027,positive
b,f,40,positive
b,t,300,positive
b,t,1344,positive
b,f,2690,positive
a,t,500,positive
b,t,0,positive
a,t,0,positive
b,f,0,positive
b,t,396,positive
b,t,857,positive
b,t,0,positive
b,t,5298,positive
b,t,284,positive
a,t,3000,positive
a,t,0,positive
b,t,1249,positive
b,t,158,positive
b,t,3000,positive
b,f,0,positive
b,t,4607,positive
a,f,0,positive
b,t,500,positive
b,t,2000,positive
b,t,109,positive
a,t,1260,positive
a,t,567,positive
b,t,0,positive
b,f,0,positive
a,t,0,positive
a,t,0,positive
b,t,2510,positive
b,t,0,positive
b,t,168,positive
a,t,99,positive
b,t,4071,positive
b,t,5800,positive
b,t,582,positive
b,t,0,positive
a,t,13212,positive
a,t,1430,positive
a,t,4159,positive
a,t,0,positive
b,t,0,positive
b,t,560,positive
a,t,0,positive
b,t,134,positive
b,t,742,positive
a,t,560,positive
b,t,20,positive
b,t,100,positive
b,t,0,positive
a,t,0,positive
a,t,560,positive
b,t,1655,positive
b,t,0,positive
b,t,0,positive
b,t,0,positive
a,t,0,positive
b,t,0,positive
b,t,0,positive
a,t,0,positive
b,t,0,positive
a,t,2079,positive
b,t,0,positive
b,t,50000,positive
b,t,0,positive
a,t,0,positive
b,f,113,positive
b,t,3000,positive
b,t,0,positive
b,t,0,positive
a,t,0,positive
b,t,31285,positive
b,t,809,positive
b,t,1,positive
b,t,0,positive
b,t,0,positive
a,t,1349,positive
b,t,367,positive
b,t,8851,positive
b,t,200,positive
b,t,200,positive
b,t,0,positive
b,t,0,positive
b,t,3290,positive
b,t,0,positive
b,t,0,positive
a,t,0,positive
a,t,551,positive
b,t,1391,positive
